t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.981528,0.357695,0.623833,-0.0631507,0.0473631,0.0157877,0.734345,0.131816,-0.866161,-0.803126,0.592865,0.21026,-0.866277,0.640229,0.226048,1.00399,0.984131,0,-0.0609131,-0.00146484,0.884155,-0.416504,-0.879639,-0.0297852,-0.940552,-0.03125,0.0078125,0.00610352,0.000366211,0.0045166,-0.00305176,0.0449219,0.0358887,-0.038208,0.0362549,-0.0336914,1.26587
0.002,-0.621075,-0.363862,0.984938,-0.0538217,-0.0179406,0.0717622,0.84905,-0.0910726,-0.757977,-0.718677,0.0258517,0.692825,-0.772499,0.00791114,0.764588,1.00201,0.972046,0,-0.0799561,-0.00769043,0.823364,-0.38623,-0.83313,-0.0452881,-0.913086,-0.0529785,0.00634766,0.0292969,0.0174561,0.00158691,0.0244141,-0.00378418,0.0167236,0.0128174,0.0341797,0.0144043,1.26587
0.004,0.119643,-0.908885,0.789242,-0.0193758,-0.0566921,0.0760679,0.969667,-0.315159,-0.654508,-0.311944,-0.548056,0.86,-0.33132,-0.604748,0.936068,0.99885,1.01624,0,-0.0715332,0.00146484,0.832642,-0.489502,-0.835205,0.0511475,-0.906738,0.0526123,0.00976562,-0.0253906,0.0155029,-0.00256348,-0.0323486,0.0183105,0.046875,-0.0118408,0.0623779,-0.0144043,1.26587
0.006,0.718618,-0.957451,0.238832,0.0444926,-0.0918556,0.0473631,1.00869,-0.485321,-0.523369,0.341242,-0.875511,0.534268,0.385735,-0.967366,0.581631,0.999245,0.993042,0,-0.086792,-0.0155029,0.868408,-0.445557,-0.853149,-0.0102539,-0.939941,-0.0257568,-0.00720215,0.0032959,-0.00341797,-0.00354004,0.0175781,0.0112305,-0.0012207,-0.012085,-0.00463867,-0.015625,1.26587
0.008,0.997531,-0.487205,-0.510326,0.0832442,-0.0731975,-0.0100467,0.914088,-0.633913,-0.280175,0.791062,-0.675591,-0.115471,0.874306,-0.748788,-0.125518,0.996479,0.976807,0,-0.0839844,-0.0057373,0.807739,-0.445312,-0.869751,-0.0240479,-0.953735,-0.0297852,0.000854492,-0.0150146,-0.00622559,0.00549316,-0.00866699,-0.0341797,0.00585938,-0.0290527,-0.000366211,-0.0235596,1.26587
0.01,0.707188,0.262875,-0.970063,0.0746327,-0.0258344,-0.0487983,0.88689,-0.734572,-0.152318,0.791062,-0.129258,-0.661803,0.865695,-0.155093,-0.710602,0.997269,1.00635,0,-0.0733643,0.00219727,0.84314,-0.423706,-0.85083,-0.0249023,-0.924194,-0.0227051,-0.0229492,0.0123291,-0.0101318,0.0100098,0.00708008,0.0065918,-0.00390625,-0.00524902,-0.0140381,0.00476074,1.26587
0.012,0.0426751,0.81869,-0.861365,0.0473631,0.0243992,-0.0717622,0.781646,-0.866388,0.084742,0.406733,0.458437,-0.86517,0.454096,0.482836,-0.936932,1.00359,0.987793,0,-0.081665,0.0118408,0.831787,-0.437256,-0.829956,-0.0196533,-0.911621,-0.0078125,0.0164795,0.00805664,-0.00305176,0.00134277,-0.0098877,0.0245361,0.00634766,-0.0389404,0.0032959,-0.0375977,1.26587
0.014,-0.634792,0.972869,-0.338077,0.00358811,0.0559745,-0.0595626,0.652751,-0.962254,0.309503,-0.167174,0.818637,-0.651463,-0.163586,0.874611,-0.711025,1.0032,1.00574,0,-0.0656738,0.0152588,0.843018,-0.481567,-0.846191,0.0407715,-0.911865,0.0560303,0.0195312,0.00488281,0.000732422,-0.00634766,-0.00927734,0.0192871,0.0338135,-0.0224609,0.0345459,-0.0288086,1.26587
0.016,-0.964762,0.588963,0.375799,-0.0660212,0.0538217,0.0121996,0.473008,-0.913123,0.440114,-0.649739,0.708336,-0.0585971,-0.71576,0.762158,-0.0463976,1.0032,0.96167,0,-0.081665,0.00476074,0.851685,-0.427856,-0.859253,-0.0172119,-0.940918,-0.0124512,-0.000854492,-0.0136719,-0.0109863,-0.0183105,-0.0388184,0.0393066,0.0603027,-0.0529785,0.0493164,-0.0712891,1.26575
0.018,-0.747577,-0.17268,0.920257,-0.0674565,0.0143524,0.053104,0.316915,-0.896346,0.579431,-0.751423,0.251623,0.499799,-0.818879,0.265976,0.552903,1.00241,1.01074,0,-0.0598145,0.00219727,0.823242,-0.456299,-0.801392,0.0444336,-0.861206,0.0466309,-0.052002,0.00952148,-0.00341797,-0.00402832,-0.0493164,-0.00793457,0.0280762,0.00341797,0.0246582,-0.000610352,1.26575
