t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.94,1180.0,307.895,1.20949,682.98,682.811,-15.1825,308.423,0.110685,58.0084,58.0075,0.310706,740.968,740.818,-14.8718
0.231,12.5,0.0,2281.0,4.96,1184.77,313.406,1.23472,684.606,684.436,-15.2237,313.846,0.115472,58.9409,58.9379,0.591743,743.518,743.374,-14.6319
0.481,12.5,0.0,2281.0,4.95,1182.39,316.787,1.24495,689.881,689.653,-17.7402,317.216,0.11483,58.3751,58.3736,0.4202,748.227,748.027,-17.32
0.731,12.5,0.0,2281.0,4.93,1177.61,309.344,1.19876,680.2,680.088,-12.3445,309.877,0.111615,58.4539,58.4539,0.037807,738.644,738.541,-12.3066
0.981,12.5,0.0,2281.0,4.98,1189.55,309.164,1.21144,683.479,683.314,-15.0119,309.614,0.111728,58.7292,58.7288,0.225232,742.19,742.042,-14.7866
1.231,12.5,0.0,2281.0,4.96,1184.77,309.638,1.2157,684.263,684.052,-16.9594,310.128,0.110504,57.0925,57.0885,0.675712,741.32,741.141,-16.2837
1.481,12.5,0.0,2278.0,5.0,1192.76,309.923,1.21948,682.746,682.559,-15.9824,310.413,0.113039,58.5719,58.5716,0.213745,741.298,741.131,-15.7687
1.731,12.5,0.0,2279.0,4.99,1190.9,316.068,1.24206,686.771,686.584,-16.0148,316.506,0.115416,58.6855,58.685,0.236211,745.436,745.269,-15.7786
1.981,12.5,0.0,2281.0,4.96,1184.77,318.061,1.23528,684.942,684.786,-14.5957,318.48,0.116162,59.8243,59.8243,-0.048053,744.755,744.611,-14.6438
2.231,12.5,0.0,2281.0,4.92,1175.22,310.61,1.22465,687.064,686.897,-15.1335,311.058,0.111995,58.2624,58.262,0.230871,745.308,745.159,-14.9026
2.481,12.5,0.0,2281.0,4.99,1191.94,310.024,1.21559,682.141,681.994,-14.1535,310.48,0.112926,59.3195,59.3181,0.410962,741.439,741.312,-13.7426
2.731,12.5,0.0,2280.0,4.95,1181.87,315.833,1.24064,681.248,681.1,-14.1943,316.214,0.114187,59.0134,59.0107,0.566878,740.236,740.111,-13.6274
2.981,12.5,0.0,2281.0,4.97,1187.16,317.76,1.23248,682.833,682.684,-14.25,318.171,0.115332,59.2121,59.2093,-0.577453,742.042,741.894,-14.8275
3.231,12.5,0.0,2279.0,4.96,1183.74,311.205,1.22537,685.351,685.221,-13.3483,311.637,0.111935,58.5087,58.5083,0.240944,743.845,743.73,-13.1073
3.481,12.5,0.0,2280.0,4.98,1189.03,314.062,1.23514,686.013,685.782,-17.8235,314.47,0.115005,58.82,58.8173,0.563664,744.799,744.599,-17.2598
3.731,12.5,0.0,2280.0,4.95,1181.87,319.19,1.2456,687.011,686.867,-14.0345,319.623,0.117465,59.8928,59.892,-0.309471,746.897,746.759,-14.344
3.981,12.5,0.0,2280.0,4.98,1189.03,308.921,1.22454,685.212,685.011,-16.5937,309.449,0.110759,57.9195,57.9191,0.206476,743.111,742.93,-16.3872
