t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2279.0,4.97,1186.12,318.425,1.19484,667.07,666.937,-13.3309,318.962,0.115625,60.094,60.0939,-0.106615,727.155,727.031,-13.4376
0.263,12.5,0.0,2280.0,4.94,1179.48,318.294,1.19841,667.614,667.481,-13.3399,318.871,0.113745,59.8627,59.8627,0.00760807,727.465,727.343,-13.3323
0.513,12.5,0.0,2279.0,4.99,1190.9,318.537,1.19695,667.874,667.719,-14.3575,319.103,0.115444,60.5195,60.519,-0.24316,728.385,728.239,-14.6007
0.763,12.5,0.0,2279.0,4.97,1186.12,318.395,1.19988,669.919,669.776,-13.8095,318.915,0.115125,60.8016,60.8012,-0.230821,730.713,730.578,-14.0404
1.013,12.5,0.0,2279.0,4.96,1183.74,318.586,1.19103,665.703,665.543,-14.6241,319.107,0.114462,60.115,60.1149,-0.0925685,725.807,725.658,-14.7167
1.263,12.5,0.0,2279.0,4.98,1188.51,318.545,1.20311,670.448,670.286,-14.7296,319.104,0.114931,60.1297,60.129,-0.289139,730.569,730.415,-15.0187
1.513,12.5,0.0,2278.0,4.96,1183.22,318.23,1.19787,667.724,667.556,-14.9456,318.795,0.114604,60.1805,60.1801,-0.226374,727.895,727.736,-15.172
1.763,12.5,0.0,2280.0,4.92,1174.7,318.305,1.20095,669.042,668.859,-15.6346,318.82,0.114107,60.2751,60.2751,-0.0248734,729.303,729.134,-15.6595
2.013,12.5,0.0,2280.0,4.97,1186.64,318.55,1.19238,665.088,664.905,-15.5896,319.106,0.114379,59.9572,59.9572,0.0127548,725.03,724.862,-15.5768
2.263,12.5,0.0,2279.0,4.94,1178.96,318.154,1.19719,667.402,667.225,-15.3643,318.695,0.113704,59.998,59.998,0.0497746,727.384,727.223,-15.3145
2.513,12.5,0.0,2279.0,4.94,1178.96,318.408,1.19893,668.749,668.575,-15.2356,318.949,0.115132,60.9055,60.9055,0.00718306,729.64,729.481,-15.2285
2.763,12.5,0.0,2279.0,4.94,1178.96,318.344,1.19924,668.494,668.316,-15.4632,318.864,0.114024,60.0757,60.0754,-0.18567,728.559,728.391,-15.6489
3.013,12.5,0.0,2279.0,4.95,1181.35,318.81,1.19538,667.562,667.414,-14.0585,319.336,0.113249,59.9091,59.909,-0.0435513,727.46,727.323,-14.1021
3.263,12.5,0.0,2279.0,4.97,1186.12,317.864,1.19488,665.884,665.73,-14.2835,318.346,0.11395,59.7929,59.7922,-0.279623,725.669,725.523,-14.5631
3.513,12.5,0.0,2279.0,4.92,1174.19,318.807,1.20484,668.083,667.916,-14.9381,319.3,0.115475,60.2224,60.2224,-0.0836528,728.294,728.139,-15.0217
3.763,12.5,0.0,2280.0,4.89,1167.54,318.596,1.20091,668.279,668.102,-15.3662,319.13,0.115712,60.6648,60.6641,-0.27781,728.934,728.766,-15.644
4.013,12.5,0.0,2279.0,4.95,1181.35,318.609,1.20142,669.023,668.879,-13.8978,319.136,0.114527,60.0158,60.0156,-0.132131,729.029,728.894,-14.03
4.263,12.5,0.0,2279.0,4.96,1183.74,318.862,1.20397,666.996,666.856,-13.6618,319.329,0.113372,59.3327,59.3322,-0.256001,726.322,726.188,-13.9178
4.513,12.5,0.0,2278.0,4.92,1173.67,318.848,1.21029,669.992,669.837,-14.4113,319.337,0.116152,60.5117,60.5112,-0.232739,730.495,730.348,-14.6441
4.763,12.5,0.0,2279.0,4.93,1176.58,318.68,1.20884,670.602,670.456,-13.9936,319.17,0.114559,60.1519,60.1514,-0.2454,730.746,730.607,-14.239
5.013,12.5,0.0,2279.0,4.94,1178.96,318.532,1.19915,666.091,665.954,-13.4994,319.021,0.114355,59.2638,59.2633,-0.244273,725.347,725.217,-13.7437
5.263,12.5,0.0,2322.0,3.34,812.152,322.836,1.1384,662.224,662.122,-11.6248,323.388,0.110462,52.1268,52.121,-0.779998,714.35,714.243,-12.4048
5.513,12.5,1.28,2332.0,3.76,918.216,74.3072,2.84563,395.217,138.715,370.073,75.1424,0.640637,117.139,-63.1824,98.6385,474.759,75.5329,468.712
5.716,12.5,3.84,2377.0,3.61,898.597,76.6354,3.05557,426.454,193.889,379.829,77.519,0.576283,111.591,-48.0454,100.718,502.191,145.843,480.547
5.966,12.5,6.08,2368.0,5.44,1348.99,321.016,1.40863,784.066,784.052,-4.63688,321.554,0.216751,117.463,117.452,-1.60272,901.526,901.505,-6.2396
6.216,12.5,7.36,2340.0,5.34,1308.54,312.431,1.35273,769.01,768.97,-7.83871,313.09,0.188117,103.786,103.784,-0.724618,872.796,872.754,-8.56333
6.466,12.5,7.84,2312.0,5.34,1292.88,318.689,1.34876,749.643,749.579,-9.80734,319.222,0.163895,87.2854,87.2851,-0.229091,836.924,836.864,-10.0364
6.716,12.5,7.84,2285.0,5.36,1282.57,318.605,1.34364,744.909,744.844,-9.89444,319.103,0.141035,74.7898,74.7896,-0.155982,819.695,819.633,-10.0504
6.966,12.5,7.2,2271.0,4.07,967.922,315.279,1.19127,656.363,656.343,-5.11207,315.735,0.108773,56.1244,56.122,0.512597,712.48,712.465,-4.59947
7.216,12.5,7.04,2276.0,4.51,1074.92,312.293,0.950998,526.028,526.028,-0.370171,312.826,0.0705051,34.1815,34.1737,0.729271,560.202,560.202,0.3591
