t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.94,1180.0,321.14,1.2257,677.456,677.264,-16.1354,321.62,0.111961,56.8347,56.8347,0.0317972,734.275,734.098,-16.1036
0.215,12.5,0.0,2282.0,4.95,1182.9,319.194,1.21266,675.466,675.286,-15.5639,319.749,0.112229,56.9597,56.9591,-0.275243,732.417,732.246,-15.8391
0.465,12.5,0.0,2281.0,4.97,1187.16,319.74,1.22205,677.496,677.327,-15.1203,320.252,0.112495,57.4778,57.4753,-0.537686,734.969,734.802,-15.658
0.715,12.5,0.0,2281.0,4.94,1180.0,318.582,1.20968,674.93,674.741,-15.9492,319.087,0.111565,56.4604,56.4601,-0.193794,731.38,731.201,-16.143
0.965,12.5,0.0,2281.0,4.99,1191.94,319.304,1.21279,674.343,674.189,-14.4332,319.857,0.111354,56.9916,56.99,-0.437336,731.33,731.179,-14.8705
1.215,12.5,0.0,2281.0,4.96,1184.77,318.548,1.21806,680.332,680.107,-17.5004,319.085,0.111032,56.8987,56.8969,-0.450904,737.223,737.004,-17.9513
1.465,12.5,0.0,2281.0,4.96,1184.77,318.788,1.20726,673.722,673.518,-16.5791,319.355,0.110234,56.654,56.6522,-0.44465,730.369,730.17,-17.0238
1.715,12.5,0.0,2281.0,4.96,1184.77,319.612,1.22904,681.441,681.232,-16.8664,320.054,0.113097,57.4198,57.4197,-0.0961228,738.846,738.652,-16.9625
1.965,12.5,0.0,2280.0,4.93,1177.09,319.511,1.21664,673.641,673.452,-15.9566,320.026,0.11123,56.5377,56.5377,-0.0245945,730.164,729.989,-15.9812
2.215,12.5,0.0,2280.0,4.98,1189.03,322.781,1.2359,674.092,673.978,-12.4324,323.259,0.109611,55.7317,55.7308,-0.308092,729.82,729.708,-12.7405
