t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2280.0,4.98,1189.03,316.491,1.22026,676.689,676.578,-12.2424,316.915,0.113468,58.8502,58.8489,-0.394248,735.536,735.427,-12.6367
0.247,12.5,0.0,2280.0,4.99,1191.42,315.72,1.21039,676.999,676.875,-12.9945,316.199,0.113999,59.1428,59.142,-0.305768,736.137,736.017,-13.3003
0.497,12.5,0.0,2280.0,4.96,1184.25,312.413,1.22514,676.932,676.83,-11.7692,312.866,0.112006,57.793,57.7917,0.37582,734.71,734.621,-11.3933
0.747,12.5,0.0,2280.0,4.99,1191.42,317.207,1.23503,678.339,678.22,-12.6988,317.625,0.113592,58.2959,58.2959,-0.0437331,736.626,736.516,-12.7425
0.997,12.5,0.0,2280.0,4.95,1181.87,316.907,1.22685,676.51,676.38,-13.2739,317.371,0.113258,57.9289,57.9288,0.0824243,734.427,734.309,-13.1914
1.247,12.5,0.0,2280.0,4.96,1184.25,316.836,1.22158,677.944,677.78,-14.9359,317.312,0.114137,58.9992,58.9992,0.0358967,736.929,736.779,-14.9
1.497,12.5,0.0,2281.0,4.96,1184.77,315.716,1.20721,675.718,675.608,-12.1837,316.202,0.112457,59.0173,59.0161,-0.374459,734.731,734.624,-12.5581
1.747,12.5,0.0,2280.0,4.98,1189.03,313.584,1.2292,679.952,679.768,-15.7893,314.015,0.113288,58.3219,58.3204,0.41656,738.249,738.089,-15.3727
1.997,12.5,0.0,2280.0,4.98,1189.03,317.837,1.22956,678.157,678.047,-12.2373,318.254,0.114152,58.4631,58.4631,-0.00983577,736.612,736.51,-12.2471
2.247,12.5,0.0,2280.0,5.0,1193.81,318.753,1.22987,676.549,676.391,-14.6292,319.225,0.113564,58.6072,58.6072,-0.00222571,735.143,734.998,-14.6314
2.497,12.5,0.0,2280.0,4.99,1191.42,316.102,1.20621,676.549,676.426,-12.8567,316.632,0.114521,59.7857,59.7784,-0.937833,736.334,736.205,-13.7945
2.747,12.5,0.0,2281.0,4.97,1187.16,313.472,1.22671,679.497,679.306,-16.119,313.917,0.112057,57.8865,57.8847,0.458038,737.357,737.191,-15.6609
2.997,12.5,0.0,2280.0,4.96,1184.25,316.11,1.23289,679.892,679.745,-14.1512,316.516,0.113833,58.3892,58.389,0.173631,738.266,738.134,-13.9776
3.247,12.5,0.0,2280.0,4.96,1184.25,318.731,1.22273,676.783,676.617,-14.9642,319.2,0.115345,59.5915,59.5915,-0.0256772,736.361,736.209,-14.9899
3.497,12.5,0.0,2281.0,4.97,1187.16,309.579,1.21316,677.75,677.615,-13.5382,310.02,0.110411,57.9797,57.9797,0.0875981,735.718,735.595,-13.4506
3.747,12.5,0.0,2280.0,4.97,1186.64,315.214,1.22811,677.437,677.275,-14.8064,315.616,0.113504,58.3743,58.3742,0.0952368,735.796,735.649,-14.7112
3.997,12.5,0.0,2280.0,4.96,1184.25,317.65,1.22521,675.945,675.746,-16.3809,318.034,0.114647,58.8351,58.8347,-0.222135,734.769,734.581,-16.603
4.247,12.5,0.0,2280.0,4.94,1179.48,309.471,1.21128,679.261,679.133,-13.1837,310.017,0.111624,58.3172,58.3172,0.00709095,737.568,737.451,-13.1766
4.497,12.5,0.0,2280.0,4.98,1189.03,312.989,1.22164,679.418,679.242,-15.4749,313.411,0.113394,58.8352,58.8321,0.603766,738.224,738.074,-14.8712
4.747,12.5,0.0,2279.0,4.98,1188.51,313.69,1.23122,679.345,679.174,-15.2265,314.031,0.113632,58.9194,58.9186,0.311081,738.244,738.093,-14.9154
4.997,12.5,0.0,2280.0,4.96,1184.25,315.645,1.23037,680.012,679.861,-14.3402,316.03,0.112353,58.2281,58.2272,0.316952,738.221,738.088,-14.0232
5.247,12.5,0.0,2279.0,4.99,1190.9,317.775,1.22892,678.55,678.389,-14.7596,318.202,0.115153,59.2147,59.2146,0.0966301,737.75,737.604,-14.6629
5.497,12.5,0.0,2284.0,4.51,1078.7,138.465,2.20386,473.215,428.211,201.414,137.856,0.525346,174.645,-5.91789,174.544,565.399,422.293,375.959
5.763,12.5,0.8,2307.0,4.49,1084.73,137.274,2.33332,521.741,472.829,220.56,136.686,0.503631,168.429,-3.012,168.403,609.934,469.817,388.962
5.982,12.5,1.28,2302.0,6.34,1528.35,278.182,1.75848,675.478,672.081,67.6596,278.59,0.336881,75.0899,60.6206,44.313,741.208,732.701,111.973
6.232,12.5,1.6,2293.0,5.48,1315.87,306.515,1.49895,768.082,768.07,-4.21145,307.065,0.141106,77.7018,77.6992,-0.632797,845.783,845.77,-4.84425
6.466,12.5,1.12,2275.0,5.33,1269.81,310.317,1.50755,757.049,757.038,-4.09977,310.72,0.132502,71.9703,71.9532,-1.57081,829.01,828.991,-5.67058
6.716,12.5,0.96,2279.0,4.59,1095.43,301.425,1.20727,617.411,617.403,3.11699,301.926,0.0951975,49.7828,49.7825,0.162657,667.194,667.186,3.27965
6.982,12.5,0.96,2281.0,5.04,1203.88,303.137,1.31166,670.086,670.076,-3.60447,303.683,0.104616,56.4107,56.4096,-0.343715,726.496,726.486,-3.94818
7.216,12.5,0.64,2279.0,4.82,1150.32,310.231,1.36468,683.154,683.143,-3.79502,310.677,0.110252,58.6599,58.641,-1.48986,741.803,741.784,-5.28488
7.419,12.5,0.64,2281.0,4.95,1182.39,309.286,1.30268,652.168,652.163,-2.43695,309.773,0.103998,54.778,54.7469,-1.8457,706.923,706.91,-4.28265
7.653,12.5,0.48,2279.0,4.93,1176.58,303.987,1.32838,678.834,678.784,-8.21982,304.367,0.111856,59.9381,59.9201,-1.46903,738.768,738.704,-9.68885
7.857,12.5,0.32,2279.0,4.98,1188.51,303.544,1.28122,653.106,653.083,-5.52171,303.948,0.108395,57.1828,57.1709,-1.1625,710.286,710.254,-6.68421
8.107,12.5,0.16,2280.0,4.94,1179.48,303.677,1.32786,676.789,676.73,-8.94252,304.085,0.111327,59.9071,59.8902,-1.42467,736.693,736.621,-10.3672
8.357,12.5,0.16,2280.0,4.97,1186.64,302.69,1.30397,664.601,664.531,-9.6509,303.111,0.108025,57.9546,57.9343,-1.53058,722.552,722.465,-11.1815
8.607,12.5,0.0,2279.0,4.98,1188.51,304.046,1.32149,675.018,674.92,-11.4764,304.483,0.112205,60.0759,60.0616,-1.31209,735.093,734.982,-12.7885
8.857,12.5,0.0,2278.0,4.96,1183.22,304.618,1.31877,671.267,671.159,-12.0293,305.039,0.111543,59.0892,59.0727,-1.39437,730.356,730.232,-13.4236
9.107,12.5,0.0,2279.0,4.95,1181.35,304.176,1.31712,672.369,672.264,-11.8604,304.57,0.111289,59.458,59.4405,-1.4423,731.825,731.704,-13.3027
9.357,12.5,0.0,2279.0,4.94,1178.96,304.429,1.3119,671.141,671.022,-12.5949,304.826,0.111332,59.3393,59.3232,-1.38154,730.479,730.346,-13.9765
9.607,12.5,0.0,2279.0,4.94,1178.96,304.923,1.31559,672.119,671.988,-13.288,305.327,0.111981,59.6567,59.641,-1.36658,731.776,731.629,-14.6546
9.857,12.5,0.0,2281.0,4.94,1180.0,304.271,1.31284,671.196,671.066,-13.181,304.659,0.11082,59.159,59.1486,-1.1102,730.355,730.215,-14.2912
10.107,12.5,0.0,2279.0,4.94,1178.96,304.66,1.31582,671.426,671.277,-14.1222,305.061,0.112232,59.8233,59.8089,-1.31204,731.249,731.086,-15.4343
10.357,12.5,0.0,2280.0,4.93,1177.09,304.203,1.30667,669.67,669.524,-13.9662,304.602,0.111617,59.851,59.8312,-1.54045,729.52,729.355,-15.5066
10.607,12.5,0.0,2281.0,4.91,1172.83,305.093,1.30947,670.168,670.01,-14.5363,305.478,0.111685,59.7408,59.7298,-1.14458,729.909,729.74,-15.6809
10.857,12.5,0.0,2281.0,4.92,1175.22,304.022,1.30718,669.586,669.448,-13.595,304.37,0.111924,59.7269,59.7129,-1.29583,729.313,729.161,-14.8909
11.107,12.5,0.0,2281.0,4.94,1180.0,304.409,1.32501,676.638,676.494,-13.9809,304.809,0.112132,60.2462,60.2371,-1.04757,736.884,736.731,-15.0285
11.357,12.5,0.0,2281.0,4.95,1182.39,305.376,1.32049,672.964,672.821,-13.8842,305.756,0.112107,59.8621,59.8503,-1.19054,732.827,732.671,-15.0747
11.607,12.5,0.0,2281.0,5.03,1201.49,306.163,1.33326,678.624,678.508,-12.568,306.575,0.114699,59.7982,59.7966,0.429125,738.404,738.304,-12.1389
11.825,12.5,0.0,2281.0,4.92,1175.22,308.045,1.34034,676.374,676.282,-11.1075,308.383,0.115276,59.6922,59.6916,0.259976,736.054,735.974,-10.8476
12.06,12.5,0.0,2281.0,4.93,1177.61,305.552,1.31853,674.877,674.773,-11.8577,306.068,0.1125,59.1616,59.1616,-0.0243587,734.031,733.935,-11.882
12.31,12.5,0.0,2280.0,4.95,1181.87,307.013,1.34544,679.92,679.799,-12.8594,307.365,0.114077,59.5236,59.5214,0.518391,739.423,739.32,-12.341
12.56,12.5,0.0,2281.0,4.94,1180.0,305.508,1.34425,679.039,678.94,-11.6317,305.856,0.113087,58.9704,58.9677,0.555639,737.991,737.907,-11.0761
12.794,12.5,0.0,2281.0,4.96,1184.77,304.589,1.33724,676.754,676.67,-10.6328,305.01,0.112116,58.4989,58.4974,0.431402,735.238,735.167,-10.2014
13.013,12.5,0.0,2281.0,4.95,1182.39,308.333,1.33617,674.973,674.832,-13.7857,308.78,0.110948,58.6168,58.6113,-0.799635,733.589,733.444,-14.5853
13.216,12.5,0.0,2282.0,4.96,1185.29,305.488,1.32234,677.607,677.431,-15.4468,305.983,0.111594,58.7787,58.7785,0.147724,736.368,736.209,-15.2991
13.435,12.5,0.0,2279.0,5.0,1193.28,308.607,1.33604,677.381,677.222,-14.6637,309.049,0.114442,59.6423,59.6407,0.438816,737.0,736.863,-14.2248
13.669,12.5,0.0,2280.0,4.96,1184.25,304.458,1.32166,675.943,675.786,-14.5596,304.867,0.112839,59.2816,59.2812,0.227283,735.207,735.067,-14.3324
13.888,12.5,0.0,2280.0,4.98,1189.03,310.503,1.33807,676.575,676.398,-15.4923,310.937,0.113058,59.3059,59.3036,-0.516217,735.875,735.701,-16.0085
14.107,12.5,0.0,2282.0,4.94,1180.51,305.582,1.32998,671.538,671.432,-11.9075,305.898,0.112207,60.0305,60.0109,-1.53481,731.567,731.443,-13.4423
14.325,12.5,0.0,2281.0,4.95,1182.39,304.288,1.3319,680.646,680.521,-13.0447,304.725,0.11389,59.9579,59.9579,0.0821016,740.593,740.479,-12.9626
14.575,12.5,0.0,2281.0,4.92,1175.22,305.729,1.32574,675.303,675.132,-15.1879,306.124,0.112671,59.9072,59.8968,-1.11647,735.21,735.029,-16.3043
14.825,12.5,0.0,2279.0,4.99,1190.9,305.845,1.33534,677.287,677.179,-12.1199,306.245,0.112351,58.8952,58.8946,0.256475,736.169,736.073,-11.8634
15.075,12.5,0.0,2281.0,5.0,1194.33,305.358,1.31697,673.343,673.242,-11.6293,305.828,0.112685,59.137,59.1366,0.241197,732.468,732.379,-11.3881
