t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2277.0,5.01,1194.62,317.964,1.18798,662.412,662.287,-12.8603,318.6,0.10458,55.4158,55.401,-1.2806,717.827,717.688,-14.1409
0.247,12.5,0.0,2278.0,5.01,1195.14,317.545,1.1944,666.282,666.174,-12.0128,318.254,0.103004,54.6656,54.6482,-1.37894,720.947,720.822,-13.3918
0.497,12.5,0.0,2277.0,5.02,1197.0,317.853,1.19192,664.032,663.916,-12.438,318.475,0.103928,55.1394,55.1257,-1.22997,719.172,719.042,-13.668
0.747,12.5,0.0,2277.0,4.98,1187.47,317.497,1.19197,662.249,662.131,-12.5116,318.173,0.102521,54.5008,54.4819,-1.43553,716.748,716.613,-13.9472
0.997,12.5,0.0,2276.0,5.04,1201.24,317.764,1.19027,661.646,661.536,-12.0761,318.37,0.104692,55.2721,55.2515,-1.50909,716.916,716.787,-13.5852
1.247,12.5,0.0,2278.0,4.99,1190.37,318.233,1.19817,664.583,664.467,-12.4121,318.814,0.103775,55.2843,55.2592,-1.66292,719.863,719.726,-14.075
1.497,12.5,0.0,2277.0,5.02,1197.0,318.295,1.18864,660.913,660.785,-13.03,318.926,0.104125,55.3007,55.2836,-1.37575,716.213,716.068,-14.4058
1.747,12.5,0.0,2278.0,5.02,1197.53,318.066,1.20325,665.22,665.064,-14.4229,318.703,0.103996,55.4076,55.3728,-1.96287,720.623,720.437,-16.3857
1.997,12.5,0.0,2277.0,5.03,1199.39,316.285,1.18762,665.708,665.604,-11.7546,317.012,0.103516,54.9496,54.9385,-1.10487,720.657,720.542,-12.8594
2.247,12.5,0.0,2278.0,4.96,1183.22,316.746,1.18601,664.188,664.085,-11.682,317.407,0.102531,54.9152,54.9001,-1.28957,719.102,718.985,-12.9715
2.497,12.5,0.0,2277.0,5.01,1194.62,316.601,1.18383,661.099,660.999,-11.5229,317.319,0.104262,55.1482,55.1315,-1.35768,716.246,716.13,-12.8806
2.747,12.5,0.0,2278.0,5.01,1195.14,316.648,1.1809,662.98,662.878,-11.6652,317.359,0.105097,55.6626,55.6471,-1.31339,718.642,718.525,-12.9786
2.997,12.5,0.0,2277.0,4.99,1189.85,317.149,1.19372,665.462,665.348,-12.3247,317.827,0.102857,54.9525,54.9419,-1.07827,720.415,720.29,-13.403
3.247,12.5,0.0,2280.0,5.01,1196.19,316.584,1.18529,661.57,661.457,-12.2267,317.198,0.103992,55.2373,55.2249,-1.17318,716.807,716.682,-13.3999
3.512,12.5,0.0,2280.0,5.0,1193.81,317.31,1.18986,663.778,663.645,-13.2673,317.991,0.102908,54.6399,54.6236,-1.3358,718.417,718.269,-14.6031
