t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2277.0,5.0,1192.23,311.535,1.17794,665.95,665.734,-16.9764,312.027,0.110533,59.2181,59.2052,-1.23453,725.168,724.939,-18.2109
0.216,12.5,0.0,2278.0,5.0,1192.76,310.799,1.18416,668.392,668.187,-16.5604,311.285,0.109066,58.4922,58.4746,-1.43482,726.884,726.661,-17.9952
0.466,12.5,0.0,2278.0,4.98,1187.99,310.839,1.17777,666.081,665.9,-15.5421,311.363,0.109579,58.957,58.9343,-1.63603,725.038,724.834,-17.1781
0.716,12.5,0.0,2278.0,4.98,1187.99,310.477,1.17965,668.579,668.401,-15.4317,311.036,0.111813,60.1305,60.1104,-1.55636,728.709,728.511,-16.9881
0.966,12.5,0.0,2278.0,4.99,1190.37,310.809,1.17981,667.611,667.411,-16.3434,311.302,0.11087,59.4902,59.474,-1.38929,727.101,726.885,-17.7327
1.216,12.5,0.0,2278.0,4.97,1185.6,310.61,1.17811,668.989,668.816,-15.2267,311.131,0.109577,59.2662,59.2438,-1.63203,728.255,728.06,-16.8587
1.466,12.5,0.0,2278.0,4.96,1183.22,310.622,1.18768,668.08,667.87,-16.7707,311.156,0.109849,59.1759,59.1544,-1.59329,727.256,727.024,-18.364
1.716,12.5,0.0,2278.0,5.0,1192.76,310.22,1.18784,670.445,670.206,-17.9026,310.738,0.11181,60.1959,60.1758,-1.55431,730.641,730.382,-19.4569
1.966,12.5,0.0,2276.0,4.99,1189.33,315.784,1.19225,670.992,670.834,-14.5467,316.259,0.111417,58.7804,58.7793,-0.348792,729.766,729.614,-14.8955
2.216,12.5,0.0,2277.0,4.99,1189.85,317.313,1.1979,671.617,671.475,-13.7965,317.797,0.110598,58.0755,58.0755,-0.0547246,729.682,729.55,-13.8512
2.466,12.5,0.0,2278.0,5.01,1195.14,314.608,1.18186,669.455,669.316,-13.6557,315.165,0.110877,59.0881,59.0838,-0.717215,728.542,728.4,-14.3729
2.716,12.5,0.0,2277.0,4.98,1187.47,315.385,1.1894,671.339,671.191,-14.1243,315.939,0.11184,58.8226,58.8168,-0.825875,730.161,730.007,-14.9502
2.966,12.5,0.0,2277.0,4.99,1189.85,315.853,1.1894,670.909,670.77,-13.6683,316.39,0.111787,59.0199,59.0157,-0.705172,729.927,729.785,-14.3735
