t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.94,1180.0,311.588,1.21606,676.205,676.085,-12.742,312.192,0.108188,57.2182,57.2123,-0.819887,733.423,733.298,-13.5619
0.247,12.5,0.0,2280.0,4.97,1186.64,312.639,1.22069,677.939,677.813,-13.0435,312.995,0.114547,59.5659,59.5624,-0.639988,737.503,737.376,-13.6834
0.497,12.5,0.0,2281.0,4.99,1191.94,312.496,1.21364,673.631,673.515,-12.498,313.096,0.108362,57.0834,57.0804,-0.581642,730.713,730.596,-13.0797
0.747,12.5,0.0,2279.0,4.99,1190.9,311.178,1.20381,674.588,674.449,-13.7066,311.598,0.111922,59.5847,59.5641,-1.56649,734.172,734.013,-15.2731
0.997,12.5,0.0,2281.0,4.95,1182.39,314.091,1.21028,674.145,673.981,-14.8407,314.603,0.111155,57.8553,57.852,0.61976,731.972,731.833,-14.2209
1.247,12.5,0.0,2280.0,5.0,1193.81,313.824,1.21129,673.361,673.248,-12.3587,314.463,0.110585,58.7259,58.7036,-1.61618,732.085,731.951,-13.9749
1.497,12.5,0.0,2280.0,4.98,1189.03,313.445,1.22502,680.841,680.673,-15.1401,313.894,0.11293,58.414,58.4112,0.572164,739.228,739.084,-14.5679
1.732,12.5,0.0,2281.0,4.98,1189.55,314.451,1.2124,669.264,669.103,-14.6628,315.007,0.110823,58.4379,58.4212,-1.39549,727.702,727.525,-16.0583
1.982,12.5,0.0,2280.0,4.95,1181.87,314.32,1.20982,675.495,675.289,-16.6879,314.765,0.113688,59.5286,59.5276,-0.331088,735.014,734.817,-17.019
2.232,12.5,0.0,2281.0,5.02,1199.11,312.652,1.20907,675.128,674.974,-14.4297,313.288,0.110729,57.5301,57.53,0.119808,732.644,732.504,-14.3099
2.482,12.5,0.0,2281.0,4.92,1175.22,312.001,1.21501,671.646,671.51,-13.5345,312.435,0.110373,58.7953,58.7708,-1.69871,730.44,730.281,-15.2332
2.732,12.5,0.0,2279.0,4.99,1190.9,312.672,1.21459,677.764,677.592,-15.2671,313.119,0.112233,58.0691,58.0665,0.548183,735.806,735.658,-14.7189
2.966,12.5,0.0,2280.0,4.99,1191.42,312.222,1.21943,675.135,675.017,-12.6396,312.708,0.111021,59.2623,59.2236,-2.1414,734.389,734.241,-14.781
3.169,12.5,0.0,2279.0,4.98,1188.51,312.843,1.21121,676.526,676.358,-15.1022,313.328,0.1134,58.7984,58.7983,0.0579697,735.31,735.156,-15.0442
3.419,12.5,0.0,2281.0,4.94,1180.0,313.451,1.21413,672.456,672.35,-11.9446,314.098,0.109278,58.1648,58.146,-1.47778,730.619,730.496,-13.4224
3.669,12.5,0.0,2280.0,4.98,1189.03,313.471,1.20936,676.911,676.774,-13.6076,313.941,0.112916,59.1689,59.1648,-0.698473,736.078,735.939,-14.3061
3.919,12.5,0.0,2281.0,4.96,1184.77,310.076,1.2029,674.665,674.544,-12.7702,310.705,0.110576,57.8153,57.815,-0.190755,732.473,732.359,-12.9609
4.169,12.5,0.0,2279.0,4.99,1190.9,312.326,1.21292,676.791,676.637,-14.4521,312.747,0.113941,59.7833,59.7695,-1.28375,736.574,736.406,-15.7359
4.372,12.5,0.0,2281.0,5.02,1199.11,312.181,1.20973,675.858,675.745,-12.3449,312.774,0.110827,57.5573,57.5573,-0.0934932,733.408,733.303,-12.4384
4.622,12.5,0.0,2278.0,5.0,1192.76,313.274,1.20865,674.287,674.156,-13.3338,313.755,0.112662,59.8831,59.8536,-1.87974,734.167,734.009,-15.2135
4.888,12.5,0.0,2281.0,4.97,1187.16,312.963,1.21295,676.994,676.84,-14.4093,313.433,0.113218,58.35,58.3492,0.295668,735.325,735.19,-14.1136
5.138,12.5,0.0,2280.0,5.02,1198.58,313.063,1.20806,670.587,670.467,-12.6591,313.599,0.109586,58.4636,58.433,-1.8907,729.045,728.9,-14.5498
5.388,12.5,0.0,2291.0,4.57,1096.4,316.971,1.18723,681.597,681.404,-16.1901,317.442,0.109582,56.4575,56.4534,0.684571,738.021,737.858,-15.5055
5.638,12.5,0.0,2289.0,4.77,1143.39,219.944,1.68526,582.54,577.454,76.8123,220.834,0.507284,197.165,23.9169,195.709,660.238,601.371,272.521
5.888,12.5,0.16,2281.0,5.4,1289.88,222.02,1.6963,583.583,578.893,73.8373,222.822,0.499259,196.868,27.6629,194.915,663.429,606.556,268.752
6.138,12.5,0.0,2276.0,5.42,1291.81,314.49,1.37787,775.578,775.571,-3.20879,315.035,0.132656,70.7697,70.7695,0.177682,846.346,846.34,-3.03111
6.388,12.5,0.0,2277.0,4.49,1070.63,314.508,1.18391,652.742,652.733,3.45365,315.014,0.104013,54.4462,54.4329,-1.2052,707.169,707.166,2.24845
6.591,12.5,0.0,2281.0,5.14,1227.77,315.774,1.24395,686.153,686.142,-3.88557,316.183,0.112294,58.2319,58.2305,-0.412226,744.385,744.372,-4.29779
6.825,12.5,0.0,2279.0,4.92,1174.19,314.093,1.23484,687.015,686.999,-4.64614,314.642,0.111592,58.3926,58.3926,-0.0928494,745.407,745.391,-4.73899
7.075,12.5,0.0,2280.0,5.0,1193.81,312.169,1.17666,654.952,654.945,-3.1036,312.632,0.108959,56.5648,56.558,-0.8782,711.514,711.503,-3.9818
7.31,12.5,0.0,2278.0,5.03,1199.91,312.029,1.2404,689.755,689.709,-8.02936,312.61,0.110169,58.5335,58.5248,-1.00837,748.288,748.233,-9.03773
7.513,12.5,0.0,2281.0,4.94,1180.0,311.314,1.19607,664.326,664.284,-7.44677,311.781,0.107161,56.7399,56.7261,-1.25148,721.063,721.01,-8.69825
7.763,12.5,0.0,2279.0,4.93,1176.58,312.841,1.22974,686.351,686.271,-10.4711,313.314,0.113474,58.8316,58.8306,0.347784,745.17,745.101,-10.1234
8.028,12.5,0.0,2280.0,5.03,1200.97,313.621,1.20271,666.375,666.348,-6.02877,314.209,0.106845,57.149,57.1184,-1.86971,723.509,723.466,-7.89848
8.278,12.5,0.0,2280.0,4.96,1184.25,311.834,1.21534,677.561,677.472,-10.9265,312.279,0.113972,59.1966,59.1965,0.0712165,736.749,736.669,-10.8553
8.513,12.5,0.0,2281.0,5.0,1194.33,314.923,1.20999,667.594,667.533,-8.99925,315.48,0.107267,57.3502,57.3281,-1.59036,724.939,724.862,-10.5896
8.716,12.5,0.0,2280.0,4.96,1184.25,313.727,1.21604,679.273,679.175,-11.514,314.182,0.113242,59.0652,59.0651,-0.128214,738.332,738.24,-11.6423
8.966,12.5,0.0,2278.0,5.01,1195.14,311.76,1.21436,677.828,677.733,-11.3272,312.287,0.111351,57.6968,57.6953,0.422585,735.509,735.428,-10.9046
9.232,12.5,0.0,2281.0,4.95,1182.39,312.822,1.21906,673.467,673.352,-12.4747,313.301,0.109662,58.4145,58.3799,-2.01139,731.875,731.731,-14.4861
9.482,12.5,0.0,2278.0,4.95,1180.83,313.295,1.21425,676.666,676.556,-12.1816,313.756,0.112766,58.8934,58.8901,-0.623895,735.558,735.446,-12.8055
9.732,12.5,0.0,2281.0,5.03,1201.49,311.986,1.20729,675.121,675.015,-11.992,312.592,0.107752,56.991,56.99,-0.341088,732.109,732.005,-12.3331
9.982,12.5,0.0,2280.0,4.98,1189.03,312.085,1.21162,673.486,673.356,-13.2667,312.501,0.11028,58.7927,58.7771,-1.35593,732.279,732.133,-14.6226
10.232,12.5,0.0,2278.0,5.01,1195.14,310.98,1.20699,674.847,674.728,-12.6335,311.548,0.110673,58.0511,58.0511,0.0436017,732.887,732.779,-12.5899
10.466,12.5,0.0,2280.0,4.98,1189.03,314.079,1.21396,671.049,670.913,-13.4952,314.596,0.110933,59.1122,59.093,-1.50636,730.16,730.006,-15.0015
10.716,12.5,0.0,2281.0,4.97,1187.16,315.34,1.21596,673.595,673.438,-14.542,315.807,0.113626,59.345,59.3425,-0.543684,732.936,732.781,-15.0857
10.966,12.5,0.0,2279.0,4.99,1190.9,312.595,1.20326,674.787,674.653,-13.4693,313.149,0.110896,58.1693,58.1691,0.176872,732.942,732.822,-13.2924
11.216,12.5,0.0,2281.0,4.94,1180.0,309.828,1.19735,671.231,671.083,-14.122,310.257,0.112341,59.7953,59.7729,-1.63503,731.026,730.856,-15.757
11.419,12.5,0.0,2279.0,5.0,1193.28,316.072,1.22214,677.452,677.305,-14.1252,316.635,0.112419,58.9243,58.9201,-0.709998,736.374,736.225,-14.8352
11.653,12.5,0.0,2281.0,4.98,1189.55,313.977,1.20224,674.462,674.325,-13.5989,314.476,0.11234,59.153,59.15,-0.590221,733.612,733.475,-14.1892
11.903,12.5,0.0,2280.0,5.01,1196.19,310.784,1.2044,676.018,675.883,-13.5109,311.373,0.110425,58.0956,58.0951,0.236853,734.098,733.978,-13.274
12.122,12.5,0.0,2280.0,4.95,1181.87,307.21,1.19498,673.497,673.353,-13.9606,307.717,0.110181,57.8338,57.8338,-0.0920655,731.321,731.186,-14.0526
12.341,12.5,0.0,2281.0,4.96,1184.77,311.219,1.2138,675.992,675.867,-13.0166,311.722,0.112699,58.7036,58.7023,0.389305,734.677,734.569,-12.6273
12.544,12.5,0.0,2280.0,4.97,1186.64,312.832,1.22352,679.29,679.114,-15.4523,313.206,0.11468,58.749,58.7484,0.261773,738.019,737.862,-15.1905
12.778,12.5,0.0,2279.0,5.01,1195.67,308.164,1.1985,672.759,672.622,-13.5766,308.709,0.107292,58.0523,58.0318,-1.54269,730.81,730.654,-15.1193
13.013,12.5,0.0,2281.0,4.95,1182.39,312.648,1.21042,672.035,671.915,-12.6774,313.207,0.109688,58.4518,58.4271,-1.69974,730.484,730.342,-14.3771
13.232,12.5,0.0,2281.0,4.95,1182.39,311.699,1.19995,673.849,673.732,-12.565,312.232,0.110132,58.5699,58.562,-0.964306,732.419,732.294,-13.5293
13.466,12.5,0.0,2280.0,4.96,1184.25,315.486,1.23106,677.029,676.905,-12.9704,316.042,0.112182,58.6031,58.6012,-0.470627,735.629,735.506,-13.441
13.7,12.5,0.0,2281.0,4.97,1187.16,316.297,1.22258,674.497,674.393,-11.8791,316.893,0.111194,58.1209,58.1166,-0.711045,732.617,732.509,-12.5902
13.903,12.5,0.0,2279.0,4.99,1190.9,312.259,1.20247,674.853,674.69,-14.8452,312.788,0.112371,59.0783,59.0745,-0.665164,733.928,733.764,-15.5104
14.138,12.5,0.0,2281.0,4.96,1184.77,302.969,1.17876,673.065,672.936,-13.1371,303.658,0.106654,58.3964,58.3835,-1.22381,731.461,731.32,-14.3609
14.372,12.5,0.0,2279.0,5.03,1200.44,307.293,1.20839,675.387,675.242,-14.0191,307.786,0.109757,58.4639,58.4551,-1.01639,733.851,733.697,-15.0355
14.638,12.5,0.0,2281.0,4.94,1180.0,312.5,1.21088,675.339,675.201,-13.6941,312.898,0.113086,60.0994,60.0707,-1.85799,735.436,735.271,-15.5521
14.872,12.5,0.0,2280.0,4.98,1189.03,313.845,1.2254,674.435,674.239,-16.2381,314.295,0.113881,59.1911,59.1881,-0.59739,733.62,733.427,-16.8355
15.122,12.5,0.0,2281.0,4.93,1177.61,308.846,1.21706,677.079,676.957,-12.8279,309.379,0.109941,58.5645,58.5532,-1.1524,735.643,735.51,-13.9803
15.372,12.5,0.0,2279.0,4.98,1188.51,307.237,1.19812,671.09,670.919,-15.1775,307.692,0.111047,59.3547,59.3438,-1.13754,730.445,730.262,-16.315
15.638,12.5,0.0,2279.0,4.98,1188.51,306.189,1.18258,674.369,674.235,-13.4492,306.871,0.106912,58.3304,58.312,-1.46576,732.698,732.547,-14.915
15.903,12.5,0.0,2279.0,4.98,1188.51,311.858,1.21737,677.647,677.527,-12.7443,312.377,0.111773,59.3261,59.3249,-0.380083,736.969,736.852,-13.1244
16.122,12.5,0.0,2281.0,4.94,1180.0,308.168,1.21375,676.479,676.292,-15.8977,308.668,0.112515,58.5157,58.5155,0.174273,734.976,734.808,-15.7234
16.341,12.5,0.0,2281.0,4.99,1191.94,312.174,1.21923,675.012,674.84,-15.2334,312.605,0.114434,59.7095,59.7022,-0.9382,734.72,734.542,-16.1716
