t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.95,1182.39,314.539,1.20492,678.571,678.461,-12.2152,315.064,0.111996,59.5078,59.5051,-0.559921,738.077,737.966,-12.7751
0.263,12.5,0.0,2282.0,4.95,1182.9,314.286,1.21429,680.274,680.129,-14.019,314.847,0.111169,59.1259,59.1248,-0.361789,739.394,739.254,-14.3808
0.513,12.5,0.0,2281.0,4.94,1180.0,314.684,1.21312,681.387,681.258,-13.2605,315.211,0.113012,59.5956,59.5908,-0.759098,740.981,740.849,-14.0196
0.763,12.5,0.0,2281.0,4.97,1187.16,314.897,1.2098,679.141,679.024,-12.598,315.342,0.111523,58.9922,58.984,-0.98787,738.133,738.008,-13.5859
1.013,12.5,0.0,2281.0,4.96,1184.77,315.227,1.20588,678.847,678.709,-13.7029,315.705,0.11191,58.7583,58.7567,-0.440197,737.601,737.466,-14.1431
1.263,12.5,0.0,2281.0,4.95,1182.39,314.997,1.21155,679.606,679.491,-12.5111,315.519,0.111594,59.1657,59.1639,-0.460305,738.769,738.655,-12.9714
1.513,12.5,0.0,2282.0,4.97,1187.68,315.377,1.20367,677.173,677.045,-13.1871,315.937,0.112028,59.0048,59.0026,-0.5069,736.175,736.047,-13.694
1.763,12.5,0.0,2281.0,4.95,1182.39,315.523,1.20998,680.009,679.86,-14.2347,316.03,0.113716,59.9505,59.9494,-0.360002,739.953,739.809,-14.5947
2.013,12.5,0.0,2281.0,4.97,1187.16,315.831,1.21163,679.935,679.783,-14.3467,316.304,0.112792,59.4435,59.4418,-0.446389,739.373,739.225,-14.7931
2.263,12.5,0.0,2281.0,4.94,1180.0,315.973,1.2263,683.559,683.39,-15.1682,316.474,0.111947,58.7541,58.7527,-0.4039,742.306,742.143,-15.5721
2.513,12.5,0.0,2281.0,4.98,1189.55,316.036,1.21626,681.617,681.447,-15.2334,316.53,0.112644,58.7937,58.7916,-0.491628,740.406,740.239,-15.7251
2.763,12.5,0.0,2281.0,4.98,1189.55,316.462,1.2101,677.381,677.232,-14.2285,316.912,0.112667,58.8588,58.8537,-0.775753,736.238,736.086,-15.0042
3.013,12.5,0.0,2281.0,4.94,1180.0,316.632,1.21801,681.878,681.74,-13.7316,317.132,0.113825,59.471,59.4699,-0.365338,741.344,741.21,-14.0969
3.263,12.5,0.0,2280.0,4.97,1186.64,316.665,1.21841,680.097,679.96,-13.6552,317.195,0.112799,59.2053,59.2042,-0.365404,739.297,739.164,-14.0206
3.513,12.5,0.0,2281.0,4.96,1184.77,317.234,1.22198,681.934,681.78,-14.5091,317.756,0.113991,58.9154,58.9153,-0.112095,740.839,740.695,-14.6211
3.763,12.5,0.0,2281.0,4.96,1184.77,317.472,1.22528,683.169,683.034,-13.5805,317.979,0.113293,59.3716,59.3706,-0.347937,742.535,742.405,-13.9284
4.013,12.5,0.0,2280.0,4.97,1186.64,317.317,1.21515,678.211,678.071,-13.7976,317.795,0.113428,58.467,58.4641,-0.582735,736.675,736.535,-14.3803
4.263,12.5,0.0,2281.0,4.96,1184.77,317.501,1.23481,686.129,685.987,-13.9443,317.97,0.113978,59.6701,59.6686,-0.427392,745.795,745.656,-14.3717
4.513,12.5,0.0,2281.0,4.96,1184.77,317.564,1.22085,680.843,680.708,-13.5625,318.094,0.113436,58.747,58.7465,-0.223067,739.583,739.454,-13.7855
4.763,12.5,0.0,2281.0,4.95,1182.39,317.739,1.22944,683.454,683.341,-12.4323,318.224,0.113015,58.8934,58.8934,-0.0861458,742.34,742.234,-12.5185
5.013,12.5,0.0,2281.0,4.95,1182.39,318.062,1.22448,681.362,681.23,-13.3785,318.586,0.114671,58.9793,58.9793,-0.0315899,740.331,740.21,-13.41
5.263,12.5,0.0,2279.0,4.99,1190.9,319.411,1.23424,681.08,680.948,-13.3986,319.927,0.114924,59.1159,59.1135,-0.534758,740.193,740.062,-13.9334
5.513,12.5,0.0,2294.0,4.38,1052.19,103.834,2.55034,483.784,392.316,283.083,103.94,0.534276,167.459,-14.6647,166.815,587.391,377.651,449.898
