t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.497622,-0.501081,0.998704,-0.0516688,-0.0215287,0.0731975,-0.941286,0.255243,0.686043,-0.697996,-0.031022,0.729018,-0.749665,-0.0525507,0.802215,1.00162,0.978027,0,-0.0777588,-0.00427246,0.84668,-0.483276,-0.828613,0.0361328,-0.906372,0.0318604,-0.00268555,0.0310059,0.017334,-0.00537109,0.0045166,0.0477295,0.0109863,-0.00500488,0.0283203,-0.010376,1.2666
0.002,0.232427,-0.960535,0.728108,-0.00358811,-0.0667389,0.070327,-0.99923,0.448173,0.551057,-0.227495,-0.6101,0.837595,-0.231083,-0.676839,0.907922,0.998059,1.00745,0,-0.0712891,-0.00964355,0.851074,-0.512573,-0.832642,0.0675049,-0.903931,0.0578613,-0.00854492,-0.0174561,0.00708008,-0.00695801,-0.0292969,-0.000976562,0.0317383,-0.00671387,0.0388184,-0.0136719,1.2666
0.004,0.797872,-0.871882,0.0740094,0.0566921,-0.100467,0.0437749,-0.949564,0.563212,0.386352,0.439479,-0.837595,0.398116,0.496171,-0.938062,0.441891,0.999245,0.987793,0,-0.0930176,-0.00561523,0.82959,-0.436401,-0.863403,0.0198975,-0.956421,0.0142822,-0.00842285,0.0297852,-0.0106201,0.00646973,-0.00646973,0.045166,-0.026123,-0.0245361,-0.0367432,-0.0180664,1.2666
0.006,0.991434,-0.35307,-0.638365,0.0760679,-0.0638684,-0.0121996,-0.901081,0.662673,0.238408,0.818637,-0.570461,-0.248176,0.894705,-0.634329,-0.260376,0.997269,0.998413,0,-0.0697021,-0.00769043,0.867676,-0.401123,-0.869019,-0.0333252,-0.938721,-0.0410156,0.012207,0.00537109,0.00378418,0.0216064,-0.0200195,0.0231934,0.0118408,-0.0375977,0.015625,-0.0159912,1.2666
0.008,0.620313,0.366946,-0.987259,0.0724798,-0.011482,-0.0609979,-0.830129,0.748952,0.0811771,0.699719,0.0258517,-0.725571,0.772199,0.0143697,-0.786569,0.99885,0.97229,0,-0.083252,0.0012207,0.860352,-0.383545,-0.880615,-0.0618896,-0.963867,-0.0606689,0.0189209,0.0217285,0.00146484,0.0102539,-0.0117188,0.00598145,0.0380859,-0.00634766,0.0395508,0.00390625,1.2666
0.01,-0.125739,0.907343,-0.781604,0.0480807,0.0258344,-0.0739151,-0.723703,0.905933,-0.18223,0.351583,0.539439,-0.891022,0.399664,0.565273,-0.964937,0.99885,1.026,0,-0.0682373,0.0266113,0.773193,-0.507446,-0.799561,0.071167,-0.867798,0.0977783,0.0227051,-0.0351562,0.00842285,-0.0128174,-0.0482178,0.0563965,0.0620117,-0.0594482,0.0704346,-0.0722656,1.2666
0.012,-0.714046,0.935866,-0.22182,-0.0193758,0.0574098,-0.038034,-0.592443,0.970642,-0.378199,-0.329178,0.875511,-0.546332,-0.348554,0.93292,-0.584366,1.00003,0.981689,0,-0.0737305,0.00512695,0.866821,-0.446777,-0.889404,0.00695801,-0.963135,0.012085,-0.010498,0.0117188,-0.0115967,-0.0129395,0.00256348,0.0108643,-0.00695801,-0.017334,-0.0185547,-0.0302734,1.2666
0.014,-0.989148,0.458682,0.530466,-0.0559745,0.0444926,0.011482,-0.45527,0.980229,-0.524958,-0.794509,0.703166,0.0913427,-0.850483,0.747659,0.102825,1.00083,0.983398,0,-0.0623779,0.00610352,0.899414,-0.433228,-0.90918,-0.00585938,-0.971558,0.000244141,0.00915527,0.00512695,-0.00439453,-0.00683594,0.00341797,0.0233154,0.0247803,-0.0343018,0.0203857,-0.0411377,1.2666
0.016,-0.685088,-0.285231,0.970319,-0.0473631,-0.00789384,0.0552569,-0.316915,0.999402,-0.682486,-0.837595,0.127535,0.71006,-0.884958,0.119641,0.765317,0.99885,1.00037,0,-0.065918,-0.00354004,0.929932,-0.450073,-0.907715,0.010498,-0.973633,0.00695801,-0.0252686,0.0286865,0.0130615,-0.00292969,-0.0114746,0.039917,0.0146484,-0.0238037,0.02771,-0.0267334,1.2666
0.018,0.0068585,-0.850297,0.843438,-0.0215287,-0.053104,0.0746327,-0.108792,0.925106,-0.816314,-0.373988,-0.529098,0.903086,-0.395517,-0.582202,0.977719,0.998454,1.00061,0,-0.0703125,-0.00256348,0.89856,-0.428833,-0.890259,-0.00317383,-0.960571,-0.0057373,0.0128174,-0.0101318,0.0141602,0.00524902,-0.00610352,-0.00256348,0.0220947,0.00805664,0.0362549,0.0133057,1.2666
0.02,0.658416,-0.990599,0.332183,0.0193758,-0.0782208,0.058845,0.162005,0.750151,-0.912156,0.227495,-0.813467,0.585972,0.246871,-0.891687,0.644817,1.00043,1.00623,0,-0.0635986,-0.00817871,0.830566,-0.426025,-0.824951,-0.0313721,-0.88855,-0.0395508,0.00219727,-0.00195312,0.0130615,0.000610352,-0.0460205,0.0296631,0.0419922,-0.0371094,0.0550537,-0.036499,1.2666
0.022,0.984576,-0.580484,-0.404092,0.0775032,-0.0739151,-0.00358811,0.339383,0.609947,-0.94933,0.725571,-0.737635,0.0120641,0.803074,-0.81155,0.00847596,1.00003,0.970093,0,-0.0821533,-0.00695801,0.871338,-0.45752,-0.862427,0.00671387,-0.94458,-0.000244141,-0.000244141,-0.0216064,-0.00488281,0.00305176,-0.00646973,-0.00012207,0.0131836,0.0045166,0.00830078,0.00756836,1.26648
