t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
0.0,12.5,0,2279,5.0,1193.28,311.574,1.23037,686.012,685.831,-15.7551,312.067,0.113153,60.2155,60.1848,-1.92127,746.225,746.016,-17.6763,
0.262,12.5,0,2279,4.96,1183.74,311.425,1.22627,683.4,683.265,-13.6228,311.927,0.114157,60.5722,60.5457,-1.79132,743.97,743.81,-15.4141,
0.512,12.5,0,2278,5.03,1199.91,311.885,1.23355,685.306,685.131,-15.5269,312.352,0.11278,60.2096,60.1795,-1.90339,745.514,745.31,-17.4303,
0.762,12.5,0,2278,4.97,1185.6,312.013,1.22177,677.697,677.576,-12.7965,312.513,0.114923,61.1436,61.1063,-2.13428,738.834,738.683,-14.9308,
1.012,12.5,0,2278,5.02,1197.53,312.66,1.23162,682.04,681.892,-14.2423,313.083,0.113644,60.0448,60.0156,-1.87294,742.082,741.907,-16.1153,
1.262,12.5,0,2279,4.94,1178.96,312.728,1.22966,681.56,681.453,-12.0889,313.213,0.114852,61.1547,61.1241,-1.93701,742.709,742.577,-14.026,
1.512,12.5,0,2278,5.01,1195.14,313.231,1.23735,684.433,684.277,-14.6066,313.73,0.111473,59.5357,59.5126,-1.65812,743.967,743.79,-16.2647,
1.762,12.5,0,2279,4.92,1174.19,313.293,1.2349,682.086,681.959,-13.1716,313.796,0.114126,60.5185,60.4929,-1.75893,742.602,742.452,-14.9305,
2.012,12.5,0,2279,5.02,1198.05,313.955,1.23199,679.11,678.957,-14.4279,314.42,0.114788,60.7072,60.677,-1.91468,739.815,739.634,-16.3426,
2.262,12.5,0,2279,4.96,1183.74,314.263,1.23114,679.454,679.297,-14.5893,314.652,0.115106,61.0811,61.0627,-1.49915,740.535,740.36,-16.0884,
2.512,12.5,0,2278,5.01,1195.14,314.302,1.22793,676.919,676.739,-15.6044,314.762,0.113687,60.1795,60.1657,-1.2923,737.098,736.904,-16.8967,
2.762,12.5,0,2280,4.96,1184.25,314.785,1.24566,687.462,687.327,-13.6262,315.284,0.114762,60.6424,60.6167,-1.7661,748.102,747.944,-15.3923,
