t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.988386,0.403949,0.584437,-0.0617155,0.0430573,0.0186582,0.106427,-0.897544,0.791118,-0.861723,0.639399,0.222325,-0.923439,0.682456,0.240983,1.00359,0.987183,0,-0.057373,0.0045166,0.932495,-0.44104,-0.921021,-0.0184326,-0.978394,-0.013916,0.00720215,0.0078125,-0.00500488,0.00109863,-0.00366211,0.0400391,0.0317383,-0.0372314,0.0267334,-0.0361328,1.2666
0.002,-0.655368,-0.319921,0.975289,-0.0480807,-0.0165053,0.064586,-0.152545,-0.752547,0.905092,-0.751423,0.103407,0.648016,-0.799503,0.0869015,0.712602,1.00201,0.982178,0,-0.0800781,-0.0126953,0.827393,-0.436157,-0.819702,-0.0157471,-0.89978,-0.0284424,-0.00427246,0.0284424,0.0236816,0.000976562,0.0540771,-0.0107422,-0.0161133,0.0333252,0.00756836,0.0343018,1.2666
0.004,0.0670609,-0.883445,0.816384,-0.0236815,-0.0595626,0.0832442,-0.358304,-0.633913,0.992217,-0.358477,-0.503246,0.861723,-0.382158,-0.562809,0.944967,1.00003,1.00928,0,-0.0709229,-0.00158691,0.867798,-0.499634,-0.839966,0.0595703,-0.910889,0.0579834,0.010376,-0.019043,0.0175781,-0.00244141,-0.0180664,-0.012085,0.0316162,0.00231934,0.0491943,-0.00012207,1.2666
0.006,0.693471,-0.976723,0.283253,0.0373164,-0.0918556,0.0545393,-0.500206,-0.461355,0.961561,0.292986,-0.82036,0.527375,0.330302,-0.912216,0.581914,1.00162,0.99939,0,-0.0797119,-0.0137939,0.876465,-0.44812,-0.853271,0.00463867,-0.932983,-0.00915527,-0.00378418,-0.000366211,0.00549316,0.00317383,0.0205078,0.017334,-0.0107422,-0.00439453,-0.00524902,-0.0012207,1.2666
0.008,0.993721,-0.529605,-0.464116,0.0825265,-0.0767856,-0.00574098,-0.639744,-0.305573,0.945316,0.768657,-0.703166,-0.065491,0.851184,-0.779952,-0.071232,1.00003,0.973267,0,-0.0878906,-0.00817871,0.880005,-0.466675,-0.863892,-0.0112305,-0.951782,-0.0194092,-0.000244141,-0.019043,-0.0032959,0.00622559,0.0283203,0.0249023,-0.00390625,-0.0264893,-0.00720215,-0.0202637,1.2666
0.01,0.730049,0.228185,-0.958234,0.0825265,-0.038034,-0.0444926,-0.748535,-0.128221,0.876756,0.801403,-0.163727,-0.637675,0.883929,-0.201761,-0.682168,1.00043,1.02197,0,-0.0700684,0.00866699,0.872925,-0.47522,-0.836792,-0.0198975,-0.90686,-0.0112305,-0.0371094,0.0126953,-0.0177002,0.00915527,-0.00854492,0.0561523,-0.00854492,-0.00256348,-0.0262451,0.0065918,1.2666
0.012,0.105164,0.788625,-0.893789,0.0444926,0.0344459,-0.0789384,-0.875065,0.186938,0.688127,0.442926,0.415351,-0.858276,0.487418,0.449796,-0.937215,1.00359,0.984009,0,-0.0946045,0.0111084,0.802734,-0.408081,-0.813477,-0.0187988,-0.908081,-0.00769043,0.0137939,0.019165,0.00366211,0.0078125,0.0147705,0.0449219,0.00439453,-0.0446777,0.00805664,-0.0368652,1.2666
0.014,-0.598976,0.989058,-0.390082,0.00717622,0.0566921,-0.0638684,-0.962572,0.318754,0.643818,-0.136152,0.81519,-0.679038,-0.128976,0.871882,-0.742906,1.00162,1.00989,0,-0.0692139,0.00878906,0.873535,-0.463135,-0.861938,0.0266113,-0.931152,0.0354004,0.0161133,-0.000610352,0.00280762,-0.0125732,0.00842285,-0.00256348,0.0197754,-0.019043,0.022583,-0.0316162,1.2666
0.016,-0.962476,0.631363,0.331114,-0.0609979,0.0559745,0.00502335,-0.955477,0.45776,0.497717,-0.680761,0.773827,-0.093066,-0.741759,0.829802,-0.0880427,1.00162,0.971069,0,-0.0831299,-0.00561523,0.885498,-0.442871,-0.873779,0.00842285,-0.956909,0.00280762,0.00732422,-0.010498,-0.00341797,-0.0222168,0.0057373,0.03125,0.0283203,-0.0249023,0.0249023,-0.0471191,1.2666
0.018,-0.777297,-0.124114,0.901411,-0.0674565,0.0229639,0.0444926,-0.975579,0.613542,0.362038,-0.853106,0.306773,0.546332,-0.920562,0.329737,0.590825,1.00122,1.01135,0,-0.0628662,0.00134277,0.841064,-0.491211,-0.881348,0.053833,-0.944214,0.0551758,-0.0512695,0.00732422,0.00146484,-0.00109863,0.0212402,0.0314941,0.0203857,-0.0380859,0.0218506,-0.0391846,1.2666
