t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.973907,0.306816,0.667091,-0.0595626,0.032293,0.0272696,-0.925914,0.349911,0.576003,-0.785892,0.575631,0.21026,-0.845454,0.607924,0.23753,1.00241,0.986084,0,-0.0500488,0.000732422,0.853027,-0.40979,-0.877197,0.00341797,-0.927246,0.00415039,0.00646973,0.00732422,-0.00354004,0.00463867,-0.0357666,-0.00561523,0.050415,-0.0229492,0.046875,-0.0183105,1.26648
0.002,-0.571542,-0.420138,0.991679,-0.0495159,-0.0222463,0.0717622,-0.964937,0.521271,0.443666,-0.723847,-0.0172345,0.741082,-0.773363,-0.0394807,0.812844,0.99964,0.970581,0,-0.0808105,-0.00598145,0.880615,-0.450806,-0.874634,0.0107422,-0.955444,0.00476074,0.00866699,0.0284424,0.0245361,-0.0057373,-0.02771,0.0175781,0.0441895,0.00195312,0.0687256,-0.00378418,1.2666
0.004,0.177559,-0.936637,0.759078,-0.0186582,-0.0523864,0.0710446,-0.943651,0.692631,0.25102,-0.2499,-0.598036,0.847936,-0.268558,-0.650422,0.91898,0.997664,1.02148,0,-0.0614014,0.000854492,0.831543,-0.458984,-0.835327,0.0157471,-0.896729,0.0166016,0.00732422,-0.0290527,0.0135498,-0.0090332,-0.0161133,0.00695801,0.0178223,0.000610352,0.0313721,-0.00842285,1.26648
0.006,0.756721,-0.924303,0.167581,0.0538217,-0.0918556,0.038034,-0.83959,0.759737,0.0798523,0.422244,-0.830701,0.408457,0.476066,-0.922557,0.446491,1.00003,0.989014,0,-0.0921631,-0.0128174,0.879028,-0.41272,-0.859497,-0.0460205,-0.95166,-0.0588379,-0.0114746,0.0123291,-0.0135498,0.000488281,0.0334473,0.0145264,-0.0200195,-0.0256348,-0.0335693,-0.0251465,1.2666
0.008,0.998293,-0.427076,-0.571217,0.0775032,-0.0717622,-0.00574098,-0.709512,0.860396,-0.150884,0.749699,-0.603206,-0.146493,0.827202,-0.674968,-0.152234,0.999245,0.982666,0,-0.0718994,-0.00524902,0.788818,-0.397095,-0.813232,-0.0496826,-0.885132,-0.0549316,0.00195312,-0.00952148,-0.00354004,0.0175781,-0.00817871,-0.0476074,0.0170898,0.0113525,0.0135498,0.0289307,1.2666
0.01,0.681278,0.302962,-0.984239,0.0710446,-0.0143524,-0.0566921,-0.617276,0.975435,-0.35816,0.81002,-0.130982,-0.679038,0.881064,-0.145334,-0.73573,0.999245,0.993408,0,-0.0810547,-0.0057373,0.827759,-0.491699,-0.82019,0.0307617,-0.901245,0.0250244,-0.000244141,0.0239258,-0.00195312,0.0140381,0.0349121,0.0404053,-0.0356445,-0.0335693,-0.0375977,-0.0195312,1.2666
0.012,-0.0350546,0.86186,-0.826805,0.0452102,0.0258344,-0.0710446,-0.457635,0.985022,-0.527387,0.384329,0.520481,-0.904809,0.429539,0.546315,-0.975854,1.00201,1.00903,0,-0.0767822,0.0185547,0.847656,-0.471313,-0.870972,0.0317383,-0.947754,0.050293,0.0183105,-0.0124512,0.0045166,-0.00439453,-0.0020752,0.000732422,0.0274658,-0.00354004,0.0319824,-0.00793457,1.26648
0.014,-0.672895,0.968243,-0.295348,-0.00574098,0.0574098,-0.0516688,-0.273162,0.889156,-0.615994,-0.263687,0.839318,-0.575631,-0.269428,0.896728,-0.6273,1.00162,0.999146,0,-0.0665283,0.00622559,0.83606,-0.455811,-0.866455,-0.00427246,-0.932983,0.00195312,0.00463867,0.00341797,-0.00170898,-0.0130615,-0.0153809,-0.00256348,0.00793457,-0.0224609,0.00622559,-0.0355225,1.2666
0.016,-0.976955,0.535001,0.441955,-0.0609979,0.0509512,0.0100467,-0.124165,0.87957,-0.755405,-0.76004,0.713507,0.0465331,-0.821038,0.764458,0.0565798,1.00162,0.972046,0,-0.072876,0.00488281,0.885376,-0.443359,-0.889404,0.0045166,-0.96228,0.00939941,0.000610352,-0.00390625,-0.00500488,-0.012207,0.0255127,0.0297852,0.00622559,-0.0257568,0.0012207,-0.0379639,1.2666
0.018,-0.722429,-0.22433,0.946759,-0.0574098,0.00861147,0.0487983,0.105244,0.790894,-0.896138,-0.81002,0.236112,0.573908,-0.86743,0.244724,0.622706,1.00083,1.01111,0,-0.0625,0.00183105,0.815063,-0.449097,-0.805298,0.0183105,-0.867798,0.0201416,-0.0447998,0.0153809,0.00341797,-0.00500488,0.0435791,0.0057373,-0.0335693,0.0117188,-0.0301514,0.00671387,1.2666
