t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,5.0,1194.33,310.917,1.22517,685.734,685.57,-14.9784,311.387,0.113392,57.9039,57.9033,0.275847,743.619,743.473,-14.7025
0.215,12.5,0.0,2281.0,4.95,1182.39,314.492,1.23918,687.851,687.693,-14.7428,314.962,0.115493,58.4804,58.4799,0.254707,746.314,746.173,-14.4881
0.465,12.5,0.0,2280.0,5.01,1196.19,314.279,1.22966,681.251,681.086,-14.9874,314.723,0.114314,58.2573,58.2549,0.520573,739.482,739.341,-14.4668
0.715,12.5,0.0,2281.0,4.97,1187.16,313.425,1.23112,683.169,683.026,-14.012,313.884,0.113485,58.6014,58.5966,0.753484,741.741,741.622,-13.2585
0.965,12.5,0.0,2280.0,5.0,1193.81,312.038,1.23093,683.371,683.227,-14.0464,312.445,0.11366,58.7666,58.766,0.262694,742.121,741.993,-13.7837
1.215,12.5,0.0,2282.0,4.97,1187.68,316.962,1.23447,683.454,683.294,-14.795,317.402,0.115665,58.6186,58.6181,0.250637,742.055,741.912,-14.5444
1.465,12.5,0.0,2281.0,4.94,1180.0,316.881,1.24319,686.899,686.754,-14.086,317.303,0.112894,57.9065,57.9064,0.131111,744.791,744.661,-13.9549
1.715,12.5,0.0,2281.0,4.94,1180.0,316.86,1.23803,685.67,685.502,-15.1701,317.281,0.114742,58.5979,58.5965,0.398412,744.246,744.099,-14.7717
1.965,12.5,0.0,2280.0,4.98,1189.03,314.798,1.23703,686.102,685.969,-13.5295,315.233,0.113235,57.9143,57.9124,0.477503,743.996,743.881,-13.052
2.215,12.5,0.0,2282.0,4.97,1187.68,315.761,1.24181,685.614,685.449,-15.019,316.172,0.114396,58.2198,58.2187,0.366332,743.812,743.668,-14.6527
2.465,12.5,0.0,2281.0,4.92,1175.22,311.845,1.20604,684.004,683.884,-12.8068,312.435,0.108052,57.43,57.4282,-0.462721,741.431,741.312,-13.2695
2.715,12.5,0.0,2281.0,4.96,1184.77,308.97,1.19893,681.301,681.189,-12.3455,309.543,0.108469,57.4163,57.4153,-0.331905,738.713,738.604,-12.6774
2.965,12.5,0.0,2281.0,4.95,1182.39,309.138,1.20811,685.352,685.248,-11.9635,309.695,0.11026,57.892,57.8907,-0.394001,743.241,743.138,-12.3575
3.215,12.5,0.0,2280.0,5.0,1193.81,309.183,1.20289,682.684,682.586,-11.5909,309.806,0.11027,57.8656,57.8654,-0.174407,740.544,740.451,-11.7653
3.465,12.5,0.0,2281.0,4.98,1189.55,308.9,1.20722,684.431,684.304,-13.1844,309.47,0.108125,57.0753,57.0749,-0.191026,741.499,741.379,-13.3754
3.715,12.5,0.0,2281.0,4.96,1184.77,309.203,1.21198,687.808,687.66,-14.2668,309.784,0.107685,56.8385,56.8381,0.212725,744.63,744.498,-14.054
3.965,12.5,0.0,2280.0,4.96,1184.25,308.971,1.19835,681.418,681.308,-12.247,309.56,0.10858,57.4696,57.4696,-0.0442623,738.88,738.778,-12.2913
4.215,12.5,0.0,2280.0,4.97,1186.64,309.166,1.21264,686.984,686.841,-14.0321,309.772,0.108474,57.0972,57.097,0.119846,744.068,743.938,-13.9123
4.465,12.5,0.0,2281.0,4.99,1191.94,309.12,1.20737,685.707,685.571,-13.6579,309.719,0.107206,56.692,56.6918,-0.140354,742.391,742.263,-13.7983
4.715,12.5,0.0,2281.0,4.92,1175.22,309.482,1.21082,686.777,686.616,-14.8418,310.045,0.109084,57.7166,57.7159,0.286041,744.474,744.332,-14.5558
4.965,12.5,0.0,2280.0,4.98,1189.03,309.513,1.19661,681.14,681.023,-12.5943,310.1,0.107734,57.0759,57.0758,-0.0815944,738.208,738.099,-12.6759
5.215,12.5,0.0,2280.0,5.04,1203.36,310.251,1.20282,685.502,685.401,-11.7543,310.887,0.109331,58.0862,58.0855,-0.291309,743.584,743.487,-12.0456
5.465,12.5,0.0,2276.0,5.01,1194.09,214.398,2.08613,651.38,648.83,57.5833,214.674,0.214869,97.4046,49.0823,84.1343,712.155,697.912,141.718
5.715,12.5,0.0,2276.0,4.98,1186.94,213.897,2.00787,614.583,611.654,59.9288,214.145,0.215927,97.5952,45.0242,86.589,672.825,656.678,146.518
5.965,12.5,0.0,2280.0,4.97,1186.64,311.139,1.17432,665.518,665.441,10.1365,311.758,0.100765,52.9077,52.8852,-1.54154,718.378,718.326,8.59495
6.215,12.5,0.0,2280.0,4.92,1174.7,315.212,1.25499,691.578,691.568,3.76554,315.67,0.11001,57.7554,57.7299,-1.71576,749.301,749.298,2.04978
