t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.95,1182.39,317.894,1.19662,676.908,676.785,-12.8916,318.449,0.114861,60.185,60.184,-0.34524,737.088,736.969,-13.2369
0.215,12.5,0.0,2281.0,4.93,1177.61,317.014,1.20293,679.569,679.45,-12.7181,317.533,0.114226,60.2957,60.2929,-0.588194,739.862,739.743,-13.3063
0.465,12.5,0.0,2281.0,4.96,1184.77,314.073,1.19676,679.963,679.806,-14.6156,314.652,0.113903,61.0721,61.0669,-0.798719,741.034,740.873,-15.4143
0.715,12.5,0.0,2281.0,4.93,1177.61,318.247,1.2287,680.967,680.829,-13.7251,318.714,0.116231,59.9056,59.9054,0.151511,740.858,740.734,-13.5736
0.965,12.5,0.0,2281.0,4.97,1187.16,320.525,1.22081,682.57,682.394,-15.4979,321.085,0.114704,59.2784,59.2782,-0.131858,741.837,741.673,-15.6298
1.215,12.5,0.0,2281.0,4.94,1180.0,314.519,1.20247,680.056,679.902,-14.4934,315.058,0.114938,60.9237,60.9173,-0.88334,740.979,740.819,-15.3767
1.465,12.5,0.0,2280.0,5.0,1193.81,317.758,1.21797,677.581,677.432,-14.206,318.241,0.116262,59.5909,59.5905,0.228465,737.155,737.023,-13.9775
1.715,12.5,0.0,2281.0,4.95,1182.39,319.517,1.21459,679.217,678.966,-18.4369,320.047,0.11796,60.7219,60.7219,-0.0339205,739.919,739.688,-18.4708
1.965,12.5,0.0,2281.0,4.97,1187.16,317.008,1.1966,678.475,678.355,-12.7111,317.587,0.115439,60.579,60.575,-0.698173,739.052,738.93,-13.4093
2.215,12.5,0.0,2281.0,4.97,1187.16,316.938,1.19806,677.897,677.784,-12.3876,317.479,0.113947,60.1339,60.1264,-0.94913,738.031,737.91,-13.3367
2.465,12.5,0.0,2281.0,4.94,1180.0,317.208,1.19193,676.405,676.259,-14.0814,317.81,0.114408,60.0366,60.0345,-0.495174,736.437,736.293,-14.5766
2.715,12.5,0.0,2282.0,4.97,1187.68,317.219,1.21835,678.414,678.234,-15.6375,317.674,0.115407,59.768,59.7678,0.15938,738.164,738.002,-15.4781
2.965,12.5,0.0,2281.0,4.94,1180.0,319.543,1.21569,678.832,678.617,-17.0777,320.087,0.114881,59.7928,59.7926,-0.158516,738.611,738.41,-17.2362
3.215,12.5,0.0,2281.0,4.96,1184.77,318.346,1.19996,676.948,676.829,-12.7007,318.953,0.113871,60.2623,60.26,-0.526133,737.208,737.089,-13.2269
3.465,12.5,0.0,2281.0,4.96,1184.77,318.431,1.2028,681.575,681.432,-13.9326,318.978,0.115627,60.6586,60.6566,-0.496534,742.229,742.089,-14.4291
3.715,12.5,0.0,2281.0,4.93,1177.61,315.709,1.21475,677.455,677.336,-12.6484,316.223,0.115874,60.0801,60.079,0.364627,737.518,737.415,-12.2837
3.965,12.5,0.0,2281.0,5.0,1194.33,319.348,1.21773,678.565,678.42,-13.9869,319.889,0.116414,60.1901,60.1896,0.240836,738.738,738.61,-13.7461
4.215,12.5,0.0,2281.0,4.95,1182.39,319.308,1.21145,676.529,676.385,-13.9537,319.863,0.116127,59.5331,59.532,0.358812,736.042,735.917,-13.5949
4.465,12.5,0.0,2281.0,4.99,1191.94,320.887,1.22002,679.098,678.925,-15.3194,321.375,0.116147,60.173,60.1722,-0.307118,739.263,739.097,-15.6265
4.715,12.5,0.0,2281.0,4.94,1180.0,318.319,1.2031,679.077,678.95,-13.132,318.859,0.114764,60.6562,60.6553,-0.336489,739.728,739.605,-13.4685
4.965,12.5,0.0,2281.0,4.94,1180.0,314.624,1.18709,677.906,677.783,-12.9221,315.195,0.113253,60.3846,60.3776,-0.923632,738.29,738.161,-13.8457
5.215,12.5,0.0,2290.0,4.94,1184.65,306.767,1.3348,676.668,676.569,11.6088,307.265,0.190033,61.8152,60.3393,13.4269,737.333,736.908,25.0357
5.465,12.5,0.48,2302.0,4.36,1051.04,199.803,1.53568,526.093,505.992,144.035,200.159,0.501816,167.972,-16.7141,167.138,579.846,489.278,311.173
5.715,12.5,1.6,2312.0,4.56,1104.03,201.981,1.52999,537.846,517.539,146.392,202.36,0.502065,167.347,-9.28255,167.089,597.156,508.257,313.481
5.965,12.5,1.76,2302.0,5.53,1333.09,316.558,1.35586,772.955,772.94,-4.81191,317.164,0.150207,81.9023,81.8961,-1.01206,854.856,854.836,-5.82397
6.215,12.5,1.6,2284.0,5.33,1274.83,316.406,1.3361,753.701,753.667,-7.24013,317.006,0.134284,72.4158,72.4117,-0.763037,826.117,826.078,-8.00317
6.465,12.5,1.28,2278.0,4.72,1125.96,314.922,1.24301,707.176,707.169,-3.19313,315.461,0.117246,62.7276,62.7232,-0.736842,769.903,769.892,-3.92997
6.715,12.5,1.12,2283.0,4.8,1147.56,312.895,1.10588,629.432,629.43,-1.57798,313.45,0.0996213,52.2587,52.2535,-0.740052,681.687,681.683,-2.31803
6.965,12.5,0.96,2279.0,4.98,1188.51,313.802,1.20789,688.671,688.646,-5.81273,314.288,0.112986,60.6658,60.6608,-0.784276,749.336,749.307,-6.597
7.215,12.5,0.8,2281.0,4.89,1168.05,313.185,1.15146,650.502,650.471,-6.34878,313.673,0.105101,55.9046,55.8956,-1.00371,706.405,706.367,-7.3525
7.465,12.5,0.64,2280.0,4.91,1172.32,313.89,1.19486,680.619,680.554,-9.39549,314.413,0.112028,59.5991,59.592,-0.922093,740.218,740.146,-10.3176
7.715,12.5,0.48,2281.0,4.96,1184.77,314.446,1.1878,671.839,671.735,-11.8164,314.991,0.107691,57.362,57.359,-0.582712,729.199,729.094,-12.3991
7.965,12.5,0.32,2280.0,4.97,1186.64,314.415,1.1877,677.273,677.187,-10.7935,314.947,0.108697,58.677,58.6737,-0.620474,735.949,735.861,-11.4139
8.215,12.5,0.16,2281.0,4.99,1191.94,313.689,1.18176,671.932,671.853,-10.3068,314.174,0.109832,58.4206,58.4109,-1.06487,730.352,730.264,-11.3716
8.465,12.5,0.0,2281.0,4.98,1189.55,314.193,1.19105,678.504,678.386,-12.6125,314.731,0.112248,59.9879,59.9813,-0.884884,738.491,738.368,-13.4974
8.715,12.5,0.0,2281.0,4.99,1191.94,314.267,1.19017,678.166,678.046,-12.7752,314.852,0.112085,59.611,59.606,-0.774685,737.776,737.652,-13.5499
8.965,12.5,0.0,2281.0,5.0,1194.33,313.67,1.18772,676.79,676.673,-12.5669,314.198,0.111483,59.3658,59.3623,-0.644379,736.154,736.035,-13.2113
9.215,12.5,0.0,2281.0,5.0,1194.33,314.493,1.18535,675.795,675.664,-13.2916,315.066,0.111113,59.8341,59.8278,-0.86862,735.628,735.492,-14.1602
9.465,12.5,0.0,2281.0,4.98,1189.55,314.444,1.18792,675.202,675.07,-13.3833,315.018,0.111634,59.7615,59.7537,-0.965206,734.963,734.823,-14.3485
9.715,12.5,0.0,2281.0,4.96,1184.77,318.52,1.1993,676.496,676.351,-13.9696,319.081,0.114494,60.1737,60.1698,-0.68478,736.667,736.521,-14.6543
