t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2280.0,4.94,1179.48,314.824,1.22494,684.539,684.348,-16.1747,315.35,0.111539,59.0875,59.0621,-1.73186,743.626,743.41,-17.9065
0.216,12.5,0.0,2281.0,4.99,1191.94,315.007,1.23169,681.685,681.528,-14.6262,315.438,0.112675,59.5155,59.4873,-1.83253,741.198,741.015,-16.4587
0.466,12.5,0.0,2280.0,4.95,1181.87,318.552,1.21631,675.549,675.411,-13.6532,319.15,0.111581,59.3642,59.3472,-1.41958,734.912,734.758,-15.0728
0.716,12.5,0.0,2281.0,5.01,1196.72,318.068,1.22262,680.544,680.376,-15.1339,318.598,0.110398,58.9087,58.8834,-1.7262,739.452,739.259,-16.8601
0.966,12.5,0.0,2280.0,4.95,1181.87,317.581,1.21213,680.556,680.452,-11.8896,318.221,0.110081,58.8435,58.8222,-1.58396,739.397,739.274,-13.4735
1.216,12.5,0.0,2280.0,5.02,1198.58,313.862,1.21856,679.232,679.083,-14.2331,314.286,0.113366,60.3711,60.3463,-1.72772,739.601,739.429,-15.9608
1.466,12.5,0.0,2280.0,4.95,1181.87,318.247,1.22933,679.197,679.04,-14.5806,318.736,0.1125,59.1942,59.1624,-1.94123,738.387,738.202,-16.5219
1.716,12.5,0.0,2280.0,4.99,1191.42,318.406,1.21369,680.491,680.345,-14.1024,319.031,0.111147,59.1432,59.1183,-1.71558,739.633,739.463,-15.818
1.966,12.5,0.0,2280.0,4.97,1186.64,313.784,1.22218,683.396,683.211,-15.9096,314.245,0.112484,59.2937,59.2633,-1.89987,742.687,742.474,-17.8095
2.216,12.5,0.0,2280.0,4.97,1186.64,316.565,1.22323,677.151,677.06,-11.1169,317.031,0.114318,60.2514,60.2206,-1.92615,737.396,737.281,-13.0431
2.466,12.5,0.0,2280.0,4.95,1181.87,319.518,1.22134,680.982,680.838,-13.9699,320.155,0.110886,58.8918,58.8738,-1.45543,739.873,739.712,-15.4254
2.716,12.5,0.0,2279.0,5.01,1195.67,311.131,1.21283,680.079,679.904,-15.4384,311.568,0.112691,60.3228,60.2963,-1.78539,740.401,740.201,-17.2238
2.966,12.5,0.0,2280.0,4.98,1189.03,316.177,1.23158,682.506,682.325,-15.7514,316.609,0.111517,58.8067,58.7801,-1.76541,741.312,741.105,-17.5168
3.216,12.5,0.0,2279.0,5.05,1205.21,318.115,1.21652,676.471,676.322,-14.2177,318.659,0.112528,59.672,59.6516,-1.55948,736.142,735.973,-15.7772
3.466,12.5,0.0,2280.0,4.94,1179.48,311.343,1.2155,682.251,682.051,-16.5269,311.827,0.113081,60.6838,60.665,-1.51123,742.935,742.716,-18.0382
3.716,12.5,0.0,2280.0,5.02,1198.58,314.411,1.22695,680.867,680.698,-15.1735,314.833,0.113416,60.1318,60.1044,-1.81521,740.997,740.802,-16.9887
3.966,12.5,0.0,2280.0,4.97,1186.64,318.349,1.23702,683.937,683.773,-14.9621,318.895,0.110275,58.745,58.7215,-1.66095,742.681,742.495,-16.623
4.216,12.5,0.0,2279.0,4.99,1190.9,317.529,1.21416,679.466,679.323,-13.9318,318.176,0.109451,58.3806,58.3682,-1.20189,737.847,737.692,-15.1337
4.466,12.5,0.0,2280.0,4.93,1177.09,312.814,1.22226,683.157,683.03,-13.1907,313.275,0.112747,59.6054,59.5676,-2.12017,742.755,742.598,-15.3109
4.716,12.5,0.0,2280.0,5.01,1196.19,317.748,1.22604,674.657,674.542,-12.4806,318.27,0.112513,59.5206,59.5013,-1.51639,734.176,734.043,-13.997
4.966,12.5,0.0,2280.0,4.94,1179.48,318.35,1.21441,680.403,680.223,-15.6678,319.011,0.111769,59.4012,59.3802,-1.5774,739.804,739.603,-17.2452
5.216,12.5,0.0,2280.0,5.03,1200.97,313.481,1.21812,677.316,677.179,-13.5985,313.963,0.112535,60.106,60.0693,-2.10028,737.416,737.249,-15.6988
5.466,12.5,0.0,2287.0,4.77,1142.39,267.447,0.937169,572.516,569.353,60.0979,267.973,0.501822,198.643,22.5134,197.363,645.439,591.866,257.461
5.716,12.5,0.32,2292.0,4.77,1144.88,266.732,0.960972,584.761,581.846,58.3211,267.252,0.500722,197.413,27.1881,195.532,659.821,609.034,253.853
5.966,12.5,0.0,2276.0,5.51,1313.27,308.376,1.52656,774.288,774.286,1.93656,308.721,0.134144,72.9612,72.9023,-2.93177,847.189,847.188,-0.995214
6.216,12.5,0.0,2277.0,4.56,1087.32,308.801,1.28892,649.862,649.811,8.095,309.186,0.103909,54.9801,54.958,-1.55927,704.8,704.769,6.53573
6.466,12.5,0.0,2281.0,5.12,1222.99,303.541,1.28345,662.259,662.259,-0.76011,303.98,0.107898,57.6549,57.6428,-1.18026,719.904,719.902,-1.94037
6.716,12.5,0.0,2278.0,5.06,1207.07,304.803,1.35247,691.712,691.704,-3.19853,305.149,0.112367,60.3975,60.3731,-1.71722,752.094,752.078,-4.91575
6.966,12.5,0.0,2278.0,4.9,1168.9,304.49,1.3042,666.312,666.311,-1.31512,304.878,0.108959,58.5784,58.5593,-1.49763,724.875,724.87,-2.81276
7.216,12.5,0.0,2278.0,5.04,1202.3,305.249,1.3421,684.288,684.277,-3.96752,305.71,0.111547,60.1301,60.1072,-1.65948,744.405,744.384,-5.627
7.466,12.5,0.0,2277.0,4.97,1185.08,304.983,1.32528,677.14,677.119,-5.40256,305.408,0.110189,58.8348,58.809,-1.74137,735.962,735.928,-7.14392
7.716,12.5,0.0,2278.0,5.03,1199.91,305.12,1.3273,680.038,680.01,-6.26379,305.489,0.111956,59.7384,59.7066,-1.94881,739.762,739.716,-8.21259
7.966,12.5,0.0,2279.0,4.97,1186.12,304.947,1.3258,677.522,677.49,-6.52433,305.355,0.110831,59.7216,59.6866,-2.04394,737.227,737.177,-8.56827
8.216,12.5,0.0,2278.0,4.99,1190.37,304.313,1.32255,676.886,676.841,-7.80361,304.722,0.112246,60.1213,60.0838,-2.12385,736.992,736.925,-9.92746
8.466,12.5,0.0,2279.0,4.96,1183.74,304.802,1.31959,674.614,674.568,-7.87099,305.246,0.112006,59.8164,59.7859,-1.90879,734.419,734.354,-9.77978
8.716,12.5,0.0,2279.0,5.07,1209.99,305.24,1.33098,678.503,678.455,-8.10632,305.655,0.113002,60.3979,60.3719,-1.77264,738.893,738.827,-9.87896
8.966,12.5,0.0,2279.0,4.96,1183.74,304.076,1.33203,680.249,680.205,-7.79292,304.446,0.114478,61.4074,61.3911,-1.41609,741.653,741.596,-9.20902
9.216,12.5,0.0,2279.0,5.06,1207.6,304.679,1.32669,677.911,677.852,-8.96425,305.087,0.112305,60.4225,60.4006,-1.62581,738.328,738.252,-10.5901
9.466,12.5,0.0,2279.0,4.96,1183.74,304.705,1.33247,681.131,681.051,-10.3973,305.132,0.112372,60.3898,60.3678,-1.62956,741.517,741.419,-12.0269
9.716,12.5,0.0,2279.0,5.05,1205.21,305.054,1.33607,682.644,682.569,-10.1067,305.443,0.113102,61.028,61.0039,-1.71475,743.667,743.573,-11.8214
9.966,12.5,0.0,2278.0,5.0,1192.76,304.629,1.31753,677.36,677.289,-9.85789,305.038,0.113308,60.98,60.9536,-1.79659,738.334,738.242,-11.6545
