t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
0.0,12.5,0,2281,4.97,1187.16,316.917,1.2515,692.921,692.741,-15.8014,317.33,0.114234,57.6846,57.6845,0.0702311,750.591,750.426,-15.7312,
0.215,12.5,0,2281,4.98,1189.55,318.12,1.23729,686.304,686.193,-12.3866,318.596,0.115944,58.4276,58.4262,-0.397726,744.729,744.619,-12.7844,
0.465,12.5,0,2280,5.0,1193.81,319.131,1.24863,692.252,692.128,-13.1529,319.611,0.116231,58.8992,58.8981,-0.364543,751.147,751.026,-13.5175,
0.715,12.5,0,2281,4.98,1189.55,314.508,1.22081,687.187,687.088,-11.6691,314.942,0.113553,58.9646,58.9566,-0.972498,746.152,746.045,-12.6415,
0.965,12.5,0,2279,4.99,1190.9,317.111,1.25058,690.956,690.758,-16.5184,317.483,0.117428,59.1107,59.1084,0.52081,750.037,749.867,-15.9976,
1.215,12.5,0,2281,4.97,1187.16,317.522,1.23936,685.875,685.786,-11.0912,317.989,0.114969,58.6362,58.6353,-0.322956,744.508,744.421,-11.4142,
1.465,12.5,0,2280,4.99,1191.42,318.287,1.25857,695.265,695.122,-14.0897,318.737,0.114559,58.4474,58.4469,-0.237654,753.705,753.569,-14.3274,
1.715,12.5,0,2282,4.95,1182.9,317.965,1.24664,687.906,687.788,-12.7251,318.45,0.115647,58.8345,58.8344,-0.0740665,746.732,746.622,-12.7992,
1.965,12.5,0,2281,4.93,1177.61,317.475,1.23117,690.057,689.941,-12.6723,317.885,0.113132,58.2189,58.2164,-0.533937,748.274,748.158,-13.2062,
2.215,12.5,0,2281,5.03,1201.49,313.603,1.24642,690.15,690.021,-13.3291,314.038,0.113916,57.805,57.8046,-0.210636,747.948,747.826,-13.5397,
2.465,12.5,0,2279,4.98,1188.51,317.216,1.25017,691.16,691.047,-12.446,317.636,0.114814,58.7577,58.7572,0.243913,749.904,749.805,-12.2021,
