t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.443516,-0.553502,0.997019,-0.0538217,-0.0222463,0.0760679,0.690592,0.170162,-0.860754,-0.6101,-0.137876,0.747976,-0.663922,-0.160122,0.824044,1.00201,0.990112,0,-0.0684814,-0.0090332,0.839722,-0.42334,-0.83606,0.00268555,-0.904541,-0.00634766,-0.0141602,0.0246582,0.00317383,-0.00537109,-0.017334,-0.00793457,0.0447998,0.0202637,0.0479736,0.0148926,1.26648
0.002,0.27815,-0.97364,0.695489,0.00358811,-0.0796561,0.0760679,0.785194,0.0239665,-0.80916,-0.0758316,-0.684208,0.76004,-0.0722435,-0.763864,0.836108,1.00083,0.99646,0,-0.0797119,-0.0155029,0.819336,-0.358398,-0.831543,-0.000610352,-0.911255,-0.0161133,-0.0163574,-0.00683594,0.00366211,-0.00488281,0.0422363,0.0146484,0.0253906,0.0362549,0.0290527,0.0313721,1.26648
0.004,0.839785,-0.834108,-0.00567747,0.0574098,-0.103338,0.0459278,0.893985,-0.226483,-0.667502,0.46016,-0.81002,0.34986,0.51757,-0.913357,0.395787,1.00003,1.00439,0,-0.0955811,-0.00720215,0.788574,-0.472534,-0.789429,0.0264893,-0.88501,0.0192871,0.00646973,0.0400391,-0.00720215,0.00732422,0.00915527,-0.0155029,0.0045166,0.0128174,-0.00268555,0.0201416,1.26648
0.006,0.983052,-0.302962,-0.68009,0.0803737,-0.0624331,-0.0179406,0.910541,-0.352307,-0.558234,0.808296,-0.51531,-0.292986,0.88867,-0.577744,-0.310926,0.996479,0.994995,0,-0.0784912,-0.0179443,0.848877,-0.421997,-0.840088,-0.0324707,-0.918579,-0.050415,0.00939941,0.000976562,0.0101318,0.0175781,-0.0045166,0.0357666,0.0109863,-0.0275879,0.0211182,-0.0100098,1.26648
0.008,0.57459,0.42245,-0.99704,0.0717622,-0.0143524,-0.0574098,0.942469,-0.512883,-0.429586,0.692825,0.0723847,-0.76521,0.764588,0.0580323,-0.82262,0.998059,0.972412,0,-0.0811768,0.00231934,0.860352,-0.408569,-0.871216,-0.0462646,-0.952393,-0.0439453,0.0209961,0.020752,-0.0032959,0.00952148,-0.0140381,0.0169678,0.0314941,-0.0219727,0.0281982,-0.0124512,1.2666
0.01,-0.176035,0.933553,-0.757518,0.0430573,0.0229639,-0.0660212,0.953111,-0.711804,-0.241307,0.241282,0.663527,-0.904809,0.28434,0.686491,-0.97083,1.00162,1.02661,0,-0.0742188,0.03479,0.812378,-0.449341,-0.863281,0.0100098,-0.9375,0.0447998,0.0148926,-0.0307617,0.0124512,-0.00402832,-0.0467529,0.0474854,0.0689697,-0.0258789,0.0814209,-0.0299072,1.2666
0.012,-0.751387,0.908885,-0.157498,-0.0294225,0.0559745,-0.026552,0.865605,-0.792092,-0.073513,-0.441202,0.891022,-0.449819,-0.470625,0.946996,-0.476371,1.00083,0.981323,0,-0.0797119,0.00317383,0.900024,-0.379028,-0.907959,-0.0756836,-0.987671,-0.0725098,-0.0118408,0.0163574,-0.0217285,-0.0162354,0.0131836,0.0220947,0.00634766,-0.0356445,-0.0153809,-0.0518799,1.2666
0.014,-0.988386,0.405491,0.582896,-0.0545393,0.0430573,0.011482,0.757996,-0.938287,0.180292,-0.797956,0.677314,0.120641,-0.852495,0.720372,0.132123,1.0032,0.987793,0,-0.0557861,0.00341797,0.876343,-0.433228,-0.872437,-0.0183105,-0.928223,-0.0148926,0.00866699,0.00769043,-0.00305176,-0.00256348,-0.0032959,-0.0168457,0.0328369,0.0168457,0.0297852,0.0142822,1.2666
0.016,-0.65613,-0.323005,0.979135,-0.0444926,-0.0150701,0.0595626,0.613728,-1.01139,0.397657,-0.803126,0.127535,0.675591,-0.847619,0.112465,0.735154,1.00003,0.986084,0,-0.0693359,-0.00720215,0.876343,-0.488037,-0.880615,0.0390625,-0.949951,0.0318604,-0.00598145,0.0301514,0.0192871,-0.000244141,0.0308838,0.0296631,0.00219727,-0.0136719,0.0214844,-0.013916,1.2666
0.018,0.067823,-0.884216,0.816393,-0.0200934,-0.0581274,0.0782208,0.439898,-1.01618,0.576281,-0.375711,-0.529098,0.904809,-0.395805,-0.587225,0.98303,0.998059,1.01196,0,-0.0684814,0.00354004,0.891479,-0.489746,-0.87915,0.0460205,-0.947632,0.0495605,0.010498,-0.0195312,0.0217285,-0.00183105,0.0,-0.0098877,0.0241699,0.00524902,0.0458984,0.00341797,1.26648
