t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
0.0,12.5,0,2281,5.01,1196.72,310.083,1.18996,678.957,678.874,-10.6405,310.756,0.106794,57.1708,57.1705,0.19125,736.118,736.044,-10.4492,
0.216,12.5,0,2281,4.95,1182.39,310.177,1.20457,684.806,684.712,-11.3227,310.76,0.11092,58.6766,58.6765,0.122212,743.473,743.389,-11.2005,
0.466,12.5,0,2280,5.02,1198.58,310.346,1.19613,678.518,678.423,-11.3551,310.969,0.108389,57.7712,57.77,-0.362238,736.286,736.193,-11.7173,
0.716,12.5,0,2281,4.95,1182.39,310.686,1.20368,683.23,683.158,-9.93003,311.3,0.111918,58.7657,58.7655,-0.174158,741.992,741.923,-10.1042,
0.966,12.5,0,2279,5.01,1195.67,310.077,1.19317,679.414,679.346,-9.63102,310.776,0.110393,58.7175,58.7165,-0.347755,738.13,738.062,-9.97877,
1.216,12.5,0,2281,4.96,1184.77,310.651,1.18517,677.11,677.033,-10.2235,311.341,0.109142,58.5309,58.5296,-0.38101,735.639,735.563,-10.6045,
1.466,12.5,0,2280,4.97,1186.64,316.204,1.22728,678.509,678.383,-13.0552,316.707,0.112024,59.3282,59.2978,-1.90004,737.833,737.681,-14.9553,
1.669,12.5,0,2280,4.98,1189.03,317.064,1.22393,676.749,676.652,-11.4236,317.649,0.11049,58.8987,58.8603,-2.12747,735.637,735.512,-13.5511,
1.919,12.5,0,2280,4.99,1191.42,318.744,1.22253,679.259,679.128,-13.3436,319.418,0.110141,58.3667,58.3494,-1.41928,737.625,737.477,-14.7629,
2.169,12.5,0,2280,5.0,1193.81,316.448,1.21372,680.489,680.355,-13.5227,317.142,0.109881,58.6747,58.6557,-1.49022,739.163,739.011,-15.0129,
2.419,12.5,0,2280,5.0,1193.81,316.114,1.20578,675.991,675.867,-12.9584,316.783,0.110169,58.192,58.1732,-1.47552,734.182,734.04,-14.4339,
2.669,12.5,0,2280,5.02,1198.58,316.021,1.20536,677.66,677.527,-13.4252,316.665,0.11168,59.2759,59.2618,-1.29275,736.936,736.789,-14.718,
2.919,12.5,0,2279,4.98,1188.51,316.075,1.20177,675.011,674.896,-12.4764,316.78,0.109527,58.1474,58.128,-1.50206,733.157,733.024,-13.9785,
3.169,12.5,0,2279,5.0,1193.28,316.832,1.21587,683.096,682.965,-13.3814,317.491,0.111446,58.8767,58.8567,-1.53679,741.972,741.822,-14.9182,
3.419,12.5,0,2280,4.98,1189.03,317.256,1.20343,674.514,674.391,-12.8542,317.98,0.109891,58.4278,58.4114,-1.3842,732.941,732.803,-14.2384,
3.669,12.5,0,2280,5.02,1198.58,317.633,1.21833,681.165,681.022,-13.9748,318.281,0.111289,59.2999,59.2721,-1.81603,740.462,740.294,-15.7908,
3.919,12.5,0,2281,4.94,1180.0,310.432,1.2094,681.24,681.075,-14.9714,310.89,0.111895,59.5966,59.5715,-1.73081,740.835,740.647,-16.7023,
4.122,12.5,0,2281,4.94,1180.0,309.802,1.21266,684.229,684.064,-15.056,310.232,0.112556,59.8101,59.7803,-1.88609,744.037,743.844,-16.9421,
4.372,12.5,0,2281,4.96,1184.77,310.642,1.20837,679.368,679.18,-15.9716,311.067,0.112128,59.7741,59.755,-1.51166,739.142,738.935,-17.4832,
4.622,12.5,0,2281,4.95,1182.39,310.214,1.21284,682.095,681.928,-15.0784,310.719,0.115594,61.7043,61.6767,-1.84535,743.797,743.605,-16.9237,
4.872,12.5,0,2281,4.99,1191.94,309.766,1.20598,678.348,678.151,-16.3314,310.241,0.110175,59.084,59.0654,-1.48163,737.432,737.217,-17.813,
5.122,12.5,0,2281,4.94,1180.0,311.683,1.22165,681.547,681.323,-17.4662,312.103,0.112431,60.058,60.0292,-1.85973,741.604,741.352,-19.3259,
5.372,12.5,0,2279,4.98,1188.51,308.237,1.19599,668.481,668.413,-9.52683,308.741,0.118949,60.9508,60.941,-1.09177,729.432,729.354,-10.6186,
5.622,12.5,0,2281,4.93,1177.61,300.266,1.17117,677.981,677.924,-8.79751,300.913,0.11184,55.5679,55.5457,-1.56773,733.543,733.47,-10.3652,
5.872,12.5,0,2280,5.01,1196.19,306.355,1.15784,669.472,669.461,-3.83828,307.005,0.114185,56.2149,56.2113,-0.643177,725.686,725.673,-4.48145,
