t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2279.0,4.98,1188.51,311.366,1.20064,671.585,671.467,-12.5556,311.971,0.106471,57.0978,57.0919,-0.816011,728.682,728.559,-13.3716
0.216,12.5,0.0,2278.0,4.99,1190.37,313.947,1.21669,669.655,669.508,-14.0444,314.455,0.109595,58.1345,58.1117,-1.6264,727.788,727.62,-15.6708
0.466,12.5,0.0,2277.0,5.03,1199.39,308.823,1.20806,670.01,669.826,-15.709,309.201,0.110393,59.0703,59.0539,-1.39012,729.08,728.88,-17.0991
0.716,12.5,0.0,2280.0,4.95,1181.87,308.889,1.20993,673.611,673.452,-14.6379,309.374,0.110941,58.0966,58.0966,0.00742276,731.695,731.548,-14.6304
0.919,12.5,0.0,2280.0,4.95,1181.87,309.096,1.19868,672.657,672.536,-12.7281,309.704,0.108353,57.6546,57.6537,-0.313071,730.306,730.19,-13.0412
1.169,12.5,0.0,2278.0,5.01,1195.14,312.211,1.1998,670.723,670.609,-12.3529,312.889,0.107586,57.5227,57.5083,-1.28569,728.246,728.118,-13.6386
1.419,12.5,0.0,2278.0,5.0,1192.76,312.353,1.21527,670.319,670.16,-14.568,312.808,0.10938,58.3047,58.2792,-1.72571,728.622,728.44,-16.2937
1.669,12.5,0.0,2279.0,4.96,1183.74,309.999,1.19979,672.429,672.272,-14.5171,310.45,0.110663,58.9683,58.9502,-1.4612,731.397,731.222,-15.9783
1.919,12.5,0.0,2279.0,4.95,1181.35,309.493,1.21524,674.55,674.429,-12.7692,310.028,0.110189,57.7999,57.7996,0.196312,732.337,732.229,-12.5728
2.122,12.5,0.0,2281.0,4.95,1182.39,312.667,1.21566,669.683,669.544,-13.6325,313.146,0.110477,58.0189,58.0072,-1.16685,727.702,727.551,-14.7994
2.341,12.5,0.0,2280.0,4.94,1179.48,312.841,1.21529,669.41,669.257,-14.3052,313.318,0.112122,59.3348,59.2963,-2.1367,728.739,728.553,-16.4419
2.591,12.5,0.0,2280.0,4.95,1181.87,308.978,1.2071,669.996,669.832,-14.8382,309.425,0.110472,59.081,59.0636,-1.43265,729.077,728.895,-16.2708
2.841,12.5,0.0,2278.0,4.98,1187.99,309.151,1.20057,670.758,670.584,-15.2666,309.622,0.1119,59.7873,59.7618,-1.74612,730.544,730.346,-17.0127
3.091,12.5,0.0,2280.0,5.0,1193.81,314.102,1.20697,672.527,672.373,-14.389,314.602,0.112653,59.1627,59.1588,-0.677968,731.687,731.532,-15.0669
3.341,12.5,0.0,2281.0,4.97,1187.16,313.761,1.22842,674.891,674.765,-13.0463,314.213,0.114738,58.8955,58.8954,-0.106216,733.778,733.66,-13.1525
3.591,12.5,0.0,2280.0,4.95,1181.87,308.598,1.19993,674.03,673.895,-13.5128,309.208,0.109689,57.8844,57.883,-0.407248,731.91,731.778,-13.92
3.825,12.5,0.0,2281.0,4.97,1187.16,314.103,1.22778,669.242,669.07,-15.1551,314.583,0.111953,58.7923,58.782,-1.1021,728.034,727.852,-16.2572
4.075,12.5,0.0,2281.0,4.92,1175.22,310.658,1.21361,670.196,670.034,-14.7317,311.122,0.111271,59.1369,59.1056,-1.92546,729.33,729.14,-16.6571
4.325,12.5,0.0,2279.0,5.03,1200.44,312.892,1.21007,674.498,674.34,-14.5706,313.275,0.115429,60.335,60.3296,-0.808665,734.831,734.67,-15.3793
4.575,12.5,0.0,2279.0,5.02,1198.05,313.74,1.20765,672.762,672.603,-14.6582,314.214,0.113533,59.6062,59.603,-0.615637,732.365,732.206,-15.2738
4.825,12.5,0.0,2281.0,4.97,1187.16,312.419,1.22492,675.97,675.818,-14.3425,312.855,0.113575,59.0387,59.0385,0.144861,734.993,734.856,-14.1976
