t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2282.0,4.99,1192.46,311.782,1.20486,680.257,680.071,-15.8822,312.293,0.111571,58.4186,58.3986,-1.52937,738.675,738.47,-17.4116
0.216,12.5,0.0,2282.0,4.98,1190.07,311.404,1.21013,685.722,685.502,-17.343,311.912,0.108936,56.8244,56.8001,-1.6614,742.546,742.302,-19.0044
0.466,12.5,0.0,2281.0,4.97,1187.16,309.935,1.20984,681.536,681.334,-16.5741,310.409,0.10904,57.3361,57.3074,-1.812,738.87,738.641,-18.3861
0.716,12.5,0.0,2282.0,5.01,1197.24,311.54,1.22137,682.198,682.066,-13.4011,312.039,0.10883,57.4113,57.3847,-1.74822,739.606,739.451,-15.1493
0.966,12.5,0.0,2282.0,4.97,1187.68,319.66,1.23198,686.841,686.653,-16.0848,320.209,0.111323,56.6659,56.6612,-0.729521,743.504,743.314,-16.8143
1.216,12.5,0.0,2281.0,5.0,1194.33,317.189,1.22108,685.193,684.965,-17.6679,317.791,0.113564,57.919,57.912,-0.902134,743.109,742.877,-18.57
1.466,12.5,0.0,2282.0,4.98,1190.07,317.256,1.22391,684.722,684.531,-16.1675,317.783,0.112273,57.5339,57.5309,-0.588576,742.251,742.062,-16.7561
1.716,12.5,0.0,2282.0,5.02,1199.63,317.575,1.22579,687.102,686.879,-17.4896,318.058,0.113673,57.6952,57.6931,-0.495674,744.789,744.572,-17.9852
1.966,12.5,0.0,2281.0,5.02,1199.11,317.59,1.22637,687.065,686.852,-17.0848,318.088,0.111096,56.9756,56.9691,-0.861847,744.038,743.821,-17.9466
2.216,12.5,0.0,2282.0,4.95,1182.9,317.724,1.23256,687.795,687.611,-15.912,318.252,0.112279,57.7364,57.7319,-0.724784,745.528,745.343,-16.6368
2.466,12.5,0.0,2282.0,4.98,1190.07,317.596,1.22628,685.03,684.834,-16.3891,318.095,0.11215,57.4979,57.4882,-1.05691,742.527,742.322,-17.446
