t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2279.0,5.01,1195.67,313.581,1.17872,664.357,664.208,-14.1029,314.306,0.109098,58.9361,58.9246,-1.16207,723.293,723.132,-15.2649
0.231,12.5,0.0,2278.0,5.0,1192.76,310.177,1.18058,667.587,667.372,-16.9486,310.872,0.11023,58.8326,58.8316,-0.342145,726.409,726.203,-17.2908
0.481,12.5,0.0,2279.0,4.97,1186.12,309.64,1.16985,659.999,659.89,-12.007,310.29,0.111833,59.2999,59.2989,-0.332709,719.294,719.189,-12.3397
0.731,12.5,0.0,2278.0,4.99,1190.37,310.726,1.19021,666.486,666.344,-13.7625,311.289,0.112307,58.2845,58.2836,0.328147,724.752,724.627,-13.4344
0.981,12.5,0.0,2279.0,5.01,1195.67,315.804,1.18512,660.64,660.537,-11.6935,316.441,0.107823,58.0148,58.0,-1.30851,718.654,718.537,-13.0021
1.231,12.5,0.0,2277.0,5.02,1197.0,311.078,1.17039,664.798,664.692,-11.8412,311.811,0.110105,59.2172,59.2098,-0.937388,724.015,723.902,-12.7786
1.481,12.5,0.0,2278.0,4.96,1183.22,310.085,1.16795,664.321,664.192,-13.0996,310.787,0.108936,58.2982,58.2981,-0.116352,722.611,722.49,-13.216
1.731,12.5,0.0,2277.0,5.01,1194.62,309.155,1.16185,659.269,659.107,-14.6046,309.817,0.110138,58.8361,58.8351,-0.339901,718.098,717.942,-14.9445
1.981,12.5,0.0,2278.0,4.99,1190.37,309.944,1.19354,668.151,668.027,-12.9065,310.47,0.111702,58.7527,58.7525,-0.166543,726.897,726.779,-13.073
2.231,12.5,0.0,2277.0,5.0,1192.23,313.512,1.17412,661.896,661.775,-12.6254,314.193,0.110222,58.9196,58.911,-1.0051,720.815,720.686,-13.6305
2.481,12.5,0.0,2278.0,4.98,1187.99,308.27,1.16017,660.949,660.815,-13.2897,308.904,0.110688,58.9277,58.9274,-0.196142,719.869,719.743,-13.4859
2.731,12.5,0.0,2277.0,5.01,1194.62,309.636,1.1844,664.721,664.605,-12.4257,310.155,0.111597,58.4359,58.4359,0.0344892,723.147,723.041,-12.3912
2.981,12.5,0.0,2277.0,5.0,1192.23,312.838,1.17481,661.696,661.559,-13.4883,313.495,0.109343,58.7601,58.7576,-0.544799,720.453,720.316,-14.0331
3.231,12.5,0.0,2277.0,5.04,1201.77,311.016,1.18268,668.627,668.46,-14.9804,311.681,0.107604,58.0822,58.0796,-0.553326,726.705,726.539,-15.5337
3.481,12.5,0.0,2278.0,4.98,1187.99,311.084,1.17378,664.386,664.232,-14.3128,311.784,0.107532,57.701,57.6965,-0.722292,722.085,721.928,-15.0351
3.731,12.5,0.0,2277.0,4.98,1187.47,307.462,1.16576,660.089,659.964,-12.8446,308.125,0.111241,58.9559,58.9558,-0.0720641,719.036,718.92,-12.9167
3.981,12.5,0.0,2278.0,4.98,1187.99,316.766,1.18597,660.094,659.993,-11.5451,317.411,0.10961,58.8051,58.7823,-1.63738,718.896,718.775,-13.1825
4.231,12.5,0.0,2277.0,5.01,1194.62,310.222,1.18185,669.192,668.999,-16.0676,310.838,0.109153,58.8462,58.8441,-0.496597,728.032,727.843,-16.5641
4.481,12.5,0.0,2278.0,4.95,1180.83,311.076,1.16863,662.031,661.875,-14.3842,311.743,0.10962,58.6936,58.6889,-0.742607,720.722,720.564,-15.1269
