t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.969335,0.598985,0.37035,-0.0559745,0.0466454,0.00932909,-0.682314,0.99341,-0.311096,-0.729018,0.81002,-0.0810019,-0.784992,0.856665,-0.0716728,1.00122,0.967896,0,-0.0725098,-0.00134277,0.896484,-0.46936,-0.902954,0.0314941,-0.975464,0.0301514,0.00463867,-0.0153809,-0.00317383,-0.0200195,0.00720215,-0.0209961,0.0213623,0.0145264,0.0181885,-0.00549316,1.2666
0.002,-0.752911,-0.171909,0.92482,-0.0595626,0.0193758,0.0401868,-0.546324,1.02816,-0.481837,-0.868617,0.30505,0.563567,-0.92818,0.324426,0.603754,1.00083,1.02026,0,-0.0517578,0.00756836,0.887695,-0.502441,-0.905884,0.0638428,-0.957642,0.0714111,-0.0588379,0.0098877,-0.00231934,-0.00463867,0.00476074,0.0146484,0.0235596,-0.0106201,0.0212402,-0.0152588,1.2666
0.004,-0.1928,-0.752393,0.945193,-0.0200934,-0.0538217,0.0739151,-0.364216,0.980229,-0.616012,-0.475671,-0.398116,0.873787,-0.495765,-0.451938,0.947702,0.999245,0.974121,0,-0.0714111,-0.010376,0.912231,-0.409302,-0.898438,-0.034668,-0.969849,-0.0450439,-0.00268555,0.0352783,0.010498,0.00817871,0.0133057,-0.0196533,0.0065918,0.0397949,0.0170898,0.0479736,1.2666
0.006,0.549442,-1.00679,0.457346,0.0157877,-0.0796561,0.0638684,-0.147815,0.967047,-0.819232,0.129258,-0.808296,0.679038,0.145046,-0.887952,0.742906,1.00003,1.00146,0,-0.0701904,-0.0108643,0.907104,-0.396606,-0.874023,-0.0090332,-0.944214,-0.0198975,-0.00158691,-0.00109863,0.00744629,0.00415039,0.0540771,0.0316162,-0.00268555,0.000488281,0.00476074,0.00463867,1.2666
0.008,0.973907,-0.685325,-0.288582,0.0710446,-0.0775032,0.0064586,0.029563,0.799282,-0.828845,0.658356,-0.772104,0.113747,0.729401,-0.849607,0.120206,1.00043,1.00342,0,-0.0762939,-0.0170898,0.862549,-0.435913,-0.86731,-0.0273438,-0.943604,-0.0444336,0.0240479,0.000610352,0.00463867,0.00390625,0.00280762,-0.000488281,-0.00280762,-0.00878906,0.00183105,-0.00488281,1.2666
0.01,0.840547,0.0200433,-0.860591,0.0990319,-0.0444926,-0.0545393,0.270797,0.67226,-0.943057,0.844489,-0.386052,-0.458437,0.943521,-0.430545,-0.512976,1.00043,1.00293,0,-0.0853271,-0.00146484,0.812256,-0.486816,-0.823975,0.0333252,-0.909302,0.0318604,-0.0252686,-0.00537109,-0.00683594,0.000244141,0.0164795,0.00964355,-0.00915527,-0.00866699,-0.0159912,-0.00842285,1.26648
0.012,0.313205,0.667595,-0.9808,0.0617155,0.00717622,-0.0688917,0.43635,0.527262,-0.963612,0.589419,0.270581,-0.86,0.651134,0.277757,-0.928891,1.00399,0.998535,0,-0.0759277,0.00537109,0.850464,-0.455688,-0.868164,0.000976562,-0.944092,0.00634766,-0.00683594,0.0161133,-0.0148926,-0.00708008,-0.00671387,0.00585938,0.0153809,0.000366211,0.000488281,-0.00671387,1.2666
0.014,-0.397793,0.98289,-0.585097,0.011482,0.0552569,-0.0667389,0.579435,0.343919,-0.923354,0.0,0.735912,-0.735912,0.011482,0.791168,-0.80265,1.00438,0.965942,0,-0.0882568,0.0020752,0.834229,-0.367432,-0.866699,-0.026123,-0.954956,-0.0240479,-0.0168457,0.0288086,-0.0167236,-0.00488281,0.0515137,0.0603027,-0.0130615,-0.0175781,-0.0297852,-0.0224609,1.2666
0.016,-0.919801,0.740059,0.179742,-0.0301401,0.0710446,-0.0409045,0.723703,0.176154,-0.899856,-0.56012,0.828978,-0.268858,-0.59026,0.900022,-0.309762,1.00359,1.02185,0,-0.0683594,0.0137939,0.836548,-0.501221,-0.847656,0.0437012,-0.916016,0.0574951,0.036377,0.0446777,-0.000854492,-0.00134277,0.0397949,-0.0256348,0.00402832,0.000366211,0.00317383,-0.000976562,1.26648
0.018,-0.906084,0.126427,0.779657,-0.0667389,0.0215287,0.0452102,0.768638,0.0539246,-0.822563,-0.808296,0.403286,0.40501,-0.875035,0.424815,0.45022,1.0028,0.975708,0,-0.0689697,-0.00415039,0.873535,-0.379272,-0.859375,-0.0446777,-0.928345,-0.0488281,0.0012207,-0.00268555,0.0112305,-0.00415039,-0.0372314,0.0340576,0.0543213,-0.0213623,0.0655518,-0.0255127,1.2666
0.02,-0.397031,-0.595131,0.992162,-0.0466454,-0.0222463,0.0688917,0.920001,-0.188137,-0.731864,-0.637675,-0.180962,0.818637,-0.684321,-0.203208,0.887529,0.996874,0.99646,0,-0.0629883,0.000854492,0.774536,-0.401978,-0.82312,0.000488281,-0.886108,0.00134277,-0.0202637,0.0155029,0.00744629,-0.00817871,0.0679932,0.0323486,0.0117188,-0.0164795,0.019165,-0.0246582,1.2666
