t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.96,1184.77,317.766,1.23324,678.195,678.084,-12.2629,318.256,0.109723,56.9811,56.9429,-2.08664,735.167,735.027,-14.3495
0.232,12.5,0.0,2282.0,5.0,1194.85,311.051,1.21064,680.777,680.559,-17.2341,311.574,0.110826,57.6956,57.6626,-1.95118,738.471,738.221,-19.1852
0.482,12.5,0.0,2281.0,4.96,1184.77,312.196,1.22711,681.337,681.155,-15.7439,312.684,0.110351,57.4798,57.4569,-1.62191,738.816,738.612,-17.3658
0.732,12.5,0.0,2282.0,4.98,1190.07,312.788,1.21675,675.726,675.597,-13.2024,313.271,0.111383,57.4889,57.4403,-2.36208,733.202,733.037,-15.5645
0.982,12.5,0.0,2281.0,4.96,1184.77,315.782,1.22905,676.921,676.785,-13.5566,316.24,0.10964,57.291,57.2635,-1.77461,734.209,734.049,-15.3312
1.232,12.5,0.0,2282.0,4.95,1182.9,317.96,1.23369,677.276,677.157,-12.6995,318.386,0.109784,56.6076,56.5913,-1.35844,733.883,733.748,-14.0579
1.482,12.5,0.0,2281.0,4.97,1187.16,310.131,1.20045,681.427,681.244,-15.8011,310.71,0.110418,57.9411,57.9132,-1.79782,739.367,739.157,-17.5989
1.732,12.5,0.0,2281.0,4.97,1187.16,313.642,1.2262,678.903,678.758,-14.0223,314.13,0.110078,57.3474,57.3015,-2.29313,736.241,736.06,-16.3154
1.982,12.5,0.0,2281.0,4.96,1184.77,313.328,1.22607,678.892,678.743,-14.2482,313.793,0.10982,57.1196,57.0809,-2.10139,736.005,735.824,-16.3496
2.232,12.5,0.0,2282.0,4.93,1178.12,313.59,1.23266,681.493,681.354,-13.7321,314.031,0.110845,57.7267,57.6912,-2.02428,739.213,739.045,-15.7564
2.482,12.5,0.0,2281.0,4.96,1184.77,313.495,1.22123,676.513,676.376,-13.5881,314.002,0.110483,57.9638,57.9269,-2.06811,734.47,734.303,-15.6562
2.732,12.5,0.0,2281.0,4.93,1177.61,314.116,1.22955,680.213,680.067,-14.1132,314.628,0.111164,58.134,58.1066,-1.78247,738.345,738.174,-15.8957
2.982,12.5,0.0,2280.0,4.96,1184.25,313.908,1.22371,677.306,677.169,-13.5885,314.372,0.108609,57.2751,57.2308,-2.25322,734.571,734.4,-15.8417
3.232,12.5,0.0,2281.0,4.97,1187.16,314.2,1.22284,676.183,676.061,-12.8845,314.667,0.10894,57.3256,57.2931,-1.93017,733.503,733.354,-14.8146
3.482,12.5,0.0,2281.0,4.94,1180.0,314.63,1.22866,677.861,677.724,-13.5872,315.137,0.108447,57.2334,57.2011,-1.92353,735.089,734.926,-15.5108
3.732,12.5,0.0,2281.0,4.95,1182.39,314.966,1.22763,676.783,676.674,-12.1479,315.444,0.108731,57.4474,57.4142,-1.95263,734.223,734.088,-14.1005
3.982,12.5,0.0,2281.0,4.98,1189.55,315.061,1.22789,676.615,676.498,-12.5676,315.579,0.108414,57.114,57.0888,-1.69864,733.726,733.587,-14.2662
4.232,12.5,0.0,2281.0,4.96,1184.77,318.467,1.22881,676.649,676.518,-13.3443,319.001,0.106528,56.1797,56.154,-1.69977,732.826,732.672,-15.0441
4.482,12.5,0.0,2280.0,4.97,1186.64,318.332,1.23272,677.454,677.324,-13.2429,318.875,0.109157,57.2604,57.2428,-1.41968,734.713,734.567,-14.6625
4.732,12.5,0.0,2281.0,4.98,1189.55,311.842,1.21155,680.472,680.348,-12.9827,312.298,0.108817,57.2088,57.174,-1.99336,737.674,737.522,-14.976
4.982,12.5,0.0,2280.0,4.96,1184.25,313.293,1.22317,679.993,679.819,-15.3742,313.841,0.11147,57.7975,57.7589,-2.11439,737.785,737.578,-17.4886
5.232,12.5,0.0,2281.0,4.94,1180.0,313.71,1.22421,677.682,677.489,-16.174,314.154,0.109364,57.2161,57.1898,-1.73406,734.897,734.678,-17.9081
