t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2279.0,5.01,1195.67,316.326,1.19463,667.304,667.098,-16.5811,316.82,0.113316,59.3927,59.3921,0.268926,726.673,726.49,-16.3121
0.231,12.5,0.0,2280.0,4.95,1181.87,313.551,1.18884,663.813,663.675,-13.5349,314.197,0.110024,59.147,59.1099,-2.09472,722.954,722.785,-15.6296
0.481,12.5,0.0,2278.0,4.98,1187.99,313.618,1.1907,668.844,668.667,-15.41,314.129,0.11347,61.3382,61.3274,-1.15195,730.182,729.994,-16.5619
0.731,12.5,0.0,2279.0,4.97,1186.12,310.287,1.1909,668.181,668.005,-15.3633,310.885,0.110389,58.3813,58.381,-0.194748,726.552,726.386,-15.558
0.95,12.5,0.0,2279.0,4.99,1190.9,312.015,1.18978,664.191,664.079,-12.2009,312.505,0.110939,59.9167,59.8972,-1.52678,724.106,723.976,-13.7277
1.153,12.5,0.0,2278.0,4.95,1180.83,314.181,1.19472,669.688,669.506,-15.6081,314.755,0.112235,58.9446,58.9442,0.206339,728.614,728.451,-15.4018
1.403,12.5,0.0,2277.0,5.0,1192.23,313.563,1.19408,668.528,668.389,-13.64,314.191,0.109616,58.2668,58.2628,-0.680607,726.793,726.652,-14.3206
1.637,12.5,0.0,2280.0,4.95,1181.87,313.524,1.18479,666.145,666.006,-13.6217,314.018,0.112399,59.8092,59.8057,-0.646163,725.952,725.812,-14.2678
1.84,12.5,0.0,2279.0,4.97,1186.12,315.535,1.20865,671.384,671.263,-12.7561,315.989,0.113975,59.6492,59.6489,-0.18184,731.026,730.911,-12.938
2.09,12.5,0.0,2281.0,4.97,1187.16,312.264,1.18603,667.768,667.617,-14.197,312.953,0.108876,57.7236,57.7203,-0.621362,725.489,725.337,-14.8184
