t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2279.0,4.98,1188.51,311.631,1.19269,677.384,677.268,-12.5377,312.171,0.110154,59.3942,59.3851,-1.04136,736.779,736.654,-13.5791
0.231,12.5,0.0,2280.0,5.0,1193.81,310.676,1.21777,681.599,681.432,-15.0917,311.106,0.11044,58.9102,58.8766,-1.98902,740.505,740.308,-17.0807
0.481,12.5,0.0,2279.0,5.03,1200.44,310.403,1.20565,673.616,673.472,-13.9373,310.859,0.110634,59.1166,59.0958,-1.56583,732.732,732.568,-15.5032
0.731,12.5,0.0,2280.0,4.97,1186.64,310.956,1.20992,675.605,675.404,-16.5082,311.437,0.111128,59.5702,59.5447,-1.74136,735.175,734.948,-18.2496
0.981,12.5,0.0,2280.0,5.03,1200.97,314.226,1.22854,676.793,676.691,-11.7644,314.69,0.111389,59.2915,59.258,-1.99363,736.077,735.949,-13.758
1.231,12.5,0.0,2279.0,5.01,1195.67,314.414,1.22829,675.423,675.307,-12.5466,314.858,0.11111,59.0416,59.0128,-1.84276,734.461,734.32,-14.3894
1.481,12.5,0.0,2280.0,5.0,1193.81,313.462,1.22497,673.567,673.434,-13.4152,313.935,0.109632,58.1758,58.1578,-1.44548,731.742,731.591,-14.8606
1.731,12.5,0.0,2280.0,5.01,1196.19,312.041,1.2304,678.305,678.186,-12.7186,312.517,0.110573,59.3378,59.2978,-2.17931,737.634,737.484,-14.898
1.981,12.5,0.0,2280.0,5.0,1193.81,312.517,1.19775,675.912,675.772,-13.7633,313.069,0.112964,59.8255,59.8112,-1.30665,735.738,735.583,-15.0699
2.231,12.5,0.0,2279.0,5.04,1202.83,309.098,1.2124,677.618,677.461,-14.5645,309.561,0.110655,59.5359,59.5146,-1.59353,737.153,736.976,-16.158
