t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2279.0,5.02,1198.05,309.707,1.31813,676.305,676.177,-13.1634,310.295,0.109719,59.2936,59.2708,-1.64618,735.597,735.448,-14.8095
0.231,12.5,0.0,2279.0,4.99,1190.9,310.041,1.30966,671.978,671.869,-12.0979,310.62,0.107482,58.0824,58.0694,-1.23008,730.06,729.938,-13.3279
0.481,12.5,0.0,2279.0,5.02,1198.05,309.464,1.33157,672.462,672.354,-12.0821,309.829,0.111574,60.3038,60.2782,-1.75457,732.763,732.632,-13.8366
0.731,12.5,0.0,2279.0,5.01,1195.67,313.266,1.32239,668.902,668.8,-11.709,313.763,0.110802,59.0698,59.0527,-1.42015,727.971,727.852,-13.1292
0.981,12.5,0.0,2279.0,4.97,1186.12,309.225,1.31195,674.451,674.328,-12.8926,309.822,0.107625,58.1648,58.154,-1.12329,732.616,732.482,-14.0159
1.231,12.5,0.0,2280.0,5.0,1193.81,310.18,1.31275,673.311,673.177,-13.4354,310.784,0.106486,57.4891,57.4706,-1.45518,730.799,730.648,-14.8906
1.481,12.5,0.0,2279.0,5.02,1198.05,310.148,1.31766,675.351,675.235,-12.4987,310.776,0.108564,58.4964,58.4741,-1.61223,733.845,733.709,-14.1109
1.731,12.5,0.0,2279.0,4.99,1190.9,310.228,1.33027,672.196,672.084,-12.2731,310.621,0.111068,59.5592,59.5304,-1.85306,731.75,731.614,-14.1262
1.981,12.5,0.0,2279.0,4.99,1190.9,311.746,1.32898,670.995,670.92,-9.98531,312.153,0.110076,59.3062,59.2771,-1.85737,730.293,730.197,-11.8427
2.231,12.5,0.0,2279.0,5.0,1193.28,312.021,1.33116,675.533,675.393,-13.7291,312.536,0.10973,58.9801,58.9571,-1.64401,734.511,734.351,-15.3731
2.481,12.5,0.0,2278.0,4.98,1187.99,312.682,1.32148,670.414,670.294,-12.7017,313.241,0.109276,58.8502,58.8366,-1.26341,729.264,729.13,-13.9651
2.731,12.5,0.0,2279.0,5.03,1200.44,312.452,1.32141,674.712,674.563,-14.1695,313.022,0.110616,59.1608,59.1458,-1.33354,733.873,733.709,-15.503
2.981,12.5,0.0,2279.0,4.99,1190.9,305.834,1.32422,672.652,672.575,-10.1719,306.157,0.111141,59.7896,59.7689,-1.57109,732.438,732.344,-11.743
3.231,12.5,0.0,2279.0,5.01,1195.67,308.223,1.32603,671.65,671.57,-10.3537,308.592,0.110534,59.7417,59.7157,-1.76174,731.386,731.286,-12.1155
3.481,12.5,0.0,2279.0,5.03,1200.44,310.804,1.32953,671.101,671.014,-10.8522,311.194,0.110591,59.528,59.4967,-1.92932,730.622,730.51,-12.7815
3.731,12.5,0.0,2279.0,4.96,1183.74,311.93,1.32277,669.623,669.519,-11.7976,312.422,0.111776,59.4966,59.4687,-1.82185,729.115,728.988,-13.6195
