t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
0.0,12.5,0,2281,4.94,1180.0,310.5,1.22247,687.407,687.192,-17.1891,310.933,0.113109,59.9943,59.9837,-1.12659,747.401,747.176,-18.3157,
0.216,12.5,0,2282,4.97,1187.68,310.102,1.2064,683.45,683.298,-14.433,310.547,0.116462,60.6602,60.6416,-1.49991,744.11,743.939,-15.9329,
0.466,12.5,0,2280,4.95,1181.87,310.848,1.21988,679.291,679.195,-11.4324,311.231,0.115402,61.0084,60.9878,-1.58607,740.297,740.183,-13.0185,
0.716,12.5,0,2281,4.97,1187.16,310.929,1.22867,684.827,684.678,-14.2904,311.322,0.113514,60.0628,60.0239,-2.16089,744.884,744.702,-16.4513,
0.966,12.5,0,2281,4.95,1182.39,315.721,1.21316,684.077,683.887,-16.1218,316.265,0.11888,61.1431,61.1368,-0.877254,745.218,745.024,-16.9991,
1.216,12.5,0,2281,4.95,1182.39,311.662,1.21051,683.317,683.155,-14.8525,312.088,0.114198,60.4049,60.3907,-1.31051,743.722,743.546,-16.163,
1.466,12.5,0,2280,4.97,1186.64,309.273,1.20897,686.523,686.398,-13.1115,309.758,0.114588,60.6831,60.666,-1.44225,747.205,747.064,-14.5537,
1.716,12.5,0,2281,4.96,1184.77,311.428,1.23232,685.045,684.893,-14.4138,311.845,0.113341,59.4248,59.3963,-1.8405,744.467,744.29,-16.2543,
1.966,12.5,0,2281,4.94,1180.0,314.151,1.23996,685.454,685.264,-16.1275,314.607,0.112649,58.9038,58.8762,-1.80326,744.356,744.14,-17.9307,
2.216,12.5,0,2281,4.93,1177.61,314.068,1.23414,678.002,677.878,-12.973,314.461,0.113991,59.9735,59.9421,-1.93992,737.971,737.82,-14.9129,
2.466,12.5,0,2281,4.95,1182.39,311.295,1.20178,682.508,682.355,-14.4717,311.734,0.116514,60.8569,60.8398,-1.44437,743.365,743.194,-15.9161,
2.716,12.5,0,2281,4.96,1184.77,310.369,1.21319,682.674,682.556,-12.7171,310.846,0.115028,60.4938,60.4584,-2.06769,743.161,743.014,-14.7848,
2.966,12.5,0,2281,4.96,1184.77,310.518,1.22108,682.65,682.481,-15.1779,310.96,0.114503,60.5054,60.4757,-1.89557,743.153,742.957,-17.0734,
3.216,12.5,0,2281,4.92,1175.22,310.64,1.21748,681.892,681.744,-14.237,311.009,0.112908,59.4902,59.4583,-1.94819,741.379,741.202,-16.1852,
3.466,12.5,0,2280,4.97,1186.64,313.402,1.23496,682.049,681.917,-13.4414,313.735,0.113668,59.9045,59.881,-1.6805,741.952,741.797,-15.1219,
3.716,12.5,0,2281,4.93,1177.61,315.793,1.23101,675.639,675.512,-13.0954,316.215,0.112221,59.2592,59.2264,-1.9723,734.893,734.739,-15.0677,
3.966,12.5,0,2280,4.96,1184.25,311.218,1.2111,686.372,686.179,-16.3046,311.686,0.114806,60.8669,60.8469,-1.55711,747.239,747.025,-17.8617,
4.216,12.5,0,2281,4.91,1172.83,310.464,1.21267,679.986,679.787,-16.4334,310.965,0.114288,60.2747,60.2491,-1.75806,740.26,740.036,-18.1915,
4.466,12.5,0,2281,4.96,1184.77,311.247,1.21191,685.667,685.485,-15.8032,311.654,0.116037,60.5987,60.5654,-2.01027,746.263,746.05,-17.8135,
4.716,12.5,0,2281,4.95,1182.39,310.776,1.2238,683.101,682.97,-13.4054,311.168,0.113272,59.4161,59.3844,-1.94042,742.513,742.354,-15.3458,
4.966,12.5,0,2280,4.98,1189.03,316.256,1.25228,687.587,687.42,-15.1195,316.676,0.112902,59.0643,59.0412,-1.65084,746.65,746.462,-16.7703,
5.216,12.5,0,2281,4.91,1172.83,309.615,1.20972,685.826,685.667,-14.7557,310.102,0.114146,60.1867,60.1618,-1.73307,746.011,745.829,-16.4887,
5.466,12.5,0,2280,5.0,1193.81,265.338,1.52953,679.05,678.838,16.9699,265.752,0.129587,60.379,46.2735,38.7864,727.252,725.112,55.7563,
5.716,12.5,0,2280,4.97,1186.64,267.515,1.51868,670.124,670.026,11.4509,267.94,0.12003,57.2232,46.6197,33.1828,718.035,716.646,44.6338,
5.966,12.5,0,2280,4.88,1165.15,313.658,1.20824,697.473,697.112,-22.4197,314.149,0.121034,63.5926,62.2319,-13.0848,760.174,759.344,-35.5045,
6.216,12.5,0,2281,5.0,1194.33,310.639,1.23839,689.091,688.664,-24.2758,311.064,0.117021,60.9402,60.9174,-1.66585,750.03,749.581,-25.9416,
6.466,12.5,0,2281,4.9,1170.44,314.37,1.22612,673.865,673.688,-15.4147,314.732,0.114403,60.001,59.9676,-2.00079,733.863,733.656,-17.4155,
6.716,12.5,0,2281,4.95,1182.39,317.692,1.24759,684.331,684.135,-16.3565,318.168,0.114525,59.9852,59.9668,-1.48428,744.316,744.102,-17.8408,
6.966,12.5,0,2281,4.91,1172.83,310.984,1.21293,680.3,680.141,-14.691,311.377,0.114441,60.5394,60.5076,-1.95965,740.836,740.649,-16.6507,
7.216,12.5,0,2280,4.99,1191.42,313.571,1.23984,684.021,683.849,-15.3395,314.002,0.11573,60.9481,60.921,-1.81627,744.968,744.77,-17.1558,
7.466,12.5,0,2280,4.95,1181.87,314.626,1.24422,684.324,684.111,-17.0496,314.998,0.111571,58.2725,58.2424,-1.87392,742.595,742.354,-18.9235,
7.716,12.5,0,2281,4.96,1184.77,315.817,1.24901,688.526,688.305,-17.4483,316.25,0.113331,59.0276,58.9962,-1.92512,747.552,747.301,-19.3734,
7.966,12.5,0,2280,4.92,1174.7,315.887,1.2365,678.304,678.159,-14.0032,316.322,0.112315,59.0056,58.9697,-2.05564,737.304,737.129,-16.0588,
8.216,12.5,0,2281,4.96,1184.77,316.688,1.25212,690.43,690.239,-16.2132,317.148,0.112006,58.9185,58.8973,-1.58067,749.348,749.137,-17.7939,
8.466,12.5,0,2280,4.97,1186.64,317.571,1.24148,685.329,685.194,-13.6144,318.06,0.110695,57.9625,57.9332,-1.8425,743.288,743.127,-15.4569,
8.716,12.5,0,2279,4.97,1186.12,311.198,1.21612,690.886,690.747,-13.8419,311.812,0.113535,59.1052,59.105,-0.116854,749.982,749.852,-13.9588,
8.966,12.5,0,2280,4.96,1184.25,309.901,1.21225,678.172,678.054,-12.6554,310.41,0.110568,58.345,58.3366,-0.991057,736.517,736.39,-13.6465,
9.169,12.5,0,2279,4.97,1186.12,310.713,1.21876,691.083,690.936,-14.252,311.246,0.114218,59.4439,59.4439,-0.00773619,750.516,750.38,-14.2598,
9.403,12.5,0,2283,4.95,1183.42,314.09,1.2051,680.066,679.918,-14.1919,314.747,0.10826,57.3891,57.3868,-0.511519,737.451,737.305,-14.7034,
9.653,12.5,0,2281,4.95,1182.39,310.044,1.22556,686.233,686.102,-13.414,310.58,0.111863,58.9816,58.9727,-1.02253,745.215,745.075,-14.4365,
9.888,12.5,0,2282,4.94,1180.51,317.435,1.23349,681.272,681.103,-15.1991,317.863,0.117655,60.0372,60.0355,-0.446615,741.303,741.138,-15.6457,
