t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2280.0,4.96,1184.25,315.308,1.22485,673.217,673.084,-13.3764,315.774,0.109237,58.3345,58.3096,-1.70664,731.549,731.393,-15.083
0.216,12.5,0.0,2279.0,4.98,1188.51,314.411,1.22537,675.623,675.492,-13.3054,314.829,0.109445,58.5145,58.4897,-1.70398,734.135,733.982,-15.0093
0.466,12.5,0.0,2279.0,4.97,1186.12,317.138,1.23635,675.431,675.307,-12.9455,317.552,0.109831,58.5847,58.5523,-1.94876,734.01,733.859,-14.8943
0.716,12.5,0.0,2280.0,5.0,1193.81,310.353,1.19915,676.636,676.494,-13.8962,310.867,0.109482,59.2856,59.2791,-0.87572,735.921,735.773,-14.7719
0.966,12.5,0.0,2279.0,4.99,1190.9,310.661,1.21601,678.039,677.879,-14.727,311.11,0.110776,59.8589,59.8309,-1.82843,737.896,737.71,-16.5554
1.216,12.5,0.0,2280.0,4.97,1186.64,311.36,1.21254,677.295,677.128,-14.9964,311.801,0.108244,58.8796,58.8638,-1.36498,736.174,735.992,-16.3613
1.466,12.5,0.0,2279.0,4.99,1190.9,312.966,1.22614,676.652,676.523,-13.205,313.477,0.110037,59.2185,59.1989,-1.52513,735.869,735.722,-14.7301
1.716,12.5,0.0,2280.0,4.95,1181.87,310.526,1.21338,675.601,675.45,-14.2438,311.007,0.109553,58.8376,58.8148,-1.63644,734.437,734.265,-15.8802
1.966,12.5,0.0,2279.0,5.0,1193.28,316.311,1.21847,681.692,681.466,-17.5566,316.849,0.11453,60.103,60.1024,-0.286012,741.783,741.568,-17.8426
2.216,12.5,0.0,2278.0,5.0,1192.76,311.312,1.19154,674.903,674.752,-14.309,311.788,0.109457,59.4531,59.4442,-1.0246,734.356,734.196,-15.3336
2.466,12.5,0.0,2280.0,4.99,1191.42,311.26,1.21412,676.189,676.031,-14.6367,311.71,0.111493,59.8739,59.8522,-1.61048,736.062,735.883,-16.2472
2.716,12.5,0.0,2280.0,5.0,1193.81,310.811,1.20572,675.654,675.499,-14.4677,311.277,0.109071,59.1701,59.1431,-1.78525,734.822,734.642,-16.2529
2.966,12.5,0.0,2279.0,5.03,1200.44,311.023,1.21675,681.231,681.03,-16.5461,311.477,0.11271,60.174,60.1494,-1.71905,741.405,741.18,-18.2652
