t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
5.263,12.5,0,2280,5.0,1193.81,313.299,1.21177,683.776,683.657,-12.7794,313.908,0.109793,57.6986,57.6926,-0.828753,741.474,741.349,-13.6082,
5.513,12.5,0,2279,5.0,1193.28,284.938,1.42778,683.215,683.127,-10.9354,285.412,0.109186,54.3089,54.3087,-0.134819,737.519,737.436,-11.0702,
5.763,12.5,0,2278,5.06,1207.07,275.066,1.54675,683.964,683.964,0.508007,275.394,0.111387,53.4866,53.485,0.408348,737.45,737.449,0.916355,
6.013,12.5,0,2278,5.0,1192.76,303.333,1.30738,691.721,691.619,-11.8836,303.79,0.113017,57.4745,57.4744,0.141858,749.185,749.093,-11.7418,
6.263,12.5,0,2281,4.99,1191.94,310.114,1.22784,686.575,686.39,-15.9305,310.554,0.113355,58.5783,58.5777,0.269881,745.132,744.968,-15.6606,
6.513,12.5,0,2281,4.95,1182.39,313.91,1.25152,693.611,693.442,-15.317,314.301,0.113858,57.5652,57.5604,0.742349,751.143,751.002,-14.5746,
6.763,12.5,0,2280,4.99,1191.42,309.384,1.20502,685.502,685.369,-13.491,309.981,0.112276,58.8334,58.833,-0.230104,744.329,744.202,-13.7211,
7.013,12.5,0,2281,4.97,1187.16,309.431,1.23124,692.056,691.858,-16.5373,309.944,0.10916,57.0105,57.0068,0.655405,749.033,748.865,-15.8819,
7.263,12.5,0,2279,5.02,1198.05,309.466,1.2289,689.938,689.799,-13.8353,309.926,0.115067,58.8649,58.8633,0.437676,748.782,748.662,-13.3976,
7.513,12.5,0,2279,5.0,1193.28,315.421,1.24955,687.289,687.165,-13.0742,315.774,0.115901,59.0913,59.0908,0.231536,746.366,746.256,-12.8426,
7.763,12.5,0,2280,4.98,1189.03,315.58,1.252,690.476,690.381,-11.4291,315.924,0.117663,59.6785,59.6784,0.140214,750.144,750.059,-11.2889,
8.013,12.5,0,2280,5.01,1196.19,310.259,1.21044,686.084,685.918,-15.1139,310.863,0.109831,57.4555,57.4555,0.0114679,743.527,743.373,-15.1025,
8.263,12.5,0,2279,4.99,1190.9,310.977,1.21559,687.197,687.02,-15.6132,311.531,0.112138,58.0325,58.032,0.252049,745.21,745.052,-15.3612,
8.513,12.5,0,2279,5.03,1200.44,309.336,1.22386,691.528,691.383,-14.1921,309.922,0.112322,58.1282,58.1276,-0.260451,749.65,749.51,-14.4526,
8.763,12.5,0,2280,4.96,1184.25,311.498,1.23762,692.563,692.421,-14.0067,311.976,0.113794,58.5073,58.5062,0.344191,751.052,750.927,-13.6625,
9.013,12.5,0,2279,5.01,1195.67,312.76,1.24413,688.571,688.415,-14.6399,313.159,0.114194,58.1418,58.1391,0.566386,746.687,746.554,-14.0735,
9.263,12.5,0,2279,4.99,1190.9,315.173,1.24279,686.795,686.649,-14.1811,315.61,0.116301,59.3324,59.3296,0.571027,746.102,745.978,-13.6101,
9.513,12.5,0,2279,5.01,1195.67,309.193,1.2176,694.328,694.15,-15.7172,309.825,0.107732,57.2277,57.2274,-0.168935,751.545,751.378,-15.8861,
9.763,12.5,0,2278,4.99,1190.37,309.777,1.23174,693.209,693.063,-14.2333,310.28,0.113458,58.3711,58.371,0.12471,751.566,751.434,-14.1086,
10.013,12.5,0,2279,5.02,1198.05,312.263,1.2459,690.986,690.815,-15.3503,312.673,0.114893,58.6168,58.6123,0.730457,749.57,749.428,-14.6199,
10.263,12.5,0,2278,5.02,1197.53,312.752,1.24891,692.785,692.64,-14.2008,313.148,0.114969,58.4004,58.3965,0.672335,751.158,751.036,-13.5285,
10.513,12.5,0,2279,4.98,1188.51,310.931,1.21553,686.337,686.227,-12.2757,311.557,0.110546,57.9137,57.9137,0.0135968,744.242,744.141,-12.2621,
10.763,12.5,0,2278,4.99,1190.37,309.348,1.21946,688.4,688.257,-14.0338,309.964,0.112994,58.7862,58.7862,0.0695153,747.173,747.043,-13.9643,
11.013,12.5,0,2279,4.98,1188.51,308.091,1.22082,685.361,685.223,-13.7604,308.565,0.11306,58.9497,58.9495,0.140826,744.297,744.173,-13.6196,
11.263,12.5,0,2280,4.98,1189.03,310.89,1.24334,695.243,695.075,-15.2943,311.263,0.11332,57.6548,57.654,0.317014,752.878,752.729,-14.9773,
11.513,12.5,0,2279,4.99,1190.9,310.444,1.22734,687.306,687.181,-13.1533,310.893,0.113439,58.8002,58.7983,0.476254,746.087,745.979,-12.6771,
11.763,12.5,0,2279,4.97,1186.12,310.152,1.22744,685.711,685.585,-13.15,310.633,0.115696,59.4304,59.4279,0.546838,745.12,745.013,-12.6031,
12.013,12.5,0,2281,4.94,1180.0,311.929,1.23694,691.354,691.216,-13.8313,312.38,0.114718,58.704,58.7019,0.489145,750.036,749.918,-13.3422,
12.263,12.5,0,2281,4.99,1191.94,315.536,1.24827,692.126,691.964,-14.9788,315.961,0.115094,58.4792,58.4771,0.503236,750.58,750.441,-14.4755,
12.513,12.5,0,2281,4.93,1177.61,313.358,1.25322,688.533,688.372,-14.8861,313.872,0.109342,57.7521,57.7331,-1.48037,746.285,746.106,-16.3665,
12.732,12.5,0,2280,4.98,1189.03,312.516,1.20981,689.081,688.948,-13.5484,313.151,0.10802,57.9002,57.893,-0.908934,746.981,746.841,-14.4574,
12.966,12.5,0,2281,5.02,1199.11,311.95,1.24451,693.591,693.407,-15.9792,312.357,0.113732,57.8481,57.8478,0.192433,751.421,751.255,-15.7868,
13.185,12.5,0,2279,4.96,1183.74,313.786,1.24018,691.47,691.322,-14.3097,314.334,0.109631,56.8239,56.8229,-0.343181,748.288,748.145,-14.6529,
13.419,12.5,0,2282,4.93,1178.12,317.268,1.24928,691.644,691.472,-15.3936,317.836,0.111466,57.6216,57.6213,0.181901,749.248,749.094,-15.2117,
13.638,12.5,0,2280,4.97,1186.64,314.873,1.20229,687.516,687.34,-15.5428,315.463,0.112337,58.9916,58.9884,-0.621747,746.504,746.329,-16.1645,
13.872,12.5,0,2280,4.97,1186.64,312.185,1.2313,686.282,686.102,-15.7001,312.613,0.115465,59.2988,59.2985,0.19668,745.562,745.401,-15.5034,
14.091,12.5,0,2281,4.99,1191.94,308.175,1.21515,691.621,691.446,-15.55,308.736,0.109807,57.9727,57.9727,0.0212869,749.58,749.419,-15.5287,
14.325,12.5,0,2280,4.98,1189.03,317.282,1.2388,691.67,691.491,-15.7236,317.791,0.115144,59.6139,59.6121,-0.463933,751.277,751.103,-16.1876,
14.575,12.5,0,2280,4.97,1186.64,307.88,1.22652,687.592,687.35,-18.2494,308.239,0.113585,59.2243,59.2232,-0.362524,746.805,746.573,-18.612,
14.81,12.5,0,2279,5.01,1195.67,308.217,1.21269,691.048,690.925,-12.988,308.756,0.1107,58.1959,58.1956,-0.174472,749.237,749.121,-13.1625,
15.044,12.5,0,2282,4.94,1180.51,311.609,1.23232,688.001,687.882,-12.8139,312.054,0.111624,59.0653,59.0469,-1.47622,747.065,746.929,-14.2901,
15.263,12.5,0,2280,4.98,1189.03,313.905,1.22673,688.27,688.132,-13.7761,314.415,0.115698,59.7126,59.7091,0.644308,747.957,747.841,-13.1318,
15.466,12.5,0,2279,4.99,1190.9,316.384,1.22489,688.122,688.024,-11.5934,316.842,0.115178,59.9301,59.9202,-1.09255,748.052,747.944,-12.6859,
15.685,12.5,0,2281,4.99,1191.94,314.156,1.24418,688.749,688.599,-14.3786,314.561,0.111143,58.2309,58.2279,-0.596207,746.977,746.827,-14.9749,
15.919,12.5,0,2280,4.96,1184.25,314.199,1.2229,685.868,685.763,-11.9951,314.658,0.111924,58.1638,58.1631,0.270081,744.019,743.926,-11.725,
16.122,12.5,0,2282,4.94,1180.51,313.717,1.24047,690.246,690.133,-12.4872,314.121,0.11468,59.1824,59.1808,-0.428008,749.425,749.314,-12.9152,
16.357,12.5,0,2280,4.96,1184.25,313.988,1.22834,689.932,689.801,-13.4579,314.491,0.110746,57.214,57.2138,0.126415,747.133,747.014,-13.3315,
16.575,12.5,0,2280,5.03,1200.97,317.139,1.23723,688.861,688.722,-13.8563,317.581,0.117835,60.5728,60.5683,-0.737287,749.432,749.29,-14.5936,
16.81,12.5,0,2281,4.96,1184.77,318.056,1.23387,690.087,689.935,-14.4708,318.591,0.112336,57.5994,57.5987,0.293253,747.668,747.534,-14.1776,
17.044,12.5,0,2281,5.0,1194.33,318.92,1.24146,686.412,686.309,-11.9077,319.322,0.111421,58.2069,58.1887,-1.45582,744.617,744.498,-13.3635,
17.278,12.5,0,2282,4.97,1187.68,315.447,1.23632,686.994,686.854,-13.873,315.957,0.114773,59.6495,59.642,-0.949419,746.643,746.496,-14.8225,
17.497,12.5,0,2283,4.96,1185.81,315.957,1.22579,690.359,690.197,-14.9667,316.532,0.113261,58.4711,58.4694,0.438438,748.807,748.666,-14.5282,
17.747,12.5,0,2279,5.01,1195.67,311.341,1.23399,688.289,688.104,-15.9855,311.748,0.115706,59.9104,59.9004,-1.08934,748.199,748.004,-17.0748,
17.982,12.5,0,2279,5.01,1195.67,309.18,1.21888,692.265,692.115,-14.4121,309.61,0.114548,59.5033,59.5032,0.0726139,751.755,751.619,-14.3395,
18.232,12.5,0,2280,4.94,1179.48,309.98,1.22657,691.819,691.606,-17.1765,310.447,0.113048,58.7604,58.7601,0.209676,750.558,750.366,-16.9669,
18.466,12.5,0,2281,4.96,1184.77,315.677,1.24483,690.845,690.695,-14.4211,316.12,0.115699,59.5193,59.5188,-0.237747,750.357,750.214,-14.6588,
18.7,12.5,0,2280,4.98,1189.03,317.409,1.23562,686.799,686.67,-13.3263,317.948,0.113555,58.6804,58.6801,0.204368,745.465,745.35,-13.1219,
18.919,12.5,0,2280,4.98,1189.03,312.569,1.22248,686.281,686.195,-10.8754,313.04,0.114059,58.9477,58.9474,0.194356,745.219,745.143,-10.6811,
19.169,12.5,0,2281,4.94,1180.0,310.354,1.22081,691.194,691.078,-12.6627,310.877,0.112146,58.2071,58.2071,-0.0363834,749.392,749.285,-12.6991,
19.372,12.5,0,2280,5.01,1196.19,314.279,1.2297,690.086,689.968,-12.7872,314.803,0.113393,58.6264,58.6253,0.356831,748.696,748.593,-12.4303,
19.607,12.5,0,2282,4.97,1187.68,317.71,1.2625,690.006,689.891,-12.6056,318.036,0.115706,59.1817,59.1812,-0.258213,749.183,749.072,-12.8638,
19.81,12.5,0,2281,4.96,1184.77,314.921,1.24657,688.253,688.113,-13.8579,315.373,0.111027,58.4703,58.4422,-1.81147,746.72,746.556,-15.6694,
20.06,12.5,0,2280,5.02,1198.58,312.091,1.209,685.247,685.095,-14.4218,312.594,0.115731,60.5267,60.5267,-0.0714145,745.762,745.621,-14.4932,
20.31,12.5,0,2281,4.95,1182.39,315.619,1.2202,683.408,683.296,-12.3797,316.177,0.112045,59.2465,59.2203,-1.76209,742.65,742.516,-14.1418,
20.544,12.5,0,2280,4.97,1186.64,310.124,1.23232,687.052,686.908,-14.088,310.558,0.111459,58.5074,58.4936,-1.26977,745.559,745.401,-15.3578,
20.763,12.5,0,2281,4.96,1184.77,312.795,1.23223,688.678,688.547,-13.4506,313.294,0.109594,57.6513,57.6399,-1.14713,746.33,746.187,-14.5977,
20.997,12.5,0,2278,5.02,1197.53,313.302,1.2279,691.758,691.563,-16.4198,313.792,0.113208,59.1429,59.1372,-0.817434,750.899,750.701,-17.2372,
21.247,12.5,0,2281,4.96,1184.77,313.511,1.22929,690.238,690.05,-16.1167,314.042,0.114638,59.2312,59.2292,0.477646,749.442,749.279,-15.639,
21.45,12.5,0,2282,4.99,1192.46,312.579,1.21589,691.09,690.952,-13.8183,313.18,0.112701,58.1424,58.1423,-0.106845,749.223,749.094,-13.9251,
21.669,12.5,0,2281,4.97,1187.16,318.849,1.24703,688.453,688.265,-16.0802,319.366,0.111979,57.4463,57.446,-0.18786,745.888,745.711,-16.2681,
21.903,12.5,0,2281,4.96,1184.77,314.515,1.21694,687.748,687.623,-13.1442,315.077,0.111199,58.4042,58.4042,0.00917997,746.143,746.027,-13.135,
22.138,12.5,0,2279,4.99,1190.9,311.024,1.19375,688.223,688.038,-15.9662,311.571,0.113394,59.4229,59.4221,-0.305756,747.637,747.46,-16.2719,
22.341,12.5,0,2280,4.94,1179.48,316.385,1.25333,687.64,687.484,-14.6534,316.713,0.115662,58.8564,58.8511,-0.793238,746.495,746.335,-15.4466,
22.56,12.5,0,2281,4.98,1189.55,311.886,1.22293,694.284,694.133,-14.4862,312.395,0.112025,59.1356,59.1288,-0.898348,753.419,753.261,-15.3845,
22.794,12.5,0,2280,4.95,1181.87,311.966,1.23061,682.556,682.448,-12.1577,312.334,0.113132,59.257,59.2382,-1.48909,741.812,741.686,-13.6468,
23.028,12.5,0,2281,4.98,1189.55,318.847,1.23649,686.36,686.155,-16.8026,319.374,0.113624,58.0999,58.0998,0.0864386,744.442,744.254,-16.7161,
23.263,12.5,0,2280,5.01,1196.19,312.873,1.23948,690.257,690.148,-12.3005,313.298,0.115847,59.3857,59.3819,-0.669977,749.642,749.529,-12.9705,
23.482,12.5,0,2280,5.01,1196.19,312.062,1.22508,688.458,688.343,-12.5793,312.554,0.114356,60.3173,60.3051,-1.21441,748.776,748.648,-13.7937,
23.716,12.5,0,2282,4.96,1185.29,317.265,1.22565,684.908,684.748,-14.7963,317.763,0.112486,58.4464,58.4455,-0.329114,743.348,743.194,-15.1254,
23.95,12.5,0,2280,4.98,1189.03,311.113,1.23613,688.315,688.159,-14.6737,311.41,0.116232,59.9279,59.923,-0.766524,748.241,748.082,-15.4402,
24.2,12.5,0,2283,4.95,1183.42,313.409,1.23358,693.035,692.866,-15.2775,313.86,0.115296,59.1331,59.1309,0.515009,752.142,751.997,-14.7625,
24.419,12.5,0,2282,4.96,1185.29,319.951,1.24441,683.395,683.246,-14.2647,320.379,0.117155,59.9648,59.9426,-1.63073,743.359,743.189,-15.8954,
24.638,12.5,0,2279,4.99,1190.9,315.459,1.23442,692.451,692.325,-13.2229,315.986,0.113877,58.3374,58.3358,0.438553,750.769,750.661,-12.7843,
24.857,12.5,0,2278,5.0,1192.76,313.574,1.23237,687.008,686.854,-14.5362,314.034,0.114273,59.2066,59.2013,-0.791564,746.213,746.056,-15.3278,
25.107,12.5,0,2279,5.0,1193.28,309.628,1.23598,693.121,692.891,-17.8559,310.099,0.111885,58.1408,58.1395,0.399375,751.233,751.03,-17.4566,
25.357,12.5,0,2279,5.0,1193.28,312.095,1.22998,688.661,688.504,-14.6941,312.556,0.114127,58.8633,58.861,0.519393,747.5,747.365,-14.1747,
25.607,12.5,0,2279,4.98,1188.51,313.53,1.23166,691.314,691.143,-15.374,313.946,0.111149,58.2293,58.2246,-0.745796,749.541,749.368,-16.1198,
25.825,12.5,0,2282,5.01,1197.24,319.542,1.25257,690.707,690.551,-14.6714,319.987,0.118161,59.779,59.7781,-0.320701,750.479,750.33,-14.9921,
26.075,12.5,0,2279,5.04,1202.83,306.503,1.21432,689.005,688.815,-16.191,306.862,0.116994,60.5058,60.4976,-0.995842,749.509,749.312,-17.1868,
26.31,12.5,0,2281,4.95,1182.39,315.71,1.21313,683.944,683.839,-11.9433,316.306,0.112495,58.5865,58.5836,-0.580858,742.528,742.423,-12.5242,
26.544,12.5,0,2281,5.0,1194.33,316.845,1.24461,690.285,690.073,-17.104,317.281,0.114415,59.1047,59.0956,-1.03782,749.388,749.169,-18.1418,
26.794,12.5,0,2280,4.96,1184.25,312.688,1.24503,689.294,689.152,-14.0007,313.096,0.11438,59.533,59.5257,-0.934519,748.827,748.678,-14.9353,
27.013,12.5,0,2282,4.99,1192.46,311.145,1.21595,689.817,689.715,-11.9,311.733,0.115942,59.9734,59.9734,0.0106305,749.782,749.688,-11.8894,
27.232,12.5,0,2280,4.95,1181.87,315.718,1.23456,691.36,691.201,-14.8307,316.122,0.116735,59.996,59.9912,-0.757097,751.354,751.192,-15.5878,
27.482,12.5,0,2282,4.97,1187.68,312.575,1.21935,693.77,693.597,-15.491,313.094,0.114097,58.7704,58.7691,0.395156,752.518,752.366,-15.0958,
27.747,12.5,0,2282,5.0,1194.85,310.723,1.2362,695.429,695.219,-17.1029,311.199,0.11352,58.6373,58.6346,-0.560957,754.061,753.854,-17.6639,
27.997,12.5,0,2282,4.93,1178.12,312.347,1.2253,686.043,685.899,-14.0841,312.894,0.109989,57.9896,57.9741,-1.34366,744.033,743.873,-15.4277,
28.232,12.5,0,2281,4.99,1191.94,313.028,1.22555,688.916,688.743,-15.4423,313.425,0.114758,59.2993,59.2965,0.577403,748.187,748.039,-14.8649,
28.435,12.5,0,2279,5.02,1198.05,310.858,1.23258,695.115,694.9,-17.2822,311.323,0.11478,59.1075,59.1075,0.0938055,754.203,754.007,-17.1884,
28.685,12.5,0,2280,4.96,1184.25,315.462,1.25819,696.282,696.107,-15.6035,315.869,0.11623,58.7473,58.7461,0.369789,755.007,754.853,-15.2337,
28.935,12.5,0,2281,4.93,1177.61,311.892,1.20746,686.897,686.686,-17.0153,312.342,0.115042,60.3622,60.3576,-0.748283,747.254,747.043,-17.7636,
29.138,12.5,0,2279,4.96,1183.74,314.908,1.20635,689.28,689.083,-16.5033,315.446,0.114931,60.0331,60.0327,-0.219421,749.302,749.116,-16.7227,
29.372,12.5,0,2281,4.97,1187.16,313.556,1.22342,684.259,684.121,-13.7503,313.985,0.111864,59.4984,59.476,-1.63098,743.756,743.597,-15.3813,
29.575,12.5,0,2281,4.95,1182.39,318.47,1.24,683.884,683.766,-12.6985,318.919,0.114667,59.4305,59.4092,-1.59137,743.312,743.175,-14.2898,
29.778,12.5,0,2280,4.95,1181.87,315.443,1.21865,683.717,683.581,-13.6451,315.836,0.116721,60.7423,60.7398,-0.551525,744.456,744.32,-14.1966,
30.013,12.5,0,2279,4.99,1190.9,313.222,1.23551,685.314,685.192,-12.933,313.672,0.113107,59.4974,59.4556,-2.23112,744.802,744.648,-15.1641,
30.232,12.5,0,2279,4.98,1188.51,317.177,1.24789,685.601,685.429,-15.3526,317.556,0.118003,59.7361,59.7355,0.276491,745.317,745.165,-15.0761,
30.466,12.5,0,2279,4.99,1190.9,307.611,1.22372,691.185,691.019,-15.1192,308.123,0.107441,57.6867,57.6683,-1.45787,748.871,748.688,-16.5771,
30.669,12.5,0,2282,4.97,1187.68,308.752,1.2373,695.06,694.855,-16.8723,309.128,0.114346,59.2876,59.2875,-0.111283,754.334,754.142,-16.9836,
30.872,12.5,0,2280,5.02,1198.58,310.546,1.23157,693.939,693.752,-16.1171,311.064,0.114787,59.3932,59.3932,-0.0399697,753.318,753.145,-16.1571,
31.107,12.5,0,2281,4.96,1184.77,316.122,1.237,690.716,690.517,-16.5532,316.609,0.114125,59.3653,59.3635,-0.457177,750.074,749.881,-17.0103,
31.341,12.5,0,2281,4.95,1182.39,310.928,1.22575,685.442,685.284,-14.7261,311.365,0.115075,60.073,60.0346,-2.14828,745.509,745.318,-16.8744,
31.575,12.5,0,2281,4.97,1187.16,311.895,1.23557,691.049,690.898,-14.4657,312.351,0.110995,58.1925,58.1859,-0.877479,749.241,749.083,-15.3431,
31.794,12.5,0,2281,4.93,1177.61,313.385,1.22885,688.449,688.339,-12.3071,313.883,0.113795,58.7045,58.7024,0.498012,747.135,747.041,-11.8091,
31.997,12.5,0,2281,5.03,1201.49,314.706,1.23139,688.295,688.134,-14.8846,315.056,0.116821,59.3977,59.3973,0.216473,747.675,747.531,-14.6681,
32.216,12.5,0,2282,4.98,1190.07,313.768,1.26043,689.47,689.304,-15.1049,314.191,0.114916,58.8541,58.8502,-0.681963,748.321,748.154,-15.7869,
32.419,12.5,0,2281,5.02,1199.11,309.054,1.20843,684.945,684.804,-13.8786,309.648,0.110128,58.4702,58.4466,-1.66138,743.413,743.251,-15.54,
32.669,12.5,0,2282,4.96,1185.29,309.176,1.23278,691.687,691.539,-14.3127,309.692,0.108138,58.0469,58.0311,-1.35681,749.733,749.57,-15.6695,
32.888,12.5,0,2281,4.98,1189.55,315.702,1.24045,687.603,687.456,-14.2075,316.016,0.115527,59.8156,59.7998,-1.37464,747.418,747.256,-15.5821,
33.122,12.5,0,2280,4.99,1191.42,307.768,1.21514,683.725,683.577,-14.2536,308.127,0.113483,59.9804,59.9438,-2.09773,743.7,743.521,-16.3513,
33.357,12.5,0,2280,4.98,1189.03,306.587,1.21506,691.433,691.206,-17.7186,306.947,0.115177,60.3694,60.3676,-0.465507,751.793,751.573,-18.1841,
33.575,12.5,0,2280,4.97,1186.64,310.238,1.22112,691.547,691.386,-14.8887,310.711,0.110833,58.241,58.2106,-1.88252,749.785,749.597,-16.7712,
33.794,12.5,0,2280,5.05,1205.74,308.551,1.21466,691.192,691.072,-12.857,308.966,0.118418,61.3452,61.3439,-0.39747,752.533,752.416,-13.2545,
33.997,12.5,0,2280,4.96,1184.25,312.596,1.23669,687.71,687.559,-14.3844,312.929,0.116983,60.0581,60.053,-0.7846,747.766,747.612,-15.169,
34.216,12.5,0,2281,5.03,1201.49,313.476,1.23609,692.519,692.429,-11.1854,314.118,0.112692,59.3946,59.3863,-0.997466,751.914,751.815,-12.1828,
34.435,12.5,0,2282,4.95,1182.9,316.373,1.24865,692.518,692.346,-15.4466,316.759,0.116003,59.0414,59.0406,0.32375,751.539,751.387,-15.1228,
34.685,12.5,0,2282,4.96,1185.29,311.839,1.24362,692.056,691.889,-15.2245,312.168,0.118514,60.5184,60.5179,-0.241304,752.565,752.406,-15.4658,
34.888,12.5,0,2280,4.95,1181.87,312.785,1.24313,690.868,690.67,-16.5452,313.054,0.117029,59.715,59.7131,-0.478063,750.576,750.383,-17.0233,
35.091,12.5,0,2281,5.01,1196.72,315.929,1.23799,687.113,686.999,-12.475,316.445,0.112284,57.6077,57.6077,-0.0313884,744.712,744.607,-12.5064,
35.294,12.5,0,2281,4.93,1177.61,315.598,1.22598,683.708,683.6,-12.1644,316.191,0.112708,59.623,59.6124,-1.12553,743.331,743.212,-13.2899,
35.528,12.5,0,2281,4.99,1191.94,311.154,1.23404,691.433,691.23,-16.7469,311.56,0.112304,58.4337,58.4333,0.210601,749.846,749.664,-16.5363,
35.747,12.5,0,2280,4.97,1186.64,307.774,1.21116,690.265,690.177,-11.0617,308.286,0.111348,58.2772,58.2768,-0.208831,748.538,748.453,-11.2706,
35.966,12.5,0,2280,4.96,1184.25,313.013,1.25705,692.018,691.867,-14.4215,313.367,0.115111,59.2026,59.1959,-0.887872,751.219,751.063,-15.3094,
36.216,12.5,0,2280,4.99,1191.42,313.942,1.26394,692.343,692.179,-15.0857,314.236,0.117115,60.0141,60.0095,-0.74099,752.355,752.188,-15.8267,
36.435,12.5,0,2281,5.0,1194.33,311.803,1.23929,691.294,691.119,-15.5312,312.209,0.111099,58.1055,58.0935,-1.18114,749.399,749.213,-16.7123,
36.669,12.5,0,2283,4.98,1190.59,313.468,1.20728,690.716,690.602,-12.5214,314.112,0.113404,58.9308,58.9307,0.1058,749.636,749.533,-12.4156,
36.919,12.5,0,2282,4.98,1190.07,315.341,1.23379,686.226,686.035,-16.2153,315.799,0.113551,59.2358,59.2292,-0.885774,745.46,745.264,-17.1011,
37.169,12.5,0,2280,4.97,1186.64,312.167,1.24012,690.802,690.651,-14.4715,312.501,0.11602,59.8513,59.8497,-0.447559,750.648,750.5,-14.919,
37.372,12.5,0,2283,4.98,1190.59,314.259,1.23074,688.457,688.262,-16.3841,314.596,0.115428,60.1108,60.0995,-1.16273,748.567,748.361,-17.5469,
37.575,12.5,0,2281,4.99,1191.94,313.312,1.23178,686.582,686.391,-16.1822,313.8,0.110722,58.8604,58.8213,-2.1431,745.438,745.213,-18.3254,
37.794,12.5,0,2279,4.96,1183.74,312.698,1.23494,683.256,683.105,-14.3823,312.988,0.116231,60.3709,60.352,-1.50716,743.626,743.457,-15.8894,
