t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2280.0,5.04,1203.36,312.683,1.20506,681.145,680.971,-15.3582,313.203,0.112121,60.0282,60.0185,-1.08077,741.172,740.99,-16.439
0.262,12.5,0.0,2280.0,4.99,1191.42,311.521,1.20184,679.694,679.559,-13.5358,312.034,0.114803,61.0511,61.0278,-1.68495,740.743,740.587,-15.2207
0.512,12.5,0.0,2281.0,5.03,1201.49,318.777,1.2327,681.545,681.37,-15.4175,319.29,0.116139,59.7248,59.7241,-0.296186,741.261,741.095,-15.7137
0.762,12.5,0.0,2281.0,5.0,1194.33,316.827,1.22675,685.915,685.78,-13.63,317.279,0.116951,61.0924,61.0881,-0.723899,747.006,746.868,-14.3539
1.012,12.5,0.0,2280.0,5.0,1193.81,314.695,1.20167,679.48,679.346,-13.5262,315.257,0.114161,60.1251,60.1203,-0.757871,739.604,739.466,-14.284
1.262,12.5,0.0,2280.0,5.02,1198.58,315.173,1.21553,684.637,684.493,-14.0131,315.688,0.116068,61.1919,61.1859,-0.860141,745.827,745.679,-14.8732
1.512,12.5,0.0,2281.0,4.94,1180.0,318.392,1.2267,682.385,682.208,-15.5283,318.841,0.116138,60.0781,60.0779,-0.13519,742.451,742.286,-15.6635
1.762,12.5,0.0,2281.0,5.01,1196.72,317.853,1.22893,681.996,681.816,-15.6836,318.303,0.116639,59.919,59.919,-0.0266929,741.901,741.735,-15.7103
2.012,12.5,0.0,2281.0,4.91,1172.83,319.659,1.24251,680.634,680.447,-15.9676,320.019,0.115246,59.6185,59.6113,-0.92657,740.251,740.058,-16.8942
2.278,12.5,0.0,2280.0,4.99,1191.42,317.079,1.2408,684.919,684.715,-16.7079,317.494,0.11614,59.7081,59.707,0.3579,744.602,744.422,-16.35
2.528,12.5,0.0,2281.0,4.97,1187.16,318.919,1.23168,680.71,680.547,-14.8875,319.368,0.117421,60.1862,60.186,0.165296,740.879,740.733,-14.7222
2.778,12.5,0.0,2281.0,4.95,1182.39,309.856,1.21486,680.747,680.615,-13.4291,310.36,0.111186,58.5341,58.5333,0.302832,739.265,739.148,-13.1262
3.028,12.5,0.0,2281.0,4.98,1189.55,314.703,1.2221,683.755,683.605,-14.3213,315.184,0.109944,58.7365,58.7268,-1.06587,742.491,742.332,-15.3872
3.278,12.5,0.0,2280.0,4.98,1189.03,318.223,1.21636,674.238,674.12,-12.5969,318.774,0.110278,58.5743,58.5552,-1.49513,732.811,732.676,-14.092
3.528,12.5,0.0,2280.0,5.01,1196.19,318.29,1.22339,680.156,680.015,-13.8087,318.903,0.111655,59.261,59.2431,-1.45664,739.416,739.259,-15.2654
3.778,12.5,0.0,2279.0,5.0,1193.28,316.054,1.21374,680.148,679.99,-14.6862,316.725,0.10822,58.1004,58.0929,-0.933267,738.248,738.083,-15.6195
4.028,12.5,0.0,2278.0,5.02,1197.53,314.41,1.20454,680.184,680.054,-13.287,315.052,0.109381,58.574,58.564,-1.08255,738.758,738.618,-14.3696
4.278,12.5,0.0,2280.0,4.99,1191.42,316.034,1.21746,683.283,683.156,-13.1605,316.691,0.109909,58.8388,58.8294,-1.05111,742.122,741.986,-14.2116
4.528,12.5,0.0,2279.0,4.99,1190.9,315.097,1.23203,676.489,676.347,-13.8646,315.567,0.112047,59.3984,59.3736,-1.71436,735.885,735.72,-15.5789
4.778,12.5,0.0,2280.0,5.03,1200.97,319.362,1.23116,680.084,679.927,-14.6221,319.946,0.110297,58.562,58.5386,-1.65622,738.645,738.466,-16.2783
5.028,12.5,0.0,2279.0,4.96,1183.74,315.574,1.20607,677.588,677.472,-12.5716,316.248,0.108457,57.9873,57.9784,-1.01362,735.575,735.45,-13.5852
5.278,12.5,0.0,2279.0,5.03,1200.44,312.072,1.20243,680.95,680.832,-12.6633,312.713,0.109822,58.9616,58.9597,-0.478164,739.909,739.792,-13.1415
5.528,12.5,0.0,2280.0,4.77,1138.89,264.202,1.6629,608.857,607.646,38.383,264.769,0.407457,120.634,48.5206,110.447,672.833,656.166,148.829
5.778,12.5,0.0,2290.0,4.76,1141.49,194.137,1.96934,593.773,589.861,68.0463,194.539,0.500409,197.602,23.5799,196.19,667.93,613.441,264.236
5.981,12.5,0.32,2278.0,5.8,1383.6,230.717,1.83422,631.798,630.53,40.0085,231.229,0.442795,155.532,35.6387,151.394,693.12,666.169,191.403
