t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.0861123,-0.806356,0.892468,-0.0258344,-0.0631507,0.0889851,0.617276,0.300779,-0.918055,-0.408457,-0.413627,0.822084,-0.434291,-0.476778,0.911069,1.0032,0.98291,0,-0.0834961,-0.0112305,0.839844,-0.453003,-0.83606,0.0292969,-0.919556,0.0180664,0.000732422,0.0144043,0.0119629,0.00109863,-0.00634766,-0.0257568,0.0266113,0.0432129,0.0385742,0.0443115,1.26648
0.002,0.614979,-0.997537,0.382559,0.0193758,-0.0975966,0.0782208,0.691774,0.140204,-0.831978,0.19992,-0.797956,0.598036,0.219296,-0.895552,0.676257,0.99964,1.01001,0,-0.0786133,-0.00720215,0.838989,-0.444824,-0.821167,0.000854492,-0.89978,-0.00634766,0.0090332,-0.00402832,0.017334,0.0012207,0.0328369,-0.0115967,-0.0153809,0.00793457,0.00195312,0.00915527,1.26648
0.004,0.974669,-0.631363,-0.343307,0.0875499,-0.0889851,0.00143524,0.768638,-0.0179749,-0.750663,0.691102,-0.680761,-0.0103407,0.778652,-0.769746,-0.00890548,1.00043,0.964966,0,-0.0935059,-0.00915527,0.835205,-0.413452,-0.814697,-0.072998,-0.908203,-0.0821533,0.00170898,-0.0297852,0.000854492,0.00683594,0.0407715,0.0168457,0.00390625,-0.0214844,0.00476074,-0.0146484,1.26648
0.006,0.787966,0.117947,-0.905912,0.0954437,-0.0523864,-0.0430573,0.906993,-0.242061,-0.664932,0.791062,-0.279198,-0.511864,0.886506,-0.331585,-0.554921,0.99885,1.0166,0,-0.0855713,0.00598145,0.791748,-0.477539,-0.79541,0.026123,-0.880981,0.0321045,-0.0421143,0.00195312,-0.00842285,0.00793457,0.0324707,0.0482178,-0.0336914,-0.0335693,-0.0421143,-0.0256348,1.2666
0.008,0.236999,0.719245,-0.956244,0.0480807,0.0193758,-0.0674565,0.955477,-0.401438,-0.554038,0.506693,0.365371,-0.872064,0.554774,0.384746,-0.93952,1.00122,0.986206,0,-0.085083,0.00476074,0.868042,-0.404053,-0.869385,-0.0377197,-0.954468,-0.032959,-0.00109863,0.02771,-0.0057373,0.00463867,-0.0219727,0.000854492,0.0389404,-0.0098877,0.0332031,-0.00524902,1.26648
0.01,-0.494574,0.997537,-0.502963,0.011482,0.0487983,-0.0602803,0.954294,-0.582385,-0.371909,-0.0947895,0.813467,-0.718677,-0.0833076,0.862265,-0.778957,0.999245,0.988159,0,-0.0761719,0.00170898,0.870117,-0.396729,-0.871826,-0.0374756,-0.947998,-0.0357666,-0.00537109,0.00915527,-0.0124512,-0.00817871,0.00952148,0.00256348,0.0194092,-0.0133057,0.00695801,-0.0214844,1.2666
0.012,-0.946473,0.705368,0.241105,-0.0387516,0.053104,-0.0143524,0.917636,-0.721391,-0.196245,-0.649739,0.823807,-0.174068,-0.688491,0.876911,-0.18842,1.00083,1.00391,0,-0.0627441,0.000366211,0.848267,-0.458984,-0.871216,-0.00927734,-0.93396,-0.00891113,0.0269775,0.0189209,0.00488281,-0.00878906,0.00842285,-0.0439453,0.0228271,0.00585938,0.02771,-0.00292969,1.2666
0.014,-0.853502,0.021585,0.831917,-0.0653036,0.0179406,0.0473631,0.84432,-0.818455,-0.0258645,-0.835871,0.367094,0.468777,-0.901175,0.385035,0.51614,1.00241,0.984131,0,-0.0653076,-0.00146484,0.912354,-0.431885,-0.875,-0.0280762,-0.940308,-0.029541,-0.0194092,-0.000488281,0.0100098,-0.00488281,-0.00915527,0.0561523,0.0269775,-0.00634766,0.0369873,-0.0112305,1.2666
0.016,-0.335304,-0.649093,0.984398,-0.038034,-0.0279873,0.0660212,0.709512,-0.975435,0.265923,-0.66008,-0.19992,0.86,-0.698114,-0.227907,0.926021,0.999245,0.99292,0,-0.0643311,-0.00158691,0.848145,-0.445801,-0.84021,0.0198975,-0.904541,0.0183105,-0.0157471,0.0211182,0.0111084,-0.00671387,0.036377,0.0163574,-0.00512695,-0.0145264,0.00598145,-0.0212402,1.2666
0.018,0.376455,-0.993683,0.617228,0.0172229,-0.0818089,0.064586,0.56761,-1.01977,0.452164,-0.0568737,-0.777274,0.834148,-0.0396508,-0.859083,0.898734,0.998059,0.971069,0,-0.0838623,-0.0118408,0.900635,-0.479614,-0.889282,0.0216064,-0.973145,0.00976562,-0.0306396,0.0212402,0.000976562,0.0114746,-0.00354004,0.00537109,0.00402832,0.00170898,0.00500488,0.0131836,1.2666
