t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2279.0,4.97,1186.12,310.515,1.21537,675.535,675.404,-13.2879,310.978,0.110687,58.2721,58.2448,-1.78494,733.804,733.649,-15.0729
0.263,12.5,0.0,2280.0,4.96,1184.25,310.692,1.2107,673.929,673.816,-12.3415,311.192,0.109513,57.7369,57.7026,-1.9881,731.659,731.519,-14.3296
0.513,12.5,0.0,2280.0,4.99,1191.42,311.189,1.21803,677.066,676.944,-12.8291,311.63,0.110267,58.2196,58.1828,-2.07019,735.278,735.127,-14.8993
0.763,12.5,0.0,2280.0,4.92,1174.7,311.283,1.21081,673.331,673.226,-11.8884,311.686,0.10952,58.2046,58.1696,-2.01703,731.527,731.395,-13.9055
1.013,12.5,0.0,2279.0,5.0,1193.28,313.006,1.20691,678.719,678.541,-15.5558,313.517,0.112499,59.0334,59.0237,-1.06796,737.752,737.564,-16.6237
1.263,12.5,0.0,2280.0,4.94,1179.48,308.911,1.19879,677.878,677.709,-15.1505,309.375,0.109813,58.3962,58.3776,-1.4738,736.274,736.087,-16.6243
1.513,12.5,0.0,2279.0,4.99,1190.9,311.647,1.2196,675.147,675.036,-12.1991,312.082,0.109945,58.6033,58.577,-1.7562,733.746,733.613,-13.9553
1.763,12.5,0.0,2280.0,4.95,1181.87,311.587,1.2182,676.168,676.042,-13.027,312.054,0.109842,57.9495,57.9262,-1.64615,734.115,733.968,-14.6731
2.013,12.5,0.0,2279.0,4.99,1190.9,311.312,1.21842,673.063,672.94,-12.8914,311.735,0.109931,57.6272,57.6008,-1.74446,730.687,730.54,-14.6358
2.263,12.5,0.0,2280.0,4.94,1179.48,310.164,1.22038,678.071,677.923,-14.177,310.654,0.109638,57.826,57.794,-1.92576,735.893,735.717,-16.1028
2.513,12.5,0.0,2279.0,4.96,1183.74,314.393,1.2245,675.002,674.833,-15.1148,314.92,0.108685,57.234,57.2023,-1.90656,732.233,732.035,-17.0214
