t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2280.0,4.97,1186.64,310.518,1.21711,680.166,680.005,-14.8243,311.052,0.111337,59.5191,59.5031,-1.37838,739.685,739.508,-16.2027
0.247,12.5,0.0,2279.0,5.02,1198.05,310.669,1.20399,678.513,678.383,-13.279,311.197,0.110926,59.1566,59.1306,-1.75517,737.667,737.513,-15.0342
0.497,12.5,0.0,2280.0,4.99,1191.42,311.287,1.21652,682.947,682.752,-16.3165,311.769,0.111506,59.5536,59.5297,-1.68875,742.5,742.282,-18.0052
0.747,12.5,0.0,2279.0,5.01,1195.67,311.123,1.20018,676.43,676.276,-14.4022,311.658,0.111158,59.0812,59.0556,-1.73955,735.509,735.332,-16.1418
0.997,12.5,0.0,2281.0,5.0,1194.33,313.687,1.21502,682.834,682.7,-13.531,314.176,0.114922,60.3836,60.3641,-1.53199,743.217,743.064,-15.063
1.247,12.5,0.0,2282.0,4.97,1187.68,315.626,1.19871,676.287,676.181,-11.9736,316.14,0.114157,59.8474,59.8418,-0.818574,736.134,736.023,-12.7922
1.497,12.5,0.0,2282.0,5.0,1194.85,316.409,1.2281,686.059,685.897,-14.9208,316.848,0.112696,59.4836,59.4781,-0.812396,745.541,745.375,-15.7332
1.747,12.5,0.0,2282.0,4.96,1185.29,311.393,1.22209,684.845,684.737,-12.1993,311.872,0.11028,57.564,57.563,0.3408,742.394,742.3,-11.8585
1.997,12.5,0.0,2282.0,4.99,1192.46,314.706,1.23757,685.41,685.257,-14.4831,315.15,0.11316,58.8265,58.824,0.53599,744.211,744.081,-13.9471
2.247,12.5,0.0,2281.0,4.97,1187.16,315.681,1.23715,678.251,678.107,-13.9956,316.097,0.111384,57.5021,57.5007,0.41005,735.733,735.608,-13.5855
2.497,12.5,0.0,2281.0,5.0,1194.33,318.655,1.24239,686.764,686.56,-16.7294,319.135,0.114708,59.3154,59.3154,-0.0271273,746.064,745.876,-16.7566
