t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2280.0,5.0,1193.81,314.316,1.17542,659.168,659.054,-12.2272,314.882,0.115416,60.7143,60.713,-0.40418,719.878,719.767,-12.6314
0.247,12.5,0.0,2278.0,4.92,1173.67,309.784,1.16281,658.467,658.359,-11.9288,310.448,0.110415,58.8825,58.877,-0.803621,717.349,717.236,-12.7324
0.497,12.5,0.0,2280.0,5.01,1196.19,312.927,1.17177,655.074,654.935,-13.4827,313.49,0.110951,60.0685,60.0372,-1.9398,715.139,714.973,-15.4225
0.747,12.5,0.0,2281.0,4.96,1184.77,317.122,1.18166,657.095,656.958,-13.4232,317.649,0.115742,60.2361,60.2361,-0.0152425,717.32,717.194,-13.4384
0.997,12.5,0.0,2279.0,4.94,1178.96,311.51,1.16825,657.731,657.591,-13.554,312.168,0.112347,59.4709,59.468,-0.58911,717.198,717.059,-14.1431
1.247,12.5,0.0,2278.0,4.98,1187.99,312.077,1.1786,655.882,655.782,-11.4443,312.621,0.112545,61.1196,61.0994,-1.56853,716.999,716.881,-13.0128
1.482,12.5,0.0,2282.0,4.92,1175.73,313.131,1.18825,662.357,662.256,-11.5536,313.72,0.11309,59.1641,59.164,-0.110926,721.514,721.42,-11.6645
1.685,12.5,0.0,2278.0,4.92,1173.67,314.624,1.17128,652.555,652.431,-12.7064,315.318,0.109542,58.778,58.7535,-1.6952,711.331,711.185,-14.4016
1.935,12.5,0.0,2279.0,5.01,1195.67,314.316,1.17209,657.159,657.051,-11.9122,314.868,0.114023,60.2353,60.2319,-0.641947,717.393,717.283,-12.5541
2.185,12.5,0.0,2278.0,4.97,1185.6,312.262,1.1685,655.591,655.431,-14.4848,312.982,0.108505,58.1208,58.1064,-1.29163,713.712,713.538,-15.7764
2.388,12.5,0.0,2279.0,4.98,1188.51,312.28,1.17325,653.726,653.603,-12.6821,312.868,0.113535,60.6712,60.6489,-1.64437,714.396,714.252,-14.3265
2.638,12.5,0.0,2278.0,4.96,1183.22,313.752,1.18271,660.575,660.422,-14.2361,314.367,0.113264,59.0922,59.0921,0.128329,719.652,719.514,-14.1078
2.888,12.5,0.0,2278.0,4.99,1190.37,315.096,1.18894,653.543,653.373,-14.926,315.614,0.11259,60.5736,60.5483,-1.75122,714.116,713.921,-16.6772
3.091,12.5,0.0,2279.0,4.93,1176.58,313.456,1.1904,662.774,662.557,-16.9469,313.969,0.111549,59.3193,59.3189,-0.229346,722.081,721.876,-17.1763
3.341,12.5,0.0,2279.0,5.01,1195.67,312.797,1.1708,654.683,654.541,-13.6659,313.486,0.110038,59.0708,59.0486,-1.61866,713.753,713.589,-15.2845
3.591,12.5,0.0,2281.0,4.91,1172.83,312.23,1.17744,658.618,658.436,-15.4887,312.72,0.111115,59.8477,59.836,-1.18594,718.465,718.272,-16.6746
3.841,12.5,0.0,2280.0,5.01,1196.19,311.385,1.18247,663.131,662.967,-14.7487,311.921,0.111278,58.2801,58.2801,-0.0545945,721.399,721.248,-14.8033
4.091,12.5,0.0,2276.0,5.01,1194.09,314.329,1.18908,660.799,660.647,-14.1542,314.885,0.111746,59.6074,59.5928,-1.32316,720.406,720.24,-15.4774
4.294,12.5,0.0,2280.0,4.96,1184.25,312.906,1.18775,662.763,662.61,-14.2387,313.458,0.113132,59.3471,59.3466,0.225619,722.093,721.957,-14.0131
4.544,12.5,0.0,2279.0,4.94,1178.96,313.994,1.18471,661.188,661.05,-13.5211,314.565,0.111417,59.8346,59.8089,-1.75406,721.02,720.859,-15.2751
4.794,12.5,0.0,2280.0,5.02,1198.58,312.879,1.18479,664.492,664.334,-14.4922,313.473,0.113164,58.6633,58.6633,0.00649479,723.143,722.998,-14.4857
5.044,12.5,0.0,2279.0,4.99,1190.9,313.7,1.16703,649.904,649.797,-11.8246,314.32,0.112713,60.5584,60.5242,-2.03239,710.456,710.321,-13.857
5.294,12.5,0.0,2308.0,3.63,877.346,314.758,1.18797,661.068,660.967,-11.584,315.401,0.109492,51.9942,51.9936,-0.263449,713.059,712.961,-11.8475
5.544,12.5,0.96,2318.0,3.83,929.696,93.0937,2.18553,412.634,316.912,264.26,92.5971,0.630305,140.105,-81.2727,114.123,445.757,235.639,378.383
5.763,12.5,3.04,2356.0,3.64,898.06,95.602,2.25088,429.555,332.788,271.605,94.9266,0.592469,134.844,-72.3188,113.811,465.177,260.469,385.416
6.013,12.5,4.0,2332.0,5.62,1372.44,314.615,1.38105,779.116,779.104,-4.24166,315.334,0.190515,104.15,104.135,-1.73484,883.26,883.24,-5.9765
6.263,12.5,4.48,2309.0,5.41,1308.13,315.593,1.38233,769.099,769.069,-6.79616,316.1,0.174333,95.2224,95.2041,-1.86729,864.316,864.273,-8.66345
6.513,12.5,4.48,2286.0,5.44,1302.28,314.354,1.32756,747.875,747.817,-9.35361,314.922,0.1457,79.6405,79.6343,-0.998829,827.516,827.451,-10.3524
6.763,12.5,4.0,2273.0,4.58,1090.17,313.914,1.31003,735.939,735.914,-6.06033,314.565,0.126051,67.3356,67.3348,-0.313713,803.274,803.249,-6.37404
7.013,12.5,3.84,2279.0,4.49,1071.57,310.566,0.967759,537.423,537.417,2.44123,311.145,0.0734046,38.7072,38.6829,-1.37201,576.101,576.1,1.06922
7.247,12.5,3.68,2277.0,4.79,1142.16,313.369,1.15296,646.411,646.37,-7.29511,313.919,0.108572,56.7532,56.7504,0.562441,703.152,703.12,-6.73267
