t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2282.0,5.0,1194.85,311.722,1.17967,674.68,674.495,-15.7752,312.296,0.112191,60.3754,60.3662,-1.04982,735.054,734.861,-16.825
0.247,12.5,0.0,2282.0,4.98,1190.07,311.698,1.1837,677.01,676.814,-16.325,312.26,0.112453,60.3401,60.328,-1.20869,737.35,737.142,-17.5337
0.497,12.5,0.0,2282.0,5.01,1197.24,311.471,1.19545,676.305,676.171,-13.4601,312.006,0.110953,59.8549,59.8358,-1.51153,736.159,736.007,-14.9716
0.747,12.5,0.0,2281.0,4.99,1191.94,318.018,1.21126,680.96,680.796,-14.9541,318.545,0.112167,59.1693,59.1688,-0.226376,740.12,739.965,-15.1805
0.997,12.5,0.0,2282.0,5.0,1194.85,315.121,1.18663,674.649,674.516,-13.4255,315.672,0.111813,59.4822,59.4797,-0.542997,734.128,733.995,-13.9685
1.247,12.5,0.0,2282.0,4.98,1190.07,314.855,1.19019,678.507,678.345,-14.8277,315.396,0.112822,60.2069,60.1969,-1.09977,738.713,738.542,-15.9275
1.497,12.5,0.0,2281.0,4.98,1189.55,310.285,1.18604,675.025,674.895,-13.267,310.793,0.110661,59.6615,59.6427,-1.49943,734.686,734.538,-14.7664
1.747,12.5,0.0,2281.0,4.97,1187.16,310.472,1.21886,680.022,679.874,-14.1753,310.971,0.111804,58.5271,58.5268,-0.181558,738.541,738.401,-14.3569
1.981,12.5,0.0,2281.0,4.96,1184.77,316.081,1.19615,678.178,678.054,-12.9801,316.692,0.110026,58.0136,58.0136,0.0254919,736.182,736.068,-12.9546
2.231,12.5,0.0,2279.0,5.0,1193.28,317.447,1.21508,676.888,676.744,-14.0038,317.977,0.111375,58.4391,58.4361,-0.598523,735.325,735.18,-14.6023
2.466,12.5,0.0,2281.0,4.98,1189.55,317.171,1.21862,675.625,675.501,-12.9779,317.634,0.112555,57.8772,57.8762,0.342937,733.486,733.377,-12.635
2.684,12.5,0.0,2280.0,5.0,1193.81,313.803,1.18898,677.151,676.997,-14.4406,314.502,0.107271,57.8924,57.888,-0.712694,735.041,734.885,-15.1533
2.934,12.5,0.0,2280.0,4.98,1189.03,311.704,1.19792,675.61,675.452,-14.6257,312.273,0.111247,57.8125,57.8106,0.4788,733.399,733.263,-14.1469
3.153,12.5,0.0,2281.0,4.95,1182.39,311.673,1.20864,681.43,681.264,-15.0283,312.279,0.111585,58.6859,58.6855,0.210067,740.098,739.949,-14.8183
3.403,12.5,0.0,2281.0,4.94,1180.0,318.092,1.20864,674.899,674.789,-12.1654,318.713,0.108045,57.6875,57.669,-1.45904,732.585,732.458,-13.6244
3.653,12.5,0.0,2280.0,4.94,1179.48,318.98,1.21873,676.112,676.0,-12.2824,319.576,0.110909,59.1436,59.1142,-1.86435,735.25,735.114,-14.1467
3.903,12.5,0.0,2280.0,4.97,1186.64,318.135,1.20267,674.623,674.487,-13.5652,318.805,0.109805,58.7381,58.7176,-1.55514,733.36,733.204,-15.1203
4.153,12.5,0.0,2280.0,4.94,1179.48,311.316,1.18502,672.234,672.043,-16.0387,311.828,0.111411,60.0117,59.9887,-1.661,732.245,732.031,-17.6997
4.403,12.5,0.0,2280.0,5.01,1196.19,311.934,1.19395,676.552,676.364,-15.9179,312.459,0.111948,60.3466,60.3339,-1.24067,736.898,736.698,-17.1586
4.653,12.5,0.0,2280.0,4.94,1179.48,312.042,1.1858,676.033,675.854,-15.5915,312.599,0.109233,59.3513,59.3356,-1.36521,735.385,735.189,-16.9567
4.903,12.5,0.0,2280.0,4.98,1189.03,311.748,1.18493,677.591,677.447,-13.975,312.286,0.113148,60.9183,60.9057,-1.23687,738.509,738.352,-15.2118
5.153,12.5,0.0,2279.0,4.98,1188.51,319.261,1.20626,676.479,676.312,-15.0493,319.854,0.113215,59.1241,59.124,-0.100669,735.592,735.436,-15.15
5.403,12.5,0.0,2278.0,5.56,1326.35,319.955,1.19174,673.431,673.384,-7.91337,320.458,0.115799,59.9934,59.9824,1.14816,733.398,733.367,-6.76521
5.653,12.5,0.8,2315.0,3.64,882.431,167.188,1.17096,395.785,295.923,262.822,167.094,0.718693,156.621,-107.441,113.959,421.295,188.483,376.781
5.856,12.5,2.56,2350.0,3.74,920.382,168.59,1.26075,417.506,324.334,262.904,168.536,0.617499,139.198,-80.2392,113.745,448.828,244.095,376.649
6.106,12.5,4.32,2345.0,5.31,1303.97,314.874,1.36753,757.38,757.193,16.8111,315.514,0.205603,111.883,111.57,-8.36403,868.804,868.763,8.44703
6.356,12.5,4.8,2328.0,5.41,1318.89,313.367,1.35482,772.758,772.737,-5.73978,314.007,0.168115,91.5478,91.5457,-0.628127,864.306,864.282,-6.36791
6.559,12.5,5.28,2305.0,5.31,1281.72,316.501,1.3272,749.762,749.704,-9.33791,317.029,0.149512,80.8051,80.7969,-1.15567,830.567,830.501,-10.4936
6.809,12.5,5.12,2284.0,5.31,1270.05,312.272,1.3173,747.386,747.357,-6.60778,312.86,0.130114,70.049,70.0489,-0.0714405,817.433,817.406,-6.67922
