t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.775011,-0.124885,0.899896,-0.0710446,0.0193758,0.0516688,0.4127,-0.983824,0.571124,-0.832425,0.311944,0.520481,-0.903469,0.33132,0.57215,1.00241,1.00891,0,-0.0618896,0.0020752,0.846313,-0.502319,-0.846313,0.0734863,-0.908203,0.0755615,-0.0513916,0.00646973,-0.00109863,-0.00439453,-0.022583,0.0263672,0.0263672,-0.0128174,0.0252686,-0.0172119,1.2666
0.002,-0.227093,-0.730808,0.957901,-0.026552,-0.0444926,0.0710446,0.255424,-0.981427,0.726003,-0.517034,-0.351583,0.868617,-0.543586,-0.396076,0.939661,0.99964,0.981567,0,-0.0706787,-0.0078125,0.873291,-0.442383,-0.863403,0.0090332,-0.934082,0.0012207,-0.00695801,0.0283203,0.00622559,0.00256348,-0.0310059,-0.0102539,0.0452881,0.0274658,0.0515137,0.0300293,1.2666
0.004,0.51515,-1.00139,0.486242,0.011482,-0.0846794,0.0731975,0.0946016,-0.874776,0.780175,0.141323,-0.804849,0.663527,0.152805,-0.889529,0.736724,0.997664,0.994873,0,-0.0821533,-0.00500488,0.908203,-0.417358,-0.881958,-0.0362549,-0.964111,-0.0412598,-0.0102539,0.00268555,0.0065918,0.012207,0.0328369,-0.0151367,-0.0255127,0.0216064,-0.0189209,0.0338135,1.2666
0.006,0.964762,-0.706139,-0.258623,0.0653036,-0.0803737,0.0150701,-0.153728,-0.752547,0.906275,0.634228,-0.787615,0.153387,0.699532,-0.867989,0.168457,0.999245,1.01794,0,-0.0736084,-0.0135498,0.803345,-0.448486,-0.806641,-0.0206299,-0.880249,-0.0341797,0.0290527,0.0170898,0.00891113,0.00683594,-0.0247803,-0.0544434,0.0235596,0.0334473,0.0324707,0.0402832,1.2666
0.008,0.868743,-0.0323776,-0.836366,0.0875499,-0.0466454,-0.0409045,-0.31455,-0.666268,0.980818,0.885851,-0.391222,-0.494629,0.973401,-0.437868,-0.535534,0.997664,0.99707,0,-0.0843506,-0.00463867,0.879028,-0.471191,-0.871948,0.0125732,-0.956299,0.00793457,-0.0130615,-0.00646973,0.000976562,0.00378418,0.0119629,0.0339355,-0.0140381,-0.0360107,-0.0130615,-0.0322266,1.2666
0.01,0.346735,0.642155,-0.98889,0.0638684,0.00143524,-0.0653036,-0.477738,-0.528461,1.0062,0.592866,0.279198,-0.872064,0.656734,0.280634,-0.937367,1.00122,0.995239,0,-0.0722656,0.012085,0.918213,-0.376099,-0.913452,-0.0454102,-0.985718,-0.0333252,0.0012207,0.0158691,-0.00793457,-0.00939941,0.0161133,-0.0368652,0.0185547,0.000732422,0.0106201,-0.00866699,1.2666
0.012,-0.364263,0.984432,-0.62017,0.0136348,0.0495159,-0.0631507,-0.656299,-0.318754,0.975053,-0.0189579,0.784168,-0.76521,-0.00532309,0.833684,-0.828361,1.0028,0.971924,0,-0.0827637,0.00488281,0.913574,-0.383301,-0.90271,-0.0472412,-0.985474,-0.0423584,-0.0198975,0.0238037,-0.0162354,-0.000854492,0.0251465,0.0155029,0.00805664,-0.0246582,-0.00817871,-0.0255127,1.2666
0.014,-0.905322,0.761644,0.143678,-0.0229639,0.0581274,-0.0351635,-0.797019,-0.130617,0.927636,-0.584248,0.891022,-0.306773,-0.607212,0.949149,-0.341937,1.0028,1.02454,0,-0.0621338,0.015625,0.881714,-0.4646,-0.901855,0.0371094,-0.963989,0.0527344,0.032959,0.0479736,-0.00610352,-0.00317383,0.0123291,-0.0109863,0.00549316,0.0145264,-0.000610352,0.0113525,1.2666
0.016,-0.929708,0.171139,0.758569,-0.0674565,0.020811,0.0466454,-0.88689,0.0898743,0.797016,-0.830701,0.499799,0.330902,-0.898158,0.52061,0.377547,1.00478,0.977539,0,-0.0688477,-0.00366211,0.871216,-0.397583,-0.855225,-0.0200195,-0.924072,-0.0236816,0.00476074,-0.00256348,0.0090332,-0.0101318,-0.00354004,-0.0229492,0.0239258,0.0257568,0.032959,0.015625,1.2666
0.018,-0.44123,-0.559669,1.0009,-0.0487983,-0.0251168,0.0739151,-0.995682,0.315159,0.680523,-0.697996,-0.0982364,0.796232,-0.746794,-0.123353,0.870147,1.00122,0.99292,0,-0.0720215,-0.00158691,0.880249,-0.426392,-0.875244,0.0106201,-0.947266,0.0090332,-0.0134277,0.0224609,0.0146484,-0.00854492,0.0378418,-0.019043,0.0045166,0.0235596,0.019165,0.0150146,1.2666
