t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,0.119643,-0.906572,0.786929,-0.0272696,-0.058845,0.0861147,-0.773368,-0.100659,0.874028,-0.291262,-0.573908,0.86517,-0.318532,-0.632753,0.951285,1.00043,1.01831,0,-0.0733643,0.00280762,0.849487,-0.483154,-0.81604,0.0456543,-0.889404,0.0484619,0.0124512,-0.0302734,0.0180664,-0.00354004,-0.0506592,-0.0218506,0.0531006,0.012085,0.071167,0.00854492,1.2666
0.002,0.716332,-0.967473,0.25114,0.0473631,-0.0940085,0.0466454,-0.860875,0.0886759,0.772199,0.330902,-0.816913,0.486012,0.378265,-0.910922,0.532657,1.00043,0.989014,0,-0.0872803,-0.0179443,0.8302,-0.40332,-0.811523,-0.0311279,-0.898804,-0.0490723,-0.0131836,-0.00524902,-0.00195312,-0.00512695,-0.0212402,0.0152588,0.0183105,-0.0045166,0.0163574,-0.00964355,1.2666
0.004,0.999817,-0.494914,-0.504903,0.0861147,-0.0746327,-0.011482,-0.920001,0.280408,0.639593,0.756593,-0.661803,-0.0947896,0.842708,-0.736436,-0.106272,0.997664,0.974854,0,-0.088623,-0.00695801,0.857666,-0.417236,-0.845215,-0.0264893,-0.933838,-0.0334473,-0.0020752,-0.0180664,-0.00671387,0.00415039,-0.022583,0.0128174,0.0192871,-0.013916,0.0125732,-0.00976562,1.2666
0.006,0.717094,0.261333,-0.978428,0.0739151,-0.0272696,-0.0466454,-0.9945,0.45057,0.54393,0.837595,-0.148216,-0.689379,0.91151,-0.175486,-0.736024,0.998454,1.02087,0,-0.0773926,0.000366211,0.87146,-0.48291,-0.868286,0.0175781,-0.945679,0.0179443,-0.0289307,0.0203857,-0.00561523,0.0150146,0.00158691,0.0469971,-0.00756836,-0.0465088,-0.0131836,-0.0314941,1.2666
0.008,0.0579162,0.816377,-0.874294,0.0480807,0.0200934,-0.0681741,-0.968484,0.601558,0.366926,0.398116,0.534268,-0.932384,0.446197,0.554362,-1.00056,1.00162,0.986084,0,-0.0773926,0.0147705,0.888062,-0.414062,-0.899414,-0.0258789,-0.976807,-0.0111084,0.0178223,0.0168457,-0.00390625,0.00146484,-0.0128174,-0.0115967,0.0405273,-0.00317383,0.0366211,-0.00170898,1.2666
0.01,-0.635554,0.981349,-0.345794,0.0165053,0.0466454,-0.0631507,-0.914088,0.763332,0.150756,-0.222325,0.872064,-0.649739,-0.205819,0.918709,-0.71289,1.00162,1.01624,0,-0.057373,0.0180664,0.852905,-0.424927,-0.884033,-0.00476074,-0.941406,0.0133057,0.0281982,0.00439453,0.00244141,-0.012085,-0.0250244,0.013916,0.0352783,-0.0174561,0.0377197,-0.029541,1.2666
0.012,-0.970097,0.602069,0.368028,-0.0581274,0.0437749,0.0143524,-0.811209,0.84362,-0.0324108,-0.76521,0.778998,-0.0137875,-0.823338,0.822773,0.000564924,1.00241,0.963623,0,-0.0771484,0.0012207,0.907471,-0.402344,-0.903931,-0.0385742,-0.981079,-0.0373535,0.00109863,-0.0192871,-0.00805664,-0.0262451,0.00500488,0.0162354,0.0349121,-0.00598145,0.0268555,-0.0322266,1.2666
0.014,-0.753673,-0.170368,0.924041,-0.0609979,0.0136348,0.0473631,-0.720155,0.980229,-0.260074,-0.878958,0.330902,0.548056,-0.939955,0.344536,0.595419,1.01623,1.01953,0,-0.0507812,0.00341797,0.82959,-0.530029,-0.865601,0.0841064,-0.916382,0.0875244,-0.0582275,0.00891113,-0.00622559,-0.00439453,0.0627441,0.0294189,-0.0158691,-0.0131836,-0.0220947,-0.0175781,1.2666
0.016,-0.193562,-0.751622,0.945184,-0.0200934,-0.0545393,0.0746327,-0.546324,0.987419,-0.441094,-0.492906,-0.367094,0.86,-0.512999,-0.421633,0.934632,0.99964,0.977417,0,-0.0715332,-0.015625,0.884766,-0.436157,-0.87854,-0.00390625,-0.950073,-0.0195312,-0.00134277,0.0314941,0.00695801,0.00476074,0.0141602,0.000854492,0.00280762,0.0290527,0.00976562,0.0338135,1.2666
0.018,0.549442,-1.00139,0.45195,0.011482,-0.0861147,0.0746327,-0.328741,0.955064,-0.626323,0.0878958,-0.76521,0.677314,0.0993777,-0.851325,0.751947,1.00043,1.00134,0,-0.0726318,-0.00671387,0.845581,-0.460327,-0.843018,0.012207,-0.915649,0.00549316,0.00146484,0.0020752,0.0157471,0.00512695,0.00256348,0.0164795,-0.0115967,-0.0102539,0.00415039,-0.00512695,1.26648
