t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.98,1189.55,316.304,1.21997,680.946,680.777,-15.1791,316.88,0.108919,58.2128,58.1987,-1.28362,739.159,738.976,-16.4628
0.262,12.5,0.0,2282.0,4.95,1182.9,315.164,1.20757,675.518,675.382,-13.545,315.788,0.109049,58.3217,58.3041,-1.43274,733.839,733.686,-14.9778
0.512,12.5,0.0,2280.0,4.96,1184.25,312.676,1.20291,680.27,680.143,-13.1574,313.37,0.105789,56.7044,56.703,-0.411724,736.971,736.846,-13.5691
0.762,12.5,0.0,2281.0,4.94,1180.0,308.084,1.19473,679.244,679.091,-14.3929,308.664,0.110449,58.8409,58.8398,-0.360788,738.079,737.931,-14.7537
1.012,12.5,0.0,2281.0,4.92,1175.22,317.785,1.22492,679.392,679.263,-13.223,318.359,0.109715,58.4141,58.3957,-1.46891,737.805,737.659,-14.6919
1.262,12.5,0.0,2281.0,4.95,1182.39,312.556,1.20005,677.578,677.44,-13.6606,313.276,0.107078,57.6582,57.6553,-0.579617,735.234,735.096,-14.2402
1.512,12.5,0.0,2281.0,4.96,1184.77,308.649,1.19383,678.473,678.323,-14.2986,309.331,0.110212,58.834,58.8327,-0.384401,737.302,737.155,-14.683
1.762,12.5,0.0,2281.0,4.92,1175.22,309.218,1.19307,678.564,678.416,-14.1751,309.853,0.109022,58.0119,58.0104,-0.420156,736.571,736.426,-14.5953
2.012,12.5,0.0,2281.0,4.92,1175.22,309.599,1.19839,679.475,679.314,-14.7715,310.198,0.10747,58.0148,58.0148,-0.0209708,737.477,737.329,-14.7925
2.262,12.5,0.0,2281.0,4.96,1184.77,309.7,1.19281,678.905,678.763,-13.8696,310.351,0.108841,58.158,58.1578,-0.141459,737.054,736.921,-14.0111
2.512,12.5,0.0,2281.0,4.94,1180.0,317.492,1.22945,678.078,677.96,-12.6284,318.068,0.109467,58.371,58.3479,-1.64274,736.447,736.308,-14.2711
2.762,12.5,0.0,2281.0,4.97,1187.16,313.953,1.20755,682.499,682.356,-13.9942,314.572,0.110277,59.3342,59.3231,-1.14563,741.833,741.679,-15.1398
3.012,12.5,0.0,2281.0,4.96,1184.77,310.192,1.18658,675.775,675.652,-12.917,310.833,0.109444,58.3519,58.35,-0.47682,734.124,734.002,-13.3938
3.262,12.5,0.0,2281.0,4.95,1182.39,309.395,1.21175,685.375,685.197,-15.6007,309.948,0.109229,57.8715,57.8715,-0.0211242,743.233,743.069,-15.6219
3.512,12.5,0.0,2281.0,4.96,1184.77,315.652,1.20996,677.062,676.972,-11.0647,316.302,0.10973,58.43,58.4091,-1.56206,735.489,735.381,-12.6267
3.762,12.5,0.0,2281.0,4.94,1180.0,310.797,1.19327,677.577,677.458,-12.6931,311.441,0.10836,58.0432,58.0372,-0.833491,735.62,735.495,-13.5266
4.012,12.5,0.0,2281.0,4.98,1189.55,310.348,1.19563,681.463,681.313,-14.295,311.012,0.106771,57.6904,57.6903,-0.111253,739.144,739.003,-14.4063
4.262,12.5,0.0,2281.0,4.96,1184.77,309.206,1.20992,685.501,685.293,-16.8916,309.747,0.109329,57.8934,57.8933,-0.0986492,743.381,743.186,-16.9902
4.512,12.5,0.0,2280.0,4.96,1184.25,314.498,1.19615,675.737,675.64,-11.4937,315.12,0.108481,57.9107,57.8997,-1.13187,733.648,733.539,-12.6255
4.762,12.5,0.0,2280.0,4.94,1179.48,315.308,1.20558,678.184,678.077,-12.0752,315.932,0.10758,57.594,57.5819,-1.18199,735.778,735.659,-13.2572
5.012,12.5,0.0,2281.0,4.95,1182.39,311.92,1.1942,676.69,676.564,-13.0494,312.552,0.108522,58.4777,58.4757,-0.473506,735.164,735.04,-13.5229
5.262,12.5,0.0,2281.0,4.97,1187.16,307.657,1.19313,679.828,679.675,-14.425,308.281,0.109259,58.3973,58.3972,-0.0965467,738.215,738.072,-14.5216
5.512,12.5,0.0,2280.0,4.76,1136.5,295.098,1.56287,649.692,649.069,28.4515,295.876,0.220331,63.4616,55.1761,31.3525,706.78,704.245,59.804
5.762,12.5,0.0,2282.0,4.98,1190.07,161.543,2.50839,562.12,548.185,124.388,161.816,0.450432,185.124,51.3917,177.847,671.445,599.577,302.235
6.012,12.5,0.0,2282.0,5.39,1288.05,249.22,2.04135,643.535,637.124,90.607,249.964,0.363567,107.538,51.6821,94.3043,713.195,688.807,184.911
6.262,12.5,0.0,2278.0,4.87,1161.75,316.494,1.19539,664.282,664.244,7.13781,317.061,0.103224,55.0571,55.0351,-1.55445,719.301,719.279,5.58336
6.512,12.5,0.0,2279.0,5.05,1205.21,311.456,1.18987,657.258,657.248,3.73522,311.885,0.102889,54.6814,54.666,-1.29585,711.918,711.914,2.43937
6.762,12.5,0.0,2280.0,4.84,1155.6,310.117,1.2161,681.573,681.558,-4.58512,310.637,0.110437,57.5437,57.5425,0.373173,739.112,739.1,-4.21195
7.012,12.5,0.0,2279.0,5.01,1195.67,308.756,1.213,685.549,685.486,-9.29146,309.359,0.106789,56.0926,56.0926,0.0900537,741.635,741.578,-9.20141
7.262,12.5,0.0,2280.0,4.91,1172.32,308.964,1.20274,681.079,681.026,-8.50915,309.588,0.108348,57.3815,57.3809,-0.249769,738.459,738.407,-8.75892
7.512,12.5,0.0,2280.0,4.98,1189.03,308.856,1.2053,682.236,682.179,-8.84269,309.461,0.11002,57.9836,57.9836,0.0187365,740.215,740.162,-8.82396
7.762,12.5,0.0,2280.0,4.93,1177.09,309.661,1.20642,680.887,680.812,-10.0856,310.201,0.10809,56.5732,56.573,0.153322,737.452,737.386,-9.9323
8.012,12.5,0.0,2280.0,4.94,1179.48,308.836,1.20183,681.231,681.158,-9.99712,309.373,0.109062,57.451,57.4509,0.123455,738.675,738.609,-9.87366
8.262,12.5,0.0,2280.0,4.94,1179.48,309.043,1.20326,680.631,680.534,-11.4614,309.62,0.109857,57.925,57.9247,-0.186003,738.551,738.459,-11.6474
8.512,12.5,0.0,2280.0,4.96,1184.25,309.333,1.20342,681.153,681.075,-10.3328,309.923,0.108332,57.3343,57.3342,0.101123,738.48,738.409,-10.2317
8.762,12.5,0.0,2280.0,4.94,1179.48,309.125,1.20805,680.099,680.001,-11.5514,309.698,0.109933,57.6402,57.6401,0.10538,737.73,737.641,-11.446
