t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
0.0,12.5,0,2279,4.99,1190.9,311.043,1.227,686.489,686.355,-13.5579,311.531,0.113375,58.5391,58.5372,0.478453,745.007,744.892,-13.0794,
0.231,12.5,0,2279,5.03,1200.44,310.611,1.23769,689.309,689.187,-12.9689,311.07,0.11318,58.9875,58.9827,0.757144,748.269,748.169,-12.2118,
0.481,12.5,0,2279,5.04,1202.83,311.287,1.23997,694.173,693.99,-15.9583,311.78,0.112775,57.4649,57.463,0.469058,751.612,751.453,-15.4892,
0.731,12.5,0,2280,4.98,1189.03,314.046,1.24199,687.203,687.1,-11.9155,314.432,0.115926,59.2156,59.2139,0.451295,746.402,746.314,-11.4642,
0.981,12.5,0,2280,4.98,1189.03,318.871,1.25018,689.171,689.059,-12.3755,319.244,0.118,59.5961,59.5961,-0.0361143,748.758,748.655,-12.4116,
1.231,12.5,0,2280,4.97,1186.64,308.196,1.21559,687.455,687.312,-14.0038,308.751,0.110688,58.1142,58.1129,0.396767,745.549,745.425,-13.607,
1.481,12.5,0,2280,4.99,1191.42,310.141,1.22683,692.166,692.081,-10.8896,310.651,0.112169,58.0013,58.001,0.196728,750.158,750.082,-10.6929,
1.731,12.5,0,2280,5.0,1193.81,313.034,1.24531,690.18,689.992,-16.1447,313.441,0.112911,57.954,57.9473,0.883622,748.095,747.939,-15.2611,
1.981,12.5,0,2280,4.97,1186.64,314.718,1.24851,689.373,689.286,-10.9531,315.108,0.11437,58.2112,58.2103,0.324466,747.572,747.497,-10.6286,
2.231,12.5,0,2278,5.04,1202.3,310.55,1.20155,682.396,682.271,-13.0828,311.238,0.112152,58.8583,58.8572,-0.353967,741.25,741.128,-13.4367,
2.481,12.5,0,2280,4.98,1189.03,310.042,1.23429,692.805,692.604,-16.7053,310.532,0.112775,58.1668,58.1667,-0.0615926,750.958,750.77,-16.7669,
2.731,12.5,0,2279,5.0,1193.28,314.749,1.25484,694.692,694.569,-13.0949,315.225,0.115591,58.4601,58.459,0.348258,753.136,753.028,-12.7466,
2.981,12.5,0,2280,4.96,1184.25,318.956,1.24626,691.564,691.301,-19.085,319.32,0.117086,58.7734,58.7731,0.212997,750.311,750.074,-18.872,
3.231,12.5,0,2280,4.98,1189.03,318.256,1.24572,689.515,689.296,-17.3762,318.693,0.115949,58.8027,58.8022,0.24102,748.294,748.098,-17.1352,
3.481,12.5,0,2280,4.97,1186.64,318.103,1.24608,690.951,690.708,-18.3481,318.562,0.117215,59.1191,59.1186,0.238536,750.045,749.826,-18.1096,
3.731,12.5,0,2283,4.96,1185.81,309.411,1.2255,694.886,694.735,-14.4743,309.95,0.110246,57.4707,57.4701,0.264082,752.34,752.206,-14.2102,
3.997,12.5,0,2282,4.98,1190.07,313.938,1.24813,696.307,696.129,-15.7289,314.35,0.115521,58.383,58.3817,0.397798,754.667,754.511,-15.3311,
4.247,12.5,0,2281,4.98,1189.55,312.756,1.24204,689.641,689.451,-16.1981,313.126,0.114541,58.8644,58.8602,0.703833,748.472,748.311,-15.4943,
4.497,12.5,0,2282,4.97,1187.68,315.191,1.23953,687.257,687.067,-16.1897,315.663,0.115621,58.9407,58.9364,0.71098,746.164,746.003,-15.4787,
4.747,12.5,0,2281,4.99,1191.94,318.871,1.25234,692.43,692.214,-17.2656,319.314,0.118941,59.7569,59.7569,0.000705102,752.169,751.971,-17.2649,
