t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.95,1182.39,309.662,1.21173,686.769,686.575,-16.3459,310.238,0.112939,59.6317,59.6317,-0.0319918,746.386,746.206,-16.3779
0.263,12.5,0.0,2281.0,4.96,1184.77,317.019,1.20811,678.053,677.933,-12.753,317.716,0.109399,58.3889,58.3758,-1.23499,736.442,736.309,-13.988
0.513,12.5,0.0,2281.0,4.98,1189.55,316.578,1.21507,681.103,681.01,-11.3025,317.273,0.111584,59.6652,59.6503,-1.33112,740.768,740.66,-12.6337
0.763,12.5,0.0,2281.0,4.96,1184.77,313.543,1.19609,677.663,677.567,-11.4283,314.228,0.111324,59.6553,59.6499,-0.803857,737.318,737.216,-12.2322
1.013,12.5,0.0,2279.0,5.01,1195.67,310.21,1.18591,675.416,675.325,-11.1129,310.881,0.111899,59.3405,59.3394,-0.357384,734.754,734.664,-11.4703
1.263,12.5,0.0,2281.0,4.94,1180.0,310.338,1.19604,682.17,682.044,-13.1039,310.964,0.109624,58.3987,58.3968,-0.474388,740.565,740.441,-13.5783
1.513,12.5,0.0,2281.0,5.0,1194.33,310.089,1.19174,678.607,678.491,-12.5722,310.737,0.108943,58.8632,58.8632,-0.0497116,737.462,737.354,-12.6219
1.763,12.5,0.0,2281.0,4.98,1189.55,310.339,1.19536,680.798,680.686,-12.3559,310.994,0.109519,58.7413,58.7411,-0.159414,739.533,739.427,-12.5153
2.013,12.5,0.0,2280.0,5.0,1193.81,311.39,1.19009,677.76,677.643,-12.5997,312.044,0.109905,59.0634,59.0624,-0.333299,736.819,736.706,-12.933
2.263,12.5,0.0,2282.0,4.94,1180.51,310.014,1.19964,684.088,683.949,-13.7695,310.695,0.109541,58.9199,58.9181,-0.458326,743.003,742.867,-14.2278
2.513,12.5,0.0,2281.0,5.01,1196.72,310.662,1.21137,689.872,689.688,-15.9167,311.323,0.110359,58.6435,58.6421,-0.407352,748.508,748.33,-16.324
