t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2277.0,4.98,1187.47,316.717,1.20403,666.881,666.759,-12.7584,317.348,0.109257,58.4929,58.459,-1.99064,725.368,725.218,-14.749
0.231,12.5,0.0,2279.0,4.96,1183.74,317.543,1.20356,663.336,663.217,-12.6082,318.167,0.110862,58.7864,58.7635,-1.63768,722.121,721.98,-14.2459
0.465,12.5,0.0,2278.0,4.97,1185.6,308.543,1.18473,667.606,667.468,-13.5843,309.045,0.109918,59.3703,59.3582,-1.19712,726.977,726.826,-14.7814
0.669,12.5,0.0,2277.0,5.02,1197.0,312.375,1.20024,664.361,664.238,-12.7777,312.885,0.109477,58.6229,58.5918,-1.90828,722.979,722.83,-14.6859
0.919,12.5,0.0,2277.0,5.0,1192.23,312.562,1.19011,667.892,667.72,-15.1531,313.064,0.111457,59.7357,59.725,-1.13073,727.627,727.445,-16.2838
1.153,12.5,0.0,2277.0,4.98,1187.47,311.231,1.18186,668.121,667.964,-14.4448,311.752,0.110348,59.4925,59.4813,-1.15545,727.613,727.446,-15.6002
1.403,12.5,0.0,2280.0,5.02,1198.58,316.832,1.2223,673.703,673.562,-13.7664,317.305,0.113275,59.0003,58.9985,0.453083,732.682,732.561,-13.3133
1.606,12.5,0.0,2280.0,4.97,1186.64,314.002,1.21039,668.41,668.303,-11.9998,314.517,0.112965,58.6234,58.6225,0.330173,727.019,726.925,-11.6696
1.856,12.5,0.0,2279.0,4.99,1190.9,317.035,1.20741,665.491,665.316,-15.2649,317.549,0.113307,58.5625,58.5614,0.354868,724.031,723.877,-14.91
2.106,12.5,0.0,2279.0,5.02,1198.05,309.19,1.17581,666.435,666.287,-14.0575,309.788,0.108159,57.1909,57.19,-0.318626,723.62,723.477,-14.3762
2.356,12.5,0.0,2279.0,4.99,1190.9,311.115,1.20368,667.744,667.607,-13.5312,311.64,0.112129,58.7223,58.7213,0.349903,726.448,726.328,-13.1813
2.606,12.5,0.0,2280.0,4.97,1186.64,317.109,1.21129,669.382,669.202,-15.5,317.639,0.11342,58.5671,58.5667,0.2081,727.93,727.769,-15.2919
2.856,12.5,0.0,2280.0,4.96,1184.25,314.649,1.20966,667.396,667.236,-14.634,315.154,0.112359,58.0642,58.0621,0.484674,725.436,725.298,-14.1493
3.106,12.5,0.0,2280.0,4.96,1184.25,314.133,1.19249,671.718,671.597,-12.7803,314.791,0.105365,57.1325,57.1253,-0.904107,728.85,728.722,-13.6844
3.356,12.5,0.0,2279.0,4.99,1190.9,313.161,1.19162,665.024,664.894,-13.1514,313.799,0.109576,58.3883,58.3773,-1.13605,723.413,723.272,-14.2875
3.606,12.5,0.0,2278.0,4.99,1190.37,317.108,1.1891,664.927,664.802,-12.9076,317.838,0.107468,57.6121,57.596,-1.36245,722.538,722.397,-14.2701
3.856,12.5,0.0,2278.0,4.98,1187.99,314.697,1.18244,665.326,665.229,-11.3551,315.419,0.107504,57.6222,57.6049,-1.41398,722.947,722.834,-12.7691
4.106,12.5,0.0,2277.0,4.96,1182.7,314.8,1.18749,666.132,666.013,-12.6163,315.535,0.10685,57.6553,57.6365,-1.46997,723.786,723.649,-14.0863
4.356,12.5,0.0,2279.0,4.98,1188.51,314.758,1.18819,665.989,665.843,-13.92,315.493,0.107239,57.8605,57.8458,-1.30375,723.849,723.689,-15.2237
4.606,12.5,0.0,2278.0,4.95,1180.83,314.857,1.20639,665.057,664.909,-14.0395,315.383,0.108021,57.8132,57.7837,-1.84643,722.867,722.692,-15.886
4.856,12.5,0.0,2278.0,4.96,1183.22,317.388,1.21691,668.29,668.192,-11.4325,317.97,0.109687,58.9379,58.9111,-1.77871,727.223,727.103,-13.2112
5.106,12.5,0.0,2277.0,4.96,1182.7,316.567,1.19016,663.45,663.325,-12.8886,317.261,0.110241,59.0284,59.0026,-1.74519,722.476,722.328,-14.6338
5.356,12.5,0.0,2283.0,4.25,1016.07,202.457,2.32631,463.021,379.91,264.682,203.453,0.542798,120.976,-4.14863,120.905,538.399,375.762,385.587
5.622,12.5,0.96,2316.0,4.25,1030.76,161.418,2.4313,483.523,359.34,323.526,162.599,0.506261,143.295,-18.9728,142.033,576.711,340.367,465.56
5.872,12.5,1.76,2328.0,5.83,1421.28,325.509,1.21426,719.412,719.347,9.60842,326.15,0.191848,78.147,77.7726,-7.64066,797.122,797.12,1.96776
6.122,12.5,2.24,2296.0,5.47,1315.19,318.916,1.37736,767.748,767.721,-6.3907,319.483,0.148566,81.2388,81.2188,-1.80229,848.979,848.94,-8.19299
6.372,12.5,1.92,2279.0,5.38,1283.97,319.323,1.36505,760.552,760.504,-8.60437,319.822,0.14343,76.5198,76.5197,-0.164676,837.069,837.023,-8.76905
6.622,12.5,1.6,2274.0,4.41,1050.17,316.197,1.14214,631.364,631.364,-0.340985,316.849,0.0990552,52.455,52.4314,-1.5721,683.798,683.795,-1.91308
6.872,12.5,1.6,2278.0,4.98,1187.99,315.062,1.14349,628.086,628.07,-4.47515,315.643,0.102037,53.7091,53.6802,-1.76208,681.779,681.751,-6.23723
7.122,12.5,1.44,2278.0,4.78,1140.28,315.406,1.19287,657.042,657.009,-6.5336,315.932,0.108401,57.7099,57.6662,-2.24382,714.73,714.676,-8.77742
7.372,12.5,1.28,2277.0,5.01,1194.62,314.549,1.17358,641.677,641.649,-5.99035,315.022,0.104219,55.1566,55.132,-1.64465,696.822,696.781,-7.635
7.622,12.5,1.12,2278.0,4.83,1152.2,314.024,1.19251,653.987,653.934,-8.3222,314.516,0.108066,57.4856,57.458,-1.77876,711.464,711.392,-10.101
7.872,12.5,0.96,2277.0,4.98,1187.47,313.473,1.18918,652.577,652.502,-9.89463,313.938,0.105366,56.1893,56.1713,-1.4219,708.764,708.673,-11.3165
8.122,12.5,0.8,2279.0,4.85,1157.48,313.73,1.18957,653.288,653.221,-9.38089,314.27,0.1099,58.2593,58.2191,-2.16572,711.534,711.44,-11.5466
8.372,12.5,0.64,2279.0,5.0,1193.28,310.164,1.19813,658.008,657.875,-13.2457,310.606,0.109406,58.1734,58.1577,-1.35276,716.181,716.033,-14.5984
8.622,12.5,0.48,2277.0,4.94,1177.93,310.209,1.19061,656.938,656.863,-9.89142,310.666,0.108943,58.1548,58.125,-1.86014,715.085,714.988,-11.7516
8.872,12.5,0.32,2281.0,4.92,1175.22,315.506,1.19348,664.888,664.794,-11.1624,315.988,0.111711,58.4143,58.4138,-0.230252,723.298,723.208,-11.3926
9.075,12.5,0.16,2279.0,4.95,1181.35,315.182,1.19742,665.022,664.884,-13.5248,315.648,0.110568,58.2637,58.2597,-0.684977,723.284,723.144,-14.2098
9.325,12.5,0.0,2280.0,4.96,1184.25,317.041,1.2013,667.412,667.268,-13.8776,317.547,0.113124,58.663,58.6617,-0.379944,726.07,725.93,-14.2576
9.575,12.5,0.0,2279.0,4.98,1188.51,317.895,1.20923,669.796,669.64,-14.4376,318.432,0.112661,58.6092,58.6084,-0.311597,728.398,728.248,-14.7492
9.825,12.5,0.0,2281.0,4.91,1172.83,317.294,1.20095,667.501,667.332,-15.0261,317.851,0.11406,59.5157,59.5147,-0.338006,727.009,726.847,-15.3641
10.075,12.5,0.0,2280.0,4.97,1186.64,318.341,1.20774,669.615,669.455,-14.6446,318.912,0.112331,59.0445,59.0445,0.00732728,728.646,728.499,-14.6373
10.325,12.5,0.0,2279.0,5.0,1193.28,317.231,1.21175,668.461,668.289,-15.1574,317.721,0.114145,59.0463,59.0455,0.291761,727.486,727.334,-14.8656
10.575,12.5,0.0,2279.0,4.97,1186.12,309.171,1.18314,669.297,669.141,-14.482,309.905,0.108973,58.4346,58.4344,0.14414,727.716,727.575,-14.3379
10.778,12.5,0.0,2279.0,4.99,1190.9,318.208,1.20227,663.511,663.407,-11.7357,318.863,0.11008,58.6276,58.6114,-1.37615,722.137,722.018,-13.1118
11.028,12.5,0.0,2278.0,4.97,1185.6,317.333,1.19841,664.818,664.69,-13.0494,317.995,0.108422,58.1943,58.1809,-1.2495,723.012,722.871,-14.2989
11.278,12.5,0.0,2279.0,4.97,1186.12,312.58,1.1836,666.235,666.108,-13.0455,313.179,0.108342,58.8047,58.7802,-1.69888,725.038,724.888,-14.7444
11.512,12.5,0.0,2278.0,5.05,1204.69,309.391,1.17368,666.544,666.392,-14.2231,310.076,0.107109,57.9199,57.9168,-0.603094,724.461,724.309,-14.8262
