t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2280.0,4.92,1174.7,312.617,1.22438,680.053,679.913,-13.8039,313.059,0.114771,59.542,59.5419,-0.0986976,739.585,739.455,-13.9026
0.247,12.5,0.0,2280.0,4.97,1186.64,314.923,1.22081,676.471,676.337,-13.4522,315.544,0.109341,57.1455,57.1419,-0.641576,733.614,733.479,-14.0938
0.481,12.5,0.0,2280.0,5.05,1205.74,311.795,1.21365,677.985,677.858,-13.1134,312.238,0.113612,59.4527,59.4324,-1.55637,737.437,737.291,-14.6697
0.731,12.5,0.0,2281.0,4.97,1187.16,314.966,1.22415,677.608,677.503,-11.9662,315.407,0.114145,58.1211,58.1208,-0.188892,735.724,735.624,-12.1551
0.981,12.5,0.0,2280.0,4.94,1179.48,311.607,1.21041,674.039,673.921,-12.627,312.222,0.109981,57.7747,57.7712,-0.638995,731.813,731.692,-13.266
1.215,12.5,0.0,2281.0,4.96,1184.77,312.926,1.22136,677.612,677.483,-13.2327,313.37,0.115286,59.0452,59.0446,-0.250845,736.651,736.528,-13.4836
1.419,12.5,0.0,2280.0,4.97,1186.64,310.223,1.20703,676.955,676.831,-12.9632,310.816,0.108642,57.5067,57.5067,-0.0334756,734.453,734.338,-12.9966
1.669,12.5,0.0,2281.0,5.01,1196.72,312.17,1.21607,676.277,676.154,-12.8637,312.623,0.113696,59.5396,59.5131,-1.77536,735.813,735.667,-14.6391
1.919,12.5,0.0,2281.0,4.97,1187.16,311.252,1.21623,677.678,677.571,-12.0115,311.796,0.1106,57.3016,57.3013,0.194969,734.967,734.872,-11.8165
2.169,12.5,0.0,2280.0,5.0,1193.81,314.028,1.21899,673.531,673.413,-12.5731,314.597,0.109997,58.4815,58.4609,-1.55271,732.011,731.874,-14.1258
2.419,12.5,0.0,2282.0,4.96,1185.29,315.0,1.22815,679.586,679.456,-13.2624,315.488,0.114471,58.8593,58.8593,-0.0543082,738.436,738.315,-13.3167
2.622,12.5,0.0,2280.0,5.01,1196.19,311.614,1.21194,675.036,674.884,-14.3609,312.199,0.107127,57.1195,57.1137,-0.811046,732.155,731.997,-15.1719
2.872,12.5,0.0,2282.0,4.97,1187.68,310.553,1.20681,676.94,676.794,-14.0243,311.002,0.110831,59.0217,58.9976,-1.68426,735.96,735.792,-15.7086
3.122,12.5,0.0,2279.0,5.0,1193.28,309.84,1.20814,678.389,678.254,-13.5326,310.433,0.109123,57.5058,57.5053,0.235473,735.879,735.759,-13.2972
3.325,12.5,0.0,2282.0,4.92,1175.73,314.967,1.2326,676.451,676.319,-13.3439,315.393,0.110985,58.3053,58.2772,-1.80854,734.753,734.596,-15.1524
