t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2278.0,4.99,1190.37,312.108,1.20761,667.554,667.433,-12.7431,312.677,0.109243,58.5738,58.5479,-1.73871,726.125,725.981,-14.4818
0.247,12.5,0.0,2279.0,4.95,1181.35,312.343,1.20281,669.099,668.988,-12.1667,312.849,0.114156,59.8188,59.8127,-0.856222,728.917,728.801,-13.0229
0.497,12.5,0.0,2279.0,5.0,1193.28,313.533,1.20461,666.497,666.342,-14.4149,314.139,0.109249,58.3676,58.3422,-1.72234,724.863,724.684,-16.1373
0.7,12.5,0.0,2280.0,4.96,1184.25,310.26,1.20282,664.798,664.648,-14.1086,310.705,0.111717,59.7893,59.7678,-1.60561,724.586,724.416,-15.7142
0.95,12.5,0.0,2278.0,4.96,1183.22,313.317,1.20281,669.294,669.123,-15.1438,313.752,0.11482,60.0147,60.0139,-0.325447,729.301,729.137,-15.4692
1.2,12.5,0.0,2280.0,4.96,1184.25,310.965,1.18878,664.647,664.489,-14.4839,311.59,0.108154,57.6031,57.5901,-1.22417,722.25,722.079,-15.7081
1.466,12.5,0.0,2279.0,4.98,1188.51,312.334,1.20461,667.037,666.862,-15.2853,312.786,0.111696,59.4354,59.4212,-1.3002,726.472,726.283,-16.5855
1.716,12.5,0.0,2279.0,4.94,1178.96,312.375,1.20261,668.504,668.359,-13.9199,312.869,0.114307,59.5672,59.5668,0.216569,728.055,727.926,-13.7033
1.966,12.5,0.0,2280.0,4.94,1179.48,311.949,1.20185,665.182,665.039,-13.7734,312.499,0.109349,58.9884,58.9584,-1.88049,724.167,723.997,-15.6539
2.216,12.5,0.0,2280.0,5.02,1198.58,313.528,1.20786,668.451,668.302,-14.1024,313.944,0.113889,59.9647,59.9643,-0.218468,728.407,728.266,-14.3208
2.466,12.5,0.0,2278.0,4.96,1183.22,311.831,1.19864,663.429,663.236,-16.0305,312.392,0.10965,58.2677,58.2535,-1.28592,721.697,721.489,-17.3164
2.669,12.5,0.0,2280.0,5.03,1200.97,311.535,1.19927,669.113,668.949,-14.8178,311.991,0.113012,59.8863,59.8824,-0.687039,728.996,728.831,-15.5048
2.919,12.5,0.0,2279.0,4.96,1183.74,310.005,1.19906,668.536,668.373,-14.7482,310.611,0.110281,57.8702,57.8702,0.0351969,726.393,726.244,-14.713
3.169,12.5,0.0,2277.0,5.02,1197.0,311.413,1.19843,663.045,662.846,-16.251,311.895,0.109621,58.7591,58.7355,-1.66568,721.804,721.582,-17.9166
3.419,12.5,0.0,2280.0,4.99,1191.42,310.211,1.19603,669.223,669.097,-12.9837,310.826,0.111807,58.3888,58.3888,-0.0210835,727.602,727.486,-13.0048
3.669,12.5,0.0,2278.0,4.99,1190.37,311.631,1.19633,666.787,666.608,-15.4423,312.189,0.109987,59.0188,58.9912,-1.80401,725.804,725.599,-17.2463
3.919,12.5,0.0,2279.0,4.95,1181.35,311.361,1.20127,667.985,667.816,-15.0027,311.827,0.113852,59.6269,59.6267,-0.142804,727.601,727.443,-15.1455
4.169,12.5,0.0,2279.0,4.97,1186.12,310.121,1.19746,666.211,666.064,-13.9959,310.678,0.107997,58.1627,58.1386,-1.67472,724.372,724.202,-15.6706
4.419,12.5,0.0,2279.0,4.98,1188.51,312.765,1.20861,673.188,673.048,-13.7337,313.219,0.114132,59.9831,59.9818,-0.389389,733.166,733.03,-14.1231
4.669,12.5,0.0,2280.0,4.95,1181.87,310.419,1.19559,668.962,668.824,-13.572,311.036,0.107753,57.5514,57.5484,-0.592963,726.511,726.373,-14.165
4.903,12.5,0.0,2279.0,4.94,1178.96,311.413,1.19667,665.564,665.45,-12.3153,311.877,0.111315,59.8754,59.8628,-1.23016,725.439,725.312,-13.5455
5.153,12.5,0.0,2280.0,4.97,1186.64,312.884,1.21102,669.442,669.319,-12.8655,313.387,0.113764,59.1115,59.1091,0.531184,728.532,728.428,-12.3343
5.403,12.5,0.0,2270.0,5.53,1314.56,323.724,1.11408,660.672,660.604,-9.51275,324.257,0.106758,56.6096,56.5808,-1.807,717.274,717.184,-11.3197
5.653,12.5,0.16,2291.0,4.57,1096.4,226.29,1.90367,517.078,440.721,270.433,227.556,0.500233,172.992,21.1408,171.695,639.37,461.862,442.128
5.903,12.5,0.48,2289.0,5.18,1241.66,226.928,1.90647,521.788,446.985,269.197,228.38,0.505918,174.114,22.9944,172.589,645.023,469.979,441.786
6.153,12.5,0.48,2285.0,5.44,1301.71,315.214,1.40969,781.442,781.427,-4.96092,315.672,0.151177,80.9349,80.8973,-2.46605,862.356,862.324,-7.42697
6.356,12.5,0.0,2276.0,4.78,1139.28,310.441,1.31844,735.369,735.361,-3.55728,311.032,0.12302,64.8874,64.8874,-0.0441266,800.256,800.248,-3.60141
6.622,12.5,0.0,2280.0,4.89,1167.54,315.21,1.10298,609.82,609.815,2.44916,315.827,0.0938463,48.8405,48.8166,-1.52779,658.632,658.632,0.92137
6.856,12.5,0.0,2279.0,5.1,1217.15,312.219,1.2479,691.995,691.958,-7.16471,312.701,0.117547,63.1753,63.1506,-1.76563,755.161,755.108,-8.93034
7.106,12.5,0.0,2279.0,4.86,1159.87,310.812,1.17027,644.518,644.5,-4.74967,311.282,0.106908,55.1883,55.1865,0.451562,699.7,699.687,-4.29811
7.356,12.5,0.0,2280.0,5.05,1205.74,310.44,1.22676,681.896,681.823,-10.0197,310.962,0.113401,61.0701,61.0426,-1.83448,742.96,742.865,-11.8542
7.606,12.5,0.0,2278.0,4.9,1168.9,314.07,1.18603,654.712,654.672,-7.24549,314.519,0.110503,56.4353,56.4339,0.404536,711.138,711.105,-6.84095
7.809,12.5,0.0,2279.0,5.05,1205.21,311.667,1.21259,675.419,675.33,-10.9619,312.306,0.112242,59.7822,59.7688,-1.26723,735.201,735.099,-12.2292
8.059,12.5,0.0,2282.0,4.91,1173.35,310.164,1.18934,662.596,662.512,-10.5809,310.762,0.106915,57.5234,57.4961,-1.77396,720.114,720.008,-12.3549
8.309,12.5,0.0,2278.0,5.02,1197.53,311.887,1.2165,679.538,679.481,-8.79593,312.433,0.111739,58.5358,58.5355,0.182873,738.067,738.017,-8.61306
8.559,12.5,0.0,2280.0,4.97,1186.64,311.079,1.20745,667.946,667.846,-11.5831,311.589,0.106545,57.1049,57.0811,-1.64951,725.048,724.927,-13.2326
8.809,12.5,0.0,2280.0,4.96,1184.25,314.564,1.21704,674.335,674.261,-10.0388,315.017,0.115623,59.9735,59.9712,-0.518205,734.308,734.232,-10.557
9.059,12.5,0.0,2277.0,5.0,1192.23,310.95,1.18975,663.282,663.191,-11.011,311.598,0.10952,57.6842,57.6798,-0.713191,720.966,720.871,-11.7242
9.309,12.5,0.0,2280.0,4.96,1184.25,308.381,1.19386,670.182,670.085,-11.3936,308.886,0.112402,60.5919,60.5833,-1.02408,730.774,730.668,-12.4177
9.559,12.5,0.0,2278.0,5.0,1192.76,309.763,1.18466,663.053,662.938,-12.3506,310.422,0.109289,57.7691,57.7678,-0.391904,720.818,720.705,-12.7425
9.762,12.5,0.0,2280.0,4.93,1177.09,311.732,1.2044,668.371,668.238,-13.3093,312.263,0.111849,59.9688,59.9375,-1.93581,728.336,728.176,-15.2451
10.012,12.5,0.0,2277.0,4.95,1180.31,313.591,1.21626,672.864,672.736,-13.1482,314.092,0.113728,59.3975,59.3965,0.341331,732.244,732.132,-12.8069
10.262,12.5,0.0,2280.0,4.96,1184.25,312.392,1.19852,665.513,665.381,-13.253,312.987,0.110668,59.1113,59.0903,-1.57766,724.623,724.471,-14.8307
10.466,12.5,0.0,2278.0,5.0,1192.76,311.448,1.19881,668.366,668.241,-12.9058,311.908,0.111641,59.4314,59.4284,-0.597348,727.795,727.67,-13.5031
10.716,12.5,0.0,2279.0,4.97,1186.12,309.505,1.20856,672.319,672.179,-13.7407,310.05,0.113009,58.8849,58.8848,-0.0825352,731.194,731.064,-13.8232
10.966,12.5,0.0,2278.0,4.93,1176.06,311.992,1.2062,669.428,669.312,-12.4644,312.558,0.109221,58.644,58.6103,-1.98844,728.066,727.923,-14.4529
11.216,12.5,0.0,2279.0,5.0,1193.28,311.758,1.21632,672.753,672.621,-13.3146,312.156,0.112728,58.9879,58.9877,0.127101,731.728,731.609,-13.1875
11.466,12.5,0.0,2279.0,4.97,1186.12,310.624,1.20011,670.685,670.579,-11.9276,311.267,0.10967,58.2985,58.2916,-0.898751,728.983,728.87,-12.8263
11.716,12.5,0.0,2278.0,4.96,1183.22,310.961,1.20732,667.65,667.509,-13.7453,311.435,0.112254,60.113,60.0882,-1.72457,727.762,727.597,-15.4699
11.966,12.5,0.0,2280.0,4.99,1191.42,312.512,1.20989,670.352,670.218,-13.3844,312.98,0.113878,59.1683,59.1682,0.104182,729.507,729.386,-13.2803
12.216,12.5,0.0,2278.0,4.94,1178.44,312.892,1.20538,665.536,665.393,-13.8021,313.388,0.109928,58.9898,58.9546,-2.03531,724.521,724.347,-15.8374
12.419,12.5,0.0,2280.0,5.06,1208.13,311.855,1.19427,667.463,667.29,-15.189,312.273,0.113308,60.3306,60.3278,-0.580865,727.789,727.618,-15.7699
12.669,12.5,0.0,2280.0,4.95,1181.87,308.277,1.19778,671.635,671.487,-14.0837,308.849,0.109829,58.349,58.349,0.000219021,729.972,729.836,-14.0835
12.919,12.5,0.0,2280.0,5.03,1200.97,311.435,1.20546,671.074,670.939,-13.4682,311.906,0.113129,60.2711,60.2481,-1.66243,731.344,731.187,-15.1307
13.122,12.5,0.0,2280.0,4.9,1169.93,311.722,1.21228,668.715,668.578,-13.5433,312.155,0.112974,58.4572,58.4558,0.39845,727.152,727.033,-13.1449
13.372,12.5,0.0,2280.0,5.02,1198.58,310.289,1.19955,669.017,668.902,-12.3785,310.904,0.109231,58.8691,58.8475,-1.59444,727.884,727.75,-13.9729
13.637,12.5,0.0,2280.0,4.99,1191.42,309.858,1.18199,668.386,668.239,-14.0337,310.355,0.11209,59.8464,59.84,-0.87843,728.232,728.079,-14.9122
13.887,12.5,0.0,2279.0,4.96,1183.74,311.653,1.19841,669.387,669.216,-15.1198,312.171,0.112643,58.8157,58.8147,0.339524,728.181,728.031,-14.7802
14.137,12.5,0.0,2278.0,4.97,1185.6,312.693,1.21519,671.232,671.019,-16.9273,313.117,0.113619,58.7392,58.7379,0.395172,729.944,729.756,-16.5321
14.372,12.5,0.0,2281.0,4.96,1184.77,311.177,1.19093,667.373,667.255,-12.4989,311.684,0.11093,59.5005,59.4869,-1.27489,726.873,726.742,-13.7738
14.591,12.5,0.0,2280.0,4.97,1186.64,314.9,1.19685,666.13,666.014,-12.4592,315.472,0.110899,59.6474,59.6204,-1.79308,725.774,725.634,-14.2523
14.809,12.5,0.0,2278.0,5.0,1192.76,312.659,1.21132,669.864,669.736,-13.1014,313.094,0.112356,60.152,60.1078,-2.30518,730.006,729.844,-15.4066
15.028,12.5,0.0,2280.0,4.99,1191.42,313.329,1.21287,670.747,670.614,-13.3509,313.734,0.113088,58.7743,58.7743,0.0356597,729.51,729.389,-13.3152
15.278,12.5,0.0,2280.0,4.95,1181.87,310.375,1.19394,668.704,668.536,-14.9928,310.987,0.109333,58.3938,58.3926,-0.368872,727.091,726.928,-15.3616
