t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2280.0,4.97,1186.64,316.296,1.20201,667.644,667.514,-13.1621,316.915,0.108662,58.3842,58.3649,-1.50197,726.027,725.879,-14.6641
0.246,12.5,0.0,2279.0,4.94,1178.96,314.154,1.18866,667.835,667.691,-13.8604,314.623,0.11058,59.3298,59.3242,-0.815238,727.163,727.015,-14.6756
0.481,12.5,0.0,2281.0,4.98,1189.55,313.151,1.19429,672.122,671.993,-13.1786,313.78,0.10885,57.7046,57.7008,-0.661074,729.825,729.693,-13.8396
0.731,12.5,0.0,2281.0,4.91,1172.83,312.268,1.18661,666.855,666.712,-13.8354,312.769,0.110152,60.1496,60.1382,-1.16961,727.005,726.85,-15.005
0.981,12.5,0.0,2279.0,4.94,1178.96,314.252,1.20128,671.117,670.951,-14.9348,314.755,0.111729,58.101,58.1006,0.198111,729.201,729.052,-14.7366
1.231,12.5,0.0,2280.0,5.05,1205.74,317.463,1.20321,666.168,665.997,-15.0903,317.987,0.110687,58.7585,58.7356,-1.64022,724.926,724.733,-16.7305
1.465,12.5,0.0,2279.0,4.99,1190.9,313.81,1.1927,669.745,669.571,-15.2692,314.363,0.109496,57.8125,57.8106,0.465537,727.532,727.382,-14.8037
1.668,12.5,0.0,2281.0,4.98,1189.55,314.762,1.19348,666.293,666.125,-14.9939,315.399,0.109021,58.7669,58.7426,-1.69016,725.059,724.867,-16.6841
1.918,12.5,0.0,2279.0,4.95,1181.35,312.495,1.1908,667.789,667.646,-13.8131,313.008,0.110377,59.42,59.409,-1.14406,727.209,727.055,-14.9571
2.184,12.5,0.0,2279.0,4.99,1190.9,314.275,1.19981,669.451,669.293,-14.5358,314.764,0.111372,58.1104,58.1103,0.127041,727.546,727.403,-14.4088
2.434,12.5,0.0,2279.0,4.97,1186.12,314.167,1.20214,668.77,668.621,-14.1214,314.68,0.109429,58.9271,58.9077,-1.5122,727.696,727.528,-15.6336
2.668,12.5,0.0,2280.0,4.98,1189.03,315.281,1.20316,669.993,669.826,-14.9726,315.71,0.113058,59.268,59.2677,-0.171098,729.251,729.094,-15.1437
2.918,12.5,0.0,2277.0,4.99,1189.85,312.337,1.1921,672.388,672.243,-13.9478,312.975,0.112008,59.2368,59.2319,-0.76196,731.623,731.475,-14.7098
3.168,12.5,0.0,2280.0,4.96,1184.25,313.86,1.18194,666.564,666.373,-15.9781,314.415,0.108444,58.6045,58.5754,-1.84811,725.167,724.948,-17.8262
3.403,12.5,0.0,2277.0,5.01,1194.62,312.829,1.1849,669.458,669.31,-14.0569,313.42,0.10856,57.5527,57.5494,-0.616595,727.008,726.86,-14.6735
3.606,12.5,0.0,2281.0,4.94,1180.0,313.559,1.19071,668.131,667.969,-14.6851,314.148,0.108632,58.8136,58.7887,-1.71267,726.943,726.758,-16.3978
3.856,12.5,0.0,2279.0,4.95,1181.35,316.107,1.21107,671.409,671.225,-15.7197,316.525,0.112164,58.2817,58.2807,0.336172,729.668,729.506,-15.3835
4.106,12.5,0.0,2281.0,4.97,1187.16,314.107,1.18519,666.644,666.522,-12.7446,314.697,0.107869,57.7279,57.7091,-1.4719,724.37,724.231,-14.2165
4.356,12.5,0.0,2280.0,4.95,1181.87,315.369,1.19551,669.957,669.792,-14.8827,315.844,0.112178,59.3716,59.3712,-0.227016,729.32,729.163,-15.1097
4.59,12.5,0.0,2278.0,4.99,1190.37,313.173,1.19069,670.444,670.281,-14.772,313.807,0.108461,58.4326,58.4285,-0.687016,728.873,728.71,-15.459
4.84,12.5,0.0,2280.0,4.98,1189.03,310.884,1.18243,665.429,665.272,-14.4399,311.352,0.109835,59.3777,59.3579,-1.53464,724.806,724.63,-15.9745
5.09,12.5,0.0,2279.0,4.98,1188.51,314.03,1.19103,669.851,669.705,-14.0049,314.659,0.109355,57.6849,57.6839,-0.346682,727.531,727.389,-14.3516
5.293,12.5,0.0,2280.0,4.95,1181.87,314.342,1.1956,667.665,667.538,-13.027,314.855,0.110184,59.8686,59.8487,-1.54253,727.532,727.386,-14.5695
5.543,12.5,0.48,2294.0,2.83,679.843,221.465,1.29583,446.997,417.168,160.552,221.545,0.472862,79.8043,28.7259,74.455,504.034,445.894,235.007
5.793,12.5,1.44,2326.0,3.8,925.597,152.461,1.43828,419.129,318.283,272.699,151.926,0.611661,137.906,-77.4255,114.12,455.677,240.858,386.819
6.028,12.5,3.36,2360.0,3.62,894.642,152.888,1.4639,426.075,326.133,274.185,152.425,0.613206,136.944,-76.746,113.418,460.901,249.387,387.603
6.231,12.5,4.16,2337.0,5.43,1328.88,316.793,1.39447,780.209,780.207,2.01246,317.333,0.187782,104.483,104.288,-6.36772,884.506,884.495,-4.35526
6.465,12.5,4.64,2321.0,5.35,1300.34,314.82,1.356,771.435,771.417,-5.25778,315.512,0.171618,94.6426,94.6348,-1.20852,866.076,866.052,-6.4663
6.668,12.5,4.8,2298.0,5.35,1287.46,315.627,1.33382,751.769,751.736,-6.95802,316.224,0.147426,79.1313,79.1283,-0.684508,830.9,830.865,-7.64252
6.918,12.5,4.64,2282.0,5.32,1271.32,316.531,1.33444,748.462,748.401,-9.57248,317.018,0.136714,73.635,73.6331,-0.520702,822.096,822.034,-10.0932
7.121,12.5,4.16,2275.0,4.21,1002.98,311.731,1.18096,667.055,667.05,-2.56729,312.336,0.10704,57.2586,57.2579,-0.283789,724.313,724.308,-2.85108
