t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.730049,-0.213538,0.943587,-0.0631507,0.0172229,0.0459278,-0.534499,0.980229,-0.44573,-0.81519,0.267134,0.548056,-0.878341,0.284357,0.593984,1.00083,1.01892,0,-0.05896,-0.000244141,0.821289,-0.513428,-0.834106,0.0859375,-0.893066,0.0856934,-0.050415,0.0219727,-0.00463867,0.00354004,0.0117188,0.0299072,0.0157471,-0.0235596,0.0111084,-0.0200195,1.2666
0.002,-0.128787,-0.784771,0.913558,-0.0236815,-0.0509512,0.0746327,-0.425707,0.927503,-0.501795,-0.41018,-0.413627,0.823807,-0.433862,-0.464578,0.89844,0.998454,0.97644,0,-0.0805664,-0.00878906,0.853027,-0.425049,-0.844116,-0.0115967,-0.924683,-0.0203857,0.00634766,0.0244141,0.00708008,0.0111084,-0.0012207,-0.0256348,0.0150146,0.0438232,0.0220947,0.0549316,1.26648
0.004,0.593641,-1.0037,0.410063,0.0107643,-0.0775032,0.0667389,-0.179743,0.877173,-0.69743,0.144769,-0.775551,0.630781,0.155534,-0.853054,0.69752,0.998059,1.01294,0,-0.0703125,-0.00500488,0.838989,-0.428467,-0.811035,0.00219727,-0.881348,-0.00280762,0.00708008,-0.00683594,0.0118408,0.00158691,0.0137939,-0.00354004,0.0113525,0.00720215,0.0231934,0.00878906,1.2666
0.006,0.977717,-0.652948,-0.32477,0.0739151,-0.0746327,0.000717622,-0.0555785,0.838827,-0.783248,0.680761,-0.751423,0.0706612,0.754676,-0.826055,0.0713789,0.996479,0.991943,0,-0.0804443,-0.00891113,0.897461,-0.411133,-0.873413,-0.0290527,-0.953857,-0.0379639,0.0152588,-0.00769043,0.000610352,0.00280762,0.043457,0.0405273,-0.0390625,-0.0238037,-0.0384521,-0.0209961,1.2666
0.008,0.808541,0.0824857,-0.891027,0.0796561,-0.0487983,-0.0308578,0.209306,0.732176,-0.941482,0.856553,-0.341242,-0.51531,0.936209,-0.390041,-0.546168,0.996874,1.0127,0,-0.0695801,0.00732422,0.810181,-0.47937,-0.815186,0.0297852,-0.884766,0.0371094,-0.038208,-0.00170898,-0.0057373,0.00866699,0.0396729,0.0184326,-0.0358887,-0.020874,-0.041626,-0.012207,1.26648
0.01,0.272816,0.69843,-0.971246,0.0466454,0.00861147,-0.0552569,0.383137,0.601558,-0.984695,0.563567,0.344689,-0.908256,0.610212,0.353301,-0.963513,1.00083,0.989136,0,-0.0656738,0.00939941,0.906982,-0.422241,-0.884888,-0.0228271,-0.950562,-0.0134277,-0.00158691,0.0292969,-0.00646973,-0.00134277,-0.0148926,-0.0163574,0.0222168,-0.00598145,0.0157471,-0.00732422,1.2666
0.012,-0.46333,0.999079,-0.535749,0.00789384,0.0509512,-0.058845,0.556967,0.420612,-0.977579,-0.0482565,0.801402,-0.753146,-0.0403627,0.852354,-0.811991,1.00162,0.985718,0,-0.0743408,0.00646973,0.864624,-0.402222,-0.899902,-0.015625,-0.974243,-0.00915527,-0.00964355,0.0130615,-0.00964355,0.00341797,0.00622559,0.0423584,0.015625,-0.0107422,0.00598145,-0.00732422,1.2666
0.014,-0.943425,0.719245,0.22418,-0.0358811,0.0566921,-0.020811,0.716607,0.242061,-0.958669,-0.635952,0.861723,-0.225771,-0.671833,0.918415,-0.246582,1.00201,1.02136,0,-0.0577393,0.00817871,0.842651,-0.418091,-0.887695,0.0316162,-0.945435,0.0397949,0.0366211,0.0333252,0.000244141,0.00012207,-0.0458984,0.00695801,0.0137939,0.0155029,0.0140381,0.015625,1.2666
0.016,-0.876364,0.0624425,0.813922,-0.0674565,0.0100467,0.0574098,0.818304,0.0730977,-0.891402,-0.853106,0.380882,0.472224,-0.920562,0.390928,0.529634,1.00241,0.981812,0,-0.0682373,-0.00598145,0.896606,-0.394531,-0.899902,-0.0291748,-0.96814,-0.0351562,-0.0124512,-0.00415039,0.010498,-0.00866699,-0.0334473,0.00878906,0.055542,-0.00598145,0.06604,-0.0146484,1.2666
0.018,-0.361976,-0.631363,0.993339,-0.0473631,-0.0258344,0.0731975,0.885708,-0.180947,-0.704761,-0.606653,-0.194749,0.801403,-0.654016,-0.220584,0.8746,1.00122,0.996582,0,-0.0645752,-0.0012207,0.810059,-0.378784,-0.823853,-0.0393066,-0.888428,-0.0405273,-0.0158691,0.0212402,0.00646973,-0.010498,0.0654297,0.0111084,-0.0250244,0.0119629,-0.0185547,0.00146484,1.2666
0.02,0.346735,-0.989829,0.643093,0.0121996,-0.0825265,0.070327,0.949564,-0.37148,-0.578084,-0.0603206,-0.708336,0.768657,-0.048121,-0.790863,0.838984,0.99964,0.973633,0,-0.0859375,-0.0167236,0.853516,-0.42981,-0.842529,-0.00109863,-0.928467,-0.0178223,-0.0299072,0.0197754,-0.00195312,0.00695801,0.00390625,0.0321045,0.000610352,-0.0057373,-0.00134277,0.0012207,1.2666
0.022,0.897702,-0.787854,-0.109847,0.053104,-0.0961614,0.0430573,0.969667,-0.534452,-0.435214,0.548056,-0.839318,0.291262,0.60116,-0.93548,0.33432,1.00003,1.01868,0,-0.083374,-0.000610352,0.848022,-0.50647,-0.854004,0.0577393,-0.937378,0.0571289,0.0181885,0.0410156,-0.00244141,0.0134277,0.026001,0.00305176,-0.0273438,0.0090332,-0.0297852,0.0224609,1.26648
0.024,0.957142,-0.218163,-0.738979,0.0818089,-0.0495159,-0.032293,0.916453,-0.638707,-0.277747,0.842765,-0.467054,-0.375711,0.924574,-0.51657,-0.408004,0.998454,0.991943,0,-0.0803223,-0.0119629,0.866455,-0.423828,-0.862671,-0.0404053,-0.942993,-0.0523682,0.0112305,-0.00390625,0.00463867,0.0129395,-0.0172119,0.0290527,0.0196533,-0.0301514,0.024292,-0.0172119,1.26648
0.026,0.487716,0.521125,-1.00884,0.0746327,-0.0064586,-0.0681741,0.862057,-0.762134,-0.0999236,0.672144,0.146493,-0.818637,0.746777,0.140034,-0.886811,1.00162,0.988403,0,-0.0830078,0.00500488,0.83606,-0.424072,-0.87854,-0.0397949,-0.961548,-0.03479,0.00634766,0.0174561,-0.00439453,0.00012207,0.00646973,0.0020752,0.029541,-0.000854492,0.0251465,-0.000732422,1.2666
