t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
5.481,12.5,0,2281,4.99,1191.94,315.25,1.21721,687.809,687.681,-13.2989,315.938,0.108454,57.5565,57.5489,-0.936847,745.366,745.23,-14.2357,
5.731,12.5,0,2282,4.96,1185.29,316.471,1.22043,688.615,688.539,-10.233,317.166,0.109719,57.7854,57.7668,-1.4675,746.398,746.306,-11.7005,
5.981,12.5,0,2281,4.94,1180.0,312.415,1.19946,686.187,686.067,-12.8358,313.105,0.108971,58.1406,58.1387,-0.475839,744.325,744.206,-13.3117,
6.231,12.5,0,2281,4.94,1180.0,315.716,1.24229,682.433,682.301,-13.4173,316.157,0.111432,58.5868,58.5501,-2.07192,741.013,740.851,-15.4892,
6.481,12.5,0,2279,4.99,1190.9,310.846,1.21916,687.699,687.516,-15.8882,311.363,0.113938,60.1778,60.1393,-2.153,747.872,747.655,-18.0412,
6.716,12.5,0,2280,5.02,1198.58,317.293,1.23983,685.24,685.08,-14.8263,317.746,0.116714,59.4659,59.462,0.684541,744.676,744.542,-14.1417,
6.966,12.5,0,2279,5.01,1195.67,318.93,1.24338,688.116,687.909,-16.8731,319.441,0.11909,60.2615,60.2613,-0.164391,748.364,748.17,-17.0375,
7.216,12.5,0,2280,5.02,1198.58,310.182,1.21801,680.121,680.027,-11.3184,310.71,0.112916,59.322,59.3184,0.653343,739.423,739.346,-10.665,
7.466,12.5,0,2282,5.05,1206.8,315.445,1.24282,683.995,683.855,-13.821,315.957,0.112237,58.5158,58.5015,-1.294,742.51,742.356,-15.115,
7.669,12.5,0,2280,5.04,1203.36,316.387,1.22152,684.077,683.927,-14.3366,317.036,0.108808,57.7711,57.7659,-0.777275,741.846,741.693,-15.1138,
7.919,12.5,0,2282,5.04,1204.41,315.192,1.21877,686.146,686.041,-12.028,315.864,0.109561,58.3937,58.3814,-1.20134,744.54,744.422,-13.2294,
8.169,12.5,0,2281,4.93,1177.61,317.024,1.22866,681.977,681.881,-11.4529,317.623,0.109119,57.9641,57.9475,-1.38551,739.94,739.828,-12.8384,
8.419,12.5,0,2282,4.94,1180.51,315.611,1.21143,680.449,680.326,-12.9487,316.286,0.110414,58.3434,58.3319,-1.15866,738.793,738.658,-14.1073,
8.669,12.5,0,2281,4.94,1180.0,315.721,1.23351,680.272,680.123,-14.2541,316.204,0.112603,59.6726,59.6357,-2.09976,739.939,739.758,-16.3539,
8.919,12.5,0,2282,4.92,1175.73,315.757,1.24911,687.67,687.52,-14.3616,316.221,0.112286,59.144,59.1095,-2.01827,746.809,746.629,-16.3799,
9.169,12.5,0,2281,4.93,1177.61,317.486,1.24195,681.239,681.137,-11.7937,317.986,0.11294,59.2062,59.1728,-1.98613,740.438,740.31,-13.7799,
9.419,12.5,0,2281,4.98,1189.55,314.911,1.24332,688.804,688.633,-15.3605,315.383,0.110201,58.3808,58.3487,-1.93563,747.181,746.981,-17.2961,
9.669,12.5,0,2281,4.96,1184.77,311.8,1.23257,679.546,679.404,-13.8994,312.267,0.112919,59.4764,59.4549,-1.59887,739.022,738.859,-15.4983,
9.919,12.5,0,2280,4.96,1184.25,315.223,1.22729,688.157,687.997,-14.8438,315.729,0.114491,59.9295,59.9251,-0.727661,748.084,747.922,-15.5715,
10.169,12.5,0,2279,4.97,1186.12,312.288,1.22962,690.248,690.1,-14.3163,312.723,0.112321,59.6373,59.6244,-1.2388,749.886,749.724,-15.5551,
10.419,12.5,0,2280,5.0,1193.81,310.606,1.22347,688.609,688.425,-15.9271,311.091,0.11283,59.6089,59.5869,-1.61916,748.218,748.012,-17.5462,
10.669,12.5,0,2279,4.96,1183.74,317.049,1.23958,691.366,691.196,-15.3028,317.58,0.116407,59.6048,59.5979,-0.903673,750.969,750.794,-16.2065,
10.919,12.5,0,2281,4.94,1180.0,317.615,1.22467,689.295,689.122,-15.4355,318.139,0.113774,58.9139,58.9134,-0.227068,748.2,748.036,-15.6626,
11.169,12.5,0,2279,4.96,1183.74,312.687,1.22214,687.243,687.06,-15.8641,313.145,0.114093,60.4244,60.4161,-1.00465,747.666,747.476,-16.8688,
11.419,12.5,0,2279,4.99,1190.9,318.376,1.24043,686.242,686.064,-15.6418,318.854,0.116239,59.7009,59.7007,-0.132378,745.931,745.765,-15.7742,
11.669,12.5,0,2280,4.98,1189.03,318.464,1.23692,686.216,686.09,-13.1382,319.02,0.115759,59.8157,59.8136,-0.498697,746.028,745.904,-13.6369,
11.919,12.5,0,2279,4.97,1186.12,317.564,1.23457,689.462,689.298,-15.0606,318.093,0.115509,59.032,59.0312,-0.307848,748.487,748.329,-15.3684,
12.169,12.5,0,2279,5.0,1193.28,312.112,1.24059,686.906,686.737,-15.2311,312.559,0.114553,59.2344,59.2338,0.267955,746.121,745.971,-14.9631,
12.419,12.5,0,2279,5.0,1193.28,317.978,1.25564,686.409,686.243,-15.0566,318.419,0.113516,58.3133,58.3132,0.115785,744.706,744.557,-14.9408,
12.669,12.5,0,2280,4.99,1191.42,318.014,1.23855,684.747,684.561,-15.9835,318.449,0.116946,59.2639,59.2621,0.466096,743.985,743.823,-15.5174,
12.919,12.5,0,2279,5.0,1193.28,318.938,1.24995,693.081,692.902,-15.7258,319.438,0.115227,59.2526,59.2522,-0.22068,752.324,752.155,-15.9465,
13.169,12.5,0,2279,5.0,1193.28,312.03,1.23754,684.761,684.591,-15.2627,312.492,0.114621,59.6707,59.6676,0.611734,744.403,744.259,-14.6509,
13.419,12.5,0,2278,5.02,1197.53,314.907,1.24634,686.497,686.362,-13.6442,315.331,0.114666,59.0984,59.0979,0.259585,745.58,745.46,-13.3846,
13.669,12.5,0,2280,5.0,1193.81,319.933,1.24506,687.648,687.455,-16.305,320.368,0.115277,59.2179,59.2175,-0.209371,746.855,746.673,-16.5144,
13.919,12.5,0,2281,5.0,1194.33,313.884,1.20282,684.676,684.52,-14.596,314.515,0.108437,57.7468,57.7416,-0.772557,742.421,742.262,-15.3686,
14.169,12.5,0,2281,5.0,1194.33,312.47,1.2156,686.43,686.276,-14.5555,313.098,0.110326,58.9861,58.985,-0.358176,745.41,745.261,-14.9137,
14.419,12.5,0,2281,5.01,1196.72,310.668,1.21908,688.756,688.595,-14.8809,311.259,0.108834,57.5133,57.5133,0.0576224,746.256,746.108,-14.8233,
14.669,12.5,0,2281,4.96,1184.77,310.131,1.21679,687.908,687.757,-14.4131,310.738,0.108789,57.8097,57.8097,-0.0810944,745.708,745.567,-14.4942,
14.919,12.5,0,2281,4.94,1180.0,317.499,1.21782,679.597,679.425,-15.2701,318.128,0.110746,58.6244,58.611,-1.25301,738.221,738.036,-16.5231,
15.169,12.5,0,2281,4.96,1184.77,317.164,1.23141,685.88,685.726,-14.5366,317.76,0.110907,58.5558,58.5337,-1.60606,744.434,744.259,-16.1427,
15.419,12.5,0,2281,4.94,1180.0,309.548,1.21812,684.859,684.696,-14.9665,310.043,0.112575,59.736,59.7227,-1.26308,744.595,744.418,-16.2295,
15.622,12.5,0,2280,5.01,1196.19,311.297,1.22974,688.389,688.221,-15.2285,311.766,0.112695,59.534,59.5069,-1.79493,747.921,747.728,-17.0234,
15.872,12.5,0,2279,4.96,1183.74,312.491,1.23959,689.611,689.438,-15.4459,312.917,0.111214,58.4464,58.4166,-1.86612,748.055,747.854,-17.312,
16.122,12.5,0,2279,5.0,1193.28,314.865,1.24328,684.808,684.673,-13.5952,315.262,0.113308,59.9571,59.9342,-1.65759,744.764,744.608,-15.2528,
16.372,12.5,0,2281,4.93,1177.61,311.856,1.22364,687.564,687.316,-18.4532,312.362,0.112913,59.7315,59.7171,-1.31179,747.295,747.033,-19.765,
16.622,12.5,0,2279,5.03,1200.44,310.326,1.2329,687.468,687.291,-15.5978,310.765,0.112695,59.3398,59.3151,-1.71404,746.807,746.606,-17.3118,
16.872,12.5,0,2281,4.94,1180.0,314.817,1.22843,679.291,679.054,-17.9396,315.285,0.111616,59.3302,59.2985,-1.94013,738.62,738.353,-19.8797,
17.122,12.5,0,2278,5.04,1202.3,312.166,1.20942,686.711,686.565,-14.1654,312.667,0.115538,60.718,60.6995,-1.49783,747.428,747.264,-15.6633,
17.372,12.5,0,2281,4.95,1182.39,310.744,1.2028,678.92,678.772,-14.1889,311.275,0.113964,60.5073,60.4842,-1.67091,739.426,739.256,-15.8598,
17.622,12.5,0,2278,5.02,1197.53,311.562,1.23699,684.723,684.557,-15.0658,311.961,0.113155,60.0914,60.0702,-1.59797,744.813,744.627,-16.6638,
17.872,12.5,0,2280,4.95,1181.87,314.991,1.21427,683.631,683.496,-13.5872,315.515,0.115146,60.785,60.7776,-0.945483,744.416,744.274,-14.5327,
18.122,12.5,0,2278,5.03,1199.91,313.562,1.21649,688.012,687.865,-14.2217,314.035,0.115427,60.4256,60.4094,-1.398,748.438,748.275,-15.6197,
18.372,12.5,0,2280,4.95,1181.87,311.208,1.20568,680.143,679.999,-13.9917,311.643,0.113273,59.6335,59.6149,-1.48833,739.776,739.614,-15.48,
18.622,12.5,0,2278,5.02,1197.53,310.426,1.22847,684.527,684.382,-14.0803,310.914,0.113303,60.5895,60.5659,-1.69273,745.115,744.948,-15.773,
18.872,12.5,0,2280,4.96,1184.25,310.854,1.22083,685.828,685.689,-13.8146,311.284,0.112759,59.7089,59.6683,-2.20347,745.529,745.357,-16.0181,
19.122,12.5,0,2278,5.02,1197.53,317.071,1.23298,689.594,689.371,-17.5521,317.534,0.116697,60.117,60.1162,-0.312466,749.7,749.487,-17.8646,
19.372,12.5,0,2280,4.94,1179.48,311.645,1.21625,689.142,688.978,-15.0399,312.126,0.111838,59.166,59.1577,-0.991876,748.307,748.135,-16.0318,
19.622,12.5,0,2278,5.02,1197.53,310.923,1.22584,685.822,685.671,-14.3611,311.359,0.111003,59.3495,59.3289,-1.56408,745.17,745.0,-15.9251,
19.872,12.5,0,2281,4.95,1182.39,311.617,1.22572,681.338,681.118,-17.336,312.063,0.112709,59.9371,59.9118,-1.74446,741.275,741.029,-19.0805,
20.122,12.5,0,2278,5.02,1197.53,315.05,1.21421,686.14,685.999,-13.9155,315.523,0.114771,59.9997,59.9905,-1.04973,746.139,745.989,-14.9653,
20.372,12.5,0,2280,4.98,1189.03,309.773,1.20909,685.034,684.86,-15.4444,310.243,0.112388,59.62,59.6022,-1.45661,744.654,744.462,-16.901,
20.622,12.5,0,2279,5.01,1195.67,311.899,1.22888,685.672,685.528,-14.077,312.32,0.113388,59.3516,59.3069,-2.30198,745.015,744.835,-16.379,
20.872,12.5,0,2280,4.94,1179.48,311.215,1.22315,682.229,682.016,-17.0134,311.657,0.111638,59.0784,59.0592,-1.50802,741.307,741.076,-18.5214,
21.122,12.5,0,2278,5.03,1199.91,314.418,1.20528,684.293,684.145,-14.2194,314.901,0.113767,59.6112,59.6054,-0.83315,743.903,743.75,-15.0525,
21.372,12.5,0,2279,4.97,1186.12,315.558,1.23271,691.219,691.038,-15.8475,316.102,0.113228,59.5842,59.5821,-0.498139,750.798,750.62,-16.3457,
21.622,12.5,0,2278,5.05,1204.69,312.406,1.21449,687.492,687.352,-13.8374,312.936,0.112951,59.8643,59.8548,-1.0677,747.356,747.207,-14.9051,
21.872,12.5,0,2281,4.94,1180.0,311.607,1.20465,683.8,683.629,-15.2904,312.148,0.114083,60.5558,60.5408,-1.34951,744.356,744.17,-16.6399,
22.122,12.5,0,2278,5.03,1199.91,311.804,1.22213,688.953,688.763,-16.2155,312.319,0.112453,59.8884,59.8756,-1.24108,748.842,748.638,-17.4566,
22.372,12.5,0,2280,4.98,1189.03,313.051,1.20662,683.667,683.525,-13.9446,313.504,0.116871,60.991,60.9765,-1.33203,744.658,744.502,-15.2766,
22.622,12.5,0,2278,5.03,1199.91,309.13,1.21549,686.69,686.494,-16.3974,309.643,0.114245,60.8992,60.871,-1.85142,747.588,747.365,-18.2488,
22.872,12.5,0,2281,4.93,1177.61,318.433,1.22162,684.085,683.94,-14.1014,319.009,0.115004,59.9766,59.9742,-0.538398,744.058,743.914,-14.6398,
23.122,12.5,0,2278,5.04,1202.3,313.974,1.23141,691.068,690.908,-14.8809,314.455,0.113028,59.9285,59.9231,-0.800065,750.995,750.831,-15.681,
23.372,12.5,0,2280,4.98,1189.03,311.42,1.21316,686.721,686.602,-12.8046,311.882,0.112992,59.807,59.7871,-1.54224,746.527,746.389,-14.3468,
23.622,12.5,0,2278,5.03,1199.91,318.608,1.2385,688.569,688.313,-18.7618,319.084,0.116733,59.444,59.4438,-0.119427,747.995,747.757,-18.8812,
23.872,12.5,0,2279,4.97,1186.12,315.747,1.22464,690.413,690.252,-14.9208,316.297,0.115192,60.1548,60.1396,-1.35001,750.568,750.391,-16.2708,
24.122,12.5,0,2278,5.04,1202.3,311.988,1.22319,688.766,688.603,-14.9853,312.451,0.114067,60.3896,60.3769,-1.23528,749.156,748.98,-16.2206,
24.372,12.5,0,2279,4.98,1188.51,310.835,1.22158,684.96,684.69,-19.2475,311.255,0.11287,59.6618,59.6286,-1.98919,744.621,744.319,-21.2367,
24.622,12.5,0,2278,5.03,1199.91,310.221,1.22079,688.658,688.478,-15.7503,310.652,0.112896,59.9147,59.8844,-1.90618,748.57,748.362,-17.6565,
24.872,12.5,0,2281,4.92,1175.22,310.777,1.22268,683.728,683.452,-19.4299,311.195,0.11332,60.1105,60.083,-1.81778,743.839,743.535,-21.2476,
25.122,12.5,0,2278,5.05,1204.69,316.408,1.2205,686.139,685.998,-13.9111,316.936,0.116726,60.2349,60.226,-1.0344,746.373,746.224,-14.9455,
25.372,12.5,0,2280,4.96,1184.25,318.039,1.23724,689.684,689.545,-13.8833,318.505,0.115925,60.0604,60.0568,-0.655706,749.742,749.601,-14.539,
25.622,12.5,0,2278,5.03,1199.91,312.812,1.21973,689.322,689.159,-14.9939,313.369,0.114412,60.2709,60.2536,-1.44486,749.593,749.413,-16.4388,
25.872,12.5,0,2280,4.96,1184.25,311.271,1.22374,686.08,685.773,-20.5412,311.768,0.114033,59.8625,59.8407,-1.61476,745.943,745.613,-22.156,
26.122,12.5,0,2279,5.03,1200.44,317.725,1.23023,686.503,686.377,-13.1846,318.239,0.117233,60.4416,60.4414,-0.16987,746.938,746.818,-13.3544,
26.372,12.5,0,2281,4.95,1182.39,316.997,1.23849,691.176,690.992,-15.9233,317.476,0.117009,60.5708,60.5689,-0.482116,751.74,751.561,-16.4054,
26.622,12.5,0,2279,4.99,1190.9,316.799,1.22767,686.768,686.623,-14.1231,317.345,0.116038,60.1105,60.109,-0.421637,746.874,746.732,-14.5447,
26.872,12.5,0,2281,4.94,1180.0,317.028,1.23686,691.504,691.302,-16.7016,317.535,0.116838,60.5204,60.5168,-0.658481,752.02,751.819,-17.3601,
27.122,12.5,0,2279,5.01,1195.67,317.556,1.22523,686.847,686.708,-13.8175,318.053,0.118845,60.9292,60.9244,-0.766092,747.774,747.632,-14.5836,
27.372,12.5,0,2280,4.96,1184.25,317.37,1.24612,692.99,692.773,-17.3702,317.827,0.117394,60.2315,60.2291,-0.543586,753.215,753.002,-17.9138,
27.622,12.5,0,2280,5.01,1196.19,317.205,1.24109,689.233,689.066,-15.1679,317.649,0.115695,60.0828,60.0792,-0.655159,749.313,749.146,-15.8231,
27.872,12.5,0,2281,4.96,1184.77,317.689,1.22407,685.362,685.194,-15.1606,318.178,0.118686,60.6363,60.636,-0.189357,745.988,745.83,-15.3499,
28.122,12.5,0,2278,5.04,1202.3,315.464,1.22844,691.137,690.985,-14.5202,315.969,0.113595,59.6066,59.6033,-0.629847,750.741,750.588,-15.15,
28.372,12.5,0,2281,4.95,1182.39,315.105,1.22581,688.409,688.231,-15.6685,315.597,0.115594,60.6334,60.6188,-1.3335,749.043,748.85,-17.002,
28.622,12.5,0,2279,5.04,1202.83,313.49,1.21753,687.732,687.567,-15.0619,313.987,0.114703,60.1614,60.1482,-1.25686,747.893,747.715,-16.3187,
28.872,12.5,0,2281,4.97,1187.16,316.279,1.22144,685.22,684.957,-18.9763,316.779,0.116059,59.9716,59.9667,-0.765501,745.186,744.924,-19.7418,
29.122,12.5,0,2279,5.02,1198.05,315.102,1.24934,691.443,691.273,-15.3574,315.529,0.11741,59.4911,59.4909,0.135527,750.918,750.764,-15.2219,
29.372,12.5,0,2281,4.95,1182.39,316.17,1.21776,683.145,682.984,-14.824,316.62,0.119202,61.2395,61.237,-0.549459,744.38,744.221,-15.3735,
29.622,12.5,0,2279,5.03,1200.44,316.085,1.2123,683.793,683.676,-12.6321,316.605,0.116286,60.7936,60.7914,-0.510765,744.584,744.468,-13.1429,
29.872,12.5,0,2280,4.97,1186.64,316.382,1.24352,684.376,684.205,-15.2911,316.806,0.117311,60.1308,60.1285,0.525626,744.48,744.334,-14.7654,
30.122,12.5,0,2280,4.98,1189.03,320.053,1.2434,685.485,685.338,-14.2037,320.523,0.116303,60.3704,60.37,-0.20043,745.847,745.708,-14.4041,
30.372,12.5,0,2281,4.95,1182.39,316.681,1.23625,691.192,691.047,-14.1553,317.135,0.112738,59.397,59.3943,-0.567076,750.586,750.441,-14.7223,
30.622,12.5,0,2280,5.01,1196.19,313.806,1.21947,688.592,688.459,-13.5115,314.355,0.115264,60.4915,60.4835,-0.985848,749.083,748.943,-14.4973,
30.872,12.5,0,2281,4.95,1182.39,313.118,1.21335,684.059,683.846,-17.0689,313.608,0.113479,60.0928,60.0795,-1.2643,744.152,743.926,-18.3332,
31.122,12.5,0,2279,5.01,1195.67,313.673,1.21573,687.202,687.047,-14.5616,314.132,0.114302,60.2837,60.2768,-0.911554,747.484,747.324,-15.4732,
31.372,12.5,0,2281,4.95,1182.39,315.121,1.22065,685.781,685.572,-16.9407,315.561,0.114337,60.1048,60.1019,-0.591044,745.88,745.673,-17.5317,
31.622,12.5,0,2278,5.05,1204.69,316.63,1.24956,687.552,687.403,-14.3017,317.084,0.115998,59.6106,59.6106,0.0254229,747.15,747.014,-14.2763,
31.872,12.5,0,2279,5.01,1195.67,320.08,1.24093,687.134,686.941,-16.3046,320.51,0.114471,58.7769,58.7762,-0.284627,745.901,745.717,-16.5892,
32.122,12.5,0,2279,5.03,1200.44,317.933,1.24086,692.444,692.304,-13.9683,318.346,0.116334,59.3898,59.3888,-0.351797,751.829,751.692,-14.32,
32.372,12.5,0,2280,4.99,1191.42,318.607,1.24479,689.981,689.884,-11.5369,319.032,0.115279,59.6007,59.5978,-0.589109,749.58,749.482,-12.126,
32.622,12.5,0,2279,5.03,1200.44,316.574,1.22549,686.648,686.446,-16.6684,317.045,0.116023,60.2493,60.2445,-0.759213,746.894,746.69,-17.4276,
32.872,12.5,0,2279,4.99,1190.9,317.026,1.22734,688.425,688.159,-19.1405,317.518,0.115436,59.7065,59.7057,-0.318959,748.118,747.865,-19.4595,
33.122,12.5,0,2279,5.03,1200.44,316.983,1.22566,687.213,687.029,-15.9042,317.447,0.115068,60.3987,60.3956,-0.616924,747.608,747.425,-16.5211,
33.372,12.5,0,2280,4.98,1189.03,316.225,1.25342,693.376,693.214,-14.9914,316.65,0.115586,59.0961,59.0941,0.485545,752.448,752.308,-14.5058,
33.622,12.5,0,2279,5.04,1202.83,315.604,1.24832,689.18,689.023,-14.689,316.033,0.116314,59.8865,59.8852,0.382823,749.045,748.908,-14.3062,
33.872,12.5,0,2280,4.94,1179.48,314.71,1.24313,691.403,691.244,-14.8187,315.208,0.115841,59.1069,59.1054,0.424955,750.488,750.35,-14.3937,
34.122,12.5,0,2278,5.04,1202.3,317.831,1.24792,690.024,689.884,-13.8805,318.22,0.116203,59.715,59.7148,0.152182,749.725,749.599,-13.7284,
34.372,12.5,0,2280,4.94,1179.48,319.972,1.24572,688.696,688.533,-15.0097,320.437,0.116002,59.4019,59.3999,-0.4799,748.093,747.933,-15.4896,
34.622,12.5,0,2279,5.0,1193.28,310.341,1.23581,691.765,691.652,-12.5231,310.846,0.111963,58.3082,58.3078,0.217773,750.06,749.959,-12.3053,
34.872,12.5,0,2281,4.93,1177.61,313.349,1.23295,691.846,691.698,-14.3295,313.929,0.112929,58.5114,58.511,0.208983,750.342,750.209,-14.1205,
35.106,12.5,0,2281,4.98,1189.55,313.353,1.23663,685.766,685.627,-13.8124,313.775,0.112743,59.7351,59.7,-2.04898,745.496,745.327,-15.8614,
35.356,12.5,0,2281,4.93,1177.61,313.383,1.23988,686.609,686.424,-15.9687,313.769,0.111746,58.8922,58.869,-1.65299,745.501,745.293,-17.6217,
35.606,12.5,0,2281,4.97,1187.16,315.116,1.2475,684.965,684.778,-16.0266,315.538,0.112734,59.1153,59.0863,-1.85057,744.079,743.864,-17.8772,
35.856,12.5,0,2281,4.94,1180.0,313.334,1.23707,686.1,685.906,-16.3281,313.784,0.113487,59.2591,59.2175,-2.21993,745.354,745.123,-18.548,
36.106,12.5,0,2281,4.97,1187.16,316.014,1.24476,686.203,686.061,-13.971,316.455,0.114742,59.6755,59.6354,-2.18861,745.871,745.696,-16.1596,
36.356,12.5,0,2280,5.0,1193.81,311.268,1.22138,689.56,689.36,-16.6331,311.758,0.11332,59.1259,59.1256,-0.186572,748.674,748.485,-16.8197,
36.606,12.5,0,2281,4.96,1184.77,310.259,1.22002,691.289,691.146,-14.0238,310.84,0.113419,58.7539,58.7538,0.0919804,750.03,749.9,-13.9318,
36.856,12.5,0,2280,5.01,1196.19,311.46,1.22202,686.546,686.381,-15.0442,312.076,0.11164,58.6731,58.6729,0.153427,745.203,745.054,-14.8908,
37.106,12.5,0,2281,4.97,1187.16,308.972,1.21623,688.09,687.981,-12.2548,309.537,0.111876,58.7485,58.7485,0.0171306,746.83,746.729,-12.2376,
37.356,12.5,0,2280,5.01,1196.19,318.345,1.23084,686.544,686.393,-14.3895,318.94,0.110144,58.265,58.2517,-1.24506,744.809,744.645,-15.6346,
37.606,12.5,0,2280,4.96,1184.25,312.942,1.21105,684.952,684.814,-13.7663,313.602,0.110509,58.6015,58.5991,-0.54015,743.551,743.413,-14.3065,
37.856,12.5,0,2280,5.03,1200.97,313.533,1.22301,690.027,689.908,-12.8077,314.184,0.109294,58.1878,58.1853,-0.540997,748.213,748.094,-13.3487,
38.106,12.5,0,2280,4.97,1186.64,311.218,1.20541,687.325,687.201,-13.0384,311.836,0.111716,58.6954,58.6946,-0.303454,746.015,745.896,-13.3418,
38.356,12.5,0,2280,5.01,1196.19,318.411,1.2411,685.778,685.674,-11.9594,318.992,0.110748,58.6307,58.5967,-1.99388,744.402,744.271,-13.9533,
38.606,12.5,0,2280,4.96,1184.25,316.664,1.22584,682.997,682.863,-13.5635,317.326,0.110713,58.8404,58.827,-1.25519,741.838,741.69,-14.8187,
38.856,12.5,0,2281,4.97,1187.16,317.723,1.22927,680.68,680.538,-13.9085,318.261,0.111443,59.189,59.1612,-1.81278,739.866,739.699,-15.7213,
39.106,12.5,0,2281,4.96,1184.77,319.218,1.2399,686.048,685.933,-12.5738,319.812,0.111046,58.9326,58.914,-1.4807,744.979,744.847,-14.0545,
39.356,12.5,0,2281,5.0,1194.33,314.369,1.21953,686.94,686.8,-13.8541,315.011,0.108125,58.1192,58.1149,-0.706739,745.057,744.915,-14.5608,
39.606,12.5,0,2280,5.01,1196.19,312.37,1.22262,690.451,690.322,-13.3208,312.988,0.107641,57.4378,57.4367,-0.345068,747.884,747.759,-13.6658,
39.856,12.5,0,2283,4.95,1183.42,317.978,1.2315,680.161,680.006,-14.4945,318.518,0.11148,58.7628,58.7386,-1.68553,738.922,738.745,-16.18,
40.106,12.5,0,2280,4.96,1184.25,311.423,1.22719,685.547,685.429,-12.7476,311.858,0.115106,60.4811,60.442,-2.17345,746.02,745.871,-14.921,
