t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2279.0,4.97,1186.12,316.524,1.22462,673.875,673.787,-10.8537,317.0,0.11182,57.7801,57.7797,0.23018,731.644,731.567,-10.6236
0.216,12.5,0.0,2279.0,4.99,1190.9,309.69,1.19485,675.171,675.061,-12.1612,310.379,0.106939,57.2629,57.2627,-0.149798,732.427,732.324,-12.311
0.466,12.5,0.0,2279.0,4.97,1186.12,311.214,1.20878,673.635,673.526,-12.1534,311.764,0.109512,57.5461,57.5459,0.138107,731.17,731.072,-12.0153
0.716,12.5,0.0,2279.0,5.01,1195.67,311.016,1.20882,673.776,673.651,-13.0086,311.55,0.109837,57.3202,57.3188,0.399664,731.078,730.969,-12.609
0.966,12.5,0.0,2280.0,4.95,1181.87,312.444,1.20432,670.935,670.824,-12.2011,312.935,0.109666,58.5573,58.5306,-1.76884,729.488,729.355,-13.9699
1.2,12.5,0.0,2279.0,4.97,1186.12,316.144,1.19775,669.934,669.814,-12.689,316.758,0.107785,58.4052,58.3735,-1.92486,728.334,728.187,-14.6139
1.403,12.5,0.0,2279.0,4.95,1181.35,309.577,1.19439,672.107,671.939,-15.0239,310.106,0.109805,58.9445,58.9301,-1.3007,731.051,730.869,-16.3246
1.653,12.5,0.0,2279.0,4.96,1183.74,318.917,1.21203,672.393,672.254,-13.6374,319.494,0.112382,58.5828,58.5822,-0.264127,730.969,730.837,-13.9015
1.903,12.5,0.0,2280.0,4.97,1186.64,317.778,1.20999,671.405,671.274,-13.2787,318.298,0.114096,58.8601,58.8601,0.0143641,730.255,730.134,-13.2644
2.153,12.5,0.0,2280.0,4.94,1179.48,317.75,1.20895,672.029,671.884,-13.9225,318.34,0.114304,59.6819,59.6809,-0.343957,731.704,731.565,-14.2665
2.403,12.5,0.0,2279.0,4.96,1183.74,314.927,1.1982,672.195,672.053,-13.8468,315.492,0.112773,59.6915,59.6852,-0.86465,731.886,731.738,-14.7115
2.653,12.5,0.0,2280.0,4.94,1179.48,314.887,1.2005,673.746,673.614,-13.356,315.38,0.112658,59.6379,59.6314,-0.881486,733.383,733.245,-14.2375
2.903,12.5,0.0,2280.0,4.95,1181.87,310.468,1.19114,672.483,672.35,-13.3773,310.981,0.111227,59.5953,59.5833,-1.19438,732.078,731.933,-14.5717
3.153,12.5,0.0,2279.0,4.94,1178.96,311.784,1.19886,675.652,675.522,-13.2551,312.316,0.111665,59.7755,59.7634,-1.20386,735.427,735.285,-14.459
3.403,12.5,0.0,2280.0,4.94,1179.48,318.495,1.22075,674.268,674.086,-15.6358,318.971,0.11487,60.0157,60.0157,0.0667543,734.267,734.102,-15.569
3.653,12.5,0.0,2280.0,4.97,1186.64,315.782,1.19732,673.417,673.264,-14.3695,316.381,0.113238,59.7709,59.7644,-0.880859,733.187,733.028,-15.2503
3.903,12.5,0.0,2281.0,4.95,1182.39,312.096,1.21698,670.065,669.95,-12.4348,312.601,0.109414,57.8994,57.8905,-1.01307,727.965,727.84,-13.4478
4.106,12.5,0.0,2281.0,4.96,1184.77,316.999,1.22007,669.794,669.658,-13.4733,317.551,0.109445,58.323,58.2999,-1.64051,728.115,727.958,-15.1138
4.356,12.5,0.0,2279.0,5.0,1193.28,309.463,1.20264,671.847,671.697,-14.165,309.979,0.109747,59.2763,59.2555,-1.57221,731.122,730.953,-15.7372
4.606,12.5,0.0,2279.0,5.0,1193.28,314.769,1.22143,669.929,669.769,-14.6609,315.246,0.111573,59.3343,59.2964,-2.11934,729.258,729.065,-16.7802
4.856,12.5,0.0,2280.0,4.98,1189.03,316.908,1.21702,669.241,669.103,-13.6207,317.473,0.109564,58.9263,58.9062,-1.53911,728.167,728.009,-15.1598
5.106,12.5,0.0,2280.0,4.98,1189.03,310.038,1.20516,671.917,671.787,-13.1977,310.482,0.110442,59.7415,59.718,-1.67536,731.656,731.505,-14.8731
5.356,12.5,0.0,2275.0,5.02,1195.95,315.733,1.21623,669.343,669.25,-11.1577,316.199,0.111084,59.2701,59.2529,-1.4277,728.612,728.503,-12.5854
5.606,12.5,0.48,2304.0,4.22,1018.18,96.7053,2.69289,473.658,362.707,304.624,97.1054,0.510408,142.223,-30.3204,138.953,554.294,332.387,443.577
5.856,12.5,1.44,2327.0,4.22,1028.34,95.6873,2.76178,501.182,379.215,327.688,95.955,0.503969,143.401,-26.6282,140.907,586.429,352.587,468.595
6.059,12.5,2.56,2319.0,5.34,1296.79,320.43,1.37042,783.421,783.42,1.36687,321.034,0.193156,102.077,101.355,-12.12,884.84,884.775,-10.7531
6.309,12.5,2.72,2300.0,5.35,1288.58,312.72,1.37537,773.77,773.743,-6.45267,313.246,0.148808,80.7774,80.7773,-0.124404,854.546,854.52,-6.57708
6.575,12.5,2.4,2281.0,5.33,1273.15,314.881,1.34501,750.362,750.313,-8.57801,315.441,0.132046,71.0304,71.0228,-1.04094,821.392,821.335,-9.61895
6.809,12.5,2.08,2277.0,4.38,1044.4,311.156,1.23989,684.67,684.658,-4.11722,311.701,0.11255,58.4472,58.4471,0.0903166,743.116,743.105,-4.0269
7.059,12.5,1.92,2279.0,4.95,1181.35,309.377,1.12168,620.9,620.889,-3.72429,309.9,0.0953123,48.6602,48.6598,0.185022,669.558,669.548,-3.53927
7.309,12.5,1.76,2280.0,4.72,1126.95,310.141,1.21789,679.242,679.193,-8.14028,310.633,0.111452,58.2378,58.2378,0.0701789,737.475,737.431,-8.0701
7.559,12.5,1.6,2278.0,4.93,1176.06,309.704,1.14132,637.544,637.509,-6.71104,310.263,0.0994542,51.8158,51.8143,0.399674,689.352,689.323,-6.31136
7.809,12.5,1.44,2280.0,4.79,1143.67,311.44,1.20554,669.117,669.033,-10.5447,311.944,0.110045,56.923,56.9221,0.328325,726.027,725.956,-10.2164
8.059,12.5,1.28,2279.0,4.91,1171.8,310.562,1.17034,651.22,651.144,-9.94609,311.09,0.106738,55.3234,55.3225,0.316347,706.532,706.467,-9.62974
8.309,12.5,1.12,2281.0,4.79,1144.17,310.971,1.19966,666.768,666.657,-12.1598,311.464,0.107718,56.1879,56.1866,0.390364,722.939,722.843,-11.7694
8.559,12.5,0.96,2279.0,4.95,1181.35,311.144,1.18155,657.002,656.943,-8.75399,311.664,0.108606,56.217,56.217,-0.0191178,713.214,713.16,-8.7731
8.809,12.5,0.96,2282.0,4.85,1159.01,312.726,1.20243,666.752,666.633,-12.6389,313.242,0.110222,57.2872,57.2838,0.619863,724.016,723.916,-12.019
9.075,12.5,0.64,2280.0,4.95,1181.87,313.791,1.20574,665.583,665.471,-12.196,314.299,0.109932,57.721,57.721,0.0746961,723.294,723.192,-12.1213
9.309,12.5,0.48,2280.0,4.87,1162.77,314.358,1.21516,670.435,670.289,-13.9846,314.871,0.110766,56.7366,56.7334,0.599397,727.146,727.023,-13.3853
9.559,12.5,0.48,2280.0,4.97,1186.64,313.578,1.20927,667.28,667.167,-12.2629,313.999,0.111178,57.7185,57.7154,0.593711,724.977,724.883,-11.6692
9.809,12.5,0.32,2279.0,4.91,1171.8,313.827,1.20983,671.374,671.215,-14.634,314.343,0.109674,57.258,57.2571,0.306661,728.613,728.472,-14.3273
10.059,12.5,0.16,2279.0,4.97,1186.12,312.332,1.21532,673.34,673.202,-13.6412,312.799,0.111254,57.8764,57.8749,0.424509,731.196,731.077,-13.2167
10.309,12.5,0.0,2280.0,4.94,1179.48,312.309,1.21373,672.648,672.503,-13.952,312.814,0.110992,58.0344,58.0331,0.388719,730.662,730.537,-13.5632
10.559,12.5,0.0,2279.0,4.95,1181.35,311.767,1.2179,676.72,676.541,-15.5732,312.317,0.11163,58.3379,58.3378,0.143411,735.041,734.879,-15.4298
10.809,12.5,0.0,2279.0,4.98,1188.51,311.878,1.21507,674.618,674.453,-14.9323,312.385,0.111422,58.2478,58.2473,0.228692,732.848,732.7,-14.7036
11.059,12.5,0.0,2280.0,4.97,1186.64,312.435,1.21706,675.83,675.665,-14.9208,312.923,0.110926,58.1386,58.1368,0.445532,733.945,733.802,-14.4752
11.309,12.5,0.0,2280.0,4.96,1184.25,312.763,1.22129,676.374,676.209,-14.9102,313.284,0.111773,58.1563,58.1539,0.535757,734.504,734.363,-14.3744
11.559,12.5,0.0,2280.0,4.96,1184.25,313.23,1.22199,676.025,675.839,-15.8587,313.748,0.111905,58.2944,58.2916,0.578645,734.29,734.131,-15.2801
11.809,12.5,0.0,2278.0,4.99,1190.37,313.886,1.22496,676.404,676.226,-15.5047,314.367,0.11172,58.2746,58.2731,0.419531,734.654,734.499,-15.0851
12.059,12.5,0.0,2280.0,4.98,1189.03,314.022,1.22009,675.877,675.718,-14.6658,314.495,0.111083,57.9744,57.9686,0.824616,733.817,733.687,-13.8412
12.309,12.5,0.0,2280.0,4.96,1184.25,314.231,1.22132,675.091,674.915,-15.4335,314.7,0.112645,58.8456,58.8435,0.49588,733.91,733.758,-14.9376
12.559,12.5,0.0,2280.0,4.96,1184.25,314.934,1.22133,675.022,674.824,-16.3561,315.366,0.112319,58.5009,58.4994,0.423931,733.496,733.323,-15.9322
12.809,12.5,0.0,2281.0,4.97,1187.16,315.217,1.22339,675.312,675.146,-14.9513,315.695,0.113514,58.9367,58.9346,0.492783,734.223,734.081,-14.4585
13.059,12.5,0.0,2281.0,4.96,1184.77,315.633,1.22215,675.307,675.127,-15.5943,316.102,0.113135,58.6079,58.6064,0.417727,733.891,733.734,-15.1765
