t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
6.216,12.5,0,2280,4.96,1184.25,313.252,1.23345,684.278,684.155,-12.9896,313.708,0.115181,58.9648,58.9626,0.501683,743.222,743.117,-12.4879,
6.466,12.5,0,2281,4.97,1187.16,317.409,1.25625,695.358,695.109,-18.6154,317.806,0.116821,59.1889,59.1864,0.544182,754.512,754.295,-18.0712,
6.716,12.5,0,2281,4.92,1175.22,318.402,1.25233,686.73,686.587,-13.9768,318.74,0.116568,59.2117,59.2117,-0.0598835,745.931,745.799,-14.0367,
6.966,12.5,0,2282,4.96,1185.29,308.266,1.2207,688.243,688.098,-14.1632,308.826,0.113499,58.8373,58.8373,-0.0358298,747.07,746.935,-14.1991,
7.216,12.5,0,2280,4.95,1181.87,313.458,1.23943,687.519,687.353,-15.0826,313.905,0.113655,58.007,58.0058,0.373307,745.504,745.359,-14.7093,
7.466,12.5,0,2281,4.96,1184.77,316.614,1.25441,695.912,695.686,-17.7604,317.002,0.118277,59.0744,59.0717,0.557747,754.953,754.757,-17.2027,
7.716,12.5,0,2280,4.95,1181.87,315.92,1.24561,688.476,688.295,-15.7963,316.276,0.115354,58.7972,58.797,0.145744,747.256,747.092,-15.6505,
7.966,12.5,0,2281,4.95,1182.39,310.328,1.22022,692.946,692.842,-12.0297,310.954,0.112805,58.7613,58.761,-0.193828,751.702,751.603,-12.2235,
8.216,12.5,0,2280,4.96,1184.25,311.568,1.23539,688.728,688.609,-12.7789,311.993,0.11543,58.7384,58.7374,0.347212,747.45,747.347,-12.4316,
8.466,12.5,0,2281,4.97,1187.16,315.889,1.25217,694.999,694.758,-18.2923,316.222,0.117288,58.6859,58.6829,0.598048,753.648,753.441,-17.6943,
8.716,12.5,0,2280,4.96,1184.25,318.443,1.25181,693.002,692.843,-14.8223,318.858,0.116809,59.3638,59.3638,0.0377754,752.352,752.207,-14.7845,
8.966,12.5,0,2282,4.94,1180.51,317.831,1.2447,686.446,686.336,-12.3085,318.246,0.11714,59.8118,59.8104,0.419097,746.241,746.146,-11.8894,
9.216,12.5,0,2280,5.02,1198.58,309.835,1.21843,688.232,688.088,-14.0507,310.396,0.110533,57.4505,57.4481,0.517734,745.659,745.537,-13.533,
9.466,12.5,0,2281,4.92,1175.22,313.966,1.24354,690.899,690.72,-15.7346,314.378,0.115487,58.6146,58.6144,0.174316,749.496,749.334,-15.5603,
9.716,12.5,0,2280,4.97,1186.64,318.046,1.25329,693.325,693.174,-14.4717,318.395,0.115837,58.8216,58.8193,0.512302,752.123,751.994,-13.9594,
9.966,12.5,0,2280,4.95,1181.87,309.588,1.21777,686.135,685.949,-15.9778,310.15,0.111335,58.2608,58.2605,0.188644,744.377,744.209,-15.7891,
10.216,12.5,0,2281,4.99,1191.94,311.293,1.2341,695.319,695.194,-13.1848,311.81,0.113592,58.2196,58.2196,0.0884,753.527,753.414,-13.0964,
10.466,12.5,0,2281,4.94,1180.0,313.159,1.23756,689.991,689.795,-16.4682,313.574,0.114967,58.5871,58.5832,0.6715,748.544,748.378,-15.7967,
10.716,12.5,0,2282,4.93,1178.12,314.051,1.25172,690.637,690.527,-12.3072,314.412,0.116108,59.341,59.3404,0.268534,749.964,749.868,-12.0387,
10.966,12.5,0,2282,4.95,1182.9,310.245,1.20348,684.892,684.78,-12.4177,310.838,0.112125,58.7676,58.7673,-0.176819,743.654,743.547,-12.5945,
11.216,12.5,0,2281,4.94,1180.0,310.1,1.23572,693.712,693.512,-16.6485,310.634,0.112488,58.2782,58.277,0.368162,751.965,751.789,-16.2803,
11.466,12.5,0,2281,4.96,1184.77,312.208,1.22989,684.811,684.662,-14.2433,312.618,0.115313,59.1179,59.1155,0.533498,743.904,743.778,-13.7098,
11.716,12.5,0,2280,4.94,1179.48,312.307,1.23426,687.652,687.52,-13.4604,312.718,0.114399,59.2291,59.2252,0.676019,746.855,746.746,-12.7844,
11.966,12.5,0,2282,4.97,1187.68,313.099,1.22182,689.093,689.014,-10.4143,313.715,0.110766,57.8823,57.8802,-0.489297,746.974,746.894,-10.9036,
12.216,12.5,0,2281,4.91,1172.83,308.561,1.21287,689.229,689.121,-12.2277,309.08,0.11264,58.5654,58.5653,-0.0566501,747.787,747.686,-12.2843,
12.466,12.5,0,2282,4.94,1180.51,311.468,1.23657,694.526,694.35,-15.6397,311.926,0.113785,57.9808,57.9773,0.628499,752.477,752.328,-15.0112,
12.716,12.5,0,2281,4.93,1177.61,311.898,1.2339,690.499,690.378,-12.9462,312.382,0.114696,58.5618,58.5615,0.190236,749.048,748.939,-12.756,
12.966,12.5,0,2282,4.96,1185.29,313.156,1.22968,691.523,691.362,-14.9356,313.759,0.107626,57.2758,57.2723,-0.635925,748.796,748.634,-15.5715,
13.216,12.5,0,2280,4.98,1189.03,308.988,1.22342,692.923,692.731,-16.3183,309.579,0.108719,57.4678,57.4675,-0.196181,750.38,750.198,-16.5145,
13.466,12.5,0,2281,4.94,1180.0,312.413,1.24083,695.078,694.941,-13.7746,312.917,0.114005,58.0558,58.0547,0.359853,753.116,752.996,-13.4147,
13.716,12.5,0,2280,4.98,1189.03,313.795,1.21079,685.724,685.609,-12.558,314.394,0.111578,58.5647,58.5608,-0.670247,744.288,744.17,-13.2282,
13.966,12.5,0,2281,4.98,1189.55,311.217,1.20442,687.381,687.291,-11.1275,311.787,0.110859,58.2238,58.2232,-0.265338,745.601,745.514,-11.3928,
14.216,12.5,0,2281,4.94,1180.0,309.148,1.21939,688.094,687.981,-12.4492,309.701,0.113607,58.7822,58.781,0.38628,746.86,746.762,-12.0629,
14.466,12.5,0,2282,4.96,1185.29,314.727,1.21102,683.495,683.384,-12.3146,315.348,0.110272,57.9189,57.912,-0.896728,741.413,741.296,-13.2113,
14.716,12.5,0,2280,4.98,1189.03,311.421,1.22644,693.086,692.937,-14.3726,312.011,0.109111,57.494,57.4935,0.238078,750.564,750.43,-14.1345,
14.966,12.5,0,2281,4.97,1187.16,309.557,1.22662,692.506,692.315,-16.2575,310.087,0.111203,58.057,58.0568,-0.138527,750.551,750.372,-16.3961,
15.216,12.5,0,2280,4.98,1189.03,309.682,1.20758,684.665,684.526,-13.7584,310.292,0.112708,59.0403,59.0401,-0.159065,743.697,743.567,-13.9174,
15.466,12.5,0,2282,4.94,1180.51,310.947,1.22867,687.443,687.323,-12.8729,311.4,0.112024,58.3652,58.3637,0.418548,745.79,745.686,-12.4544,
15.716,12.5,0,2279,5.0,1193.28,316.99,1.22662,685.388,685.243,-14.1004,317.649,0.110492,58.0348,58.0167,-1.44978,743.422,743.259,-15.5502,
15.966,12.5,0,2280,4.95,1181.87,314.89,1.2275,688.529,688.351,-15.6659,315.514,0.106676,56.9403,56.936,-0.704628,745.467,745.287,-16.3706,
16.216,12.5,0,2280,4.96,1184.25,318.932,1.23833,685.209,685.095,-12.5022,319.519,0.110619,58.0965,58.0771,-1.50446,743.304,743.172,-14.0066,
16.466,12.5,0,2280,4.92,1174.7,314.361,1.2223,688.919,688.801,-12.7663,314.988,0.109767,58.1781,58.1712,-0.890661,747.097,746.972,-13.657,
16.716,12.5,0,2280,4.97,1186.64,311.848,1.21537,691.419,691.333,-10.8561,312.466,0.109199,57.1654,57.1639,-0.416771,748.582,748.497,-11.2729,
16.966,12.5,0,2280,4.98,1189.03,317.792,1.25061,690.463,690.287,-15.6209,318.326,0.11066,58.3817,58.3605,-1.5746,748.845,748.647,-17.1955,
17.216,12.5,0,2280,4.98,1189.03,316.833,1.21702,680.777,680.669,-12.1098,317.453,0.111422,58.2183,58.2064,-1.17324,738.995,738.875,-13.283,
17.466,12.5,0,2280,4.95,1181.87,312.026,1.21906,690.405,690.244,-14.9266,312.65,0.106141,56.9247,56.9225,-0.502839,747.326,747.166,-15.4294,
17.716,12.5,0,2279,5.02,1198.05,313.335,1.21831,689.281,689.204,-10.303,313.954,0.110489,58.3088,58.3013,-0.935025,747.59,747.506,-11.238,
17.966,12.5,0,2280,4.97,1186.64,317.76,1.25054,691.075,690.896,-15.7115,318.208,0.110672,58.3281,58.3075,-1.55098,749.402,749.204,-17.2625,
18.216,12.5,0,2280,5.02,1198.58,317.67,1.24715,689.41,689.294,-12.6595,318.239,0.109237,57.5604,57.5293,-1.89114,746.965,746.824,-14.5507,
18.466,12.5,0,2281,4.94,1180.0,316.929,1.24135,690.598,690.451,-14.2265,317.506,0.109456,57.8655,57.8453,-1.53092,748.462,748.296,-15.7575,
18.716,12.5,0,2278,5.04,1202.3,315.612,1.21454,687.088,686.955,-13.5387,316.231,0.111127,58.0185,58.0173,-0.379184,745.102,744.972,-13.9179,
18.966,12.5,0,2281,4.93,1177.61,314.04,1.21325,686.224,686.092,-13.4641,314.686,0.10816,57.3173,57.3154,-0.458064,743.537,743.407,-13.9221,
19.216,12.5,0,2279,5.02,1198.05,314.078,1.22473,689.691,689.609,-10.6362,314.74,0.110763,58.1821,58.1801,-0.483141,747.872,747.789,-11.1193,
19.466,12.5,0,2280,4.97,1186.64,315.89,1.24866,687.117,686.998,-12.752,316.264,0.112676,58.8948,58.8745,-1.54568,746.01,745.873,-14.2977,
19.716,12.5,0,2278,5.03,1199.91,316.582,1.24958,691.524,691.371,-14.5839,317.004,0.108541,57.3868,57.3539,-1.94473,748.907,748.724,-16.5287,
19.966,12.5,0,2281,4.94,1180.0,317.506,1.22664,678.76,678.664,-11.4048,318.049,0.113275,59.0317,58.9995,-1.94881,737.784,737.663,-13.3536,
20.216,12.5,0,2280,4.97,1186.64,317.641,1.22996,684.214,684.079,-13.5606,318.28,0.112158,58.7997,58.7918,-0.959288,743.013,742.871,-14.5199,
20.466,12.5,0,2281,4.96,1184.77,314.855,1.22693,690.582,690.441,-13.9172,315.477,0.107125,56.6285,56.6241,-0.705215,747.209,747.065,-14.6224,
20.716,12.5,0,2279,4.99,1190.9,312.678,1.24176,686.752,686.583,-15.2336,313.134,0.112647,59.1847,59.161,-1.67481,745.935,745.744,-16.9084,
20.966,12.5,0,2279,5.02,1198.05,315.155,1.24734,684.788,684.609,-15.655,315.542,0.112333,58.1394,58.1133,-1.74339,742.926,742.722,-17.3984,
21.216,12.5,0,2279,5.03,1200.44,317.619,1.24174,688.839,688.645,-16.3477,318.212,0.110933,58.072,58.0531,-1.48161,746.911,746.698,-17.8293,
21.466,12.5,0,2281,4.97,1187.16,317.004,1.23461,689.396,689.244,-14.4776,317.582,0.10845,57.0527,57.0448,-0.953619,746.449,746.289,-15.4312,
21.716,12.5,0,2279,5.04,1202.83,312.557,1.23234,683.81,683.652,-14.6836,312.961,0.113426,59.3044,59.2706,-2.00468,743.11,742.923,-16.6883,
21.966,12.5,0,2281,4.97,1187.16,316.56,1.24788,683.16,683.012,-14.2066,316.984,0.11481,59.1598,59.1285,-1.92227,742.316,742.141,-16.1289,
22.216,12.5,0,2280,5.01,1196.19,318.333,1.2479,686.565,686.468,-11.5261,318.877,0.111058,57.7366,57.7166,-1.52055,744.299,744.185,-13.0467,
22.466,12.5,0,2280,4.99,1191.42,311.562,1.24059,692.254,692.048,-16.8979,311.94,0.112363,58.6934,58.66,-1.97916,750.945,750.708,-18.8771,
22.716,12.5,0,2280,5.03,1200.97,311.061,1.23162,688.845,688.662,-15.8568,311.441,0.112024,58.7368,58.6975,-2.1479,747.576,747.36,-18.0047,
22.966,12.5,0,2281,4.99,1191.94,314.289,1.24104,683.049,682.952,-11.5227,314.696,0.112979,59.1675,59.1351,-1.95827,742.209,742.087,-13.481,
23.216,12.5,0,2281,4.98,1189.55,318.393,1.25416,687.707,687.602,-11.9737,318.901,0.111688,58.2085,58.1838,-1.69499,745.911,745.786,-13.6686,
23.466,12.5,0,2281,4.99,1191.94,309.33,1.21148,685.23,685.087,-13.9998,309.744,0.114617,60.0047,59.9809,-1.69191,745.233,745.068,-15.6917,
23.716,12.5,0,2279,4.98,1188.51,312.639,1.23772,687.302,687.201,-11.7621,313.041,0.114541,59.2005,59.1664,-2.0083,746.495,746.368,-13.7704,
23.966,12.5,0,2279,5.0,1193.28,315.736,1.24561,688.979,688.746,-17.9017,316.157,0.113134,58.5487,58.5227,-1.74658,747.527,747.269,-19.6482,
24.216,12.5,0,2279,5.03,1200.44,311.4,1.22756,691.727,691.558,-15.299,311.811,0.113964,59.9189,59.9009,-1.4723,751.646,751.459,-16.7713,
24.466,12.5,0,2280,5.01,1196.19,310.581,1.24006,690.007,689.815,-16.2897,310.984,0.112371,58.7288,58.6965,-1.94796,748.733,748.511,-18.2377,
24.716,12.5,0,2279,5.0,1193.28,315.395,1.24977,691.619,691.418,-16.6763,315.761,0.110913,57.9403,57.9161,-1.67259,749.559,749.334,-18.3489,
24.966,12.5,0,2281,4.97,1187.16,317.546,1.25061,689.525,689.353,-15.4123,317.992,0.111876,58.0966,58.0666,-1.8667,747.619,747.42,-17.279,
25.216,12.5,0,2278,5.02,1197.53,310.894,1.22077,684.302,684.107,-16.3654,311.279,0.114918,60.3227,60.2952,-1.82321,744.624,744.402,-18.1886,
25.466,12.5,0,2280,4.93,1177.09,313.097,1.2388,684.668,684.502,-15.0885,313.402,0.113879,59.5121,59.4955,-1.40855,744.18,743.998,-16.4971,
25.716,12.5,0,2279,5.03,1200.44,316.863,1.25264,686.684,686.599,-10.7829,317.274,0.113622,59.0272,58.986,-2.20462,745.698,745.585,-12.9875,
25.966,12.5,0,2280,4.96,1184.25,310.856,1.23151,691.259,691.035,-17.615,311.297,0.114337,59.5552,59.5233,-1.9472,750.813,750.558,-19.5622,
26.216,12.5,0,2278,5.05,1204.69,311.331,1.229,688.647,688.524,-12.9738,311.766,0.112872,58.6816,58.6467,-2.02213,747.322,747.171,-14.996,
26.466,12.5,0,2280,4.96,1184.25,314.242,1.24656,689.851,689.718,-13.5099,314.646,0.1129,58.5621,58.5171,-2.29545,748.402,748.235,-15.8054,
26.716,12.5,0,2280,4.99,1191.42,315.088,1.24816,683.064,682.97,-11.3495,315.451,0.113783,59.6375,59.609,-1.84311,742.696,742.579,-13.1926,
26.966,12.5,0,2280,4.95,1181.87,310.8,1.2099,684.728,684.577,-14.3383,311.273,0.114384,60.4425,60.4266,-1.385,745.17,745.004,-15.7233,
27.216,12.5,0,2278,5.02,1197.53,310.818,1.23005,690.309,690.175,-13.5819,311.238,0.113277,59.4462,59.4218,-1.70409,749.753,749.597,-15.286,
27.466,12.5,0,2278,5.0,1192.76,313.329,1.25352,692.961,692.758,-16.7988,313.703,0.11103,58.3928,58.3614,-1.91396,751.352,751.119,-18.7127,
27.716,12.5,0,2278,5.03,1199.91,312.933,1.23903,686.047,685.841,-16.7986,313.332,0.111473,58.5964,58.5728,-1.66214,744.643,744.414,-18.4608,
27.966,12.5,0,2279,4.97,1186.12,314.08,1.22405,688.991,688.879,-12.4017,314.476,0.117592,61.1657,61.1536,-1.21612,750.156,750.033,-13.6178,
28.216,12.5,0,2278,5.04,1202.3,310.912,1.21825,684.834,684.686,-14.2222,311.37,0.114791,60.4837,60.4512,-1.9834,745.313,745.137,-16.2056,
28.466,12.5,0,2278,4.98,1187.99,309.398,1.20608,683.965,683.834,-13.366,309.816,0.114285,60.3906,60.3678,-1.66137,744.353,744.202,-15.0274,
28.716,12.5,0,2278,5.04,1202.3,312.205,1.24348,688.582,688.374,-16.9267,312.624,0.111917,58.637,58.6174,-1.51841,747.219,746.992,-18.4451,
28.966,12.5,0,2278,5.01,1195.14,314.012,1.2422,684.976,684.79,-15.9712,314.383,0.112851,58.9779,58.9481,-1.87399,743.952,743.738,-17.8452,
29.216,12.5,0,2279,5.04,1202.83,312.478,1.21845,687.957,687.789,-15.2095,312.921,0.115424,60.5349,60.5211,-1.29499,748.492,748.31,-16.5045,
29.466,12.5,0,2280,4.97,1186.64,319.063,1.25838,691.076,690.948,-13.3447,319.46,0.117817,60.398,60.3977,-0.193335,751.467,751.345,-13.538,
29.669,12.5,0,2282,4.94,1180.51,319.305,1.23283,685.924,685.757,-15.1425,319.773,0.116808,59.4682,59.4665,-0.441889,745.387,745.224,-15.5844,
29.919,12.5,0,2281,4.96,1184.77,319.348,1.24372,692.693,692.51,-15.9362,319.843,0.116947,59.2048,59.2034,-0.405557,751.891,751.713,-16.3417,
30.169,12.5,0,2282,4.93,1178.12,317.1,1.24097,692.573,692.366,-16.9111,317.553,0.115361,59.3326,59.3285,-0.699454,751.901,751.695,-17.6106,
30.419,12.5,0,2281,4.98,1189.55,312.738,1.25412,696.523,696.367,-14.7395,313.204,0.114838,58.9675,58.9651,0.531702,755.466,755.332,-14.2078,
30.669,12.5,0,2282,4.93,1178.12,317.486,1.24698,690.725,690.494,-17.8794,317.847,0.118419,59.0973,59.0963,0.340131,749.795,749.59,-17.5392,
30.919,12.5,0,2282,4.93,1178.12,318.833,1.24343,685.361,685.261,-11.6862,319.3,0.118771,60.7367,60.7365,-0.156763,746.092,745.998,-11.843,
31.169,12.5,0,2281,4.95,1182.39,310.707,1.21914,684.842,684.672,-15.2505,311.244,0.113739,58.8839,58.881,0.57904,743.698,743.553,-14.6715,
31.419,12.5,0,2282,4.93,1178.12,313.373,1.25236,692.475,692.283,-16.337,313.754,0.113207,58.1049,58.1,0.754775,750.544,750.383,-15.5822,
31.669,12.5,0,2282,4.96,1185.29,317.013,1.24991,689.062,688.936,-13.1473,317.414,0.118008,60.1302,60.1272,0.596969,749.169,749.064,-12.5504,
31.919,12.5,0,2282,4.9,1170.96,318.581,1.23847,685.624,685.453,-15.3243,318.971,0.119777,60.0787,60.0786,0.124688,745.686,745.531,-15.1996,
32.169,12.5,0,2281,4.98,1189.55,310.424,1.22092,689.707,689.586,-12.8942,310.925,0.113841,58.6731,58.6718,0.399931,748.362,748.258,-12.4943,
32.419,12.5,0,2280,4.98,1189.03,314.52,1.2534,694.582,694.41,-15.4429,314.925,0.116277,58.1645,58.1624,0.494644,752.721,752.572,-14.9482,
32.669,12.5,0,2281,4.96,1184.77,317.699,1.25663,694.201,693.997,-16.825,318.078,0.117205,58.9081,58.9064,0.43897,753.081,752.903,-16.386,
32.919,12.5,0,2281,4.98,1189.55,315.949,1.24731,692.175,691.959,-17.3143,316.315,0.117927,59.4191,59.4182,0.341521,751.569,751.377,-16.9728,
33.169,12.5,0,2281,4.94,1180.0,315.608,1.24709,686.385,686.279,-12.0927,316.016,0.117727,60.4166,60.4159,0.307381,746.788,746.695,-11.7853,
33.419,12.5,0,2281,4.96,1184.77,318.696,1.25002,687.996,687.837,-14.8136,319.088,0.118984,60.3089,60.3086,0.173201,748.289,748.145,-14.6404,
33.669,12.5,0,2281,4.96,1184.77,309.572,1.2319,694.551,694.417,-13.6354,310.096,0.110851,58.2099,58.2098,0.115018,752.749,752.627,-13.5204,
33.919,12.5,0,2280,4.98,1189.03,310.017,1.23099,691.569,691.408,-14.9288,310.556,0.11033,57.9305,57.9297,0.293648,749.48,749.337,-14.6352,
34.169,12.5,0,2280,4.95,1181.87,310.664,1.22484,687.426,687.293,-13.5056,311.098,0.114395,59.3264,59.3246,0.467125,746.732,746.618,-13.0385,
34.419,12.5,0,2281,4.98,1189.55,316.448,1.26046,695.295,695.128,-15.2537,316.836,0.117588,58.9674,58.9635,0.671666,754.232,754.091,-14.582,
34.669,12.5,0,2281,4.94,1180.0,315.543,1.24489,688.717,688.503,-17.1452,315.982,0.118445,59.6107,59.6073,0.634661,748.293,748.111,-16.5106,
34.919,12.5,0,2282,4.97,1187.68,315.435,1.24854,690.057,689.878,-15.7547,315.783,0.118335,59.9722,59.9715,0.308849,750.008,749.849,-15.4458,
35.169,12.5,0,2280,4.97,1186.64,311.084,1.2042,688.574,688.391,-15.878,311.681,0.11249,58.7028,58.7027,-0.100514,747.264,747.093,-15.9785,
35.419,12.5,0,2281,4.97,1187.16,309.808,1.21551,688.509,688.389,-12.8652,310.363,0.114489,58.9844,58.9843,0.129506,747.482,747.374,-12.7357,
35.669,12.5,0,2280,4.99,1191.42,309.22,1.23431,694.613,694.406,-16.9258,309.754,0.113161,58.5678,58.5674,-0.216838,753.169,752.974,-17.1427,
35.919,12.5,0,2280,4.98,1189.03,309.64,1.22018,690.909,690.765,-14.0943,310.141,0.112138,58.435,58.4347,-0.182591,749.336,749.2,-14.2769,
36.169,12.5,0,2280,4.98,1189.03,310.294,1.23223,687.548,687.441,-12.118,310.738,0.114282,59.3273,59.3266,0.300232,746.861,746.768,-11.8178,
36.419,12.5,0,2281,4.98,1189.55,314.357,1.23172,690.126,690.005,-12.9158,314.972,0.109632,57.4121,57.4078,-0.703487,747.537,747.413,-13.6193,
36.669,12.5,0,2279,5.02,1198.05,309.266,1.20835,687.388,687.234,-14.5296,309.915,0.109087,58.0122,58.0121,-0.103278,745.39,745.246,-14.6328,
36.919,12.5,0,2281,4.95,1182.39,310.634,1.24182,696.412,696.209,-16.8122,311.126,0.112905,58.0644,58.0636,0.308986,754.453,754.272,-16.5032,
37.169,12.5,0,2279,5.01,1195.67,309.568,1.21392,687.964,687.856,-12.1488,310.105,0.114052,59.2359,59.2352,-0.277589,747.195,747.092,-12.4264,
37.419,12.5,0,2280,4.98,1189.03,310.957,1.21801,685.123,684.987,-13.6386,311.424,0.11393,59.1748,59.1734,0.399068,744.279,744.161,-13.2395,
37.669,12.5,0,2280,4.98,1189.03,310.025,1.21853,689.502,689.368,-13.609,310.647,0.11324,58.8751,58.875,0.115389,748.365,748.243,-13.4936,
37.919,12.5,0,2281,4.94,1180.0,316.372,1.23364,690.636,690.494,-14.0124,316.989,0.107596,57.1754,57.1616,-1.25758,747.811,747.655,-15.27,
38.169,12.5,0,2281,4.95,1182.39,313.12,1.21826,688.139,687.998,-13.9625,313.741,0.107155,57.5789,57.5777,-0.372016,745.713,745.575,-14.3345,
38.419,12.5,0,2281,4.93,1177.61,311.575,1.19509,683.832,683.715,-12.635,312.124,0.113486,59.4595,59.4587,-0.291935,743.286,743.174,-12.927,
38.669,12.5,0,2280,4.97,1186.64,310.498,1.23044,697.536,697.32,-17.3461,311.079,0.109519,57.9276,57.9275,-0.118704,755.45,755.248,-17.4648,
38.919,12.5,0,2281,4.94,1180.0,310.727,1.21223,686.321,686.154,-15.1595,311.3,0.111841,58.5976,58.597,-0.254954,744.91,744.751,-15.4144,
39.169,12.5,0,2280,4.96,1184.25,317.346,1.23864,684.378,684.297,-10.5622,317.874,0.110917,58.4276,58.3983,-1.85062,742.799,742.695,-12.4128,
39.419,12.5,0,2280,4.93,1177.09,317.836,1.23268,680.192,680.115,-10.2605,318.367,0.112587,58.8079,58.7794,-1.83178,738.993,738.894,-12.0923,
39.669,12.5,0,2280,5.0,1193.81,317.888,1.24298,683.783,683.692,-11.1361,318.401,0.112386,58.4289,58.3947,-1.9967,742.203,742.087,-13.1328,
39.919,12.5,0,2280,4.95,1181.87,317.503,1.23713,685.632,685.497,-13.6216,317.983,0.111033,58.394,58.3699,-1.67548,744.024,743.867,-15.2971,
40.169,12.5,0,2279,5.0,1193.28,317.802,1.23809,689.724,689.566,-14.794,318.399,0.109185,57.3738,57.3561,-1.42211,747.098,746.922,-16.2161,
