t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
17.2,12.5,0,2281,4.94,1180.0,314.272,1.21297,680.851,680.726,-13.0293,314.899,0.110213,58.4121,58.4038,-0.983234,739.263,739.13,-14.0125,
17.45,12.5,0,2281,5.02,1199.11,308.208,1.21173,684.616,684.513,-11.9111,308.801,0.109193,58.5732,58.5706,-0.554158,743.188,743.083,-12.4652,
17.685,12.5,0,2280,4.98,1189.03,311.508,1.19987,682.124,681.967,-14.6428,312.074,0.114627,60.7596,60.7542,-0.812056,742.882,742.721,-15.4549,
17.919,12.5,0,2281,4.94,1180.0,315.247,1.20521,679.097,678.916,-15.6849,315.865,0.11582,59.9962,59.9951,-0.362101,739.086,738.911,-16.047,
18.122,12.5,0,2282,4.93,1178.12,313.235,1.21696,677.468,677.303,-14.9135,313.73,0.115068,60.3749,60.3595,-1.36182,737.842,737.663,-16.2753,
18.372,12.5,0,2281,4.93,1177.61,311.588,1.21218,685.731,685.606,-13.0944,312.232,0.112524,58.9858,58.9847,0.363272,744.7,744.591,-12.7311,
18.591,12.5,0,2281,4.94,1180.0,313.951,1.21809,683.624,683.488,-13.6472,314.505,0.11426,59.1561,59.1526,0.641133,742.755,742.641,-13.0061,
18.81,12.5,0,2281,4.96,1184.77,313.263,1.21478,679.889,679.747,-13.8885,313.759,0.117212,60.6738,60.673,0.310045,740.544,740.42,-13.5785,
19.06,12.5,0,2281,4.97,1187.16,314.29,1.22379,681.148,680.984,-14.9444,314.835,0.111534,58.1812,58.1747,-0.8663,739.328,739.159,-15.8107,
19.31,12.5,0,2282,4.98,1190.07,318.536,1.22928,677.898,677.773,-13.0084,319.116,0.11264,59.4388,59.4071,-1.94325,737.331,737.18,-14.9516,
19.544,12.5,0,2282,4.96,1185.29,311.075,1.21947,679.807,679.664,-13.9046,311.566,0.113177,59.956,59.9491,-0.909967,739.762,739.614,-14.8146,
19.747,12.5,0,2282,4.94,1180.51,316.093,1.23386,678.725,678.583,-13.9118,316.495,0.114232,59.9453,59.9143,-1.92645,738.667,738.497,-15.8382,
19.997,12.5,0,2281,4.97,1187.16,315.327,1.22883,678.391,678.247,-14.0195,315.795,0.113661,60.3938,60.3616,-1.97114,738.781,738.608,-15.9907,
20.247,12.5,0,2282,4.93,1178.12,315.338,1.23611,681.352,681.21,-13.9461,315.821,0.116178,61.2857,61.2471,-2.17368,742.632,742.457,-16.1198,
20.497,12.5,0,2280,4.98,1189.03,315.483,1.22968,679.6,679.419,-15.6772,315.957,0.113647,59.5057,59.483,-1.6431,739.105,738.902,-17.3203,
20.747,12.5,0,2281,4.96,1184.77,315.648,1.23579,679.785,679.646,-13.7349,316.108,0.113823,60.1303,60.1046,-1.75879,739.913,739.751,-15.4937,
20.997,12.5,0,2281,4.98,1189.55,316.018,1.23283,678.921,678.737,-15.797,316.461,0.11399,59.6277,59.5986,-1.86307,738.547,738.335,-17.6601,
21.247,12.5,0,2281,4.93,1177.61,315.401,1.23865,680.982,680.856,-13.0561,315.792,0.115632,60.639,60.5826,-2.61519,741.605,741.439,-15.6713,
21.497,12.5,0,2282,5.01,1197.24,316.779,1.22843,680.016,679.81,-16.716,317.23,0.113676,59.1524,59.1278,-1.70441,739.167,738.938,-18.4204,
21.747,12.5,0,2282,4.93,1178.12,316.44,1.23434,679.502,679.393,-12.1774,316.878,0.115068,60.5086,60.4642,-2.31879,739.999,739.857,-14.4962,
21.997,12.5,0,2282,4.97,1187.68,316.12,1.22714,677.365,677.162,-16.5788,316.526,0.11445,59.7805,59.7518,-1.8518,737.144,736.914,-18.4306,
22.247,12.5,0,2282,4.91,1173.35,316.575,1.23974,682.968,682.831,-13.6663,317.055,0.114469,59.7821,59.7504,-1.9482,742.745,742.581,-15.6145,
22.497,12.5,0,2282,4.94,1180.51,316.733,1.23134,679.549,679.439,-12.2343,317.215,0.113186,59.1061,59.0755,-1.90028,738.65,738.515,-14.1346,
22.747,12.5,0,2281,4.96,1184.77,315.969,1.23507,680.819,680.666,-14.4235,316.351,0.114746,59.9987,59.9702,-1.84915,740.815,740.636,-16.2727,
23.013,12.5,0,2282,4.94,1180.51,315.773,1.23405,681.927,681.781,-14.1114,316.151,0.113259,59.4491,59.4177,-1.93288,741.372,741.199,-16.0443,
23.263,12.5,0,2280,5.0,1193.81,315.703,1.23636,678.786,678.639,-14.1259,316.172,0.113553,59.1988,59.1647,-2.00861,737.98,737.804,-16.1346,
23.513,12.5,0,2281,4.96,1184.77,315.481,1.23669,682.049,681.917,-13.4023,315.926,0.114961,60.5048,60.4806,-1.70895,742.551,742.398,-15.1112,
23.763,12.5,0,2281,4.95,1182.39,315.888,1.23848,680.429,680.303,-13.1049,316.326,0.113461,59.6835,59.6507,-1.9782,740.107,739.954,-15.0831,
24.013,12.5,0,2282,4.95,1182.9,315.357,1.24325,684.447,684.317,-13.3699,315.753,0.11484,60.4674,60.4308,-2.10353,744.908,744.748,-15.4734,
24.263,12.5,0,2280,4.98,1189.03,315.623,1.23439,680.578,680.4,-15.5545,316.055,0.113505,59.4168,59.3846,-1.95736,739.992,739.784,-17.5119,
24.513,12.5,0,2282,4.96,1185.29,315.574,1.24267,685.237,685.077,-14.794,316.006,0.113838,60.0785,60.0525,-1.76848,745.313,745.129,-16.5625,
24.763,12.5,0,2280,4.97,1186.64,316.507,1.23119,677.307,677.173,-13.4802,317.004,0.116126,60.6409,60.6072,-2.02089,737.943,737.78,-15.5011,
25.013,12.5,0,2281,4.95,1182.39,315.775,1.2417,684.441,684.263,-15.6288,316.23,0.115239,59.8333,59.8029,-1.90615,744.272,744.066,-17.5349,
25.263,12.5,0,2280,4.99,1191.42,315.663,1.23717,681.498,681.36,-13.7041,316.115,0.112791,59.0124,58.9879,-1.70165,740.508,740.348,-15.4057,
25.513,12.5,0,2281,4.96,1184.77,316.061,1.23915,685.105,684.889,-17.2246,316.542,0.112929,59.3174,59.2949,-1.63376,744.423,744.184,-18.8584,
25.763,12.5,0,2280,4.99,1191.42,315.547,1.23729,679.428,679.265,-14.8828,316.014,0.114102,60.0951,60.0608,-2.03036,739.519,739.325,-16.9131,
26.013,12.5,0,2281,4.96,1184.77,315.656,1.23837,684.447,684.293,-14.5349,316.09,0.114106,60.0151,59.9855,-1.88491,744.459,744.278,-16.4198,
26.263,12.5,0,2280,4.99,1191.42,315.751,1.23578,681.484,681.311,-15.3361,316.197,0.112063,59.292,59.2581,-2.0037,740.772,740.569,-17.3398,
26.513,12.5,0,2281,4.98,1189.55,315.869,1.23561,681.727,681.593,-13.5276,316.305,0.114251,60.3076,60.2727,-2.0524,742.029,741.865,-15.58,
26.763,12.5,0,2280,4.96,1184.25,315.309,1.23147,678.744,678.574,-15.2157,315.765,0.11464,60.0564,60.027,-1.87939,738.799,738.601,-17.0951,
27.013,12.5,0,2281,4.99,1191.94,315.238,1.23018,678.683,678.498,-15.8654,315.711,0.113348,59.7731,59.7371,-2.07544,738.453,738.235,-17.9408,
27.263,12.5,0,2281,4.97,1187.16,315.247,1.2356,678.988,678.853,-13.5349,315.681,0.115018,60.7136,60.6858,-1.83706,739.698,739.539,-15.372,
27.513,12.5,0,2281,4.97,1187.16,315.375,1.23501,679.444,679.312,-13.4278,315.844,0.113487,60.1516,60.1234,-1.8431,739.593,739.435,-15.2709,
27.763,12.5,0,2279,5.03,1200.44,314.093,1.24053,684.131,683.937,-16.2851,314.536,0.114432,60.2476,60.2265,-1.59225,744.378,744.164,-17.8774,
28.013,12.5,0,2282,4.96,1185.29,313.813,1.23031,681.145,680.976,-15.146,314.25,0.112404,59.3165,59.2966,-1.53624,740.461,740.273,-16.6823,
28.263,12.5,0,2281,4.97,1187.16,313.981,1.23989,685.328,685.096,-17.8333,314.411,0.11327,59.6126,59.5862,-1.77454,744.94,744.682,-19.6079,
28.513,12.5,0,2281,4.97,1187.16,314.884,1.22804,680.075,679.833,-18.1369,315.335,0.114489,60.0409,60.0117,-1.8737,740.116,739.845,-20.0106,
28.763,12.5,0,2280,4.98,1189.03,314.995,1.23502,682.021,681.893,-13.2328,315.392,0.11339,60.146,60.1101,-2.07739,742.161,742.003,-15.3102,
29.013,12.5,0,2281,4.96,1184.77,314.65,1.23191,680.372,680.171,-16.5312,315.131,0.113297,59.6849,59.6599,-1.72591,740.056,739.831,-18.2571,
29.263,12.5,0,2281,4.99,1191.94,314.541,1.24156,684.734,684.549,-15.9324,314.983,0.114135,60.2518,60.225,-1.79669,744.985,744.774,-17.7291,
29.513,12.5,0,2280,5.0,1193.81,314.347,1.22874,678.573,678.406,-15.0651,314.801,0.112716,59.6343,59.6055,-1.85513,738.205,738.011,-16.9202,
29.763,12.5,0,2281,4.95,1182.39,313.971,1.23499,682.857,682.706,-14.3707,314.435,0.114334,60.7031,60.677,-1.78022,743.558,743.382,-16.1509,
30.013,12.5,0,2281,4.98,1189.55,314.066,1.23541,683.159,682.942,-17.2168,314.523,0.112745,59.9105,59.8864,-1.70077,743.069,742.828,-18.9176,
30.263,12.5,0,2280,4.97,1186.64,313.611,1.23122,681.346,681.203,-13.9657,314.02,0.11281,60.0815,60.0536,-1.8298,741.425,741.257,-15.7955,
30.513,12.5,0,2281,4.97,1187.16,313.563,1.23497,685.593,685.339,-18.6731,313.95,0.114531,59.7338,59.7059,-1.8226,745.327,745.045,-20.4957,
30.763,12.5,0,2281,5.0,1194.33,313.626,1.23118,681.865,681.702,-14.9336,314.038,0.113723,59.8336,59.8004,-1.99314,741.695,741.502,-16.9267,
31.013,12.5,0,2280,4.98,1189.03,313.89,1.23368,683.09,682.88,-16.9261,314.314,0.114156,59.6805,59.6603,-1.55337,742.77,742.54,-18.4795,
31.263,12.5,0,2280,5.02,1198.58,313.528,1.22922,680.954,680.8,-14.4913,313.994,0.114234,60.5744,60.5362,-2.15161,741.523,741.336,-16.6429,
31.513,12.5,0,2281,4.93,1177.61,313.306,1.22913,682.737,682.49,-18.3417,313.82,0.113795,59.9184,59.8935,-1.72852,742.655,742.384,-20.0702,
31.763,12.5,0,2281,4.98,1189.55,313.074,1.22726,679.643,679.503,-13.7963,313.515,0.113176,60.4373,60.3961,-2.23148,740.073,739.899,-16.0277,
32.013,12.5,0,2280,4.96,1184.25,313.107,1.23598,684.018,683.825,-16.2201,313.484,0.113275,60.0348,60.005,-1.8909,744.051,743.83,-18.111,
32.263,12.5,0,2279,5.04,1202.83,313.182,1.23635,683.459,683.278,-15.7518,313.624,0.113704,59.8845,59.8564,-1.83406,743.342,743.134,-17.5858,
32.466,12.5,0,2279,4.97,1186.12,313.339,1.22927,682.438,682.254,-15.8401,313.698,0.112641,59.6018,59.5768,-1.72599,742.039,741.831,-17.5661,
32.716,12.5,0,2279,5.0,1193.28,313.068,1.22833,679.206,679.054,-14.3311,313.453,0.114229,60.6183,60.5942,-1.70707,739.823,739.649,-16.0382,
32.966,12.5,0,2278,5.03,1199.91,313.618,1.23407,683.706,683.517,-16.0761,314.086,0.113657,59.4524,59.4255,-1.78873,743.158,742.943,-17.8648,
33.216,12.5,0,2279,4.99,1190.9,312.744,1.22445,679.7,679.548,-14.3752,313.209,0.113272,60.177,60.1407,-2.08827,739.872,739.689,-16.4635,
33.466,12.5,0,2280,5.0,1193.81,312.939,1.23172,683.711,683.543,-15.1466,313.388,0.114348,60.202,60.1638,-2.14251,743.908,743.707,-17.2891,
33.716,12.5,0,2281,4.97,1187.16,315.316,1.22324,687.354,687.134,-17.4093,315.84,0.116214,60.9072,60.9018,-0.810665,748.257,748.035,-18.22,
33.919,12.5,0,2281,4.96,1184.77,316.088,1.21385,683.324,683.154,-15.2032,316.602,0.115852,60.6952,60.6888,-0.881274,744.017,743.843,-16.0845,
34.169,12.5,0,2281,4.94,1180.0,316.37,1.22839,688.415,688.239,-15.5729,316.889,0.11721,61.1604,61.1553,-0.791633,749.573,749.395,-16.3645,
34.419,12.5,0,2281,4.95,1182.39,316.45,1.2186,685.025,684.841,-15.8392,316.905,0.11611,60.4678,60.4631,-0.755935,745.489,745.304,-16.5951,
34.669,12.5,0,2281,4.95,1182.39,315.588,1.21504,683.289,683.138,-14.335,316.019,0.117833,61.784,61.7791,-0.776185,745.071,744.918,-15.1112,
34.919,12.5,0,2281,5.0,1194.33,315.52,1.22326,688.025,687.84,-15.9474,316.026,0.117931,61.1681,61.1633,-0.766813,749.19,749.003,-16.7143,
35.169,12.5,0,2281,4.94,1180.0,316.778,1.21939,683.587,683.442,-14.0601,317.257,0.116222,60.7691,60.7619,-0.934221,744.355,744.204,-14.9943,
35.419,12.5,0,2280,4.97,1186.64,316.667,1.22515,688.2,688.004,-16.4092,317.121,0.11655,60.3333,60.3312,-0.498305,748.526,748.335,-16.9075,
35.669,12.5,0,2281,4.96,1184.77,316.961,1.22262,684.084,683.886,-16.4762,317.414,0.117009,60.0255,60.0233,-0.517132,744.103,743.909,-16.9934,
35.919,12.5,0,2280,4.94,1179.48,317.387,1.2221,685.665,685.481,-15.9111,317.879,0.119724,61.4314,61.4297,-0.453301,747.09,746.91,-16.3644,
36.169,12.5,0,2281,4.97,1187.16,317.431,1.22671,685.777,685.569,-16.8823,317.905,0.115529,59.817,59.81,-0.913756,745.591,745.379,-17.796,
36.419,12.5,0,2281,4.92,1175.22,317.348,1.22101,684.626,684.472,-14.5098,317.811,0.118471,60.9657,60.9632,-0.551218,745.587,745.435,-15.061,
36.669,12.5,0,2281,4.99,1191.94,317.405,1.22853,686.775,686.595,-15.7198,317.887,0.115105,60.0831,60.0799,-0.618122,746.853,746.675,-16.338,
36.919,12.5,0,2281,4.93,1177.61,316.981,1.21984,682.192,682.047,-14.0524,317.46,0.117446,60.9,60.8968,-0.622712,743.089,742.944,-14.6751,
37.169,12.5,0,2281,4.96,1184.77,317.434,1.22056,683.562,683.407,-14.5546,317.936,0.117355,61.0589,61.0558,-0.614097,744.617,744.463,-15.1687,
37.419,12.5,0,2280,4.96,1184.25,317.473,1.22353,686.84,686.654,-15.9899,317.978,0.117752,60.8916,60.8871,-0.744809,747.729,747.541,-16.7347,
37.669,12.5,0,2281,4.98,1189.55,317.394,1.22874,686.421,686.247,-15.4523,317.897,0.117421,60.4248,60.4239,-0.328737,746.838,746.671,-15.7811,
37.919,12.5,0,2281,4.94,1180.0,317.82,1.22419,686.199,686.025,-15.4731,318.32,0.116644,59.8631,59.8619,-0.38961,746.055,745.887,-15.8628,
38.169,12.5,0,2281,4.96,1184.77,317.596,1.2287,686.477,686.295,-15.8076,318.085,0.115571,60.2227,60.2204,-0.521275,746.694,746.515,-16.3289,
38.419,12.5,0,2281,4.93,1177.61,318.029,1.24234,693.6,693.39,-17.0934,318.477,0.116961,60.1036,60.103,-0.262763,753.693,753.493,-17.3561,
38.669,12.5,0,2280,4.98,1189.03,318.452,1.22832,684.473,684.343,-13.3433,318.914,0.116233,60.0666,60.0657,-0.318063,744.534,744.409,-13.6614,
38.919,12.5,0,2280,4.99,1191.42,318.412,1.22993,685.725,685.548,-15.5838,318.877,0.118114,60.5955,60.5945,-0.353136,746.313,746.143,-15.9369,
39.169,12.5,0,2280,4.94,1179.48,318.423,1.23816,688.391,688.217,-15.4578,318.941,0.116549,59.8257,59.825,-0.286219,748.208,748.042,-15.744,
39.419,12.5,0,2281,4.96,1184.77,318.157,1.23213,686.411,686.255,-14.6342,318.614,0.117194,60.0241,60.0225,-0.450117,746.43,746.277,-15.0843,
