t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.967811,0.280606,0.687205,-0.0653036,0.0358811,0.0294225,-0.487198,0.937089,-0.449891,-0.785892,0.55495,0.230942,-0.851195,0.590831,0.260364,1.0032,0.985107,0,-0.0562744,-0.00439453,0.842529,-0.442261,-0.859741,0.00598145,-0.916016,0.00158691,0.00598145,0.00598145,0.00292969,0.00512695,-0.0125732,0.00244141,0.052002,-0.0184326,0.0549316,-0.0133057,1.2666
0.002,-0.544108,-0.448661,0.992768,-0.053104,-0.0179406,0.0710446,-0.335836,0.931097,-0.595262,-0.680761,-0.0499799,0.730741,-0.733865,-0.0679205,0.801786,1.00043,0.969604,0,-0.0705566,-0.00354004,0.895142,-0.384033,-0.852417,-0.00720215,-0.922974,-0.0107422,0.00769043,0.026001,0.00964355,-0.00244141,-0.0515137,-0.0385742,0.0408936,0.0184326,0.0505371,0.0159912,1.26648
0.004,0.204231,-0.946658,0.742428,-0.0136348,-0.0638684,0.0775032,-0.146633,0.896346,-0.749714,-0.208537,-0.60493,0.813467,-0.222172,-0.668798,0.89097,0.998454,1.02051,0,-0.0682373,0.00366211,0.815186,-0.479004,-0.817871,0.0335693,-0.886108,0.0372314,0.00268555,-0.0301514,0.0177002,-0.00439453,-0.0498047,0.0229492,0.0444336,0.000244141,0.0621338,-0.00415039,1.26648
0.006,0.770438,-0.914281,0.143843,0.0559745,-0.0925733,0.0365987,0.0354756,0.798084,-0.833559,0.425691,-0.825531,0.399839,0.481666,-0.918104,0.436438,0.99964,0.978882,0,-0.0966797,-0.0197754,0.843994,-0.410034,-0.836792,-0.039917,-0.933472,-0.0596924,-0.0194092,0.00939941,-0.0136719,-0.00756836,-0.000854492,0.00549316,-0.00366211,-0.00976562,-0.017334,-0.017334,1.2666
0.008,0.998293,-0.401636,-0.596657,0.0746327,-0.0688917,-0.00574098,0.232957,0.623128,-0.856085,0.782445,-0.630781,-0.151663,0.857077,-0.699673,-0.157404,0.994503,0.99353,0,-0.0754395,-0.00610352,0.832886,-0.458374,-0.830078,-0.0203857,-0.905518,-0.0264893,0.00769043,-0.00146484,0.00317383,0.0145264,0.020752,-0.0186768,0.0129395,0.00378418,0.0161133,0.0183105,1.2666
0.01,0.660702,0.326088,-0.986791,0.070327,-0.00502335,-0.0653036,0.425707,0.569204,-0.994911,0.777274,-0.0723847,-0.70489,0.847601,-0.0774081,-0.770193,0.99885,0.985107,0,-0.0853271,-0.00146484,0.867188,-0.453491,-0.865967,-0.00878906,-0.951294,-0.0102539,0.00720215,0.020752,0.00769043,0.0101318,-0.000366211,0.0181885,0.00170898,-0.0141602,0.00939941,-0.00402832,1.26648
0.012,-0.0723953,0.877278,-0.804883,0.0466454,0.0272696,-0.0739151,0.594808,0.382265,-0.977073,0.348136,0.546332,-0.894469,0.394782,0.573602,-0.968384,1.00241,1.01318,0,-0.069458,0.020752,0.877563,-0.491089,-0.899414,0.0299072,-0.968872,0.0506592,0.0200195,-0.0197754,0.0065918,-0.0101318,-0.0413818,-0.0114746,0.043457,-0.00292969,0.0500488,-0.0130615,1.2666
0.014,-0.68966,0.95668,-0.26702,-0.0186582,0.0574098,-0.0387516,0.728433,0.179749,-0.908181,-0.294709,0.86,-0.56529,-0.313367,0.917409,-0.604042,1.00122,0.990845,0,-0.0750732,0.00146484,0.856812,-0.428101,-0.872559,-0.00744629,-0.947632,-0.00598145,0.000976562,0.00585938,-0.0118408,-0.0181885,0.00219727,0.0146484,0.0239258,-0.0236816,0.012085,-0.0418701,1.2666
0.016,-0.981528,0.50879,0.472737,-0.0681741,0.0516688,0.0165053,0.785194,0.00958659,-0.79478,-0.732465,0.677314,0.0551503,-0.800639,0.728983,0.0716556,1.00438,0.962891,0,-0.0783691,0.00415039,0.877075,-0.383789,-0.873413,-0.0408936,-0.951782,-0.0367432,0.00012207,-0.0148926,-0.0106201,-0.0166016,-0.0229492,0.0332031,0.0480957,-0.0305176,0.0374756,-0.0471191,1.26648
0.018,-0.708712,-0.247457,0.956169,-0.0638684,0.00287049,0.0609979,0.930644,-0.234871,-0.695772,-0.791062,0.230942,0.56012,-0.85493,0.233812,0.621118,1.00241,1.00916,0,-0.0697021,0.0032959,0.812622,-0.4729,-0.809448,0.0617676,-0.87915,0.0650635,-0.0397949,0.020874,0.00378418,-0.0115967,0.0214844,0.00817871,-0.010376,-0.00512695,-0.0065918,-0.0167236,1.26648
