t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.95,1182.39,317.091,1.20778,674.779,674.652,-13.1037,317.7,0.107736,57.4669,57.4438,-1.62986,732.244,732.096,-14.7336
0.262,12.5,0.0,2280.0,5.01,1196.19,315.173,1.19592,675.955,675.798,-14.5537,315.647,0.112318,59.1554,59.1499,-0.805164,735.109,734.948,-15.3589
0.465,12.5,0.0,2281.0,4.95,1182.39,313.412,1.19629,677.211,677.12,-11.1024,314.065,0.107969,56.5983,56.5983,-0.0434379,733.803,733.718,-11.1459
0.715,12.5,0.0,2279.0,5.0,1193.28,315.18,1.21473,676.454,676.303,-14.2832,315.669,0.110302,58.6085,58.5729,-2.04272,735.057,734.876,-16.3259
0.965,12.5,0.0,2281.0,4.94,1180.0,314.456,1.20656,678.735,678.595,-13.8237,315.006,0.1107,57.5311,57.5289,0.504035,736.244,736.124,-13.3197
1.168,12.5,0.0,2279.0,5.0,1193.28,314.921,1.20526,674.106,673.981,-12.9686,315.443,0.107939,57.7135,57.6819,-1.90993,731.814,731.663,-14.8786
1.418,12.5,0.0,2280.0,4.97,1186.64,314.124,1.19766,678.015,677.84,-15.4048,314.605,0.111766,57.4351,57.4321,0.591617,735.421,735.272,-14.8132
1.621,12.5,0.0,2281.0,4.94,1180.0,314.557,1.20344,676.593,676.424,-15.1393,315.109,0.108874,58.0563,58.0178,-2.1148,734.644,734.442,-17.2541
1.871,12.5,0.0,2281.0,4.98,1189.55,314.9,1.20173,677.151,676.994,-14.5726,315.408,0.112411,57.7999,57.7978,0.490721,734.927,734.792,-14.0819
2.121,12.5,0.0,2282.0,4.99,1192.46,314.749,1.20172,673.533,673.383,-14.2275,315.285,0.108108,58.0456,58.0175,-1.8045,731.576,731.4,-16.032
2.371,12.5,0.0,2279.0,4.96,1183.74,313.438,1.20885,684.862,684.675,-15.9807,313.944,0.112247,58.7543,58.7541,-0.167792,743.605,743.429,-16.1485
2.637,12.5,0.0,2281.0,4.99,1191.94,316.024,1.20176,673.329,673.197,-13.325,316.664,0.108068,57.3827,57.3645,-1.44508,730.711,730.562,-14.7701
2.887,12.5,0.0,2279.0,4.96,1183.74,312.226,1.20178,681.515,681.376,-13.7239,312.647,0.112421,58.5813,58.5805,-0.300513,740.09,739.957,-14.0244
3.153,12.5,0.0,2281.0,4.97,1187.16,314.982,1.2019,673.649,673.542,-12.0095,315.579,0.106478,56.8799,56.8548,-1.68947,730.525,730.396,-13.699
3.403,12.5,0.0,2280.0,4.96,1184.25,314.259,1.20944,679.819,679.651,-15.1038,314.676,0.113332,58.8062,58.8053,-0.334954,738.618,738.457,-15.4388
3.637,12.5,0.0,2280.0,4.97,1186.64,314.651,1.20716,676.273,676.092,-15.6254,315.17,0.108031,57.6132,57.5771,-2.03719,733.882,733.669,-17.6626
3.84,12.5,0.0,2282.0,4.99,1192.46,316.384,1.21107,678.314,678.155,-14.6703,316.882,0.111583,57.4217,57.4216,-0.0841928,735.725,735.577,-14.7545
4.09,12.5,0.0,2281.0,4.96,1184.77,316.417,1.20704,675.91,675.781,-13.1573,317.102,0.107515,57.2233,57.2085,-1.29871,733.133,732.99,-14.456
4.34,12.5,0.0,2280.0,5.0,1193.81,314.834,1.20044,675.137,674.976,-14.7271,315.254,0.111925,59.0528,59.0486,-0.702521,734.187,734.025,-15.4297
4.59,12.5,0.0,2282.0,4.94,1180.51,313.192,1.19502,678.639,678.5,-13.7446,313.775,0.109951,57.7277,57.727,0.284834,736.35,736.227,-13.4597
4.825,12.5,0.0,2279.0,5.01,1195.67,314.69,1.20605,675.209,675.053,-14.5299,315.137,0.111777,58.9769,58.9658,-1.14582,734.186,734.019,-15.6757
5.028,12.5,0.0,2281.0,4.92,1175.22,314.418,1.20814,678.218,678.082,-13.5944,315.004,0.109992,57.6834,57.6819,0.425159,735.882,735.764,-13.1692
5.278,12.5,0.0,2288.0,4.81,1152.47,317.107,1.19006,678.168,677.959,-16.8518,317.556,0.108862,57.1488,57.1475,-0.39336,735.309,735.107,-17.2451
5.481,12.5,0.0,2282.0,5.0,1194.85,228.918,1.74268,639.02,638.113,34.0344,229.588,0.386834,163.632,35.3234,159.774,700.77,673.436,193.808
5.731,12.5,0.0,2268.0,5.61,1332.4,229.33,1.73513,637.598,636.827,31.3486,229.897,0.382458,162.814,35.6004,158.874,698.816,672.427,190.223
5.965,12.5,0.0,2277.0,4.81,1146.93,316.558,1.26343,707.732,707.652,10.6084,317.163,0.118062,62.5406,62.4274,-3.76138,770.11,770.08,6.847
6.168,12.5,0.0,2278.0,4.83,1152.2,314.09,1.16831,654.529,654.507,5.45131,314.569,0.102666,54.2143,54.19,-1.62244,708.707,708.697,3.82887
