t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
4.263,12.5,0,2280,4.98,1189.03,316.212,1.23546,685.793,685.62,-15.3956,316.624,0.111699,57.8414,57.84,0.40376,743.611,743.46,-14.9918,
4.513,12.5,0,2280,5.0,1193.81,316.111,1.19681,675.8,675.688,-12.3043,316.804,0.107322,57.2645,57.2576,-0.885645,733.064,732.946,-13.1899,
4.763,12.5,0,2280,4.98,1189.03,317.089,1.22704,684.619,684.503,-12.558,317.733,0.108961,58.0008,57.9716,-1.84139,742.615,742.475,-14.3994,
5.013,12.5,0,2279,5.0,1193.28,312.59,1.1903,678.729,678.587,-13.8735,313.222,0.105449,56.8139,56.8114,-0.532271,735.539,735.398,-14.4058,
5.263,12.5,0,2280,4.98,1189.03,310.063,1.22098,688.069,687.893,-15.576,310.693,0.108065,57.624,57.6234,-0.277526,745.685,745.516,-15.8535,
5.513,12.5,0,2283,5.01,1197.77,298.071,1.16707,647.004,645.921,37.4226,299.054,0.146005,65.2421,56.2071,33.1255,705.664,702.128,70.5481,
5.763,12.5,0,2281,4.99,1191.94,298.448,1.1412,657.437,656.219,39.9993,299.436,0.117951,57.5385,50.8981,26.8342,710.269,707.117,66.8335,
6.013,12.5,0,2279,4.89,1167.03,311.182,1.13971,660.429,660.382,-7.87519,311.767,0.110216,53.2099,53.1142,3.18965,713.512,713.497,-4.68553,
6.263,12.5,0,2280,4.93,1177.09,317.714,1.21857,673.891,673.606,-19.596,318.187,0.112818,57.6352,57.6346,0.257301,731.496,731.241,-19.3387,
6.513,12.5,0,2278,5.03,1199.91,310.967,1.23647,697.568,697.254,-20.9083,311.539,0.113449,59.3513,59.3507,0.271222,756.887,756.605,-20.6371,
6.763,12.5,0,2280,4.93,1177.09,313.227,1.21815,675.665,675.401,-18.8931,313.671,0.110444,57.1611,57.1599,0.361833,732.796,732.561,-18.5312,
7.013,12.5,0,2278,4.98,1187.99,315.398,1.25905,697.11,696.815,-20.3045,315.858,0.116896,59.862,59.8615,0.244081,756.942,756.676,-20.0604,
7.263,12.5,0,2280,4.95,1181.87,317.432,1.23408,679.154,678.971,-15.7685,317.853,0.113284,57.9403,57.9401,0.148246,737.077,736.911,-15.6202,
7.513,12.5,0,2279,4.97,1186.12,318.725,1.24772,686.267,686.086,-15.7743,319.191,0.115311,59.4806,59.4804,-0.12381,745.736,745.567,-15.8981,
7.763,12.5,0,2280,4.95,1181.87,310.599,1.216,684.178,684.03,-14.2188,311.17,0.108866,57.0539,57.0525,0.407199,741.211,741.083,-13.8116,
8.013,12.5,0,2279,5.0,1193.28,313.452,1.24283,690.864,690.633,-17.8698,313.876,0.113151,57.8897,57.8886,0.349768,748.726,748.521,-17.52,
8.247,12.5,0,2280,4.97,1186.64,309.737,1.2208,687.319,687.132,-16.0145,310.297,0.106771,56.2809,56.2805,0.227792,743.58,743.413,-15.7867,
8.497,12.5,0,2281,4.93,1177.61,317.224,1.2218,679.84,679.74,-11.6791,317.884,0.10771,57.9011,57.8881,-1.22826,737.741,737.628,-12.9074,
8.747,12.5,0,2280,4.96,1184.25,313.236,1.20291,681.446,681.351,-11.352,313.87,0.108293,58.3359,58.3303,-0.810182,739.781,739.681,-12.1622,
8.997,12.5,0,2281,4.94,1180.0,311.967,1.19788,680.809,680.678,-13.3439,312.64,0.107366,57.6039,57.6019,-0.484073,738.41,738.28,-13.828,
9.247,12.5,0,2281,4.95,1182.39,312.497,1.20719,682.886,682.763,-12.9323,313.187,0.107188,57.3042,57.3013,-0.571894,740.188,740.065,-13.5041,
9.497,12.5,0,2281,4.94,1180.0,312.85,1.20089,681.956,681.857,-11.6016,313.483,0.109131,58.0987,58.0937,-0.76507,740.054,739.951,-12.3667,
9.747,12.5,0,2280,4.99,1191.42,313.122,1.21036,684.276,684.149,-13.1864,313.817,0.105909,56.7744,56.7709,-0.635759,741.049,740.92,-13.8221,
9.997,12.5,0,2281,4.91,1172.83,313.49,1.19509,677.456,677.358,-11.5041,314.12,0.108867,58.345,58.3413,-0.653211,735.8,735.699,-12.1574,
10.247,12.5,0,2280,4.96,1184.25,313.965,1.21402,684.854,684.733,-12.9022,314.614,0.107373,57.1394,57.1299,-1.04262,741.994,741.862,-13.9448,
10.497,12.5,0,2280,4.95,1181.87,314.853,1.20337,679.212,679.07,-13.9286,315.555,0.108046,57.6074,57.6025,-0.753528,736.818,736.672,-14.6821,
10.747,12.5,0,2281,5.04,1203.88,316.134,1.23739,687.323,687.149,-15.4601,316.821,0.106023,57.1745,57.1553,-1.47887,744.497,744.305,-16.939,
10.997,12.5,0,2282,5.01,1197.24,311.316,1.21545,683.776,683.604,-15.3322,311.777,0.110849,58.7962,58.7742,-1.60897,742.571,742.378,-16.9412,
11.247,12.5,0,2282,5.01,1197.24,310.549,1.20811,680.46,680.288,-15.3017,311.06,0.111777,59.9994,59.9784,-1.5883,740.459,740.266,-16.89,
11.497,12.5,0,2282,4.97,1187.68,310.684,1.2134,682.46,682.271,-16.0386,311.126,0.109196,58.8953,58.8784,-1.40809,741.355,741.149,-17.4467,
11.747,12.5,0,2282,5.0,1194.85,310.692,1.20427,679.037,678.888,-14.1897,311.183,0.112545,59.8872,59.8697,-1.44886,738.924,738.758,-15.6386,
11.997,12.5,0,2282,4.98,1190.07,311.249,1.21783,684.716,684.534,-15.7765,311.783,0.111411,59.3934,59.3773,-1.38262,744.109,743.911,-17.1592,
12.247,12.5,0,2282,5.0,1194.85,310.67,1.21866,683.597,683.341,-18.7051,311.13,0.110003,58.8683,58.8469,-1.58752,742.465,742.188,-20.2926,
12.497,12.5,0,2281,5.02,1199.11,310.856,1.2139,682.106,681.931,-15.4309,311.293,0.111014,59.6673,59.6402,-1.7986,741.771,741.571,-17.2295,
12.747,12.5,0,2282,4.96,1185.29,310.904,1.22328,685.057,684.782,-19.4137,311.391,0.110843,59.2508,59.2264,-1.70157,744.308,744.008,-21.1153,
12.997,12.5,0,2282,4.99,1192.46,310.822,1.21211,682.282,682.07,-17.0211,311.364,0.112071,59.5502,59.5255,-1.71728,741.832,741.595,-18.7384,
13.247,12.5,0,2281,4.99,1191.94,310.497,1.22021,685.585,685.309,-19.4563,310.985,0.110593,59.2738,59.254,-1.52982,744.859,744.563,-20.9861,
13.497,12.5,0,2282,4.96,1185.29,311.085,1.20697,680.757,680.546,-16.9338,311.555,0.111359,59.4579,59.4277,-1.89285,740.213,739.974,-18.8267,
13.747,12.5,0,2281,4.99,1191.94,311.678,1.22305,688.484,688.233,-18.6047,312.165,0.112178,59.77,59.7547,-1.35148,748.254,747.987,-19.9562,
13.997,12.5,0,2281,5.01,1196.72,311.971,1.20031,679.626,679.46,-15.0197,312.426,0.111628,59.5248,59.5123,-1.21974,739.151,738.972,-16.2394,
14.247,12.5,0,2282,4.99,1192.46,313.723,1.22573,688.631,688.422,-16.974,314.158,0.111822,59.4966,59.4828,-1.27844,748.128,747.905,-18.2524,
14.497,12.5,0,2280,4.94,1179.48,316.962,1.21337,680.229,680.062,-15.0937,317.447,0.113674,59.388,59.3852,-0.570991,739.613,739.447,-15.6647,
14.747,12.5,0,2280,4.96,1184.25,313.724,1.20851,685.061,684.92,-13.8976,314.233,0.111021,58.9702,58.9673,-0.580893,744.028,743.887,-14.4785,
14.997,12.5,0,2281,4.93,1177.61,314.26,1.2429,687.788,687.594,-16.3297,314.765,0.112438,58.0943,58.0942,0.130209,745.864,745.688,-16.1995,
15.247,12.5,0,2281,4.96,1184.77,319.237,1.2488,686.298,686.124,-15.4629,319.665,0.113835,58.2829,58.2829,0.0916698,744.565,744.407,-15.3712,
15.497,12.5,0,2280,4.94,1179.48,318.114,1.21452,679.998,679.844,-14.4875,318.622,0.11491,59.8708,59.8706,-0.157904,739.859,739.714,-14.6454,
15.747,12.5,0,2281,4.96,1184.77,315.663,1.21723,685.385,685.235,-14.3396,316.109,0.112489,58.9184,58.9159,-0.539266,744.299,744.151,-14.8789,
15.997,12.5,0,2282,4.92,1175.73,316.071,1.24417,685.94,685.81,-13.3603,316.546,0.114469,58.7945,58.7942,-0.170916,744.727,744.605,-13.5312,
16.247,12.5,0,2281,4.93,1177.61,315.157,1.23833,684.448,684.278,-15.2496,315.603,0.113723,58.2288,58.2263,0.532757,742.65,742.504,-14.7168,
16.497,12.5,0,2281,4.96,1184.77,317.945,1.24131,686.337,686.149,-16.0918,318.39,0.113722,58.6985,58.6977,0.297266,745.014,744.847,-15.7945,
16.747,12.5,0,2282,4.94,1180.51,319.75,1.23105,679.287,679.109,-15.5206,320.223,0.113339,58.3572,58.3569,-0.209433,737.634,737.466,-15.73,
16.997,12.5,0,2280,4.97,1186.64,318.086,1.23161,685.497,685.376,-12.8847,318.568,0.114276,59.7002,59.6991,-0.363336,745.193,745.075,-13.2481,
17.247,12.5,0,2279,4.95,1181.35,313.309,1.24246,688.138,688.003,-13.6438,313.752,0.112433,58.3191,58.3177,0.403129,746.438,746.32,-13.2407,
17.497,12.5,0,2281,4.96,1184.77,317.2,1.22685,673.134,673.023,-12.2212,317.688,0.109963,58.3078,58.2712,-2.06651,731.434,731.295,-14.2877,
17.747,12.5,0,2280,4.99,1191.42,318.913,1.23891,684.698,684.539,-14.749,319.533,0.1099,57.8876,57.8721,-1.33941,742.585,742.411,-16.0884,
17.997,12.5,0,2281,4.94,1180.0,311.379,1.21886,675.988,675.836,-14.3082,311.829,0.109723,58.2757,58.2547,-1.56241,734.263,734.091,-15.8706,
18.247,12.5,0,2279,5.04,1202.83,313.322,1.23739,681.292,681.158,-13.505,313.744,0.110093,58.8766,58.853,-1.66702,740.166,740.011,-15.172,
18.497,12.5,0,2279,4.98,1188.51,313.289,1.21051,681.194,681.021,-15.3289,313.8,0.112751,59.8675,59.8577,-1.07961,741.061,740.879,-16.4086,
18.747,12.5,0,2279,5.05,1205.21,312.435,1.20249,681.818,681.679,-13.7684,312.884,0.110963,59.2272,59.2154,-1.1853,741.045,740.894,-14.9537,
18.997,12.5,0,2278,5.02,1197.53,312.685,1.21035,683.956,683.783,-15.3424,313.183,0.113044,59.8333,59.8207,-1.22896,743.789,743.604,-16.5714,
19.247,12.5,0,2279,5.03,1200.44,314.581,1.21944,684.786,684.632,-14.5217,315.118,0.111318,58.8857,58.8817,-0.68347,743.669,743.514,-15.2051,
19.497,12.5,0,2281,4.94,1180.0,310.737,1.22022,682.744,682.616,-13.2188,311.312,0.111295,57.8926,57.8926,0.0234125,740.627,740.509,-13.1954,
19.731,12.5,0,2281,4.94,1180.0,309.873,1.21189,683.304,683.187,-12.6545,310.395,0.109438,57.169,57.1688,-0.162787,740.467,740.356,-12.8173,
19.981,12.5,0,2281,4.98,1189.55,314.172,1.2151,685.264,685.138,-13.1533,314.757,0.107459,57.7821,57.7739,-0.974078,743.046,742.912,-14.1273,
20.231,12.5,0,2281,4.94,1180.0,311.295,1.19484,678.585,678.487,-11.534,311.936,0.10967,58.3125,58.3032,-1.04342,736.897,736.79,-12.5774,
20.481,12.5,0,2281,4.99,1191.94,310.587,1.20795,684.496,684.37,-13.1259,311.221,0.109496,58.1121,58.1103,-0.460412,742.605,742.48,-13.5864,
20.731,12.5,0,2280,4.96,1184.25,311.067,1.21091,687.468,687.301,-15.1376,311.734,0.108891,57.5266,57.5247,-0.464064,744.989,744.826,-15.6016,
20.997,12.5,0,2281,4.99,1191.94,317.183,1.22901,678.085,677.912,-15.3026,317.652,0.108912,57.3557,57.3361,-1.50118,735.441,735.249,-16.8038,
21.231,12.5,0,2281,4.93,1177.61,318.239,1.2362,682.52,682.384,-13.6039,318.836,0.110245,58.1972,58.1763,-1.56054,740.716,740.561,-15.1644,
21.481,12.5,0,2281,4.98,1189.55,317.303,1.23966,680.213,680.098,-12.5009,317.706,0.110274,58.4528,58.4306,-1.60949,738.664,738.529,-14.1103,
21.731,12.5,0,2281,4.96,1184.77,316.248,1.2377,680.777,680.658,-12.7324,316.666,0.109994,57.9794,57.9539,-1.71889,738.753,738.611,-14.4513,
21.981,12.5,0,2281,4.96,1184.77,318.079,1.23984,684.606,684.452,-14.4854,318.62,0.107279,57.3342,57.3103,-1.65715,741.938,741.763,-16.1425,
22.231,12.5,0,2281,4.94,1180.0,313.019,1.19751,678.888,678.735,-14.3992,313.542,0.112237,59.7757,59.7689,-0.906186,738.662,738.504,-15.3054,
22.481,12.5,0,2280,4.94,1179.48,311.285,1.20414,680.982,680.846,-13.6213,311.712,0.114394,60.9634,60.949,-1.3251,741.945,741.795,-14.9464,
22.731,12.5,0,2281,4.96,1184.77,311.309,1.21031,679.688,679.492,-16.3041,311.78,0.110292,59.0269,59.011,-1.3693,738.714,738.503,-17.6734,
22.981,12.5,0,2280,4.96,1184.25,311.261,1.20639,681.884,681.758,-13.0829,311.827,0.113156,60.1061,60.0866,-1.53229,741.989,741.845,-14.6152,
23.231,12.5,0,2281,4.95,1182.39,315.493,1.21493,683.939,683.73,-16.8808,315.985,0.112967,59.3602,59.3584,-0.464725,743.291,743.089,-17.3455,
23.481,12.5,0,2280,4.95,1181.87,315.124,1.21156,682.549,682.408,-13.8902,315.6,0.112138,59.4549,59.4483,-0.888398,742.003,741.856,-14.7786,
23.731,12.5,0,2281,4.94,1180.0,311.459,1.22042,687.137,686.971,-15.0643,311.927,0.111441,59.3597,59.3399,-1.53488,746.496,746.311,-16.5991,
23.981,12.5,0,2280,4.96,1184.25,311.145,1.22046,682.558,682.403,-14.51,311.626,0.111076,58.9178,58.8827,-2.0326,741.471,741.286,-16.5426,
24.231,12.5,0,2280,4.88,1165.15,309.945,1.21253,677.765,677.59,-15.3933,310.438,0.111033,59.0694,59.0481,-1.58684,736.834,736.638,-16.9801,
24.481,12.5,0,2280,4.97,1186.64,310.722,1.21175,683.291,683.131,-14.8137,311.175,0.112081,59.6852,59.6548,-1.90452,742.974,742.785,-16.7182,
24.731,12.5,0,2279,4.92,1174.19,310.98,1.21524,678.472,678.294,-15.5337,311.439,0.110591,59.0557,59.0402,-1.35232,737.527,737.334,-16.886,
24.981,12.5,0,2280,4.99,1191.42,311.022,1.21374,684.718,684.555,-14.9568,311.546,0.112264,59.5762,59.5533,-1.65344,744.293,744.108,-16.6102,
25.231,12.5,0,2280,4.9,1169.93,318.484,1.23243,685.706,685.512,-16.325,318.94,0.11462,58.9836,58.9836,0.0177878,744.674,744.496,-16.3073,
25.481,12.5,0,2280,4.99,1191.42,315.21,1.21469,686.345,686.188,-14.6636,315.739,0.112538,59.5964,59.5886,-0.964002,745.94,745.777,-15.6276,
25.731,12.5,0,2279,4.95,1181.35,317.185,1.22777,685.689,685.504,-15.9596,317.69,0.11197,58.5862,58.5838,-0.528502,744.27,744.088,-16.4881,
25.981,12.5,0,2280,4.95,1181.87,314.878,1.2359,680.868,680.723,-14.0499,315.327,0.11455,59.1036,59.1023,0.391213,739.951,739.825,-13.6587,
26.231,12.5,0,2278,4.99,1190.37,317.659,1.24479,689.098,688.884,-17.1545,318.077,0.114842,58.7007,58.7002,0.242317,747.776,747.585,-16.9121,
26.481,12.5,0,2280,4.97,1186.64,319.865,1.23222,682.285,682.126,-14.7179,320.276,0.113711,58.7467,58.7467,-0.0697995,741.02,740.873,-14.7877,
26.731,12.5,0,2280,5.03,1200.97,309.863,1.19932,682.98,682.816,-14.9559,310.501,0.108054,57.5806,57.5797,-0.336616,740.554,740.396,-15.2926,
26.981,12.5,0,2281,5.01,1196.72,313.586,1.19986,679.977,679.868,-12.1945,314.236,0.107734,57.6662,57.6566,-1.05649,737.643,737.524,-13.251,
27.231,12.5,0,2280,4.99,1191.42,314.831,1.2099,681.773,681.661,-12.3565,315.423,0.106785,57.371,57.3613,-1.05534,739.144,739.023,-13.4119,
27.481,12.5,0,2281,4.94,1180.0,312.222,1.20393,683.852,683.741,-12.3017,312.885,0.107614,57.9696,57.9667,-0.582,741.82,741.708,-12.8837,
27.731,12.5,0,2281,5.01,1196.72,309.715,1.20323,682.825,682.673,-14.4201,310.255,0.109135,57.8728,57.8726,-0.175376,740.689,740.545,-14.5955,
27.981,12.5,0,2280,4.99,1191.42,317.56,1.23879,681.742,681.615,-13.1701,318.091,0.109063,57.866,57.8448,-1.56868,739.606,739.459,-14.7388,
28.231,12.5,0,2281,4.99,1191.94,318.185,1.21148,677.615,677.502,-12.3634,318.791,0.108895,57.7145,57.7003,-1.28173,735.329,735.202,-13.6451,
28.481,12.5,0,2281,4.99,1191.94,312.993,1.21374,686.019,685.893,-13.1497,313.629,0.10715,57.5988,57.5982,-0.260439,743.612,743.491,-13.4101,
28.731,12.5,0,2281,4.97,1187.16,314.202,1.19684,679.072,678.973,-11.5964,314.822,0.107904,57.7662,57.7643,-0.469767,736.836,736.737,-12.0661,
28.981,12.5,0,2281,4.96,1184.77,312.874,1.19543,679.112,679.002,-12.2595,313.567,0.107781,57.5537,57.5488,-0.748063,736.665,736.551,-13.0076,
29.231,12.5,0,2281,4.97,1187.16,315.052,1.21183,681.54,681.432,-12.1196,315.669,0.106808,57.151,57.1421,-1.01224,738.691,738.575,-13.1318,
29.481,12.5,0,2281,4.93,1177.61,316.476,1.23,678.361,678.171,-16.0715,316.947,0.110766,58.8205,58.7965,-1.68048,737.181,736.967,-17.752,
29.731,12.5,0,2281,5.0,1194.33,319.611,1.23509,683.571,683.419,-14.447,320.158,0.10893,57.6009,57.5707,-1.86425,741.169,740.989,-16.3113,
29.981,12.5,0,2281,4.96,1184.77,318.389,1.21689,677.274,677.143,-13.3196,318.979,0.107272,57.3202,57.3033,-1.39095,734.593,734.446,-14.7106,
30.231,12.5,0,2281,4.95,1182.39,311.502,1.21502,685.061,684.863,-16.4723,311.943,0.111183,59.49,59.4692,-1.57108,744.551,744.332,-18.0434,
30.481,12.5,0,2281,4.96,1184.77,311.313,1.21441,683.274,683.065,-16.8995,311.796,0.111402,59.8028,59.7778,-1.72734,743.076,742.843,-18.6268,
30.731,12.5,0,2280,4.95,1181.87,315.902,1.21641,685.493,685.329,-14.9757,316.448,0.11196,58.8638,58.8521,-1.17291,744.356,744.181,-16.1486,
30.997,12.5,0,2281,4.94,1180.0,314.54,1.22013,685.311,685.1,-17.0087,315.013,0.113462,60.2146,60.2128,-0.465242,745.517,745.312,-17.4739,
31.247,12.5,0,2280,4.99,1191.42,315.322,1.20686,682.471,682.314,-14.6359,315.74,0.114058,60.1909,60.1816,-1.05999,742.662,742.496,-15.6959,
31.497,12.5,0,2281,4.94,1180.0,313.157,1.20389,682.308,682.159,-14.2461,313.647,0.112999,59.7599,59.7458,-1.29819,742.068,741.905,-15.5443,
31.747,12.5,0,2279,5.01,1195.67,313.268,1.21195,682.168,682.003,-14.9907,313.68,0.114921,61.0712,61.0527,-1.50094,743.239,743.056,-16.4916,
31.997,12.5,0,2280,4.95,1181.87,315.08,1.20857,681.883,681.7,-15.8115,315.577,0.111309,58.9524,58.9423,-1.09499,740.835,740.642,-16.9065,
32.247,12.5,0,2279,5.02,1198.05,313.174,1.23822,687.615,687.427,-16.0784,313.672,0.1129,58.2986,58.2974,0.378175,745.89,745.725,-15.7002,
32.497,12.5,0,2279,4.99,1190.9,318.067,1.24206,687.457,687.304,-14.523,318.512,0.116177,59.4171,59.416,0.353523,746.854,746.72,-14.1695,
32.747,12.5,0,2280,4.98,1189.03,318.967,1.22553,680.806,680.59,-17.1622,319.415,0.116309,59.444,59.4438,-0.135148,740.236,740.034,-17.2974,
32.997,12.5,0,2280,4.98,1189.03,311.242,1.22266,685.122,684.998,-13.0266,311.753,0.111511,58.3826,58.3826,0.0380373,743.494,743.381,-12.9886,
33.247,12.5,0,2280,4.97,1186.64,313.79,1.23871,684.311,684.119,-16.2155,314.238,0.111791,58.1091,58.1058,0.621495,742.389,742.225,-15.594,
33.497,12.5,0,2280,5.01,1196.19,318.341,1.24029,684.132,683.945,-16.0273,318.764,0.115698,59.3014,59.3014,-0.0102507,743.419,743.246,-16.0376,
33.747,12.5,0,2280,4.96,1184.25,318.741,1.22296,679.592,679.466,-13.0979,319.199,0.114919,58.9795,58.9793,-0.143326,738.564,738.445,-13.2412,
33.997,12.5,0,2279,5.01,1195.67,311.772,1.22736,687.955,687.735,-17.4042,312.246,0.111403,57.8883,57.8857,0.553657,745.811,745.62,-16.8505,
34.247,12.5,0,2280,4.99,1191.42,312.809,1.22786,683.126,682.952,-15.4019,313.267,0.112396,58.4662,58.4643,0.464907,741.567,741.417,-14.937,
34.497,12.5,0,2279,4.98,1188.51,311.178,1.22258,688.912,688.712,-16.5837,311.722,0.111039,57.548,57.5466,0.399335,746.434,746.259,-16.1844,
34.747,12.5,0,2279,5.01,1195.67,313.167,1.2339,685.88,685.769,-12.3687,313.609,0.113276,58.3233,58.3228,0.231594,744.19,744.091,-12.1372,
34.997,12.5,0,2279,4.96,1183.74,312.304,1.22411,679.887,679.761,-13.0913,312.757,0.111884,57.9244,57.9233,0.35416,737.795,737.685,-12.7371,
35.247,12.5,0,2281,4.96,1184.77,319.383,1.22892,678.936,678.815,-12.8432,319.969,0.111068,58.4562,58.4309,-1.72057,737.39,737.246,-14.5638,
35.497,12.5,0,2281,4.96,1184.77,317.417,1.23087,679.435,679.311,-12.9646,317.998,0.110481,58.5498,58.5227,-1.78187,737.981,737.834,-14.7464,
35.747,12.5,0,2280,4.94,1179.48,314.883,1.23164,679.416,679.237,-15.5851,315.324,0.109695,58.2348,58.2137,-1.56698,737.65,737.45,-17.152,
35.997,12.5,0,2279,4.99,1190.9,311.785,1.22002,676.216,676.083,-13.399,312.13,0.111855,59.1727,59.1503,-1.62736,735.387,735.234,-15.0264,
36.247,12.5,0,2281,4.95,1182.39,314.742,1.22097,681.892,681.714,-15.5838,315.325,0.110063,58.7783,58.7345,-2.26695,740.664,740.449,-17.8508,
36.497,12.5,0,2281,4.94,1180.0,313.198,1.23202,684.613,684.398,-17.1489,313.607,0.110896,58.7054,58.677,-1.82696,743.318,743.075,-18.9758,
36.747,12.5,0,2281,4.96,1184.77,313.327,1.2192,678.923,678.786,-13.6817,313.772,0.111037,59.5016,59.4759,-1.74906,738.423,738.261,-15.4308,
36.997,12.5,0,2280,4.96,1184.25,314.176,1.23709,679.983,679.832,-14.3048,314.584,0.10981,58.4501,58.4289,-1.57481,738.432,738.261,-15.8796,
37.247,12.5,0,2281,4.97,1187.16,314.522,1.2014,679.421,679.241,-15.6557,315.032,0.112536,59.5875,59.5794,-0.981273,739.008,738.82,-16.6369,
37.497,12.5,0,2279,5.0,1193.28,311.292,1.2055,681.975,681.828,-14.1579,311.774,0.112496,59.8348,59.8094,-1.74559,741.808,741.638,-15.9035,
37.747,12.5,0,2282,4.97,1187.68,310.443,1.21407,687.044,686.836,-16.8922,311.127,0.109434,57.4294,57.4294,0.0500048,744.456,744.266,-16.8422,
37.997,12.5,0,2281,4.98,1189.55,311.376,1.19776,682.39,682.242,-14.2067,312.052,0.107104,57.3812,57.3811,-0.100293,739.762,739.623,-14.307,
38.247,12.5,0,2282,4.96,1185.29,311.035,1.20137,682.499,682.344,-14.5722,311.68,0.108117,57.5388,57.5368,-0.473476,740.034,739.881,-15.0457,
38.497,12.5,0,2281,5.0,1194.33,311.408,1.19719,680.963,680.84,-12.96,312.078,0.108222,58.0213,58.0193,-0.491289,738.982,738.859,-13.4513,
38.747,12.5,0,2281,4.95,1182.39,314.618,1.22456,685.59,685.419,-15.3175,315.278,0.106784,57.636,57.6293,-0.878226,743.225,743.048,-16.1957,
38.997,12.5,0,2280,5.01,1196.19,315.809,1.23158,675.169,675.042,-13.1193,316.229,0.10954,58.3942,58.3628,-1.91562,733.558,733.404,-15.0349,
39.247,12.5,0,2281,4.92,1175.22,319.308,1.23656,682.78,682.586,-16.2895,319.899,0.111213,58.5414,58.5257,-1.35817,741.322,741.111,-17.6477,
39.497,12.5,0,2281,4.96,1184.77,315.851,1.21043,679.865,679.723,-13.9198,316.541,0.10629,56.8823,56.8735,-0.999768,736.747,736.596,-14.9196,
39.747,12.5,0,2281,4.9,1170.44,312.777,1.19783,679.431,679.353,-10.2519,313.415,0.109065,57.9802,57.977,-0.604942,737.41,737.33,-10.8568,
39.997,12.5,0,2281,4.96,1184.77,314.907,1.23304,679.62,679.451,-15.1607,315.333,0.11091,58.8661,58.8412,-1.71151,738.485,738.292,-16.8722,
40.247,12.5,0,2281,4.94,1180.0,319.458,1.2402,679.697,679.584,-12.3857,320.082,0.112331,59.2355,59.2133,-1.6208,738.93,738.798,-14.0065,
