t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.818448,-0.0423992,0.860847,-0.0724798,0.0165053,0.0559745,0.0,-0.819653,0.819653,-0.816914,0.337795,0.479118,-0.889393,0.354301,0.535093,1.00596,0.99353,0,-0.0612793,0.00268555,0.874146,-0.427856,-0.869263,-0.00878906,-0.930542,-0.00610352,-0.0352783,-0.00170898,0.00158691,-0.0119629,-0.0310059,-0.00671387,0.0367432,0.0155029,0.0383301,0.00354004,1.2666
0.002,-0.292629,-0.683783,0.976413,-0.0315754,-0.038034,0.0696093,-0.256607,-0.691433,0.94804,-0.573908,-0.243006,0.816914,-0.605483,-0.28104,0.886523,1.0032,0.987427,0,-0.0603027,-0.0115967,0.843506,-0.435303,-0.83252,0.0140381,-0.892822,0.00244141,-0.0115967,0.0217285,0.0,-0.00500488,0.0360107,-0.00476074,-0.000488281,0.00219727,-0.000488281,-0.00280762,1.2666
0.004,0.430561,-0.99985,0.569289,0.0172229,-0.0918556,0.0746327,-0.43635,-0.533254,0.969604,-0.015511,-0.7204,0.735912,0.00171191,-0.812256,0.810544,1.00201,0.971436,0,-0.0875244,-0.00964355,0.868286,-0.471313,-0.849243,0.00378418,-0.936768,-0.00585938,-0.0264893,0.0180664,0.00866699,0.0102539,0.0115967,0.00366211,-0.0201416,-0.0100098,-0.0114746,0.000244141,1.26648
0.006,0.940377,-0.738517,-0.20186,0.0638684,-0.0940085,0.0301401,-0.573522,-0.341522,0.915045,0.537715,-0.778998,0.241282,0.601584,-0.873006,0.271423,1.00201,1.03064,0,-0.0791016,-0.00402832,0.816406,-0.458008,-0.817139,0.0380859,-0.89624,0.0340576,0.0345459,0.0380859,0.00500488,0.020874,-0.0196533,0.0377197,0.00915527,-0.0126953,0.0141602,0.00817871,1.2666
0.008,0.912181,-0.121801,-0.790379,0.100467,-0.0509512,-0.0495159,-0.599538,-0.246855,0.846393,0.806573,-0.425691,-0.380882,0.90704,-0.476642,-0.430398,1.00043,0.991333,0,-0.0960693,-0.00976562,0.856567,-0.425537,-0.850342,-0.00158691,-0.946411,-0.0113525,0.00305176,-0.00354004,0.00219727,0.00512695,-0.0373535,0.0386963,0.0262451,-0.0444336,0.0284424,-0.0393066,1.2666
0.01,0.402365,0.589734,-0.9921,0.0717622,-0.0064586,-0.0653036,-0.756813,-0.0754944,0.832307,0.596312,0.229218,-0.825531,0.668075,0.22276,-0.890834,1.0032,1.00305,0,-0.0834961,0.00317383,0.890381,-0.407227,-0.856079,-0.0397949,-0.939575,-0.0366211,-0.0129395,0.0163574,-0.0131836,-0.000610352,-0.067627,-0.00268555,0.0476074,0.00378418,0.0344238,0.00317383,1.26648
0.012,-0.297964,0.972098,-0.674134,0.0157877,0.0538217,-0.0696093,-0.905811,0.201318,0.704492,0.136152,0.666974,-0.803126,0.15194,0.720795,-0.872735,1.00241,0.979614,0,-0.0853271,0.000732422,0.796021,-0.445923,-0.789917,0.010376,-0.875244,0.0111084,-0.0142822,0.0126953,-0.0192871,-0.00585938,-0.0457764,0.0203857,0.0516357,-0.0452881,0.0323486,-0.0511475,1.2666
0.014,-0.860361,0.802501,0.0578597,-0.0229639,0.0617155,-0.0387516,-0.964937,0.354704,0.610233,-0.506693,0.872064,-0.365371,-0.529657,0.933779,-0.404122,1.00043,1.00293,0,-0.0739746,0.00952148,0.854248,-0.49231,-0.871338,0.0605469,-0.945312,0.0700684,0.0153809,0.0401611,-0.00695801,-0.0133057,0.036499,-0.019165,-0.0133057,0.0142822,-0.0202637,0.000976562,1.2666
0.016,-0.957904,0.242061,0.715843,-0.0566921,0.0315754,0.0251168,-0.979127,0.481726,0.497401,-0.866893,0.522204,0.344689,-0.923586,0.55378,0.369806,1.00122,0.984985,0,-0.0529785,0.0012207,0.910034,-0.419922,-0.902222,-0.00939941,-0.9552,-0.00817871,0.00952148,0.0057373,0.00720215,0.00415039,0.010498,0.0441895,0.0112305,-0.0411377,0.0184326,-0.0369873,1.2666
0.018,-0.506767,-0.492602,0.999369,-0.0401868,-0.011482,0.0516688,-1.06072,0.65788,0.402841,-0.735912,-0.132705,0.868617,-0.776098,-0.144187,0.920286,0.998454,0.976074,0,-0.0661621,-0.000244141,0.950317,-0.405518,-0.924805,-0.0223389,-0.990967,-0.022583,0.00317383,0.0258789,0.0164795,-0.000976562,-0.0410156,0.0217285,0.0462646,-0.0238037,0.0627441,-0.0247803,1.26672
