t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.987624,0.471787,0.515837,-0.0638684,0.0466454,0.0172229,0.967302,-0.307969,-0.659333,-0.772104,0.716954,0.0551503,-0.835972,0.763599,0.0723733,1.00201,0.973511,0,-0.0716553,-0.000244141,0.843018,-0.42334,-0.9021,-0.00476074,-0.973755,-0.00500488,0.00500488,-0.00524902,-0.00805664,-0.0124512,-0.0372314,-0.0306396,0.0427246,-0.0152588,0.034668,-0.02771,1.2666
0.002,-0.690422,-0.278293,0.968715,-0.0523864,-0.0064586,0.058845,0.970849,-0.538047,-0.432802,-0.794509,0.151663,0.642845,-0.846895,0.145205,0.70169,0.99885,1.00476,0,-0.0649414,-0.00622559,0.877563,-0.453735,-0.874512,0.0177002,-0.939453,0.0114746,-0.0322266,0.0251465,0.0065918,0.0,0.0,0.00842285,0.0170898,0.00720215,0.0236816,0.00720215,1.2666
0.004,-0.0175273,-0.839504,0.857031,-0.0229639,-0.0574098,0.0803737,0.951929,-0.644698,-0.307231,-0.380882,-0.494629,0.875511,-0.403846,-0.552039,0.955884,0.999245,0.990967,0,-0.0780029,-0.00866699,0.869507,-0.454346,-0.86499,0.0180664,-0.942993,0.00939941,0.010498,0.00146484,0.00976562,0.00622559,-0.00952148,-0.00817871,0.0239258,0.0183105,0.0336914,0.0245361,1.2666
0.006,0.653082,-0.993683,0.340601,0.0243992,-0.0832442,0.058845,0.888073,-0.759737,-0.128336,0.253347,-0.828978,0.575631,0.277746,-0.912222,0.634476,1.00162,1.0116,0,-0.074585,-0.010376,0.868286,-0.452759,-0.860962,0.000854492,-0.935547,-0.00952148,0.00805664,-0.00366211,0.00964355,-0.00158691,0.0147705,-0.00109863,-0.00744629,0.00292969,0.00219727,0.00134277,1.2666
0.008,0.983814,-0.592047,-0.391767,0.0861147,-0.0789384,-0.00717622,0.762726,-0.82924,0.0665143,0.71523,-0.696272,-0.018958,0.801345,-0.775211,-0.0261342,1.00003,0.967285,0,-0.0919189,-0.00793457,0.811401,-0.405884,-0.846802,-0.0611572,-0.938721,-0.0690918,0.000366211,-0.026001,-0.00524902,0.000976562,-0.0311279,-0.0264893,0.0224609,-0.0202637,0.0172119,-0.0192871,1.2666
0.01,0.759007,0.171909,-0.930917,0.0897028,-0.0495159,-0.0401868,0.661029,-0.946676,0.285647,0.827254,-0.275751,-0.551503,0.916957,-0.325267,-0.59169,1.00003,1.02063,0,-0.0753174,0.00500488,0.806396,-0.490601,-0.81897,0.0506592,-0.894287,0.0556641,-0.0457764,0.00402832,-0.012085,0.0100098,0.0251465,0.019043,-0.0236816,-0.0247803,-0.0357666,-0.0147705,1.2666
0.012,0.182893,0.747768,-0.930661,0.0487983,0.0165053,-0.0653036,0.519126,-0.946676,0.427549,0.480842,0.377435,-0.858276,0.52964,0.39394,-0.92358,1.00833,0.982178,0,-0.0799561,0.00561523,0.863525,-0.439697,-0.876465,-0.00390625,-0.956421,0.00170898,0.00817871,0.0229492,-0.00976562,0.00390625,-0.0106201,-0.00561523,0.0314941,0.00842285,0.0217285,0.0123291,1.2666
0.014,-0.545632,0.995996,-0.450364,0.0129172,0.0480807,-0.0609979,0.319281,-0.938287,0.619007,-0.115471,0.794509,-0.679038,-0.102554,0.842589,-0.740036,1.00162,1.00098,0,-0.0668945,0.010498,0.839722,-0.490723,-0.850464,-0.000854492,-0.917358,0.00964355,0.00427246,-0.00231934,-0.00366211,-0.010376,-0.0369873,-0.020874,0.0150146,-0.0107422,0.0113525,-0.0211182,1.2666
0.016,-0.955618,0.672991,0.282627,-0.0509512,0.0545393,-0.00358811,0.157275,-0.896346,0.739071,-0.680761,0.792785,-0.112024,-0.731712,0.847325,-0.115612,1.00201,0.989746,0,-0.0700684,0.00170898,0.860718,-0.443237,-0.851929,0.00183105,-0.921997,0.00354004,0.0227051,0.00524902,-0.00378418,-0.010376,0.0098877,0.00976562,0.015625,-0.00427246,0.0118408,-0.0146484,1.2666
0.018,-0.814637,-0.0470246,0.861662,-0.0717622,0.0165053,0.0552569,-0.00473008,-0.813662,0.818392,-0.834148,0.311944,0.522204,-0.90591,0.328449,0.577461,1.00241,0.991211,0,-0.0627441,-0.00402832,0.838867,-0.435059,-0.841553,-0.00146484,-0.904297,-0.00549316,-0.0352783,-0.00244141,0.00427246,-0.00256348,-0.00561523,0.0234375,0.0195312,-0.00793457,0.0238037,-0.010498,1.2666
