t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2280.0,4.99,1191.42,312.759,1.20723,677.779,677.678,-11.7322,313.366,0.107769,57.0983,57.0947,-0.635473,734.877,734.772,-12.3677
0.263,12.5,0.0,2282.0,5.0,1194.85,314.019,1.21201,678.708,678.573,-13.5513,314.501,0.110825,58.5546,58.544,-1.10898,737.263,737.117,-14.6603
0.513,12.5,0.0,2280.0,4.98,1189.03,312.353,1.20159,675.109,674.971,-13.6185,312.961,0.108458,56.9904,56.9902,-0.146822,732.091,731.961,-13.7653
0.763,12.5,0.0,2279.0,4.97,1186.12,312.632,1.20568,674.936,674.811,-12.9523,313.162,0.11101,58.9082,58.8739,-2.01142,733.838,733.685,-14.9637
0.997,12.5,0.0,2280.0,4.94,1179.48,312.404,1.20951,679.483,679.368,-12.4949,313.001,0.109082,57.0322,57.0301,0.488991,736.496,736.398,-12.0059
1.2,12.5,0.0,2281.0,5.04,1203.88,312.903,1.21052,675.416,675.309,-12.0077,313.438,0.110149,58.6438,58.619,-1.70594,734.056,733.928,-13.7136
1.45,12.5,0.0,2280.0,4.99,1191.42,313.107,1.20864,675.955,675.835,-12.7388,313.619,0.111039,57.5073,57.5071,0.150488,733.45,733.342,-12.5883
1.7,12.5,0.0,2280.0,5.0,1193.81,313.87,1.21155,678.26,678.137,-12.9128,314.442,0.106756,57.2838,57.27,-1.25969,735.544,735.407,-14.1725
1.95,12.5,0.0,2281.0,5.01,1196.72,314.21,1.20056,673.327,673.205,-12.8009,314.643,0.113411,58.9049,58.8992,-0.821757,732.231,732.104,-13.6226
2.216,12.5,0.0,2279.0,4.98,1188.51,310.957,1.20142,677.797,677.63,-15.0258,311.56,0.109339,57.7343,57.7337,0.253222,735.512,735.364,-14.7725
2.466,12.5,0.0,2282.0,4.95,1182.9,314.331,1.21303,671.679,671.56,-12.6599,314.79,0.110743,58.956,58.9227,-1.98087,730.629,730.483,-14.6408
2.716,12.5,0.0,2280.0,4.95,1181.87,311.704,1.21127,679.991,679.866,-13.0207,312.16,0.112066,58.2458,58.2446,0.376028,738.219,738.111,-12.6447
2.95,12.5,0.0,2280.0,5.0,1193.81,313.067,1.20045,676.415,676.32,-11.3255,313.708,0.107132,57.1711,57.1598,-1.13464,733.586,733.48,-12.4601
3.2,12.5,0.0,2281.0,4.93,1177.61,313.828,1.20172,673.827,673.695,-13.3464,314.248,0.113185,59.4181,59.4053,-1.23363,733.245,733.1,-14.58
3.45,12.5,0.0,2280.0,5.0,1193.81,311.613,1.20108,675.216,675.097,-12.7177,312.172,0.108573,57.6993,57.6987,-0.267325,732.91,732.795,-12.985
3.653,12.5,0.0,2281.0,4.99,1191.94,312.129,1.212,677.06,676.938,-12.8503,312.58,0.110055,58.8833,58.8541,-1.85409,735.939,735.792,-14.7044
3.903,12.5,0.0,2281.0,4.94,1180.0,315.102,1.21995,675.426,675.275,-14.2822,315.523,0.112813,58.7488,58.7464,-0.525947,734.171,734.021,-14.8082
4.138,12.5,0.0,2280.0,4.98,1189.03,313.865,1.20993,675.224,675.092,-13.3835,314.511,0.108307,58.1802,58.1638,-1.37977,733.404,733.256,-14.7633
4.388,12.5,0.0,2281.0,4.96,1184.77,313.532,1.21755,678.291,678.12,-15.2325,313.944,0.113233,58.8416,58.8385,-0.599095,737.129,736.959,-15.8316
4.638,12.5,0.0,2279.0,4.94,1178.96,311.999,1.20926,680.741,680.604,-13.6773,312.533,0.10988,57.9076,57.9075,0.146905,738.635,738.511,-13.5304
4.888,12.5,0.0,2279.0,5.03,1200.44,314.713,1.2201,674.519,674.408,-12.2277,315.203,0.110034,58.4098,58.3764,-1.97306,732.922,732.784,-14.2008
