t/s.1,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.0,-0.978479,0.537313,0.441166,-0.0595626,0.053104,0.0064586,-0.341748,0.933494,-0.591746,-0.71523,0.718677,-0.00344684,-0.774793,0.771781,0.00301175,1.00478,0.962402,0,-0.0743408,0.0098877,0.90625,-0.414917,-0.884644,0.00939941,-0.958984,0.0192871,-0.00317383,-0.0153809,-0.00952148,-0.0115967,-0.0220947,0.0733643,0.0356445,-0.0390625,0.026123,-0.0506592,1.26575
0.002,-0.726239,-0.22433,0.950569,-0.0624331,0.00789384,0.0545393,-0.171465,0.898743,-0.727277,-0.785892,0.213707,0.572184,-0.848325,0.221601,0.626723,1.0032,1.01465,0,-0.0654297,0.00732422,0.805908,-0.509766,-0.838623,0.0419922,-0.904053,0.0493164,-0.0428467,0.0228271,0.00488281,-0.00854492,0.03479,0.0400391,0.0247803,-0.00512695,0.0296631,-0.0136719,1.26575
0.004,-0.11507,-0.794792,0.909863,-0.0236815,-0.058845,0.0825265,0.00236504,0.780109,-0.782474,-0.375711,-0.420521,0.796232,-0.399393,-0.479366,0.878759,1.00201,0.974609,0,-0.0797119,-0.00976562,0.826904,-0.400269,-0.810425,-0.0498047,-0.890137,-0.0595703,0.012207,0.0236816,0.0108643,0.0106201,0.00305176,-0.0286865,-0.0032959,0.0426025,0.00756836,0.0532227,1.26575
0.006,0.60812,-1.00293,0.394813,0.0121996,-0.0753503,0.0631507,0.245964,0.663871,-0.909836,0.141323,-0.756593,0.61527,0.153522,-0.831943,0.678421,1.00517,1.01868,0,-0.0632324,-0.0123291,0.811035,-0.401001,-0.77356,0.0264893,-0.836792,0.0141602,0.0142822,-0.00952148,0.0125732,-0.00463867,0.0333252,0.0439453,0.0270996,0.00378418,0.0396729,-0.000854492,1.26575
0.008,0.973145,-0.656802,-0.316343,0.0760679,-0.0696093,-0.0064586,0.380772,0.533254,-0.914026,0.646292,-0.725571,0.0792785,0.72236,-0.79518,0.0728199,0.998454,0.972656,0,-0.0853271,-0.0147705,0.839355,-0.433105,-0.822754,-0.0209961,-0.908081,-0.0357666,0.00488281,-0.0252686,-0.00170898,-0.00415039,0.00244141,0.0167236,-0.00183105,-0.0113525,-0.00354004,-0.0155029,1.26575
0.01,0.792538,0.0994454,-0.891983,0.0846794,-0.0430573,-0.0416221,0.554602,0.395447,-0.950049,0.837595,-0.325731,-0.511864,0.922274,-0.368789,-0.553486,1.00083,1.01697,0,-0.0760498,0.00756836,0.801758,-0.494873,-0.819824,0.0455322,-0.895874,0.0531006,-0.0405273,0.000976562,-0.00866699,0.0012207,0.0169678,0.0394287,-0.0187988,-0.0421143,-0.0274658,-0.0408936,1.26575
0.012,0.265957,0.703827,-0.969784,0.0452102,0.011482,-0.0566921,0.666942,0.238466,-0.905408,0.498076,0.363647,-0.861723,0.543286,0.375129,-0.918415,1.00241,0.984009,0,-0.0771484,0.00512695,0.855225,-0.411377,-0.848267,-0.0424805,-0.925415,-0.0373535,0.00769043,0.0325928,-0.00805664,0.00219727,-0.0198975,-0.00878906,0.0194092,-0.00134277,0.0113525,0.000854492,1.26587
0.014,-0.482381,0.995225,-0.512844,0.00358811,0.0480807,-0.0516688,0.780463,0.0455363,-0.826,-0.0827254,0.787615,-0.704889,-0.0791373,0.835696,-0.756558,1.00399,0.985352,0,-0.0751953,0.00598145,0.830322,-0.338501,-0.864502,-0.0494385,-0.939697,-0.043457,-0.00842285,0.012207,-0.0109863,-0.000366211,0.0314941,0.0509033,0.00317383,-0.00585938,-0.0078125,-0.00622559,1.26587
0.016,-0.946473,0.714619,0.231854,-0.038034,0.0566921,-0.0186582,0.941286,-0.20012,-0.741166,-0.592866,0.834148,-0.241282,-0.630899,0.89084,-0.259941,1.00399,1.00867,0,-0.0529785,0.010376,0.813843,-0.484985,-0.816162,0.0523682,-0.869141,0.0627441,0.0311279,0.0223389,0.00378418,0.00488281,0.000732422,-0.0404053,0.0319824,0.0446777,0.0357666,0.0495605,1.26587
0.018,-0.862647,0.0408574,0.82179,-0.0696093,0.0143524,0.0552569,0.960207,-0.340324,-0.619883,-0.851382,0.415351,0.436032,-0.920992,0.429703,0.491289,1.00241,0.983398,0,-0.0731201,-0.000732422,0.857056,-0.476807,-0.879517,0.043335,-0.952637,0.0426025,-0.0174561,-0.00390625,0.0153809,-0.013916,0.00183105,0.0230713,0.0322266,-0.0250244,0.0476074,-0.0389404,1.26587
0.02,-0.354356,-0.649864,1.00422,-0.0373164,-0.0229639,0.0602803,0.956659,-0.500899,-0.45576,-0.596312,-0.2499,0.846212,-0.633629,-0.272864,0.906492,1.00043,1.00232,0,-0.0594482,-0.0106201,0.832397,-0.402588,-0.856934,-0.0192871,-0.916382,-0.0299072,-0.0203857,0.0192871,0.00158691,-0.0012207,0.03479,-0.0057373,0.0257568,0.0240479,0.0273438,0.0228271,1.26575
0.022,0.350546,-0.99137,0.640825,0.0165053,-0.0789384,0.0624331,0.921183,-0.65069,-0.270494,0.00344689,-0.732465,0.729018,0.0199522,-0.811403,0.791451,0.997664,0.959961,0,-0.0825195,-0.0153809,0.866821,-0.399414,-0.845581,-0.0507812,-0.928101,-0.0661621,-0.0362549,0.0292969,-0.00183105,0.0140381,0.0115967,0.00170898,-0.0106201,0.00646973,-0.0124512,0.0205078,1.26587
0.024,0.911419,-0.770124,-0.141295,0.0444926,-0.0839618,0.0394692,0.885708,-0.740564,-0.145144,0.589419,-0.851382,0.261964,0.633911,-0.935344,0.301433,0.998059,1.03113,0,-0.0601807,0.00256348,0.83667,-0.484009,-0.858154,0.0233154,-0.918335,0.0258789,0.0292969,0.0505371,0.00891113,0.0233154,0.0159912,-0.0239258,-0.0194092,0.0244141,-0.010498,0.0477295,1.26587
0.026,0.946473,-0.201203,-0.74527,0.0782208,-0.0430573,-0.0351635,0.7509,-0.895148,0.144247,0.832425,-0.492906,-0.339519,0.910645,-0.535963,-0.374682,1.00003,0.997803,0,-0.0784912,-0.00817871,0.823853,-0.43457,-0.821167,-0.0415039,-0.899658,-0.0496826,0.0128174,0.0020752,0.00219727,0.00646973,0.012207,-0.0240479,-0.00195312,0.0311279,0.000244141,0.0375977,1.26587
0.028,0.470188,0.536543,-1.00673,0.0696093,-0.00932909,-0.0602803,0.639744,-0.968246,0.328502,0.70489,0.115471,-0.82036,0.774499,0.106142,-0.880641,1.00162,0.998779,0,-0.0778809,0.0130615,0.922852,-0.446167,-0.887939,0.00244141,-0.96582,0.0155029,0.000610352,0.0136719,-0.00195312,-0.0108643,-0.0406494,-0.038208,0.0189209,0.00012207,0.0169678,-0.0107422,1.26575
0.03,-0.241572,0.957451,-0.715879,0.0215287,0.0401868,-0.0617155,0.438715,-0.950271,0.511556,0.174068,0.642845,-0.816913,0.195597,0.683032,-0.878629,1.00438,0.997559,0,-0.0690918,0.0057373,0.830811,-0.449463,-0.843506,0.00134277,-0.912598,0.00708008,-0.00378418,-0.0020752,-0.00952148,-0.0130615,0.00537109,0.0175781,0.0109863,-0.0333252,0.00146484,-0.0463867,1.26575
0.032,-0.820734,0.829482,-0.00874855,-0.0258344,0.0638684,-0.038034,0.273162,-0.910726,0.637564,-0.430862,0.837595,-0.406733,-0.456696,0.901463,-0.444767,1.00478,0.993408,0,-0.0744629,0.0130615,0.83606,-0.501709,-0.850342,0.0595703,-0.924805,0.0726318,0.00402832,0.0438232,-0.0119629,-0.0101318,0.0344238,-0.00720215,0.00256348,0.0078125,-0.00939941,-0.00231934,1.26575
