t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.97,1187.16,309.636,1.21411,683.311,683.105,-16.7827,310.222,0.109853,58.2104,58.2103,0.112373,741.503,741.316,-16.6703
0.216,12.5,0.0,2280.0,4.98,1189.03,310.155,1.21137,683.925,683.733,-16.2301,310.71,0.108852,57.4797,57.4794,0.19343,741.386,741.212,-16.0367
0.466,12.5,0.0,2280.0,4.98,1189.03,310.251,1.19947,681.938,681.791,-14.1385,310.845,0.109168,57.9859,57.9849,-0.331216,739.918,739.776,-14.4697
0.716,12.5,0.0,2279.0,5.0,1193.28,310.992,1.2066,681.834,681.664,-15.257,311.56,0.10717,57.5088,57.5086,-0.141648,739.333,739.172,-15.3987
0.966,12.5,0.0,2280.0,4.98,1189.03,309.816,1.21752,687.167,686.983,-15.9113,310.34,0.108306,57.9075,57.9064,0.35799,745.052,744.889,-15.5533
1.216,12.5,0.0,2280.0,4.96,1184.25,316.1,1.20235,675.949,675.841,-12.0969,316.793,0.108943,57.7079,57.6994,-0.99512,733.657,733.54,-13.092
1.466,12.5,0.0,2280.0,4.99,1191.42,316.887,1.22009,681.018,680.923,-11.4102,317.514,0.107763,57.5111,57.5022,-1.0106,738.529,738.425,-12.4208
1.716,12.5,0.0,2280.0,5.0,1193.81,313.003,1.19701,680.547,680.441,-11.9924,313.646,0.108457,58.0911,58.0853,-0.819803,738.638,738.527,-12.8122
1.966,12.5,0.0,2280.0,4.98,1189.03,311.957,1.21224,686.418,686.26,-14.7484,312.575,0.10805,57.6129,57.6097,-0.603698,744.028,743.869,-15.3521
2.216,12.5,0.0,2281.0,4.95,1182.39,311.702,1.20267,678.022,677.893,-13.2022,312.32,0.108372,58.3485,58.3485,0.0159039,736.36,736.242,-13.1863
2.466,12.5,0.0,2279.0,4.99,1190.9,316.637,1.23241,684.527,684.389,-13.7363,317.282,0.107552,57.4664,57.4583,-0.964982,741.993,741.848,-14.7013
2.716,12.5,0.0,2279.0,4.98,1188.51,318.151,1.23468,680.625,680.495,-13.318,318.674,0.10764,57.2564,57.2407,-1.34036,737.881,737.736,-14.6584
2.966,12.5,0.0,2282.0,5.02,1199.63,316.819,1.24751,682.949,682.79,-14.7156,317.221,0.109779,58.064,58.0387,-1.71406,741.011,740.829,-16.4297
3.216,12.5,0.0,2281.0,5.0,1194.33,318.452,1.23258,678.561,678.474,-10.8571,318.992,0.110127,58.1189,58.0858,-1.96024,736.672,736.56,-12.8173
3.466,12.5,0.0,2282.0,5.01,1197.24,310.949,1.2178,683.915,683.742,-15.384,311.411,0.111185,58.9491,58.9167,-1.95549,742.861,742.658,-17.3394
3.716,12.5,0.0,2281.0,4.98,1189.55,311.928,1.22736,680.53,680.373,-14.6094,312.337,0.111959,59.684,59.6432,-2.20715,740.207,740.016,-16.8165
3.966,12.5,0.0,2281.0,5.03,1201.49,316.497,1.23898,678.147,677.996,-14.3065,316.917,0.111417,58.5567,58.5312,-1.72664,736.702,736.527,-16.0331
4.216,12.5,0.0,2282.0,4.94,1180.51,314.239,1.23587,678.966,678.833,-13.426,314.619,0.110138,58.5912,58.5626,-1.83243,737.554,737.396,-15.2585
4.466,12.5,0.0,2282.0,4.95,1182.9,312.412,1.20519,686.665,686.49,-15.5062,312.911,0.11214,59.6496,59.6352,-1.31162,746.314,746.125,-16.8178
4.716,12.5,0.0,2281.0,4.96,1184.77,312.206,1.20733,680.95,680.767,-15.7955,312.621,0.112251,59.1889,59.1705,-1.47628,740.139,739.938,-17.2718
4.966,12.5,0.0,2281.0,4.93,1177.61,310.847,1.22642,688.014,687.842,-15.3941,311.351,0.111309,57.73,57.7283,0.45127,745.72,745.57,-14.9428
5.216,12.5,0.0,2280.0,4.99,1191.42,309.95,1.21829,687.948,687.817,-13.4578,310.523,0.111008,57.9563,57.9558,-0.236182,745.898,745.773,-13.694
5.466,12.5,0.0,2277.0,5.0,1192.23,317.213,1.23388,683.918,683.838,-10.4541,317.791,0.109682,58.3689,58.3456,-1.64987,742.282,742.183,-12.1039
5.716,12.5,0.0,2291.0,4.56,1094.0,114.62,2.59098,497.754,422.579,263.031,114.391,0.527749,182.52,16.9898,181.727,625.325,439.569,444.758
