t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var]
0.0,12.5,0.0,2281.0,4.98,1189.55,310.595,1.20256,687.769,687.627,-13.9799,311.218,0.108108,57.5648,57.5648,0.0225798,745.322,745.192,-13.9573
0.231,12.5,0.0,2282.0,5.01,1197.24,310.608,1.21196,684.628,684.51,-12.7162,311.203,0.108679,57.5472,57.547,0.147189,742.164,742.057,-12.569
0.481,12.5,0.0,2281.0,4.98,1189.55,310.551,1.22123,691.482,691.347,-13.654,311.175,0.110939,58.2371,58.2371,0.0493933,749.707,749.584,-13.6046
0.731,12.5,0.0,2283.0,4.97,1188.2,316.361,1.20829,677.874,677.725,-14.2302,316.999,0.110151,58.3126,58.3085,-0.685796,736.185,736.034,-14.916
0.981,12.5,0.0,2281.0,5.0,1194.33,316.266,1.21558,686.269,686.157,-12.4018,316.945,0.107814,57.8101,57.7988,-1.14187,744.079,743.956,-13.5437
1.231,12.5,0.0,2282.0,4.96,1185.29,312.732,1.20937,686.68,686.519,-14.8562,313.448,0.108325,57.8543,57.8512,-0.59612,744.531,744.371,-15.4523
1.481,12.5,0.0,2281.0,5.0,1194.33,311.791,1.19497,683.282,683.153,-13.2928,312.443,0.109463,58.2203,58.2202,-0.0850272,741.493,741.373,-13.3779
1.731,12.5,0.0,2281.0,4.94,1180.0,318.459,1.24521,680.986,680.892,-11.2915,318.939,0.112341,59.1795,59.1554,-1.68832,740.161,740.048,-12.9798
1.981,12.5,0.0,2280.0,4.94,1179.48,318.579,1.22951,684.683,684.545,-13.746,319.161,0.108872,57.5846,57.5569,-1.78611,742.264,742.102,-15.5322
2.231,12.5,0.0,2281.0,4.91,1172.83,318.436,1.22847,682.998,682.885,-12.4157,319.058,0.109397,57.7154,57.6942,-1.56415,740.712,740.58,-13.9798
2.481,12.5,0.0,2279.0,5.02,1198.05,313.558,1.22833,680.266,680.087,-15.6229,314.02,0.112551,59.294,59.25,-2.28372,739.554,739.337,-17.9066
2.747,12.5,0.0,2281.0,4.92,1175.22,316.065,1.2385,683.677,683.512,-15.0004,316.504,0.111799,58.878,58.8433,-2.0222,742.55,742.355,-17.0226
2.981,12.5,0.0,2281.0,4.94,1180.0,315.679,1.22239,687.308,687.11,-16.4995,316.168,0.114525,60.1136,60.1081,-0.811743,747.419,747.218,-17.3112
3.184,12.5,0.0,2280.0,4.94,1179.48,314.545,1.20309,681.844,681.691,-14.4431,315.107,0.116049,61.0406,61.0276,-1.2569,742.885,742.719,-15.7
3.434,12.5,0.0,2280.0,4.96,1184.25,314.966,1.21482,682.956,682.794,-14.8721,315.394,0.117085,60.7054,60.6971,-1.00886,743.661,743.491,-15.881
3.684,12.5,0.0,2279.0,5.0,1193.28,316.545,1.21669,686.08,685.909,-15.3163,316.978,0.114289,59.4917,59.4882,-0.646359,745.568,745.397,-15.9626
3.934,12.5,0.0,2280.0,4.96,1184.25,317.117,1.222,687.236,687.125,-12.3378,317.595,0.115575,60.1689,60.1632,-0.823216,747.404,747.289,-13.161
4.184,12.5,0.0,2280.0,5.0,1193.81,313.827,1.20863,684.829,684.653,-15.5416,314.33,0.115366,60.5333,60.5202,-1.26044,745.362,745.173,-16.802
4.434,12.5,0.0,2279.0,4.97,1186.12,319.087,1.24226,690.419,690.23,-16.1905,319.528,0.117659,59.3466,59.346,0.268227,749.745,749.576,-15.9223
4.684,12.5,0.0,2279.0,5.05,1205.21,319.149,1.23445,686.451,686.289,-14.9042,319.576,0.114389,59.4986,59.4984,-0.149906,745.939,745.787,-15.0541
4.934,12.5,0.0,2279.0,4.98,1188.51,319.899,1.21999,683.74,683.587,-14.4624,320.44,0.115728,59.8303,59.8295,-0.303766,743.564,743.417,-14.7662
5.184,12.5,0.0,2280.0,5.02,1198.58,314.434,1.21048,686.155,685.996,-14.7917,314.971,0.116612,61.1914,61.1763,-1.35603,747.347,747.172,-16.1477
5.434,12.5,0.0,2281.0,5.04,1203.88,319.685,1.23912,689.763,689.607,-14.6421,320.187,0.116789,59.4879,59.4878,0.121882,749.236,749.095,-14.5202
5.668,12.5,0.0,2279.0,4.96,1183.74,214.777,2.17847,649.759,647.035,59.4372,214.888,0.2219,101.838,49.5718,88.9583,712.237,696.607,148.395
5.918,12.5,0.0,2280.0,4.81,1148.44,213.702,2.09945,613.769,610.853,59.759,213.822,0.224298,102.564,44.8455,92.2407,673.085,655.698,152.0
6.168,12.5,0.0,2281.0,4.89,1168.05,318.152,1.2,664.355,664.288,9.40824,318.657,0.102713,54.2269,54.1741,-2.39138,718.497,718.462,7.01686
6.418,12.5,0.0,2281.0,4.91,1172.83,317.829,1.25068,695.552,695.549,2.13813,318.354,0.109447,57.9506,57.9259,-1.68952,753.475,753.474,0.448609
6.668,12.5,0.0,2281.0,5.01,1196.72,314.886,1.2166,679.105,679.099,-2.86712,315.37,0.10646,56.1611,56.1543,-0.874941,735.263,735.253,-3.74206
6.918,12.5,0.0,2281.0,4.87,1163.28,319.069,1.24309,688.067,688.051,-4.7726,319.647,0.109317,57.7273,57.7033,-1.66551,745.782,745.754,-6.43811
7.168,12.5,0.0,2281.0,4.95,1182.39,317.942,1.22966,681.425,681.378,-8.01163,318.473,0.107133,56.5196,56.5018,-1.41769,737.94,737.88,-9.42932
7.418,12.5,0.0,2280.0,4.92,1174.7,318.571,1.2385,683.952,683.909,-7.66968,319.062,0.110719,58.3528,58.3256,-1.78083,742.295,742.235,-9.45051
7.668,12.5,0.0,2280.0,4.93,1177.09,317.999,1.22895,678.55,678.509,-7.43584,318.514,0.109154,57.7437,57.7094,-1.99045,736.279,736.219,-9.42629
7.918,12.5,0.0,2281.0,4.94,1180.0,318.4,1.23083,679.313,679.262,-8.35192,318.875,0.109036,57.6812,57.6574,-1.65597,736.987,736.919,-10.0079
8.168,12.5,0.0,2282.0,4.93,1178.12,315.928,1.22962,678.484,678.427,-8.84637,316.358,0.110387,58.259,58.2373,-1.58898,736.738,736.664,-10.4354
8.418,12.5,0.0,2281.0,4.93,1177.61,315.404,1.22695,675.822,675.75,-9.87027,315.84,0.109963,58.0397,58.0028,-2.06752,733.85,733.753,-11.9378
8.668,12.5,0.0,2281.0,4.99,1191.94,315.434,1.25402,690.809,690.719,-11.164,315.865,0.113503,59.7876,59.7499,-2.12325,750.587,750.469,-13.2872
8.918,12.5,0.0,2282.0,4.96,1185.29,314.171,1.2272,677.325,677.231,-11.2895,314.61,0.109697,58.3353,58.2978,-2.09062,735.65,735.528,-13.3802
9.168,12.5,0.0,2281.0,4.97,1187.16,317.59,1.24572,684.096,684.005,-11.1183,318.02,0.113139,59.3308,59.3099,-1.57541,743.424,743.315,-12.6937
9.418,12.5,0.0,2281.0,4.96,1184.77,317.911,1.23045,678.951,678.818,-13.4591,318.401,0.1095,57.7886,57.7604,-1.80399,736.736,736.578,-15.2631
9.668,12.5,0.0,2280.0,4.95,1181.87,313.173,1.23162,683.426,683.307,-12.7719,313.617,0.113167,60.18,60.1487,-1.94316,743.601,743.456,-14.7151
9.918,12.5,0.0,2281.0,4.96,1184.77,312.719,1.2229,680.866,680.721,-14.0532,313.162,0.110373,58.4101,58.3792,-1.89899,739.272,739.1,-15.9522
10.168,12.5,0.0,2280.0,4.99,1191.42,312.613,1.22212,677.842,677.745,-11.5119,313.066,0.113735,60.4337,60.3947,-2.17067,738.266,738.139,-13.6825
10.418,12.5,0.0,2281.0,4.95,1182.39,313.38,1.2154,679.162,679.041,-12.8146,313.845,0.111214,58.9623,58.9313,-1.91185,738.119,737.972,-14.7264
10.668,12.5,0.0,2280.0,4.97,1186.64,311.96,1.22332,680.859,680.759,-11.6709,312.38,0.113623,60.4316,60.3951,-2.09948,741.282,741.154,-13.7704
10.918,12.5,0.0,2280.0,4.99,1191.42,318.456,1.23244,685.636,685.514,-12.9164,318.934,0.117107,59.8136,59.8134,0.148452,745.437,745.327,-12.768
11.122,12.5,0.0,2280.0,5.0,1193.81,315.766,1.23076,686.428,686.286,-13.9671,316.283,0.115182,59.7961,59.7916,0.726288,746.195,746.077,-13.2408
11.356,12.5,0.0,2281.0,4.98,1189.55,319.364,1.23848,687.183,687.045,-13.7635,319.827,0.113553,58.5747,58.5747,0.0163973,745.747,745.62,-13.7471
11.59,12.5,0.0,2281.0,4.93,1177.61,311.37,1.22718,687.593,687.429,-15.0312,311.914,0.112,58.7926,58.7894,0.619271,746.358,746.218,-14.412
11.825,12.5,0.0,2281.0,4.95,1182.39,314.054,1.23267,686.463,686.309,-14.5559,314.644,0.107132,57.0003,56.9923,-0.959064,743.463,743.301,-15.515
12.059,12.5,0.0,2282.0,4.94,1180.51,317.556,1.23559,683.292,683.162,-13.3233,318.105,0.110764,58.5522,58.53,-1.60972,741.843,741.692,-14.9331
12.293,12.5,0.0,2280.0,5.0,1193.81,317.785,1.21244,682.395,682.27,-13.0542,318.426,0.109817,58.0082,58.0018,-0.864775,740.403,740.272,-13.919
12.512,12.5,0.0,2279.0,4.96,1183.74,319.674,1.26201,693.088,692.925,-15.0259,320.17,0.113141,57.8378,57.837,-0.289897,750.918,750.762,-15.3158
12.762,12.5,0.0,2280.0,5.01,1196.19,315.599,1.21645,682.457,682.347,-12.2754,316.195,0.107891,58.4205,58.3825,-2.10648,740.869,740.729,-14.3819
13.012,12.5,0.0,2280.0,4.98,1189.03,314.332,1.21296,684.112,684.013,-11.6611,314.889,0.114658,60.1041,60.0899,-1.30357,744.216,744.103,-12.9646
13.262,12.5,0.0,2279.0,4.98,1188.51,310.456,1.20736,680.106,679.926,-15.6487,310.996,0.111359,58.9413,58.9253,-1.37219,739.047,738.851,-17.0209
13.512,12.5,0.0,2281.0,5.02,1199.11,312.137,1.23433,686.05,685.888,-14.8826,312.696,0.108763,57.5641,57.5557,-0.981048,743.613,743.444,-15.8636
13.731,12.5,0.0,2281.0,4.96,1184.77,312.391,1.22869,685.341,685.224,-12.6759,312.918,0.109281,57.7115,57.7013,-1.08836,743.053,742.925,-13.7643
13.981,12.5,0.0,2280.0,4.99,1191.42,313.945,1.21428,681.134,681.029,-11.9507,314.552,0.109529,58.4566,58.4427,-1.27372,739.59,739.471,-13.2244
14.215,12.5,0.0,2280.0,4.99,1191.42,311.58,1.20883,684.825,684.655,-15.2577,312.118,0.112706,59.2052,59.1949,-1.10389,744.03,743.85,-16.3616
