t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
0.0,12.5,0,2281,4.96,1184.77,313.748,1.1968,679.513,679.427,-10.7772,314.362,0.110666,58.644,58.6412,-0.573882,738.156,738.068,-11.351,
0.231,12.5,0,2280,4.99,1191.42,313.502,1.21424,685.761,685.641,-12.8206,314.158,0.109023,58.4954,58.4902,-0.785583,744.256,744.131,-13.6062,
0.481,12.5,0,2281,4.95,1182.39,313.26,1.20234,682.69,682.588,-11.8289,313.947,0.109801,58.3627,58.3599,-0.575836,741.051,740.948,-12.4047,
0.731,12.5,0,2281,4.96,1184.77,312.803,1.20431,683.113,683.021,-11.2057,313.514,0.110045,58.4138,58.4112,-0.550872,741.525,741.432,-11.7566,
0.981,12.5,0,2281,4.95,1182.39,312.828,1.20043,684.45,684.341,-12.2109,313.548,0.110791,58.9651,58.9608,-0.711479,743.414,743.302,-12.9224,
1.231,12.5,0,2281,4.93,1177.61,312.775,1.19885,681.001,680.888,-12.3609,313.421,0.107178,57.8835,57.8819,-0.433435,738.881,738.77,-12.7943,
1.481,12.5,0,2281,4.96,1184.77,312.892,1.20099,681.769,681.673,-11.4806,313.542,0.112606,59.4181,59.4166,-0.432582,741.185,741.089,-11.9132,
1.731,12.5,0,2281,4.94,1180.0,312.186,1.20402,683.137,683.027,-12.2845,312.825,0.109793,58.6228,58.6174,-0.795935,741.759,741.644,-13.0805,
1.981,12.5,0,2280,4.99,1191.42,312.86,1.19847,682.91,682.823,-10.9476,313.498,0.110268,58.7881,58.7872,-0.322936,741.695,741.61,-11.2706,
2.231,12.5,0,2280,4.97,1186.64,312.757,1.19673,679.467,679.395,-9.9058,313.37,0.109682,58.853,58.8449,-0.978444,738.32,738.24,-10.8842,
2.481,12.5,0,2281,4.93,1177.61,312.72,1.19615,681.075,680.991,-10.6473,313.355,0.110183,58.5415,58.5375,-0.683828,739.616,739.529,-11.3312,
2.731,12.5,0,2281,4.95,1182.39,313.195,1.20637,683.548,683.434,-12.4579,313.907,0.107691,57.6978,57.6971,-0.28351,741.241,741.132,-12.7414,
2.981,12.5,0,2282,4.93,1178.12,312.108,1.20174,684.102,683.998,-11.9533,312.784,0.110081,58.5293,58.5274,-0.463438,742.629,742.525,-12.4168,
3.231,12.5,0,2280,4.98,1189.03,312.58,1.20479,683.168,683.07,-11.5717,313.219,0.108659,58.3257,58.3211,-0.734007,741.494,741.392,-12.3057,
3.481,12.5,0,2281,4.92,1175.22,312.062,1.20469,685.736,685.651,-10.8378,312.692,0.110971,59.1287,59.1241,-0.744007,744.865,744.775,-11.5818,
