t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
15.435,12.5,0,2280,4.98,1189.03,314.491,1.21033,681.225,681.11,-12.507,314.925,0.117343,61.0777,61.0632,-1.33102,742.302,742.173,-13.838,
15.653,12.5,0,2281,4.97,1187.16,315.245,1.23371,682.301,682.146,-14.5444,315.709,0.112528,59.9059,59.8721,-2.01228,742.202,742.018,-16.5566,
15.872,12.5,0,2282,4.94,1180.51,316.892,1.24843,686.601,686.354,-18.4123,317.25,0.114586,59.8297,59.8181,-1.18019,746.429,746.172,-19.5925,
16.107,12.5,0,2281,5.0,1194.33,319.415,1.25922,688.316,688.124,-16.2545,319.85,0.117363,59.3498,59.3494,-0.197993,747.655,747.474,-16.4525,
16.357,12.5,0,2280,4.96,1184.25,317.857,1.24483,681.068,680.931,-13.6815,318.351,0.113842,59.6152,59.5976,-1.44544,740.683,740.528,-15.127,
16.591,12.5,0,2280,5.01,1196.19,317.363,1.2261,684.458,684.324,-13.5426,317.929,0.114466,59.9097,59.8968,-1.2428,744.368,744.221,-14.7854,
16.841,12.5,0,2280,4.94,1179.48,315.914,1.24626,684.608,684.481,-13.2045,316.374,0.115985,59.7547,59.7533,-0.418966,744.359,744.234,-13.6235,
17.06,12.5,0,2282,4.96,1185.29,314.903,1.21949,684.327,684.137,-16.1303,315.518,0.111406,60.0361,60.0157,-1.56288,744.363,744.153,-17.6932,
17.278,12.5,0,2279,5.01,1195.67,317.605,1.2538,685.262,685.152,-12.2838,318.122,0.114465,59.7193,59.684,-2.05534,744.974,744.836,-14.3391,
17.513,12.5,0,2281,4.96,1184.77,311.188,1.2285,689.369,689.205,-15.0175,311.709,0.112988,58.4774,58.4739,0.639788,747.817,747.679,-14.3778,
17.747,12.5,0,2283,4.99,1192.99,313.004,1.21667,687.805,687.663,-13.9578,313.444,0.1133,60.4566,60.4516,-0.774249,748.26,748.115,-14.732,
17.95,12.5,0,2280,4.98,1189.03,313.842,1.21141,683.974,683.856,-12.6969,314.508,0.110345,58.5723,58.5624,-1.07574,742.546,742.419,-13.7726,
18.2,12.5,0,2281,4.98,1189.55,313.176,1.20713,685.43,685.234,-16.4052,313.827,0.111378,59.325,59.2935,-1.93242,744.753,744.527,-18.3376,
18.419,12.5,0,2279,4.97,1186.12,311.76,1.21815,685.799,685.685,-12.5101,312.31,0.109866,59.3986,59.3664,-1.95501,745.191,745.051,-14.4651,
18.622,12.5,0,2281,4.97,1187.16,320.055,1.23962,685.522,685.388,-13.569,320.537,0.115408,60.6397,60.6108,-1.87142,746.158,745.998,-15.4404,
18.872,12.5,0,2282,4.94,1180.51,318.366,1.23002,686.731,686.561,-15.2902,318.883,0.115545,60.3223,60.2745,-2.40287,747.045,746.835,-17.693,
19.122,12.5,0,2280,4.97,1186.64,310.19,1.19858,684.584,684.451,-13.5299,310.795,0.109422,58.848,58.8252,-1.63863,743.431,743.276,-15.1685,
19.372,12.5,0,2282,4.98,1190.07,309.59,1.20827,684.028,683.878,-14.3354,310.092,0.113017,60.326,60.3108,-1.35074,744.354,744.189,-15.6861,
19.591,12.5,0,2280,4.98,1189.03,310.009,1.2159,688.313,688.176,-13.7347,310.603,0.110856,58.6217,58.6214,-0.193368,746.928,746.798,-13.9281,
19.841,12.5,0,2282,4.98,1190.07,315.983,1.23509,684.133,683.888,-18.3128,316.416,0.112365,58.9063,58.8802,-1.75347,743.039,742.768,-20.0663,
20.091,12.5,0,2281,5.01,1196.72,314.88,1.24649,688.932,688.749,-15.8624,315.246,0.115514,59.4701,59.4701,0.011361,748.387,748.219,-15.851,
20.341,12.5,0,2281,4.94,1180.0,317.864,1.24508,690.127,689.935,-16.2911,318.277,0.116855,59.3372,59.3369,0.187338,749.445,749.272,-16.1037,
20.591,12.5,0,2282,4.95,1182.9,319.39,1.24782,691.398,691.212,-16.057,319.81,0.117152,59.8223,59.8219,0.211398,751.201,751.034,-15.8456,
20.841,12.5,0,2280,4.97,1186.64,311.279,1.23428,690.567,690.379,-16.1105,311.778,0.113529,59.1182,59.1145,0.659137,749.652,749.493,-15.4513,
21.044,12.5,0,2279,5.0,1193.28,311.376,1.22004,687.978,687.83,-14.2799,311.912,0.114583,58.9432,58.9432,0.0802789,746.908,746.773,-14.1996,
21.294,12.5,0,2280,4.97,1186.64,311.282,1.22814,688.084,687.913,-15.3098,311.799,0.11261,58.8997,58.8986,0.364105,746.962,746.812,-14.9457,
21.544,12.5,0,2279,4.99,1190.9,315.432,1.21697,687.487,687.345,-13.983,316.07,0.108969,57.9031,57.8942,-1.01616,745.39,745.239,-14.9991,
21.794,12.5,0,2280,4.97,1186.64,312.305,1.19507,678.89,678.759,-13.3515,312.916,0.111498,59.2814,59.2801,-0.398991,738.167,738.039,-13.7505,
22.044,12.5,0,2279,4.97,1186.12,308.931,1.21173,685.502,685.356,-14.1232,309.543,0.110529,58.981,58.9807,0.172872,744.468,744.337,-13.9503,
22.294,12.5,0,2280,4.95,1181.87,310.416,1.22136,685.44,685.3,-13.8302,310.985,0.112363,58.9836,58.9825,0.372214,744.405,744.283,-13.458,
22.544,12.5,0,2280,4.97,1186.64,318.604,1.23511,686.904,686.757,-14.224,319.203,0.108552,58.1727,58.1536,-1.4902,745.076,744.91,-15.7142,
22.794,12.5,0,2280,4.96,1184.25,315.016,1.22443,686.081,685.916,-15.0688,315.653,0.106597,57.5394,57.5338,-0.806514,743.619,743.45,-15.8753,
23.044,12.5,0,2281,4.96,1184.77,315.732,1.21611,683.317,683.192,-13.0867,316.396,0.110356,58.5154,58.5107,-0.738021,741.831,741.703,-13.8247,
23.294,12.5,0,2281,4.95,1182.39,311.561,1.20345,683.269,683.112,-14.6591,312.216,0.108819,58.3155,58.314,-0.415364,741.579,741.426,-15.0745,
23.544,12.5,0,2279,5.01,1195.67,312.439,1.20652,685.764,685.662,-11.8662,313.082,0.111421,59.0192,59.0176,-0.434514,744.781,744.679,-12.3007,
23.794,12.5,0,2281,4.97,1187.16,309.488,1.21459,690.967,690.808,-14.8112,310.117,0.111229,58.6498,58.6497,-0.0652441,749.606,749.458,-14.8765,
24.044,12.5,0,2280,4.97,1186.64,310.411,1.21617,688.373,688.204,-15.2496,310.977,0.108262,57.842,57.842,-0.0841843,746.203,746.046,-15.3338,
24.294,12.5,0,2281,4.97,1187.16,311.196,1.23473,689.488,689.338,-14.3626,311.754,0.113986,59.3891,59.3882,0.322349,748.858,748.726,-14.0402,
24.544,12.5,0,2280,5.0,1193.81,317.624,1.22142,682.147,682.032,-12.5454,318.227,0.109261,58.2732,58.2627,-1.10696,740.421,740.295,-13.6523,
24.794,12.5,0,2281,4.98,1189.55,314.426,1.22157,685.426,685.279,-14.1888,315.027,0.107873,57.8914,57.8846,-0.884824,743.317,743.164,-15.0736,
25.044,12.5,0,2280,4.98,1189.03,312.662,1.21258,688.08,687.902,-15.6389,313.356,0.108955,57.8747,57.8689,-0.815046,745.952,745.771,-16.4539,
25.294,12.5,0,2280,4.98,1189.03,310.24,1.21546,689.219,689.068,-14.4516,310.848,0.112854,58.9147,58.9144,-0.178365,748.125,747.982,-14.63,
25.544,12.5,0,2280,4.97,1186.64,310.508,1.21421,685.307,685.17,-13.6856,311.093,0.111247,59.0196,59.0192,0.215425,744.312,744.19,-13.4702,
25.794,12.5,0,2281,4.98,1189.55,310.88,1.23455,689.547,689.369,-15.6654,311.37,0.114141,59.0275,59.0271,0.214632,748.556,748.396,-15.4508,
26.044,12.5,0,2279,5.02,1198.05,310.962,1.22709,689.696,689.564,-13.5003,311.493,0.113677,59.0719,59.0712,0.29345,748.752,748.635,-13.2069,
26.294,12.5,0,2281,5.01,1196.72,312.019,1.24031,690.36,690.205,-14.6349,312.56,0.107607,57.8176,57.7996,-1.44203,748.177,748.004,-16.077,
26.544,12.5,0,2281,5.01,1196.72,318.864,1.23374,683.448,683.346,-11.8402,319.518,0.111777,59.3849,59.3594,-1.73846,742.829,742.705,-13.5786,
26.794,12.5,0,2280,5.02,1198.58,316.322,1.2197,683.737,683.64,-11.5424,316.989,0.109256,57.8981,57.8818,-1.37403,741.634,741.522,-12.9164,
27.044,12.5,0,2281,4.98,1189.55,313.575,1.20537,682.814,682.717,-11.5048,314.241,0.111057,59.2445,59.2426,-0.471941,742.056,741.959,-11.9767,
27.294,12.5,0,2281,5.02,1199.11,317.487,1.2368,681.341,681.216,-13.0644,317.967,0.111109,58.9565,58.9281,-1.82952,740.294,740.144,-14.894,
27.544,12.5,0,2281,5.01,1196.72,318.96,1.24124,683.936,683.806,-13.2918,319.538,0.112731,59.197,59.1752,-1.60941,743.131,742.982,-14.9012,
27.794,12.5,0,2281,4.99,1191.94,318.321,1.22846,680.837,680.686,-14.3247,318.858,0.112813,59.037,59.0166,-1.55015,739.873,739.703,-15.8748,
28.044,12.5,0,2281,4.94,1180.0,315.769,1.23626,687.938,687.772,-15.1094,316.362,0.108638,58.4898,58.466,-1.66895,746.427,746.238,-16.7783,
28.294,12.5,0,2282,4.95,1182.9,317.893,1.2289,682.621,682.477,-14.045,318.482,0.110042,58.1862,58.1686,-1.42845,740.807,740.646,-15.4734,
28.544,12.5,0,2282,4.93,1178.12,318.546,1.22471,684.614,684.466,-14.2218,319.164,0.10862,58.1184,58.1037,-1.30639,742.732,742.57,-15.5282,
28.794,12.5,0,2282,4.97,1187.68,314.312,1.24645,684.796,684.628,-15.172,314.711,0.113411,59.9836,59.9589,-1.71881,744.779,744.587,-16.8908,
29.044,12.5,0,2282,4.93,1178.12,318.066,1.24868,685.035,684.911,-13.0119,318.531,0.112563,59.0165,58.9875,-1.84758,744.047,743.899,-14.8595,
29.294,12.5,0,2281,4.95,1182.39,317.341,1.2228,681.947,681.86,-10.8843,318.004,0.112463,59.041,59.0221,-1.49428,740.985,740.882,-12.3786,
29.544,12.5,0,2282,4.98,1190.07,317.691,1.23331,683.034,682.927,-12.099,318.335,0.110706,58.5642,58.5429,-1.57958,741.596,741.469,-13.6786,
29.794,12.5,0,2281,5.03,1201.49,313.623,1.23316,680.545,680.406,-13.7574,314.074,0.112904,59.9068,59.8785,-1.84175,740.449,740.285,-15.5992,
30.044,12.5,0,2283,4.93,1178.64,316.057,1.23795,681.663,681.48,-15.7802,316.541,0.112537,59.3083,59.2727,-2.05446,740.967,740.753,-17.8347,
30.294,12.5,0,2281,4.96,1184.77,317.671,1.2412,682.371,682.224,-14.1739,318.146,0.111436,58.8587,58.8376,-1.57684,741.229,741.062,-15.7507,
30.544,12.5,0,2282,4.94,1180.51,317.788,1.23218,681.987,681.891,-11.4274,318.376,0.112084,59.4257,59.3907,-2.03935,741.404,741.282,-13.4667,
30.794,12.5,0,2281,4.96,1184.77,316.819,1.23035,685.192,685.051,-13.9026,317.489,0.109447,58.2428,58.227,-1.35833,743.434,743.278,-15.2609,
31.044,12.5,0,2282,4.97,1187.68,317.371,1.25178,685.552,685.383,-15.2096,317.853,0.112802,58.7132,58.6851,-1.815,744.263,744.069,-17.0246,
31.294,12.5,0,2283,4.99,1192.99,317.26,1.23332,686.713,686.555,-14.7292,317.871,0.11023,58.2478,58.2323,-1.34594,744.961,744.788,-16.0751,
31.544,12.5,0,2282,4.97,1187.68,319.205,1.23017,680.664,680.57,-11.2764,319.767,0.112849,58.9411,58.915,-1.75083,739.6,739.485,-13.0273,
31.794,12.5,0,2282,4.97,1187.68,316.736,1.2201,682.111,681.991,-12.785,317.399,0.111538,58.7483,58.7392,-1.03352,740.859,740.73,-13.8186,
32.044,12.5,0,2281,4.96,1184.77,317.333,1.21349,678.637,678.511,-13.0924,317.992,0.113141,59.5586,59.5433,-1.34796,738.196,738.054,-14.4403,
32.294,12.5,0,2279,4.99,1190.9,318.765,1.2532,688.831,688.656,-15.5325,319.264,0.113264,57.8637,57.8625,-0.357509,746.688,746.518,-15.89,
32.528,12.5,0,2282,5.01,1197.24,317.541,1.22999,678.324,678.157,-15.0351,318.038,0.114132,59.643,59.6173,-1.74982,737.965,737.774,-16.7849,
32.778,12.5,0,2279,4.99,1190.9,317.428,1.22916,682.592,682.455,-13.672,318.04,0.110279,58.7493,58.7213,-1.81335,741.338,741.177,-15.4854,
33.028,12.5,0,2281,4.99,1191.94,316.201,1.24002,686.561,686.415,-14.1862,316.659,0.115224,59.937,59.9286,-1.00376,746.498,746.343,-15.19,
33.278,12.5,0,2281,4.93,1177.61,318.21,1.2492,684.011,683.844,-15.0979,318.633,0.117497,60.6296,60.6272,0.541063,744.614,744.471,-14.5568,
33.528,12.5,0,2281,4.99,1191.94,309.159,1.20963,685.554,685.419,-13.6034,309.747,0.111838,58.8885,58.8879,-0.27628,744.436,744.307,-13.8797,
33.778,12.5,0,2281,4.95,1182.39,314.372,1.23164,687.275,687.049,-17.6351,314.765,0.115105,58.8293,58.8272,0.496442,746.073,745.876,-17.1387,
34.028,12.5,0,2281,4.98,1189.55,313.484,1.23333,686.167,685.978,-16.0842,313.908,0.114212,58.7286,58.7249,0.660247,744.863,744.703,-15.424,
34.278,12.5,0,2280,4.97,1186.64,312.664,1.23618,691.574,691.359,-17.2315,313.093,0.113181,58.3486,58.348,0.260482,749.899,749.707,-16.971,
34.528,12.5,0,2281,4.96,1184.77,314.605,1.23918,688.572,688.413,-14.8073,315.12,0.115182,59.1592,59.1568,0.529985,747.706,747.569,-14.2773,
34.778,12.5,0,2281,4.97,1187.16,316.092,1.2462,684.79,684.634,-14.5792,316.595,0.112717,58.5996,58.5963,-0.618566,743.386,743.231,-15.1978,
35.028,12.5,0,2281,4.97,1187.16,311.934,1.20788,682.394,682.193,-16.5619,312.312,0.115121,61.2491,61.2406,-1.02245,743.641,743.433,-17.5844,
35.278,12.5,0,2281,4.95,1182.39,309.699,1.21914,689.683,689.487,-16.4316,310.142,0.113495,60.1572,60.1436,-1.27699,749.84,749.631,-17.7086,
35.528,12.5,0,2282,4.94,1180.51,311.914,1.2222,682.068,681.889,-15.6315,312.366,0.11305,59.7822,59.7613,-1.58029,741.85,741.65,-17.2118,
35.778,12.5,0,2280,4.94,1179.48,313.352,1.23519,685.991,685.863,-13.2787,313.721,0.116942,60.7901,60.7863,-0.678336,746.78,746.649,-13.957,
36.028,12.5,0,2280,4.94,1179.48,313.026,1.23203,689.506,689.338,-15.2272,313.499,0.115006,59.2554,59.255,0.234542,748.743,748.593,-14.9927,
36.278,12.5,0,2279,4.98,1188.51,317.919,1.24955,689.454,689.343,-12.3499,318.332,0.116752,59.7873,59.7872,-0.126081,749.234,749.13,-12.476,
36.528,12.5,0,2281,4.99,1191.94,312.219,1.23484,689.683,689.51,-15.4624,312.699,0.114886,59.6046,59.6013,0.626046,749.258,749.111,-14.8363,
36.778,12.5,0,2280,4.99,1191.42,314.014,1.2082,683.003,682.87,-13.4565,314.633,0.10835,58.2129,58.211,-0.470663,741.212,741.081,-13.9272,
37.028,12.5,0,2282,4.99,1192.46,313.098,1.21839,681.532,681.404,-13.2014,313.634,0.11245,59.4955,59.484,-1.16499,741.027,740.888,-14.3664,
37.278,12.5,0,2281,4.97,1187.16,318.547,1.23245,680.502,680.385,-12.5841,319.118,0.113571,59.751,59.7171,-2.01145,740.246,740.102,-14.5956,
37.528,12.5,0,2282,5.0,1194.85,317.375,1.22836,685.231,685.103,-13.2512,318.006,0.109,58.018,58.0088,-1.03391,743.249,743.111,-14.2851,
37.778,12.5,0,2281,4.95,1182.39,314.633,1.23911,685.652,685.414,-18.0661,315.053,0.111284,58.204,58.1794,-1.69379,743.856,743.593,-19.7599,
38.028,12.5,0,2282,4.99,1192.46,316.763,1.24913,685.643,685.501,-13.9971,317.204,0.112401,59.0683,59.0244,-2.27735,744.703,744.525,-16.2745,
38.278,12.5,0,2282,4.98,1190.07,317.151,1.24027,684.221,683.976,-18.3199,317.571,0.113711,59.5019,59.4726,-1.86731,743.723,743.449,-20.1872,
38.528,12.5,0,2282,4.99,1192.46,316.821,1.24359,684.576,684.405,-15.2985,317.259,0.112488,59.2215,59.1852,-2.07244,743.793,743.59,-17.3709,
38.778,12.5,0,2282,4.95,1182.9,316.954,1.24129,685.82,685.584,-17.9767,317.416,0.111001,58.7309,58.7025,-1.82519,744.55,744.287,-19.8019,
39.028,12.5,0,2282,5.02,1199.63,315.789,1.23644,681.026,680.887,-13.7316,316.272,0.110741,58.9382,58.9069,-1.92247,739.96,739.794,-15.6541,
39.278,12.5,0,2282,4.95,1182.9,315.726,1.23715,683.383,683.137,-18.3671,316.201,0.113346,59.6872,59.666,-1.59175,743.071,742.803,-19.9588,
39.528,12.5,0,2282,4.99,1192.46,315.788,1.23311,679.343,679.168,-15.3907,316.203,0.112562,59.4703,59.4376,-1.97111,738.81,738.606,-17.3618,
