t/s,v/(m/s),β [°],n [rpm],M [Nm],Pmech [W],Ugen [V],Igen [A],Sgen [VA],Pgen [W],Qgen [var],Ulsc [V],Ilsc [A],Slsc [VA],Plsc [W],Qlsc [var],Stot [VA],Ptot [W],Qtot [var],Unnamed: 20
7.294,12.5,0,2282,4.98,1190.07,312.27,1.21627,681.621,681.415,-16.7735,312.765,0.110038,57.1462,57.1453,0.330926,738.743,738.56,-16.4425,
7.544,12.5,0,2280,4.97,1186.64,314.052,1.21896,677.708,677.52,-15.9972,314.584,0.111123,58.4525,58.4381,-1.29373,736.161,735.958,-17.291,
7.794,12.5,0,2280,4.97,1186.64,313.422,1.21175,679.465,679.252,-16.9969,313.852,0.114872,59.1876,59.1873,0.176607,738.631,738.439,-16.8203,
7.997,12.5,0,2280,4.99,1191.42,311.149,1.21549,683.269,683.087,-15.7795,311.732,0.108863,57.4196,57.4196,0.0286683,740.674,740.507,-15.7509,
8.247,12.5,0,2281,4.98,1189.55,312.404,1.21555,678.48,678.313,-15.0306,312.828,0.112405,58.6555,58.6419,-1.26485,737.135,736.955,-16.2954,
8.482,12.5,0,2281,4.94,1180.0,311.386,1.22869,686.413,686.221,-16.2335,311.935,0.110693,58.2787,58.2764,0.521333,744.663,744.497,-15.7121,
8.732,12.5,0,2279,5.06,1207.6,313.556,1.22044,677.49,677.351,-13.7334,314.086,0.108377,57.5719,57.5445,-1.77393,735.059,734.895,-15.5073,
8.982,12.5,0,2281,4.97,1187.16,313.057,1.20472,678.135,678.002,-13.4319,313.541,0.114769,60.1938,60.1859,-0.973876,738.329,738.188,-14.4058,
9.247,12.5,0,2280,5.0,1193.81,311.874,1.21727,682.768,682.599,-15.1684,312.487,0.109335,57.3352,57.3352,0.0827379,740.088,739.934,-15.0856,
9.497,12.5,0,2281,5.0,1194.33,313.76,1.23405,678.079,677.927,-14.356,314.265,0.110494,58.481,58.4409,-2.16521,736.553,736.368,-16.5212,
9.732,12.5,0,2280,4.98,1189.03,315.736,1.22837,679.878,679.717,-14.7891,316.185,0.115955,59.1761,59.1761,0.0297874,739.041,738.894,-14.7594,
9.982,12.5,0,2281,4.97,1187.16,312.224,1.22041,684.565,684.434,-13.4073,312.786,0.111679,57.9682,57.9682,0.0334106,742.522,742.402,-13.3739,
10.232,12.5,0,2279,5.01,1195.67,313.209,1.20413,678.222,678.086,-13.5803,313.872,0.106717,57.1367,57.1343,-0.526997,735.356,735.221,-14.1073,
10.482,12.5,0,2279,5.01,1195.67,316.91,1.23588,678.974,678.816,-14.6658,317.428,0.111033,58.2542,58.2329,-1.57432,737.228,737.049,-16.2401,
10.732,12.5,0,2282,4.98,1190.07,313.179,1.2107,681.646,681.438,-16.8434,313.737,0.111213,58.5218,58.5096,-1.19705,740.168,739.948,-18.0404,
10.982,12.5,0,2280,4.96,1184.25,316.368,1.21808,678.98,678.828,-14.3541,316.825,0.11633,59.7004,59.7004,-0.0224048,738.668,738.529,-14.3766,
11.247,12.5,0,2280,4.95,1181.87,312.705,1.22198,683.913,683.737,-15.5274,313.217,0.109659,57.2682,57.2673,0.321646,741.16,741.004,-15.2058,
11.497,12.5,0,2282,4.98,1190.07,312.104,1.226,680.075,679.928,-14.122,312.612,0.107827,57.3606,57.3504,-1.08549,737.435,737.279,-15.2075,
11.747,12.5,0,2280,4.96,1184.25,313.28,1.22872,687.202,687.014,-16.067,313.742,0.112774,58.4544,58.4526,0.458789,745.63,745.467,-15.6082,
11.997,12.5,0,2281,4.99,1191.94,315.507,1.21706,674.637,674.507,-13.2517,316.065,0.108112,57.4304,57.4052,-1.7014,732.065,731.912,-14.9531,
12.247,12.5,0,2280,4.96,1184.25,313.99,1.22705,685.201,685.012,-16.1014,314.441,0.114593,59.1105,59.1099,0.25639,744.29,744.122,-15.845,
12.45,12.5,0,2282,4.95,1182.9,313.51,1.20435,677.436,677.314,-12.8516,314.107,0.109146,57.6613,57.6556,-0.811044,735.097,734.97,-13.6627,
12.7,12.5,0,2280,4.98,1189.03,311.079,1.21533,680.713,680.522,-16.1148,311.486,0.113115,60.0314,60.0025,-1.86098,740.742,740.524,-17.9758,
12.95,12.5,0,2281,4.97,1187.16,312.306,1.21325,677.853,677.706,-14.0998,312.856,0.10903,57.4407,57.4381,0.547376,735.269,735.144,-13.5525,
13.153,12.5,0,2279,5.03,1200.44,312.853,1.22788,682.088,681.936,-14.3963,313.279,0.112108,59.3905,59.3521,-2.13554,741.473,741.288,-16.5319,
13.403,12.5,0,2281,5.03,1201.49,314.994,1.23214,684.008,683.871,-13.6745,315.387,0.113471,58.5819,58.5811,-0.289471,742.583,742.452,-13.964,
13.653,12.5,0,2280,5.02,1198.58,312.537,1.21508,683.303,683.186,-12.6357,313.118,0.109074,58.1141,58.1094,-0.734258,741.416,741.296,-13.37,
13.903,12.5,0,2280,4.99,1191.42,312.167,1.22251,678.711,678.555,-14.5217,312.654,0.110286,58.3727,58.339,-1.98271,737.079,736.895,-16.5044,
14.153,12.5,0,2281,4.94,1180.0,314.913,1.23785,688.844,688.675,-15.2239,315.344,0.116139,59.3704,59.3703,0.0581647,748.2,748.046,-15.1657,
14.403,12.5,0,2279,5.0,1193.28,312.368,1.21192,674.947,674.85,-11.4277,312.91,0.108024,58.195,58.1579,-2.07611,733.132,733.008,-13.5038,
14.607,12.5,0,2281,4.94,1180.0,314.672,1.22329,683.45,683.284,-15.0623,315.076,0.115946,60.0137,60.0132,-0.248819,743.455,743.297,-15.3111,
14.857,12.5,0,2279,4.98,1188.51,313.304,1.21944,676.015,675.905,-12.222,313.878,0.107932,57.3009,57.2769,-1.66013,733.313,733.182,-13.8821,
15.091,12.5,0,2281,4.96,1184.77,314.936,1.21832,682.735,682.613,-12.8777,315.516,0.110864,57.9144,57.9126,-0.445657,740.646,740.526,-13.3234,
15.325,12.5,0,2281,4.93,1177.61,308.392,1.20188,675.607,675.408,-16.3964,308.921,0.107761,57.9535,57.9453,-0.973472,733.559,733.353,-17.3699,
15.56,12.5,0,2281,4.93,1177.61,313.167,1.22849,687.538,687.32,-17.3466,313.694,0.110409,57.5843,57.5835,0.301297,745.098,744.903,-17.0453,
15.81,12.5,0,2279,4.98,1188.51,314.455,1.22776,678.778,678.604,-15.3599,314.922,0.110966,57.7835,57.7793,-0.699601,736.559,736.384,-16.0595,
16.028,12.5,0,2280,5.0,1193.81,316.552,1.24596,678.543,678.378,-14.963,316.981,0.115108,59.6036,59.5834,-1.55337,738.147,737.962,-16.5163,
16.232,12.5,0,2279,4.98,1188.51,314.122,1.21005,679.209,679.057,-14.3843,314.671,0.111241,57.8143,57.8108,0.638188,736.996,736.868,-13.7462,
16.466,12.5,0,2282,5.01,1197.24,316.069,1.22752,684.159,683.986,-15.3583,316.541,0.11432,59.7168,59.7106,-0.860518,743.874,743.697,-16.2188,
16.716,12.5,0,2280,4.95,1181.87,313.182,1.21646,678.664,678.554,-12.2283,313.786,0.108221,57.6501,57.6375,-1.20725,736.314,736.191,-13.4356,
16.95,12.5,0,2281,4.99,1191.94,312.263,1.22333,684.198,684.005,-16.2443,312.747,0.113497,59.8057,59.7839,-1.61483,744.003,743.789,-17.8592,
17.153,12.5,0,2281,4.95,1182.39,314.775,1.22964,678.236,678.142,-11.2937,315.297,0.110972,58.7222,58.6867,-2.03957,736.949,736.829,-13.3332,
17.372,12.5,0,2279,4.95,1181.35,315.116,1.21884,680.663,680.525,-13.6827,315.546,0.112924,59.3093,59.3047,-0.740158,739.971,739.83,-14.4229,
17.607,12.5,0,2281,4.97,1187.16,316.819,1.20465,673.527,673.445,-10.4903,317.456,0.109132,58.4865,58.4519,-2.01222,732.004,731.897,-12.5026,
17.825,12.5,0,2283,4.95,1183.42,310.859,1.18026,676.197,676.079,-12.6678,311.607,0.106116,58.0524,58.0242,-1.80952,734.245,734.103,-14.4773,
18.06,12.5,0,2280,4.98,1189.03,314.024,1.22409,682.994,682.843,-14.3862,314.626,0.109525,58.0411,58.0364,-0.738598,741.034,740.879,-15.1248,
18.294,12.5,0,2279,4.99,1190.9,312.253,1.20422,677.887,677.696,-16.0757,312.808,0.109037,58.4902,58.4604,-1.86944,736.375,736.156,-17.9452,
18.497,12.5,0,2279,4.97,1186.12,311.728,1.20875,679.741,679.598,-13.9425,312.346,0.107686,57.4057,57.4047,0.337862,737.128,737.003,-13.6047,
18.716,12.5,0,2281,5.0,1194.33,315.924,1.23468,682.409,682.235,-15.3845,316.383,0.11242,58.4073,58.4068,-0.257954,740.807,740.642,-15.6424,
18.95,12.5,0,2281,4.99,1191.94,312.574,1.21973,677.946,677.852,-11.2631,313.113,0.109132,58.673,58.6406,-1.94751,736.611,736.493,-13.2106,
19.169,12.5,0,2279,5.03,1200.44,313.18,1.22271,678.331,678.223,-12.061,313.754,0.110542,59.2013,59.1561,-2.31469,737.52,737.379,-14.3757,
19.403,12.5,0,2281,4.99,1191.94,310.802,1.21334,680.302,680.152,-14.2688,311.235,0.113236,59.7687,59.7336,-2.04944,740.065,739.885,-16.3183,
19.638,12.5,0,2282,4.98,1190.07,314.957,1.22268,683.718,683.546,-15.3595,315.502,0.109633,58.2936,58.2533,-2.16609,742.006,741.799,-17.5256,
19.872,12.5,0,2282,4.95,1182.9,318.019,1.21911,676.997,676.864,-13.46,318.613,0.110706,58.4757,58.4302,-2.30499,735.463,735.294,-15.765,
20.091,12.5,0,2279,5.02,1198.05,310.004,1.20606,676.825,676.648,-15.4717,310.489,0.113135,59.6137,59.5802,-2.00001,736.436,736.229,-17.4717,
20.31,12.5,0,2280,5.02,1198.58,314.521,1.23061,682.785,682.618,-15.0682,314.979,0.112272,58.615,58.6114,-0.645845,741.396,741.23,-15.7141,
20.528,12.5,0,2279,4.93,1176.58,320.387,1.24849,679.119,678.971,-14.1575,320.87,0.112099,58.4055,58.3956,-1.07958,737.524,737.367,-15.2371,
20.763,12.5,0,2280,4.99,1191.42,315.755,1.23896,681.734,681.589,-14.0613,316.216,0.113839,58.3775,58.3773,-0.140498,740.103,739.966,-14.2018,
20.997,12.5,0,2279,5.05,1205.21,313.148,1.21643,684.258,684.158,-11.6846,313.711,0.111941,58.6498,58.6492,-0.264316,742.903,742.807,-11.9489,
21.216,12.5,0,2280,5.0,1193.81,318.373,1.23216,675.678,675.536,-13.8256,318.928,0.110326,57.7262,57.7091,-1.4027,733.403,733.245,-15.2283,
21.45,12.5,0,2281,5.02,1199.11,312.93,1.22422,683.633,683.463,-15.2077,313.397,0.111465,58.5427,58.5406,-0.502446,742.17,742.004,-15.7101,
21.7,12.5,0,2281,4.97,1187.16,311.81,1.20711,674.111,673.959,-14.3058,312.377,0.106878,57.3896,57.3604,-1.82977,731.498,731.32,-16.1355,
21.919,12.5,0,2281,4.94,1180.0,315.507,1.24021,683.062,682.84,-17.4348,315.856,0.112691,58.8603,58.8602,-0.0448631,741.906,741.7,-17.4797,
22.153,12.5,0,2281,5.02,1199.11,314.05,1.21916,677.089,676.926,-14.8519,314.587,0.109649,58.1191,58.1125,-0.876468,735.206,735.038,-15.7283,
22.388,12.5,0,2279,5.04,1202.83,310.828,1.22764,682.855,682.629,-17.562,311.236,0.113498,59.0721,59.0686,-0.640127,741.921,741.697,-18.2021,
22.591,12.5,0,2281,4.97,1187.16,311.624,1.22519,680.504,680.37,-13.5299,312.052,0.112699,59.5018,59.4678,-2.0108,740.001,739.837,-15.5407,
22.81,12.5,0,2281,4.96,1184.77,313.033,1.22103,679.78,679.677,-11.85,313.617,0.108178,58.4992,58.4717,-1.79393,738.274,738.148,-13.6439,
23.06,12.5,0,2280,4.97,1186.64,318.325,1.23409,670.758,670.658,-11.5596,318.684,0.111855,58.654,58.6211,-1.96326,729.404,729.279,-13.5229,
23.31,12.5,0,2279,5.03,1200.44,313.236,1.23651,686.09,685.838,-18.5797,313.575,0.115464,59.7414,59.7382,-0.622751,745.824,745.577,-19.2024,
23.513,12.5,0,2280,4.97,1186.64,314.574,1.20483,677.617,677.403,-17.0093,315.155,0.108432,57.9418,57.9074,-1.99701,735.556,735.311,-19.0063,
23.747,12.5,0,2281,5.04,1203.88,312.49,1.21872,677.881,677.751,-13.2984,312.953,0.112366,59.6623,59.6309,-1.93441,737.539,737.382,-15.2328,
23.966,12.5,0,2281,4.99,1191.94,313.268,1.20619,675.079,674.93,-14.1782,313.783,0.110169,58.6232,58.5898,-1.97792,733.698,733.52,-16.1561,
24.216,12.5,0,2282,4.96,1185.29,309.911,1.2331,683.589,683.363,-17.5732,310.307,0.112343,58.7382,58.7368,-0.406387,742.317,742.099,-17.9796,
24.435,12.5,0,2282,4.95,1182.9,311.427,1.21414,680.762,680.581,-15.6816,311.882,0.112346,59.5287,59.5016,-1.79405,740.289,740.083,-17.4757,
24.638,12.5,0,2279,4.99,1190.9,316.032,1.20431,680.439,680.345,-11.2979,316.69,0.106421,57.9974,57.9521,-2.29115,738.422,738.297,-13.589,
24.841,12.5,0,2280,4.99,1191.42,314.354,1.22348,678.806,678.691,-12.5203,314.849,0.107701,57.286,57.2671,-1.46945,736.091,735.958,-13.9897,
25.091,12.5,0,2281,4.97,1187.16,314.945,1.2325,685.893,685.714,-15.6632,315.407,0.114667,59.4752,59.4749,0.163922,745.351,745.189,-15.4993,
25.294,12.5,0,2281,5.02,1199.11,308.592,1.20689,679.634,679.487,-14.1217,309.081,0.107901,58.1639,58.1502,-1.25925,737.798,737.637,-15.381,
25.544,12.5,0,2281,4.98,1189.55,317.477,1.22427,683.365,683.183,-15.7673,317.918,0.114973,60.02,60.0189,-0.373071,743.377,743.202,-16.1403,
25.794,12.5,0,2280,4.96,1184.25,311.654,1.21356,683.582,683.42,-14.8948,312.203,0.11151,57.8097,57.8096,0.0930087,741.377,741.229,-14.8017,
26.044,12.5,0,2281,5.0,1194.33,312.49,1.21783,676.565,676.41,-14.4875,312.953,0.114084,60.6886,60.6607,-1.83967,737.252,737.071,-16.3271,
26.294,12.5,0,2281,4.95,1182.39,313.746,1.22512,686.443,686.239,-16.7076,314.247,0.112612,58.6744,58.6727,0.446172,745.089,744.912,-16.2615,
26.544,12.5,0,2282,4.99,1192.46,314.621,1.21882,678.191,678.028,-14.8581,315.14,0.108514,58.0613,58.0426,-1.47242,736.252,736.07,-16.3305,
26.794,12.5,0,2279,4.98,1188.51,313.736,1.22539,683.557,683.404,-14.4784,314.179,0.114913,59.5338,59.533,0.300226,743.072,742.937,-14.1782,
26.997,12.5,0,2282,4.93,1178.12,313.65,1.22461,681.572,681.411,-14.8224,314.237,0.106712,57.3528,57.3363,-1.37562,738.925,738.747,-16.198,
27.247,12.5,0,2280,4.97,1186.64,313.849,1.22214,681.812,681.653,-14.7327,314.257,0.113934,59.044,59.0439,-0.0252528,740.844,740.697,-14.758,
27.497,12.5,0,2279,4.94,1178.96,310.393,1.21544,683.742,683.577,-15.0271,310.936,0.108892,57.4136,57.4136,0.0379678,741.143,740.991,-14.9892,
27.747,12.5,0,2281,4.96,1184.77,314.117,1.22458,678.521,678.391,-13.2824,314.58,0.110814,58.7237,58.6886,-2.0308,737.238,737.079,-15.3132,
27.997,12.5,0,2282,4.95,1182.9,313.458,1.23117,686.465,686.305,-14.7968,314.041,0.112791,58.7354,58.7353,0.13533,745.185,745.04,-14.6615,
28.2,12.5,0,2279,4.99,1190.9,312.787,1.2182,676.479,676.342,-13.6116,313.209,0.112686,59.7293,59.6869,-2.25126,736.2,736.029,-15.8629,
28.45,12.5,0,2281,4.94,1180.0,312.152,1.21334,682.38,682.195,-15.8663,312.716,0.109589,57.5352,57.5348,0.224293,739.895,739.73,-15.642,
28.653,12.5,0,2278,5.04,1202.3,312.784,1.22447,679.907,679.733,-15.4181,313.292,0.111701,58.8287,58.7949,-1.99343,738.733,738.528,-17.4115,
28.903,12.5,0,2281,4.94,1180.0,314.725,1.23183,681.232,681.089,-13.9519,315.179,0.113672,58.8111,58.8077,0.62838,740.017,739.897,-13.3236,
29.153,12.5,0,2280,4.97,1186.64,314.27,1.22444,681.505,681.29,-17.1005,314.734,0.111176,58.3332,58.3013,-1.92851,739.836,739.592,-19.029,
29.357,12.5,0,2280,4.99,1191.42,313.715,1.21709,680.964,680.801,-14.8973,314.179,0.113678,58.9325,58.9324,0.0966919,739.882,739.734,-14.8006,
29.607,12.5,0,2279,4.98,1188.51,315.891,1.22329,677.259,677.081,-15.527,316.443,0.110612,58.2881,58.2762,-1.17715,735.547,735.357,-16.7041,
29.857,12.5,0,2280,5.01,1196.19,313.811,1.22003,681.417,681.273,-13.9942,314.194,0.114956,59.6273,59.6267,-0.249554,741.037,740.9,-14.2438,
30.107,12.5,0,2279,4.97,1186.12,310.89,1.20877,682.205,682.035,-15.2473,311.479,0.108691,57.7678,57.7678,-0.0470814,739.961,739.803,-15.2944,
30.357,12.5,0,2281,4.96,1184.77,312.377,1.21665,683.34,683.173,-15.0887,312.84,0.113548,60.2958,60.2721,-1.69071,743.635,743.446,-16.7794,
30.56,12.5,0,2278,4.98,1187.99,313.6,1.21343,679.051,678.894,-14.5972,314.088,0.11034,57.5396,57.5381,0.417552,736.569,736.433,-14.1796,
30.81,12.5,0,2281,4.93,1177.61,315.411,1.23017,683.068,682.985,-10.6132,315.972,0.11046,58.1583,58.1391,-1.49674,741.223,741.124,-12.11,
31.06,12.5,0,2279,4.97,1186.12,314.45,1.21238,679.797,679.674,-12.9551,314.911,0.115059,59.8666,59.8572,-1.05894,739.664,739.531,-14.0141,
31.263,12.5,0,2279,5.04,1202.83,315.661,1.23392,684.098,683.94,-14.7369,316.115,0.113955,58.5533,58.5532,0.0680519,742.638,742.493,-14.6689,
31.513,12.5,0,2280,4.99,1191.42,312.941,1.20452,677.412,677.312,-11.6483,313.532,0.10898,57.8308,57.8257,-0.770315,735.242,735.137,-12.4186,
31.763,12.5,0,2277,5.01,1194.62,311.65,1.20357,679.541,679.384,-14.6248,312.095,0.112432,59.3225,59.2989,-1.67482,738.862,738.683,-16.2996,
32.028,12.5,0,2281,4.94,1180.0,313.499,1.23218,687.954,687.746,-16.9116,314.047,0.110004,57.2097,57.209,0.281176,745.14,744.955,-16.6304,
32.278,12.5,0,2279,5.01,1195.67,312.082,1.20573,679.654,679.497,-14.646,312.552,0.11186,58.8183,58.7893,-1.84851,738.47,738.286,-16.4945,
32.513,12.5,0,2279,4.98,1188.51,311.046,1.21445,681.687,681.548,-13.768,311.565,0.110094,58.154,58.154,-0.0007533,739.83,739.702,-13.7687,
32.716,12.5,0,2279,5.0,1193.28,313.313,1.20742,674.626,674.477,-14.197,313.776,0.111083,58.8108,58.7774,-1.98122,733.433,733.254,-16.1782,
32.966,12.5,0,2282,4.94,1180.51,314.469,1.23014,687.449,687.254,-16.3927,314.878,0.113182,58.7067,58.7067,0.0794475,746.139,745.961,-16.3132,
33.232,12.5,0,2279,4.98,1188.51,312.885,1.22673,684.129,683.952,-15.5713,313.45,0.107047,57.6106,57.6001,-1.09759,741.739,741.552,-16.6689,
33.482,12.5,0,2281,4.96,1184.77,316.353,1.21509,677.124,676.912,-16.9708,316.83,0.1131,59.529,59.5242,-0.75401,736.649,736.436,-17.7248,
33.732,12.5,0,2279,5.02,1198.05,312.42,1.21279,681.174,680.985,-16.0515,312.943,0.109613,57.9828,57.9827,-0.139491,739.145,738.968,-16.191,
33.982,12.5,0,2281,4.94,1180.0,312.957,1.21845,681.675,681.47,-16.7269,313.377,0.114914,60.0201,60.0028,-1.44118,741.695,741.472,-18.1681,
34.232,12.5,0,2280,4.97,1186.64,313.359,1.22436,683.667,683.5,-15.1009,313.992,0.110107,57.8652,57.8615,-0.649913,741.529,741.361,-15.7508,
34.435,12.5,0,2281,4.96,1184.77,312.854,1.21357,680.082,679.905,-15.5393,313.267,0.111289,59.0634,59.0502,-1.24914,739.145,738.955,-16.7884,
34.685,12.5,0,2281,4.95,1182.39,313.206,1.21841,682.216,682.083,-13.428,313.845,0.109299,57.9783,57.9719,-0.860229,740.193,740.055,-14.2883,
34.888,12.5,0,2280,5.02,1198.58,314.36,1.21666,680.039,679.887,-14.3633,314.778,0.115427,60.0309,60.0281,-0.581424,740.066,739.915,-14.9447,
35.138,12.5,0,2281,4.93,1177.61,313.443,1.2113,677.94,677.813,-13.1067,314.022,0.110427,58.2095,58.207,-0.539787,736.147,736.02,-13.6465,
35.372,12.5,0,2281,4.97,1187.16,315.059,1.21568,681.768,681.58,-16.0472,315.444,0.112968,59.2457,59.241,-0.748662,741.011,740.82,-16.7959,
35.575,12.5,0,2281,4.92,1175.22,313.291,1.22634,684.002,683.862,-13.833,313.86,0.110974,58.7066,58.7064,0.153812,742.695,742.569,-13.6792,
35.825,12.5,0,2280,5.02,1198.58,312.988,1.21274,677.291,677.094,-16.344,313.423,0.111315,58.8777,58.8599,-1.44677,736.169,735.954,-17.7908,
36.06,12.5,0,2280,5.0,1193.81,312.111,1.22376,690.36,690.153,-16.9038,312.661,0.109341,57.3678,57.3677,0.129042,747.708,747.52,-16.7748,
36.31,12.5,0,2281,4.95,1182.39,312.784,1.21766,677.554,677.361,-16.1709,313.187,0.112863,60.2655,60.2402,-1.74571,737.819,737.602,-17.9166,
36.56,12.5,0,2280,4.99,1191.42,313.686,1.22371,684.799,684.646,-14.4479,314.305,0.111334,58.1404,58.1403,-0.0929613,742.929,742.787,-14.5408,
36.81,12.5,0,2282,4.95,1182.9,313.068,1.22278,681.685,681.52,-15.0106,313.494,0.111536,59.1783,59.1449,-1.98912,740.86,740.665,-16.9997,
37.06,12.5,0,2280,4.99,1191.42,312.017,1.22201,685.999,685.823,-15.5345,312.516,0.111419,57.691,57.6906,0.221542,743.672,743.514,-15.313,
37.31,12.5,0,2281,4.94,1180.0,314.707,1.22928,683.337,683.211,-13.1461,315.272,0.109998,57.8849,57.8743,-1.10681,741.222,741.085,-14.2529,
37.56,12.5,0,2281,4.95,1182.39,316.06,1.23014,683.97,683.813,-14.6595,316.471,0.112729,58.2447,58.2445,-0.140636,742.205,742.058,-14.8001,
37.81,12.5,0,2283,4.94,1181.03,312.745,1.21548,679.878,679.701,-15.5091,313.304,0.107258,57.2831,57.278,-0.765589,737.159,736.979,-16.2747,
38.06,12.5,0,2282,4.95,1182.9,314.081,1.21723,682.32,682.124,-16.365,314.452,0.113295,59.3647,59.3584,-0.861877,741.683,741.483,-17.2269,
38.294,12.5,0,2279,5.0,1193.28,313.012,1.21415,681.772,681.656,-12.5726,313.6,0.10808,57.4507,57.4478,-0.577972,739.221,739.104,-13.1506,
